iso3_country,sector,subsector,start_time,end_time,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
GHA,buildings,residential-and-commercial-onsite-fuel-usage,2020-01-01 00:00:00,2020-12-31 00:00:00,co2,1330017.5059999998,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:56.579583
GHA,buildings,residential-and-commercial-onsite-fuel-usage,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_100yr,1357301.3804899997,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:56.579583
GHA,buildings,residential-and-commercial-onsite-fuel-usage,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_20yr,1363157.694728,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:56.579583
GHA,buildings,residential-and-commercial-onsite-fuel-usage,2020-01-01 00:00:00,2020-12-31 00:00:00,n2o,91.735282,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:56.579583
GHA,buildings,residential-and-commercial-onsite-fuel-usage,2021-01-01 00:00:00,2021-12-31 00:00:00,ch4,114.899429,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:50.048188
GHA,buildings,residential-and-commercial-onsite-fuel-usage,2021-01-01 00:00:00,2021-12-31 00:00:00,co2,1438761.075,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:50.048188
GHA,buildings,residential-and-commercial-onsite-fuel-usage,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_100yr,1468275.7065269998,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:50.048188
GHA,buildings,residential-and-commercial-onsite-fuel-usage,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_20yr,1474610.8389,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:50.048188
GHA,buildings,residential-and-commercial-onsite-fuel-usage,2021-01-01 00:00:00,2021-12-31 00:00:00,n2o,99.235651,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:50.048188
GHA,buildings,residential-and-commercial-onsite-fuel-usage,2022-01-01 00:00:00,2022-12-31 00:00:00,ch4,120.243589,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:32.491412
GHA,buildings,residential-and-commercial-onsite-fuel-usage,2022-01-01 00:00:00,2022-12-31 00:00:00,co2,1505680.1949999998,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:32.491412
GHA,buildings,residential-and-commercial-onsite-fuel-usage,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_100yr,1536567.599922,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:32.491412
GHA,buildings,residential-and-commercial-onsite-fuel-usage,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_20yr,1543197.3896439995,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:32.491412
GHA,buildings,residential-and-commercial-onsite-fuel-usage,2022-01-01 00:00:00,2022-12-31 00:00:00,n2o,103.851262,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:32.491412
