id,lat,lon,type,state,schools1km,hosp1km,pop1km
BKP-148,26.345053,68.124281,FCBK,Sindh,0,0,3089
BKP-149,26.339007,68.344571,FCBK,Sindh,0,0,1638
BKP-150,26.361266,68.108575,FCBK,Sindh,0,0,1355
BKP-151,26.05282,68.299275,FCBK,Sindh,0,0,1758
BKP-152,25.999709,68.400758,FCBK,Sindh,0,0,1427
BKP-153,27.166368,68.364234,FCBK,Sindh,0,0,1734
BKP-154,26.12356,68.207612,FCBK,Sindh,0,0,2911
BKP-155,26.138244,68.251086,FCBK,Sindh,0,0,3057
BKP-156,26.008408,68.665334,FCBK,Sindh,0,0,1816
BKP-157,25.922746,68.805577,FCBK,Sindh,0,0,2987
BKP-158,25.993531,68.668436,FCBK,Sindh,0,0,328
BKP-159,25.828291,68.420646,FCBK,Sindh,0,0,4038
BKP-160,26.328336,68.115595,FCBK,Sindh,0,0,1779
BKP-161,26.748827,67.733979,FCBK,Sindh,0,0,606
BKP-162,25.9372,68.903857,FCBK,Sindh,0,0,452
BKP-163,26.847126,68.078984,FCBK,Sindh,0,0,3089
BKP-164,27.665348,68.961033,FCBK,Sindh,0,0,1885
BKP-165,27.421087,68.72344,FCBK,Sindh,0,0,840
BKP-166,26.75192,67.733383,FCBK,Sindh,0,0,606
BKP-167,26.158542,68.612695,FCBK,Sindh,0,0,869
BKP-168,26.866701,68.062918,FCBK,Sindh,0,0,4284
BKP-169,26.141393,68.563233,FCBK,Sindh,0,0,794
BKP-170,26.141497,68.566678,FCBK,Sindh,0,0,794
BKP-171,26.141511,68.561357,FCBK,Sindh,0,0,1599
BKP-172,26.142464,68.565566,FCBK,Sindh,0,0,794
BKP-173,26.143854,68.565598,FCBK,Sindh,0,0,794
BKP-174,25.934049,68.601692,FCBK,Sindh,0,0,2284
BKP-175,27.170514,68.39835,FCBK,Sindh,0,0,2024
BKP-176,27.166133,68.39821,FCBK,Sindh,0,0,3148
BKP-177,26.697136,67.974083,FCBK,Sindh,0,0,234
BKP-178,26.288753,68.105656,FCBK,Sindh,0,0,2808
BKP-179,26.287584,68.105436,FCBK,Sindh,0,0,2853
BKP-180,26.135577,68.60352,FCBK,Sindh,0,0,1160
BKP-181,26.138418,68.602418,FCBK,Sindh,0,0,1200
BKP-182,26.133478,68.604444,FCBK,Sindh,0,0,1437
BKP-183,26.142229,68.60187,FCBK,Sindh,0,0,1212
BKP-184,26.772678,67.730883,FCBK,Sindh,0,0,421
BKP-185,25.938546,68.642667,FCBK,Sindh,0,0,656
BKP-186,27.70764,69.144164,FCBK,Sindh,0,0,536
BKP-187,26.174535,68.239981,FCBK,Sindh,0,0,590
BKP-188,26.130564,68.586754,FCBK,Sindh,0,1,1031
BKP-189,26.131644,68.581766,FCBK,Sindh,0,1,1013
BKP-190,26.116255,68.187353,FCBK,Sindh,0,0,3257
BKP-191,26.043921,68.604595,FCBK,Sindh,0,0,361
BKP-192,26.041695,68.601015,FCBK,Sindh,0,0,488
BKP-193,26.160593,68.220276,FCBK,Sindh,0,0,756
BKP-194,26.001822,68.774982,FCBK,Sindh,0,0,2122
BKP-195,26.133239,68.563873,FCBK,Sindh,0,0,1274
BKP-196,26.137732,68.563835,FCBK,Sindh,0,0,1503
BKP-197,26.132854,68.562292,FCBK,Sindh,0,0,1807
BKP-198,26.683452,67.996594,FCBK,Sindh,0,0,5763
BKP-199,26.262817,68.4932,FCBK,Sindh,0,0,343
BKP-200,26.141234,68.553961,FCBK,Sindh,0,0,1771
BKP-201,26.175808,68.560863,FCBK,Sindh,0,0,123
BKP-202,26.326201,68.101345,FCBK,Sindh,0,0,2251
BKP-203,26.13147,68.56849,FCBK,Sindh,0,0,1274
BKP-204,26.128352,68.572048,FCBK,Sindh,0,0,941
BKP-205,26.128996,68.56713,FCBK,Sindh,0,0,832
BKP-206,26.130334,68.572349,FCBK,Sindh,0,0,1220
BKP-207,26.850636,68.040004,FCBK,Sindh,0,0,1446
BKP-208,26.231196,68.099217,FCBK,Sindh,0,0,1295
BKP-209,26.147299,68.535051,FCBK,Sindh,0,0,705
BKP-210,26.148322,68.538792,FCBK,Sindh,0,0,790
BKP-211,26.153706,68.603289,FCBK,Sindh,0,0,256
BKP-212,26.280505,68.127506,FCBK,Sindh,0,0,3221
BKP-213,27.057484,68.200318,FCBK,Sindh,0,0,12614
BKP-214,26.208339,68.639479,FCBK,Sindh,0,0,1277
BKP-215,26.126686,68.182999,FCBK,Sindh,0,0,874
BKP-216,26.804712,67.782888,FCBK,Sindh,0,0,1769
BKP-217,27.711263,69.141966,FCBK,Sindh,0,0,536
BKP-218,27.593182,68.244195,FCBK,Sindh,0,0,1325
BKP-219,27.152961,68.356837,FCBK,Sindh,0,0,875
BKP-220,26.282707,68.465179,FCBK,Sindh,0,0,621
BKP-221,26.28282,68.463782,FCBK,Sindh,0,0,621
BKP-222,26.327481,68.100216,FCBK,Sindh,0,0,2251
BKP-223,26.861955,68.019454,FCBK,Sindh,0,0,2342
BKP-224,26.86089,68.290868,FCBK,Sindh,0,0,487
BKP-225,26.933421,68.020363,FCBK,Sindh,0,0,4108
BKP-226,26.832723,68.078732,FCBK,Sindh,0,0,1379
BKP-227,26.275153,68.350296,FCBK,Sindh,0,0,102
BKP-228,27.094545,68.221002,FCBK,Sindh,0,0,1105
BKP-229,26.349897,68.12936,FCBK,Sindh,0,0,2771
BKP-230,26.34961,68.124802,FCBK,Sindh,0,0,2736
BKP-231,27.597463,68.246507,FCBK,Sindh,0,0,697
BKP-232,26.717895,67.991095,FCBK,Sindh,0,0,535
BKP-233,26.338096,68.117546,FCBK,Sindh,0,0,2613
BKP-234,26.33965,68.121701,FCBK,Sindh,0,0,2999
BKP-235,26.337861,68.121502,FCBK,Sindh,0,0,3335
BKP-236,27.325765,68.438653,FCBK,Sindh,0,0,1679
BKP-237,27.321192,68.43732,FCBK,Sindh,0,0,1165
BKP-238,26.361496,68.11853,FCBK,Sindh,0,0,234
BKP-239,26.864494,68.102807,FCBK,Sindh,0,0,1734
BKP-240,26.864358,68.100421,FCBK,Sindh,0,0,1734
BKP-241,27.316006,68.52082,FCBK,Sindh,0,0,2488
BKP-242,26.660939,67.972153,FCBK,Sindh,0,0,1957
BKP-243,27.557594,68.140869,FCBK,Sindh,0,0,1401
BKP-244,27.558078,68.138955,FCBK,Sindh,0,0,1401
BKP-245,27.288703,68.389927,FCBK,Sindh,0,0,926
BKP-246,26.693753,67.992993,FCBK,Sindh,0,0,223
BKP-247,26.695255,67.993218,FCBK,Sindh,0,0,223
BKP-248,26.881826,68.104173,FCBK,Sindh,0,0,3882
BKP-249,26.744944,67.694956,FCBK,Sindh,0,0,1815
BKP-250,26.743676,67.696622,FCBK,Sindh,0,0,1815
BKP-251,27.250416,68.338013,FCBK,Sindh,0,0,2679
BKP-252,27.709197,69.173776,FCBK,Sindh,0,0,510
BKP-253,27.476269,68.84422,FCBK,Sindh,0,0,2229
BKP-254,27.448549,68.626214,FCBK,Sindh,0,0,826
BKP-255,26.807261,68.013262,FCBK,Sindh,0,0,2445
BKP-256,26.654851,67.959263,FCBK,Sindh,0,0,920
BKP-257,26.655011,67.957656,FCBK,Sindh,0,0,920
BKP-258,27.365531,68.607895,FCBK,Sindh,0,0,2971
BKP-259,26.838201,68.076426,FCBK,Sindh,0,0,36
BKP-260,27.522926,68.824057,FCBK,Sindh,0,0,718
BKP-261,26.696301,67.939214,FCBK,Sindh,0,0,1667
BKP-262,26.838206,68.079216,FCBK,Sindh,0,0,404
BKP-263,27.151399,68.391335,FCBK,Sindh,0,0,879
BKP-264,26.853975,68.048642,FCBK,Sindh,0,0,1552
BKP-265,26.856003,68.048255,FCBK,Sindh,0,0,2134
BKP-266,26.856031,68.048824,FCBK,Sindh,0,0,2134
BKP-267,26.8618,68.104328,FCBK,Sindh,0,0,1731
BKP-268,27.268813,68.353548,FCBK,Sindh,0,0,2617
BKP-269,26.923278,67.695558,FCBK,Sindh,0,0,2003
BKP-270,26.688392,67.998336,FCBK,Sindh,0,0,2288
BKP-271,26.687185,68.000346,FCBK,Sindh,0,0,5763
BKP-272,26.821701,68.109032,FCBK,Sindh,0,0,2607
BKP-273,27.325235,68.411573,FCBK,Sindh,0,0,1552
BKP-274,27.296021,68.441244,FCBK,Sindh,0,0,607
BKP-275,27.074158,68.214207,FCBK,Sindh,0,0,5189
BKP-276,26.715431,67.984903,FCBK,Sindh,0,0,1842
BKP-277,26.834254,68.019315,FCBK,Sindh,0,0,3250
BKP-278,27.338862,68.433659,FCBK,Sindh,0,0,1621
BKP-279,27.163515,68.402171,FCBK,Sindh,0,0,2845
BKP-280,27.222208,68.031151,FCBK,Sindh,0,0,2415
BKP-281,27.578738,68.234128,FCBK,Sindh,0,0,2669
BKP-282,27.136475,68.379392,FCBK,Sindh,0,0,630
BKP-283,27.164909,68.026974,FCBK,Sindh,0,0,938
BKP-284,25.784201,68.447758,FCBK,Sindh,0,0,1368
BKP-285,25.785403,68.451849,FCBK,Sindh,0,0,1368
BKP-286,25.785999,68.449591,FCBK,Sindh,0,0,1368
BKP-287,26.859406,68.049437,FCBK,Sindh,0,0,2134
BKP-288,26.858345,68.050152,FCBK,Sindh,0,0,2134
BKP-289,26.858645,68.045556,FCBK,Sindh,0,0,2836
BKP-290,27.548614,68.235445,FCBK,Sindh,0,0,8283
BKP-291,27.316432,68.417587,FCBK,Sindh,0,0,2504
BKP-292,27.276507,68.358283,FCBK,Sindh,0,0,1065
BKP-293,27.663188,68.689705,FCBK,Sindh,0,0,1321
BKP-294,27.303706,68.435831,FCBK,Sindh,0,0,782
BKP-295,27.437377,68.586394,FCBK,Sindh,0,0,3552
BKP-296,27.317869,68.429219,FCBK,Sindh,0,0,1380
BKP-297,27.481954,68.193895,FCBK,Sindh,0,0,4473
BKP-298,27.330375,68.410707,FCBK,Sindh,0,0,707
BKP-299,27.709625,69.135672,FCBK,Sindh,0,0,1442
BKP-300,27.304176,68.411857,FCBK,Sindh,0,0,5855
BKP-301,27.661288,68.013773,FCBK,Sindh,0,0,2580
BKP-302,27.317695,68.411159,FCBK,Sindh,0,0,2433
BKP-303,28.158915,68.046266,FCBK,Balochistan,0,0,1898
BKP-304,25.432591,68.684303,FCBK,Sindh,0,0,1508
BKP-305,25.43292,68.686808,FCBK,Sindh,0,0,2714
BKP-306,25.434075,68.681653,FCBK,Sindh,0,0,1508
BKP-307,27.432251,68.624467,FCBK,Sindh,0,0,1828
BKP-308,27.363441,68.623703,FCBK,Sindh,0,0,2063
BKP-309,27.572865,68.160488,FCBK,Sindh,0,0,1143
BKP-310,27.294378,68.425091,FCBK,Sindh,0,0,1208
BKP-311,27.298557,68.422119,FCBK,Sindh,0,0,1816
BKP-312,27.43672,68.641667,FCBK,Sindh,0,0,3830
BKP-313,25.786854,68.459239,FCBK,Sindh,0,0,1841
BKP-314,25.785525,68.459358,FCBK,Sindh,0,0,1841
BKP-315,25.784595,68.457697,FCBK,Sindh,0,0,1841
BKP-316,25.784703,68.453107,FCBK,Sindh,0,0,1674
BKP-317,27.096033,68.242459,FCBK,Sindh,0,0,1803
BKP-318,27.327792,68.441184,FCBK,Sindh,0,0,1679
BKP-319,27.340598,68.437481,FCBK,Sindh,0,0,1990
BKP-320,27.698837,69.147873,FCBK,Sindh,0,0,817
BKP-321,27.238328,68.370001,FCBK,Sindh,0,0,1569
BKP-322,27.248514,68.339589,FCBK,Sindh,0,0,2085
BKP-323,27.94176,69.465008,FCBK,Sindh,0,0,96
BKP-324,27.720281,69.154211,FCBK,Sindh,0,0,748
BKP-325,27.261715,68.351387,FCBK,Sindh,0,0,2229
BKP-326,27.424698,68.68068,FCBK,Sindh,0,0,1558
BKP-327,27.257622,68.313664,FCBK,Sindh,0,0,2193
BKP-328,27.22016,68.398914,FCBK,Sindh,0,0,448
BKP-329,25.440065,68.689872,FCBK,Sindh,0,0,2069
BKP-330,27.287336,68.402935,FCBK,Sindh,0,0,2089
BKP-331,27.374327,68.613544,FCBK,Sindh,0,0,749
BKP-332,27.583361,68.081253,FCBK,Sindh,0,0,399
BKP-333,27.582741,68.082629,FCBK,Sindh,0,0,399
BKP-334,27.582502,68.081339,FCBK,Sindh,0,0,399
BKP-335,27.428983,68.33366,FCBK,Sindh,0,0,886
BKP-336,27.343476,68.423344,FCBK,Sindh,0,0,2129
BKP-337,27.3352,68.420173,FCBK,Sindh,0,0,1903
BKP-338,27.607017,68.201758,FCBK,Sindh,0,0,776
BKP-339,27.446095,68.609927,FCBK,Sindh,0,0,1913
BKP-340,27.445663,68.609088,FCBK,Sindh,0,0,1575
BKP-341,27.278399,68.498231,FCBK,Sindh,2,1,6405
BKP-342,27.606411,68.62495,FCBK,Sindh,0,0,1015
BKP-343,27.677403,68.934592,FCBK,Sindh,0,0,8025
BKP-344,27.62492,68.80303,FCBK,Sindh,0,0,2568
BKP-345,27.62446,68.802627,FCBK,Sindh,0,0,2568
BKP-346,27.342002,68.426876,FCBK,Sindh,0,0,2129
BKP-347,27.934493,69.464427,FCBK,Sindh,0,0,436
BKP-348,25.655192,68.684835,FCBK,Sindh,0,0,2345
BKP-349,28.357087,68.312224,FCBK,Balochistan,0,0,801
BKP-350,27.933024,69.472157,FCBK,Sindh,0,0,750
BKP-351,27.88248,69.420872,FCBK,Sindh,0,0,753
BKP-352,27.926395,68.519812,FCBK,Sindh,0,0,401
BKP-353,27.93884,69.468679,FCBK,Sindh,0,0,96
BKP-354,27.719835,69.175571,FCBK,Sindh,0,0,1045
BKP-355,27.626545,68.809098,FCBK,Sindh,0,0,1820
BKP-356,25.67848,68.673155,FCBK,Sindh,0,0,427
BKP-357,25.680931,68.674015,FCBK,Sindh,0,0,1834
BKP-358,27.631511,68.972272,FCBK,Sindh,0,0,6090
BKP-359,27.707452,69.138424,FCBK,Sindh,0,0,1271
BKP-360,28.33669,68.421183,FCBK,Sindh,0,0,795
BKP-361,28.337638,68.423484,FCBK,Sindh,0,0,633
BKP-362,28.333333,68.422361,FCBK,Sindh,0,0,665
BKP-363,28.335746,68.425354,FCBK,Sindh,0,0,665
BKP-364,27.67845,68.923799,FCBK,Sindh,0,0,6852
BKP-365,27.676206,68.922633,FCBK,Sindh,0,0,6852
BKP-366,27.677464,68.926857,FCBK,Sindh,0,0,6852
BKP-367,27.67676,68.928959,FCBK,Sindh,0,0,8765
BKP-368,27.665714,68.944531,FCBK,Sindh,0,0,3666
BKP-369,28.334394,68.44427,FCBK,Sindh,0,0,1388
BKP-370,25.849505,68.450967,FCBK,Sindh,0,0,1054
BKP-371,25.779286,68.457622,FCBK,Sindh,0,0,1728
BKP-372,25.782423,68.458788,FCBK,Sindh,0,0,1841
BKP-373,25.775893,68.445296,FCBK,Sindh,0,0,1796
BKP-374,25.773954,68.445877,FCBK,Sindh,0,0,1283
BKP-375,28.318697,68.44943,FCBK,Sindh,0,0,333
BKP-376,28.002204,68.71922,FCBK,Sindh,0,0,1638
BKP-377,28.409222,68.388916,FCBK,Balochistan,0,0,265
BKP-378,25.439206,68.686937,FCBK,Sindh,0,0,1236
BKP-379,25.437976,68.684738,FCBK,Sindh,0,0,1003
BKP-380,25.798012,68.478354,FCBK,Sindh,0,0,2439
BKP-381,25.800341,68.475446,FCBK,Sindh,0,0,957
BKP-382,25.689109,68.502612,FCBK,Sindh,0,0,1763
BKP-383,25.780263,68.468947,FCBK,Sindh,0,0,895
BKP-384,25.786004,68.460745,FCBK,Sindh,0,0,1332
BKP-385,25.784304,68.46061,FCBK,Sindh,0,0,1841
BKP-386,25.788455,68.461411,FCBK,Sindh,0,0,1339
BKP-387,28.164356,68.050743,FCBK,Balochistan,0,0,8954
BKP-388,25.701187,68.696483,FCBK,Sindh,0,0,1042
BKP-389,25.641137,68.693822,FCBK,Sindh,0,0,1431
BKP-390,25.9104,68.868833,FCBK,Sindh,0,0,1204
BKP-391,25.426559,68.690071,FCBK,Sindh,0,0,2682
BKP-392,25.652286,68.678374,FCBK,Sindh,0,0,2333
BKP-393,25.661896,68.657185,FCBK,Sindh,0,0,2739
BKP-394,25.858649,68.476956,FCBK,Sindh,0,0,395
BKP-395,25.843215,68.472161,FCBK,Sindh,0,0,1844
BKP-396,25.478906,68.528015,FCBK,Sindh,0,0,1806
BKP-397,25.478591,68.533008,FCBK,Sindh,0,0,2614
BKP-398,25.477178,68.529531,FCBK,Sindh,0,0,1690
BKP-399,25.479042,68.531718,FCBK,Sindh,0,0,1717
BKP-400,25.903133,68.420474,FCBK,Sindh,0,0,3207
BKP-401,25.471394,68.461406,FCBK,Sindh,0,0,1326
BKP-402,25.472028,68.465125,FCBK,Sindh,0,0,1271
BKP-403,25.45212,68.542635,FCBK,Sindh,0,0,1267
BKP-404,25.883581,68.848181,FCBK,Sindh,0,0,506
BKP-405,25.451552,68.491813,FCBK,Sindh,0,0,902
BKP-406,25.449955,68.490201,FCBK,Sindh,0,0,902
BKP-407,25.851471,68.476392,FCBK,Sindh,0,0,1230
BKP-408,25.425053,68.694945,FCBK,Sindh,0,0,2682
BKP-409,28.294332,68.406719,FCBK,Sindh,0,0,1999
BKP-410,25.708665,68.777831,FCBK,Sindh,0,0,804
BKP-411,25.66612,68.684523,FCBK,Sindh,0,0,780
BKP-412,25.698023,68.688593,FCBK,Sindh,0,0,1637
BKP-413,25.873746,68.367308,FCBK,Sindh,0,0,1611
BKP-414,28.385582,68.364486,FCBK,Balochistan,0,0,2379
BKP-415,25.447581,68.492195,FCBK,Sindh,0,0,902
BKP-416,25.784685,68.424269,FCBK,Sindh,0,0,821
BKP-417,25.89925,68.921697,FCBK,Sindh,0,0,1579
BKP-418,25.764954,68.419334,FCBK,Sindh,0,0,10
BKP-419,25.668853,68.667065,FCBK,Sindh,0,0,1539
BKP-420,28.389942,68.366228,FCBK,Balochistan,0,0,1103
BKP-421,25.781019,68.440115,FCBK,Sindh,0,0,573
BKP-422,25.659168,68.678955,FCBK,Sindh,0,0,3502
BKP-423,25.768692,68.445689,FCBK,Sindh,0,0,1373
BKP-424,25.766227,68.445355,FCBK,Sindh,0,0,1797
BKP-425,25.484168,68.52171,FCBK,Sindh,0,0,822
BKP-426,25.434085,68.691866,FCBK,Sindh,0,0,2479
BKP-427,25.471385,68.556105,FCBK,Sindh,0,0,2518
BKP-428,25.78169,68.450924,FCBK,Sindh,0,0,1368
BKP-429,25.783038,68.450032,FCBK,Sindh,0,0,1368
BKP-430,25.459767,68.540141,FCBK,Sindh,0,0,1341
BKP-431,25.455504,68.541184,FCBK,Sindh,0,0,1341
