latitude,longitude,type,brickid
23.8032712159375,90.312415635,fcbk,BKB-240
22.6932941465625,90.20018532,fcbk,BKB-241
23.8202728921875,90.388389965,fcbk,BKB-242
22.3694902815625,89.10361131,fcbk,BKB-243
22.616676821875,89.700031015,fcbk,BKB-244
23.951400399375,89.22307637,fcbk,BKB-245
23.9501843134375,89.221737995,fcbk,BKB-246
24.4804923521875,88.36392748,fcbk,BKB-247
23.258495718125,90.20058064,fcbk,BKB-248
23.77501987,90.239639535,fcbk,BKB-249
22.2461406240625,89.116828655,fcbk,BKB-250
22.6724645621875,89.080265535,fcbk,BKB-251
23.710869751875,89.94041542,fcbk,BKB-252
23.71059742375,89.94252242,fcbk,BKB-253
23.7109965253125,89.94092067,fcbk,BKB-254
23.5470164153125,89.197369855,fcbk,BKB-255
23.4418930459375,89.469946145,fcbk,BKB-256
23.6267796365625,88.82768012,fcbk,BKB-257
22.729632773125,90.251089505,fcbk,BKB-258
22.965402534375,90.47553837,fcbk,BKB-259
22.58251263375,90.280151165,fcbk,BKB-260
22.4381091528125,89.562208,fcbk,BKB-261
23.695146763125,89.717412345,fcbk,BKB-262
22.8485725321875,89.354817095,fcbk,BKB-263
22.6415760290625,88.97784228,fcbk,BKB-264
23.480355669375,89.37142762,fcbk,BKB-265
23.2336792871875,89.135264415,fcbk,BKB-266
23.82860993,89.02343026,fcbk,BKB-267
23.736536841875,89.760702325,fcbk,BKB-268
23.732836935625,89.76366395,fcbk,BKB-269
22.785161419375,90.155583425,fcbk,BKB-270
23.1784174140625,90.34896553,fcbk,BKB-271
22.825896088125,89.593358415,fcbk,BKB-272
22.4670237565625,90.054218415,fcbk,BKB-273
22.74484226875,89.709167495,fcbk,BKB-274
22.9530835846875,90.48800902,fcbk,BKB-275
23.2870007825,90.110402,fcbk,BKB-276
22.5938135175,90.382135715,fcbk,BKB-277
23.012867810625,89.844306565,fcbk,BKB-278
22.5179086975,90.372090925,fcbk,BKB-279
22.5168992053125,90.3706343,fcbk,BKB-280
22.8176660596875,90.312407485,fcbk,BKB-281
22.50936527375,90.38901289,fcbk,BKB-282
23.631887894375,90.433891705,fcbk,BKB-283
23.615869851875,89.844733505,fcbk,BKB-284
23.0108015934375,89.75727805,fcbk,BKB-285
23.2643462946875,90.517990955,fcbk,BKB-286
22.6138875421875,90.7208123,fcbk,BKB-287
22.6972986196875,89.24909544,fcbk,BKB-288
22.63796298125,90.18042917,fcbk,BKB-289
22.527056100625,89.01368193,fcbk,BKB-290
22.85283086625,89.69893183,fcbk,BKB-291
22.852859038125,89.69841583,fcbk,BKB-292
22.7586662328125,89.04494233,fcbk,BKB-293
23.598508231875,89.015131105,fcbk,BKB-294
23.596198138125,89.01392173,fcbk,BKB-295
22.514669926875,90.457244995,fcbk,BKB-296
23.134730031875,89.57304034,fcbk,BKB-297
23.68314414875,88.807520835,fcbk,BKB-298
23.680373914375,88.80909571,fcbk,BKB-299
22.670079880625,90.40636168,fcbk,BKB-300
23.020816356875,89.75273798,fcbk,BKB-301
23.6057398309375,89.84807004,fcbk,BKB-302
22.64146591125,89.806778495,fcbk,BKB-303
22.650954970625,90.61345162,fcbk,BKB-304
22.8178264175,89.558622275,fcbk,BKB-305
22.924388914375,90.510732915,fcbk,BKB-306
22.9255017034375,90.509636415,fcbk,BKB-307
23.5240532634375,89.307058345,fcbk,BKB-308
22.7076694903125,88.978605585,fcbk,BKB-309
22.7734797203125,89.19231465,fcbk,BKB-310
22.611632765625,90.702460415,fcbk,BKB-311
22.6136103628125,89.15994691,fcbk,BKB-312
23.5921310609375,89.777007535,fcbk,BKB-313
22.973223560625,90.291367055,fcbk,BKB-314
23.7328548578125,89.37841099,fcbk,BKB-315
22.82017432125,90.58175259,fcbk,BKB-316
23.229148433125,90.340687535,fcbk,BKB-317
22.6310137046875,90.377600225,fcbk,BKB-318
22.5672651775,89.95660874,fcbk,BKB-319
22.8973280903125,89.569281795,fcbk,BKB-320
22.8949898246875,89.571120045,fcbk,BKB-321
22.5840702715625,90.12731314,fcbk,BKB-322
22.9378698471875,90.532276655,fcbk,BKB-323
23.7012217715625,89.16124845,fcbk,BKB-324
22.8987492284375,90.404988465,fcbk,BKB-325
22.942988494375,89.594596545,fcbk,BKB-326
22.80994756375,89.591679545,fcbk,BKB-327
22.59434106,90.018118695,fcbk,BKB-328
22.5929512475,90.01945707,fcbk,BKB-329
24.379018538125,89.545224295,fcbk,BKB-330
24.972385131875,89.677512545,fcbk,BKB-331
23.0319755259375,89.11882236,fcbk,BKB-332
22.899608709375,90.422084355,fcbk,BKB-333
22.9611478784375,90.56155747,fcbk,BKB-334
22.9609600659375,90.56311622,fcbk,BKB-335
22.9609600659375,90.56298722,fcbk,BKB-336
23.5324381753125,88.92286162,fcbk,BKB-337
22.6148956996875,90.61548026,fcbk,BKB-338
22.6146045903125,90.61506101,fcbk,BKB-339
23.0579742125,89.78931132,fcbk,BKB-340
22.684540873125,90.377741885,fcbk,BKB-341
22.7496046140625,89.726085645,fcbk,BKB-342
22.648067659375,90.223208155,fcbk,BKB-343
22.6604874121875,90.29824409,fcbk,BKB-344
22.9167117709375,90.519574695,fcbk,BKB-345
22.9143312475,90.522842695,fcbk,BKB-346
22.7733200646875,90.1292052,fcbk,BKB-347
22.8422166903125,89.31228923,fcbk,BKB-348
22.815930188125,90.36100868,fcbk,BKB-349
22.7557658459375,89.47398246,fcbk,BKB-350
24.538534684375,89.360580185,fcbk,BKB-351
23.9606941434375,89.24112101,fcbk,BKB-352
23.49304115625,89.488271785,fcbk,BKB-353
23.496168234375,89.48773966,fcbk,BKB-354
23.4941069921875,89.48821266,fcbk,BKB-355
22.8269968009375,90.23007687,fcbk,BKB-356
22.8211967915625,90.16266065,fcbk,BKB-357
23.093600770625,89.07537445,fcbk,BKB-358
22.907465803125,90.529694175,fcbk,BKB-359
22.702965249375,89.30609177,fcbk,BKB-360
23.854969148125,89.094594345,fcbk,BKB-361
22.579510210625,89.979362425,fcbk,BKB-362
22.5795524684375,89.9833668,fcbk,BKB-363
23.605902755625,89.780606885,fcbk,BKB-364
23.593988951875,90.617565685,fcbk,BKB-365
22.699248619375,89.491519055,fcbk,BKB-366
22.54034081875,90.029218015,fcbk,BKB-367
23.6186125678125,90.3032652,fcbk,BKB-368
25.13384034,89.86032037,fcbk,BKB-369
23.7430064096875,88.93096221,fcbk,BKB-370
24.484968686875,89.99958584,fcbk,BKB-371
24.4850532025,89.998784965,fcbk,BKB-372
23.7543217965625,90.32717632,fcbk,BKB-373
22.6267740359375,89.660944995,fcbk,BKB-374
26.021138528125,88.43216273,fcbk,BKB-375
22.632845469375,89.755980655,fcbk,BKB-376
22.531578313125,89.010411085,fcbk,BKB-377
23.7037846234375,88.6385268,fcbk,BKB-378
23.412773905,89.07305471,fcbk,BKB-379
23.022375741875,89.755727225,fcbk,BKB-380
22.9613949515625,90.40593881,fcbk,BKB-381
23.4831134353125,88.83280676,fcbk,BKB-382
24.010433778125,88.967764735,fcbk,BKB-383
24.0115090046875,88.964808485,fcbk,BKB-384
24.0115090046875,88.966044735,fcbk,BKB-385
23.2974158375,90.30937204,fcbk,BKB-386
22.8720814378125,89.076312395,fcbk,BKB-387
23.897259168125,90.144196005,fcbk,BKB-388
22.6495798890625,90.174693255,fcbk,BKB-389
22.50523129,89.578410885,fcbk,BKB-390
22.9234382690625,89.911182715,fcbk,BKB-391
22.9554223425,90.48495612,fcbk,BKB-392
22.72965582125,89.11013942,fcbk,BKB-393
23.9880399090625,89.146207305,fcbk,BKB-394
22.6544275365625,89.69473848,fcbk,BKB-395
22.446863178125,89.23254747,fcbk,BKB-396
22.9094488071875,90.415138505,fcbk,BKB-397
24.011576196875,89.00530624,fcbk,BKB-398
24.016365415625,89.006784365,fcbk,BKB-399
23.5871244803125,89.41870378,fcbk,BKB-400
22.820500795625,90.290969645,fcbk,BKB-401
23.859517346875,89.736486045,fcbk,BKB-402
23.3276745709375,90.28522367,fcbk,BKB-403
23.0360152440625,89.001050385,fcbk,BKB-404
22.874498516875,90.557323515,fcbk,BKB-405
23.34287270625,88.88876796,fcbk,BKB-406
22.8271490715625,90.286566955,fcbk,BKB-407
23.926847033125,89.744352465,fcbk,BKB-408
22.93253304,90.538401115,fcbk,BKB-409
23.2808676771875,89.004455875,fcbk,BKB-410
22.5964208571875,89.008800445,fcbk,BKB-411
23.8811196871875,89.753518735,fcbk,BKB-412
23.0485672703125,89.624337485,fcbk,BKB-413
23.0499383015625,89.62496636,fcbk,BKB-414
23.728154339375,90.314858905,fcbk,BKB-415
22.96707151875,89.663720285,fcbk,BKB-416
22.883622691875,90.489201125,fcbk,BKB-417
22.6146388796875,89.09315684,fcbk,BKB-418
23.950062420625,89.221444395,fcbk,BKB-419
22.8020712278125,90.308826795,fcbk,BKB-420
22.8770615125,89.56913283,fcbk,BKB-421
23.197954160625,90.31450978,fcbk,BKB-422
23.2454830421875,89.98334047,fcbk,BKB-423
23.6475561146875,90.31733706,fcbk,BKB-424
23.64750446625,90.317245685,fcbk,BKB-425
22.5185652678125,89.25135253,fcbk,BKB-426
23.0951382440625,90.271958955,fcbk,BKB-427
23.4388525440625,89.512718865,fcbk,BKB-428
25.410943568125,89.17771863,fcbk,BKB-429
25.4114553571875,89.177444505,fcbk,BKB-430
24.254350573125,89.910249005,fcbk,BKB-431
23.8425227634375,89.83258827,fcbk,BKB-432
23.7703145990625,89.053140885,fcbk,BKB-433
23.135916491875,89.286406895,fcbk,BKB-434
23.7879421178125,90.123125935,fcbk,BKB-435
22.8677668253125,90.441384435,fcbk,BKB-436
22.8100630071875,89.591920655,fcbk,BKB-437
22.884928321875,90.53644074,fcbk,BKB-438
24.1183813275,90.175472425,fcbk,BKB-439
24.117742765,90.174515675,fcbk,BKB-440
23.8264515275,90.40850753,fcbk,BKB-441
23.0990756571875,89.17617033,fcbk,BKB-442
22.9004200771875,89.56763368,fcbk,BKB-443
23.24664272625,89.623887965,fcbk,BKB-444
22.819421216875,89.599358035,fcbk,BKB-445
22.82125238875,89.60118016,fcbk,BKB-446
22.8228253184375,89.598637785,fcbk,BKB-447
25.1026016053125,88.636390645,fcbk,BKB-448
23.4335481915625,89.533835745,fcbk,BKB-449
23.5003460984375,89.462350575,fcbk,BKB-450
25.053393489375,90.004956985,fcbk,BKB-451
25.057825864375,90.004935485,fcbk,BKB-452
22.8188169821875,89.613155895,fcbk,BKB-453
22.7929183346875,90.306665785,fcbk,BKB-454
23.09029866,89.991132375,fcbk,BKB-455
23.847350756875,89.04573546,fcbk,BKB-456
23.84737892875,89.04406921,fcbk,BKB-457
23.847472835,89.044827085,fcbk,BKB-458
23.84595610125,89.7339118,fcbk,BKB-459
22.9279781146875,90.239936605,fcbk,BKB-460
22.8934882840625,89.568499285,fcbk,BKB-461
22.8972069715625,89.569090535,fcbk,BKB-462
23.456874265625,89.5726613,fcbk,BKB-463
22.8356840175,89.80983943,fcbk,BKB-464
23.190910920625,90.21008628,fcbk,BKB-465
22.845251743125,89.72103861,fcbk,BKB-466
23.7916387534375,90.32153777,fcbk,BKB-467
23.5484862571875,89.77442916,fcbk,BKB-468
23.8265870734375,90.43708352,fcbk,BKB-469
24.624542388125,90.11544733,fcbk,BKB-470
23.056250649375,89.433927265,fcbk,BKB-471
22.96602849875,90.50182566,fcbk,BKB-472
22.943842846875,90.408802225,fcbk,BKB-473
23.267027206875,89.622883015,fcbk,BKB-474
23.475448641875,89.50677907,fcbk,BKB-475
22.5412383278125,89.18488631,fcbk,BKB-476
22.782811540625,90.14909704,fcbk,BKB-477
23.4661638496875,89.55819405,fcbk,BKB-478
23.7327251325,89.62047741,fcbk,BKB-479
22.8763817928125,90.442098885,fcbk,BKB-480
22.786910028125,90.167235335,fcbk,BKB-481
22.8612361859375,90.282629725,fcbk,BKB-482
23.7773718028125,90.319040835,fcbk,BKB-483
23.6319834540625,88.658170785,fcbk,BKB-484
23.3474930765625,89.52761364,fcbk,BKB-485
23.6603728453125,89.98364082,fcbk,BKB-486
24.8156300571875,88.47133131,fcbk,BKB-487
22.5484183753125,88.993420305,fcbk,BKB-488
22.972973850625,89.796827795,fcbk,BKB-489
23.8426795159375,88.63769925,fcbk,BKB-490
23.8428532425,88.637801375,fcbk,BKB-491
22.7802524790625,90.130269965,fcbk,BKB-492
23.027398911875,89.844718445,fcbk,BKB-493
22.76004908125,89.09774312,fcbk,BKB-494
24.141034330625,89.5125211,fcbk,BKB-495
22.962472403125,89.29414111,fcbk,BKB-496
23.699388828125,89.007065895,fcbk,BKB-497
23.027863836875,89.75202647,fcbk,BKB-498
23.857073486875,89.19333344,fcbk,BKB-499
23.699110505625,88.642861545,fcbk,BKB-500
24.3788036178125,88.564692345,fcbk,BKB-501
22.775532573125,89.32778613,fcbk,BKB-502
22.62353976,89.09215626,fcbk,BKB-503
22.7032209265625,89.01383431,fcbk,BKB-504
23.62583512,90.388090655,fcbk,BKB-505
22.9634710171875,90.401877445,fcbk,BKB-506
22.68665696125,89.10270893,fcbk,BKB-507
22.63984515,89.14747439,fcbk,BKB-508
22.6144852490625,89.033394095,fcbk,BKB-509
22.9998372190625,89.207710005,fcbk,BKB-510
22.7534765359375,89.04737065,fcbk,BKB-511
22.7581061140625,89.044914275,fcbk,BKB-512
23.784703083125,89.907988205,fcbk,BKB-513
23.7098428353125,90.508264885,fcbk,BKB-514
22.63914865,88.980277445,fcbk,BKB-515
23.2699776046875,88.980655415,fcbk,BKB-516
22.909768198125,89.14927814,fcbk,BKB-517
22.8477053690625,89.69339865,fcbk,BKB-518
23.016234621875,89.564327485,fcbk,BKB-519
23.454104675,88.959936305,fcbk,BKB-520
23.9154904075,90.156453575,fcbk,BKB-521
23.9165092903125,90.15787795,fcbk,BKB-522
23.2363216346875,89.85632095,fcbk,BKB-523
22.9422878153125,90.40716412,fcbk,BKB-524
22.92493781375,89.63797487,fcbk,BKB-525
23.4630267753125,88.95596326,fcbk,BKB-526
22.7721592809375,89.473685405,fcbk,BKB-527
23.06001375125,89.47824867,fcbk,BKB-528
23.6546616659375,90.45026715,fcbk,BKB-529
22.8260214221875,89.25665996,fcbk,BKB-530
23.769992805625,90.324729435,fcbk,BKB-531
24.761691831875,89.39341271,fcbk,BKB-532
22.952996880625,90.487949715,fcbk,BKB-533
23.6892987234375,89.31131949,fcbk,BKB-534
23.81455615125,88.671271635,fcbk,BKB-535
22.79734329625,89.065280415,fcbk,BKB-536
23.0100754428125,89.210687215,fcbk,BKB-537
23.010681138125,89.21470234,fcbk,BKB-538
22.99500186,89.22835615,fcbk,BKB-539
23.8102871734375,90.30995187,fcbk,BKB-540
23.80709332875,88.71487296,fcbk,BKB-541
23.8039991178125,88.71743146,fcbk,BKB-542
22.8700201878125,89.767123925,fcbk,BKB-543
23.724692566875,90.43728379,fcbk,BKB-544
23.40545838375,89.575911135,fcbk,BKB-545
24.0307826009375,88.96451517,fcbk,BKB-546
23.0301839325,89.755951245,fcbk,BKB-547
25.46738267375,89.395436955,fcbk,BKB-548
23.0100930125,89.76011086,fcbk,BKB-549
23.2276714503125,89.87665108,fcbk,BKB-550
22.8626665296875,89.612728645,fcbk,BKB-551
23.3430309971875,89.738311935,fcbk,BKB-552
23.2969686021875,90.309367725,fcbk,BKB-553
23.0516904784375,89.900191805,fcbk,BKB-554
24.0904727465625,90.13859282,fcbk,BKB-555
23.8043487803125,88.62724232,fcbk,BKB-556
23.5037581815625,88.92424001,fcbk,BKB-557
23.3842407159375,89.61800478,fcbk,BKB-558
23.002902615625,89.98200024,fcbk,BKB-559
23.04107520875,89.53673277,fcbk,BKB-560
23.0410423415625,89.53610927,fcbk,BKB-561
22.90790472125,88.98217616,fcbk,BKB-562
23.1341918396875,89.87444558,fcbk,BKB-563
22.97440824375,89.62068853,fcbk,BKB-564
23.7438267590625,89.13447035,fcbk,BKB-565
23.9458642296875,90.152924895,fcbk,BKB-566
23.9473667296875,90.15223152,fcbk,BKB-567
23.9480522453125,90.15695077,fcbk,BKB-568
22.889181806875,89.644281935,fcbk,BKB-569
24.03266195,89.08773889,fcbk,BKB-570
