OBJECTID,Id,x,y
"263","0",77.3228104913,28.7970124384
"264","0",77.3207312346,28.7984951326
"265","0",77.3211835238,28.8065837051
"266","0",77.3216931452,28.8056626782
"267","1",77.3206420508,28.8028158147
"268","0",77.3175524687,28.8068069839
"269","0",77.3187309685,28.8054952175
"270","0",77.3296241337,28.7916508943
"271","0",77.3321403912,28.7901993669
"272","0",77.3307707829,28.7892781952
"273","0",77.3247827273,28.7924883047
"274","0",77.3246553219,28.7907576496
"275","0",77.3261204840,28.7993548171
"276","0",77.3256108626,28.8009736852
"277","0",77.3328729727,28.8001363430
"278","0",77.3304548175,28.8011925095
"279","0",77.3187335171,28.7945650538
"280","0",77.3114153485,28.7830061919
"281","0",77.3140449967,28.7793792677
"282","0",77.3125161315,28.7747694977
"283","0",77.3161854080,28.7734472778
"284","0",77.3153700135,28.7774853561
"285","0",77.3165523357,28.7765383870
"286","0",77.3284367154,28.7742513323
"287","0",77.3288851823,28.7787360562
"288","0",77.3239112743,28.7814160780
"289","0",77.3262963041,28.7679438055
"290","0",77.3427468941,28.7751804547
"291","0",77.3529597148,28.7746622913
"292","0",77.3493923619,28.7726968213
"293","0",77.3465384799,28.7733222023
"294","0",77.3466200199,28.7843818889
"295","0",77.3489642797,28.7842925583
"296","0",77.3548147376,28.7850786635
"297","1",77.3543662708,28.7869009749
"298","0",77.3571386128,28.7860255550
"299","0",77.3490050497,28.7886517934
"300","0",77.3646997694,28.7837172687
"301","0",77.3624998339,28.7889733691
"302","0",77.3601351887,28.7889197732
"303","0",77.3592586396,28.7930644394
"304","0",77.3630502253,28.7923677182
"305","0",77.3666828093,28.7745465086
"306","0",77.3656260573,28.7748323921
"307","0",77.3641126853,28.7760902710
"308","0",77.3655347337,28.7781371513
"309","0",77.3672959859,28.7767763809
"310","0",77.3713925299,28.7755185102
"311","0",77.3635125541,28.7697549805
"312","0",77.3619991812,28.7675363934
"313","0",77.3643475184,28.7658209593
"314","0",77.3674916812,28.7659238862
"315","0",77.3688224050,28.7667358614
"316","0",77.3717056413,28.7689315929
"317","0",77.3714186224,28.7656151058
"318","0",77.3655086412,28.7635908529
"319","0",77.3693695356,28.7630476145
"320","0",77.3705184270,28.7580897195
"321","0",77.3773807895,28.7638160097
"322","0",77.3407899466,28.7594199965
"323","0",77.3400560912,28.7628867868
"324","0",77.3449688455,28.7589374960
"325","0",77.3469257930,28.7589374960
"326","0",77.3456619308,28.7613142368
"327","0",77.3466607891,28.7636373138
"328","0",77.3488827405,28.7642270099
"329","0",77.3508193034,28.7621898641
"330","1",77.3508396880,28.7612427561
"331","0",77.3452134639,28.7517712069
"332","0",77.3453561577,28.7554527038
"333","0",77.3523277832,28.7518248219
"334","0",77.3499427534,28.7500912578
"335","0",77.3535304908,28.7483934090
"336","0",77.3518589318,28.7458555209
"337","0",77.3565270667,28.7466776602
"338","0",77.3559970598,28.7521107684
"339","0",77.3571997674,28.7519856666
"340","0",77.3565270667,28.7537013281
"341","0",77.3585247842,28.7430673472
"342","0",77.3604001926,28.7461236106
"343","0",77.3646198606,28.7453014662
"344","0",77.3661894959,28.7497874340
"345","0",77.3662302650,28.7480180913
"346","0",77.3680037487,28.7453014662
"347","0",77.3557630415,28.7556306993
"348","0",77.2879482855,28.8575570651
"349","1",77.3023722933,28.8275158445
"350","0",77.2960239558,28.8102073160
"351","0",77.3000161291,28.7980549713
"352","0",77.3029556269,28.8119455972
"353","0",77.3096010948,28.8134102181
"354","0",77.3103757201,28.8111954178
"355","0",77.3140042267,28.8100522772
"356","0",77.3473334907,28.7939219360
"357","0",77.3483323490,28.7950831183
"358","0",77.3434195948,28.7931537625
"359","0",77.3434399802,28.7953332177
"360","0",77.3526743263,28.7998706253
"361","0",77.3522462440,28.7989417228
"362","0",77.3449345990,28.8045714565
"363","0",77.3484571043,28.8055660420
"364","0",77.3740784405,28.8206794318
"365","0",77.3715914861,28.8258943778
"366","0",77.3713468677,28.8187326892
"367","0",77.3687180351,28.8278674167
"368","0",77.3710794186,28.7374893461
"369","0",77.3633747849,28.7289666267
"370","0",77.3634506799,28.7234601380
"371","0",77.3624036171,28.7213241878
"372","0",77.3536808499,28.7227941421
"373","0",77.3574131397,28.7214834495
"374","0",77.3650614131,28.7321808599
"375","0",77.5192333958,28.2620118252
"376","0",77.5204467035,28.2619313873
"377","0",77.5232871477,28.2712217617
"378","0",77.5587245978,28.3563462912
"379","0",77.5623123352,28.3505367979
"380","0",77.5689659562,28.3608696689
"381","0",77.5691355590,28.3568399687
"382","0",77.5741967140,28.3637045751
"383","1",77.5752567278,28.3640274525
"384","0",77.5765613592,28.3649602036
"385","0",77.5778048369,28.3651933899
"386","0",77.5785386922,28.3657135737
"387","0",77.5780698399,28.3558117110
"388","0",77.5743801778,28.3584487103
"389","0",77.5738909410,28.3691933571
"390","0",77.5838999124,28.3680992102
"391","0",77.5852045446,28.3686193798
"392","0",77.5838909436,28.3459900161
"393","0",77.5826776358,28.3462770659
"394","0",77.5803553911,28.3452781284
"395","0",77.5862914657,28.3510419838
"396","0",77.5831864425,28.3527527094
"397","0",77.5848302786,28.3534071405
"398","0",77.5826776358,28.3539582378
"399","0",77.5870220592,28.3365513769
"400","0",77.5873612640,28.3352423029
"401","0",77.5908837693,28.3380097128
"402","0",77.5811642629,28.3331867936
"403","0",77.5750324940,28.3363461176
"404","0",77.5672396682,28.3411761855
"405","0",77.5661625639,28.3397652015
"406","0",77.5694617166,28.3111823171
"407","0",77.5693573458,28.3166264376
"408","0",77.5939334760,28.3465921314
"409","0",77.5772508898,28.2906557084
"410","0",77.5768501074,28.2890234817
"411","0",77.5777184701,28.2833251965
"412","0",77.3749749861,28.2357404022
"413","0",77.3768016959,28.2351785573
"414","0",77.3804226880,28.2313122259
"415","0",77.3790499536,28.2315883971
"416","0",77.3816873336,28.2318455212
"417","0",77.3833530069,28.2369472931
"418","0",77.3825349480,28.2400858170
"419","0",77.3849891247,28.2405275279
"420","0",77.3928313425,28.2449104266
"421","0",77.3977061717,28.2455293517
"422","0",77.3973602853,28.2443391092
"423","0",77.4040293968,28.2445200265
"424","0",77.4001976303,28.2516124738
"425","0",77.4046900924,28.2497528196
"426","0",77.4052136503,28.2513893174
"427","0",77.4075105482,28.2530109122
"428","0",77.4104998935,28.2465392617
"429","0",77.4102972264,28.2415253225
"430","0",77.4165292519,28.2632457318
"431","0",77.4305639747,28.2537547548
"432","0",77.4369534048,28.2537464241
"433","0",77.4506733983,28.2517126862
"434","0",77.4354682578,28.2317784789
"435","0",77.4225883337,28.2191218894
"436","0",77.4274955893,28.2237886672
"437","0",77.4168920266,28.2201790754
"438","0",77.4364244426,28.2155740495
"439","0",77.4400101794,28.2036500101
"440","0",77.4204914008,28.1941464011
"441","0",77.3997669617,28.2161377081
"442","0",77.3858251283,28.2215564968
"443","0",77.3873377448,28.1980684446
"444","0",77.3983871342,28.1910026194
"445","0",77.3936203948,28.1687934560
"446","0",77.3963874817,28.1680692701
"447","0",77.4591333337,28.1454550514
"448","0",77.4054163175,28.1227288132
"449","0",77.4119692328,28.1227734983
"450","0",77.4151950237,28.1221627997
"451","0",77.4490352153,28.0628358776
"452","0",77.4530727320,28.0691463337
"453","0",77.4465282608,28.0721966423
"454","0",77.4430955807,28.0848887230
"455","0",77.4465018719,28.0755961213
"456","0",76.8099812824,28.5956613380
"457","0",76.8079206675,28.5929686732
"458","0",76.8099821466,28.5929443770
"459","1",76.8064494634,28.5891720420
"460","0",76.8098272546,28.5869920470
"461","0",76.8147926079,28.5928349257
"462","0",76.8147250528,28.5922417542
"463","1",76.8022778911,28.5826467523
"464","0",76.8041356763,28.5866954456
"465","0",76.7971605375,28.5852420869
"466","0",76.7966369796,28.5870661976
"467","0",76.7953534191,28.5848713284
"468","0",76.7958600878,28.5895427853
"469","0",76.7981400964,28.5821128472
"470","0",76.7875158877,28.5802626957
"471","1",76.7861172710,28.5831361630
"472","0",76.7863811610,28.5746313995
"473","0",76.8168929463,28.5901927981
"474","0",76.8055824786,28.5981861474
"475","0",76.7994912129,28.6030665942
"476","0",76.8011801094,28.6038672916
"477","1",76.7970592039,28.6033779774
"478","0",76.8012476645,28.5998340874
"479","1",76.8008254410,28.5974170567
"480","0",76.8059596839,28.6021620953
"481","0",76.8069899105,28.6014058697
"482","1",76.8095506983,28.6074647937
"483","0",76.8137729374,28.6075806304
"484","0",76.8137729374,28.6102680164
"485","0",76.8163854475,28.6130248329
"486","0",76.8199743509,28.6076733005
"487","0",76.8129021007,28.6048931757
"488","0",76.8156201674,28.6047078321
"489","0",76.8036659526,28.6086926609
"490","1",76.8037715082,28.6134418234
"491","1",76.8009214970,28.6143221327
"492","0",76.8006312181,28.6130711651
"493","0",76.7992326014,28.6097815120
"494","0",76.8045895671,28.6109398524
"495","0",76.8131396018,28.6141831367
"496","0",76.8124798763,28.6007460202
"497","0",76.8217160253,28.5982900856
"498","0",76.7870144966,28.6100363479
"499","0",76.7779366820,28.6062600797
"500","0",76.7759575075,28.6036884323
"501","1",76.7737672208,28.6050785198
"502","0",76.7732394408,28.6074416263
"503","0",76.7713922117,28.6069319413
"504","0",76.7746116686,28.6107776852
"505","0",76.7732922186,28.6157352451
"506","0",76.7705178698,28.6122493360
"507","0",76.7673283061,28.6089011654
"508","1",76.7688852572,28.6185382471
"509","1",76.7700727617,28.6039896200
"510","0",76.7737936097,28.6096888445
"511","0",76.7664733031,28.6217331153
"512","0",76.7699017611,28.6206063982
"513","1",76.7687870902,28.6204433194
"514","0",76.7630786227,28.6207250009
"515","0",76.7607465953,28.6298119177
"516","0",76.7632218411,28.6288442018
"517","0",76.7613221711,28.6160994078
"518","1",76.7582483805,28.6184122294
"519","0",76.7544652541,28.6174337343
"520","1",76.7341647283,28.6100502483
"521","0",76.7156544316,28.6131786562
"522","0",76.7201468938,28.6134751829
"523","1",76.7224944593,28.6144981934
"524","0",76.7235753527,28.6148391946
"525","0",76.7248251347,28.6120963267
"526","0",76.7224269033,28.6096350968
"527","1",76.7262791191,28.6178721801
"528","1",76.7015859303,28.6352379577
"529","1",76.7008765945,28.6338000934
"530","0",76.6924490048,28.6391956885
"531","1",76.7053933346,28.6444335227
"532","0",76.7106711336,28.6501768685
"533","0",76.7126503081,28.6441324517
"534","1",76.7119641946,28.6435303072
"535","1",76.7128086425,28.6582818609
"536","1",76.7104864112,28.6575408591
"537","1",76.7158697659,28.6561283096
"538","0",76.7215961773,28.6500147620
"539","1",76.7154739304,28.6499916040
"540","1",76.7013558188,28.6580966108
"541","1",76.7019099877,28.6594396661
"542","1",76.7002704302,28.6649776951
"543","1",76.6978703600,28.6629537572
"544","0",76.6977183596,28.6605826385
"545","1",76.6993396992,28.6602417859
"546","1",76.6991201429,28.6567294563
"547","1",76.7065397996,28.6652033063
"548","1",76.7034376357,28.6652412431
"549","0",76.7228491268,28.6711633414
"550","0",76.7230349055,28.6727340555
"551","0",76.7228829052,28.6783499044
"552","0",76.7008326831,28.6862750005
"553","0",76.6878383198,28.6899066420
"554","0",76.6879396534,28.6917585642
"555","0",76.6817487950,28.6951632384
"556","0",76.6855488106,28.6976632013
"557","1",76.6907738318,28.6966910008
"558","0",76.6857217956,28.7045551955
"559","0",76.6905966239,28.7080155571
"560","0",76.6870188676,28.7136277370
"561","1",76.6895157305,28.7126892342
"562","0",76.7501247923,28.7127200442
"563","1",76.7431158751,28.6951956461
"564","1",76.7298242665,28.6477480274
"565","0",76.7344349514,28.6473182040
"566","1",76.7364278486,28.6466512325
"567","1",76.7353300660,28.6452876341
"568","0",76.7373905192,28.6454506735
"569","1",76.7380998550,28.6430346926
"570","1",76.7415283130,28.6475849908
"571","1",76.7355725914,28.6557187133
"572","0",76.7240156808,28.6469834030
"573","1",76.7346713970,28.6357567695
"574","0",76.7333709473,28.6328069179
"575","1",76.7344349514,28.6307760671
"576","0",76.7364109594,28.6314431388
"577","1",76.7399407518,28.6320953831
"578","0",76.7411229788,28.6357271234
"579","1",76.7412918683,28.6279298447
"580","0",76.7278225873,28.6273641487
"581","0",76.7265579418,28.6306468029
"582","1",76.7489324324,28.6339483277
"583","0",76.7681959763,28.6445168961
"584","0",76.7703070963,28.6496451592
"585","0",76.8043890111,28.6579002457
"586","1",76.7986636543,28.6551288617
"587","0",76.8095063647,28.6572778025
"588","1",76.8034094512,28.6523277632
"589","1",76.8029196718,28.6508604906
"590","1",76.7952054719,28.6605180249
"591","1",76.8017374449,28.6392846244
"592","0",76.8031054497,28.6392994473
"593","0",76.8040850095,28.6367795636
"594","0",76.8040850095,28.6356381845
"595","0",76.8002343271,28.6344374995
"596","0",76.7996263249,28.6338297400
"597","1",76.8096414767,28.6393883831
"598","0",76.8102663682,28.6354751291
"599","0",76.8068547985,28.6373280133
"600","0",76.8077836915,28.6331923302
"601","1",76.8077836915,28.6316358476
"602","0",76.7936983010,28.6276481834
"603","0",76.7976165394,28.6258247771
"604","1",76.8034432288,28.6267587209
"605","0",76.8049125681,28.6245202065
"606","0",76.8028521158,28.6186197880
"607","1",76.8026156702,28.6180119369
"608","0",76.8061116842,28.6179971118
"609","0",76.8097596995,28.6190497289
"610","1",76.8085605833,28.6144537149
"611","1",76.8103677017,28.6139199714
"612","0",76.8099056200,28.6278669898
"613","0",76.7923519132,28.6034621990
"614","1",76.8004153772,28.5951678337
"615","0",76.7768019553,28.5679568804
"616","1",76.7723949930,28.5654538267
"617","1",76.7749019475,28.5626262309
"618","0",76.7837000384,28.5716566560
"619","1",76.7844262634,28.5706035633
"620","1",76.7917729598,28.5691203167
"621","0",76.7910298456,28.5648039497
"622","1",76.7879560559,28.5653824419
"623","0",76.7890200601,28.5626086160
"624","0",76.7903711765,28.5626086160
"625","1",76.7959107545,28.5669399061
"626","0",76.7964512008,28.5631277872
"627","0",76.7835142605,28.5669695715
"628","0",76.7614910606,28.5630387868
"629","0",76.7663044127,28.5602055637
"630","0",76.7641257376,28.5575206064
"631","0",76.7671488614,28.5569124020
"632","0",76.7622352304,28.5673079459
"633","0",76.7649796860,28.5751180666
"634","0",76.7702310952,28.5735190094
"635","0",76.7700199839,28.5765317062
"636","0",76.7652699649,28.5797760524
"637","0",76.7640750708,28.5787462155
"638","0",76.7717088795,28.5779156644
"639","0",76.7734146644,28.5769812857
"640","0",76.7765897876,28.5815047849
"641","0",76.7772991243,28.5832103164
"642","0",76.7791569095,28.5839963343
"643","0",76.7814200298,28.5851382747
"644","0",76.7798324677,28.5823797997
"645","0",76.7806938048,28.5815492773
"646","1",76.7817240305,28.5817717398
"647","0",76.7693950925,28.5827653979
"648","0",76.7735159979,28.5830175187
"649","1",76.7578261570,28.5863840137
"650","0",76.7640750708,28.5857908066
"651","1",76.7626057315,28.5841149776
"652","0",76.7660173012,28.5846488733
"653","0",76.7663719687,28.5835959107
"654","0",76.7701550950,28.5873924577
"655","0",76.7763026753,28.5900469938
"656","1",76.7755933395,28.5878076970
"657","0",76.7794028125,28.5908590604
"658","1",76.7793487681,28.5889229026
"659","0",76.7773923515,28.5867114623
"660","1",76.7671699718,28.5992400295
"661","0",76.7685421996,28.5985912888
"662","1",76.7655074651,28.5945133952
"663","0",76.7634596368,28.6059200143
"664","1",76.7464261112,28.5886974894
"665","0",76.7440447681,28.5887271487
"666","0",76.7416972035,28.5890237444
"667","0",76.7414607579,28.5909664259
"668","1",76.7401603082,28.5940212572
"669","1",76.7394171939,28.5952668901
"670","0",76.7383194113,28.5945402726
"671","1",76.7463078884,28.5947775359
"672","0",76.7506821278,28.5916040920
"673","1",76.7254982891,28.5899114158
"674","1",76.7374580752,28.5940064279
"675","1",76.7373060740,28.5877928669
"676","1",76.7304628797,28.6041981330
"677","1",76.7275073128,28.6039201148
"678","1",76.7327059442,28.6013715796
"679","0",76.7360837363,28.6025068442
"680","1",76.7377462431,28.6038274422
"681","0",76.7533100494,28.5845474333
"682","1",76.7437238782,28.5609620864
"683","1",76.7451763282,28.5614812649
"684","0",76.7639061813,28.5555921420
"685","1",76.7594137191,28.5542718654
"686","1",76.7641426268,28.5525510298
"687","0",76.7654937433,28.5520466416
"688","1",76.7733930464,28.5515974377
"689","1",76.7757169665,28.5490813845
"690","0",76.7750900484,28.5459291124
"691","0",76.7702226510,28.5471064784
"692","0",76.7740395550,28.5445102032
"693","0",76.7799338013,28.5358010884
"694","0",76.7815889193,28.5332787231
"695","0",76.7853044897,28.5354366846
"696","0",76.7869690652,28.5379910465
"697","0",76.7892929853,28.5354176928
"698","0",76.7871960524,28.5326828426
"699","1",76.7807539290,28.5418652016
"700","1",76.7872973869,28.5437387267
"701","0",76.7880067227,28.5444953677
"702","0",76.7884796138,28.5482488191
"703","0",76.7924485181,28.5447624156
"704","0",76.7928031864,28.5424628104
"705","1",76.7575221555,28.5428188818
"706","0",76.7490945657,28.5431601156
"707","0",76.7583834925,28.5477295753
"708","0",76.7549043668,28.5516015913
"709","1",76.7578599346,28.5527438833
"710","0",76.7503051668,28.5597718212
"711","0",76.7840614621,28.5119792434
"712","0",76.7766498202,28.5401683390
"713","1",76.8281179949,28.5687050036
"714","0",76.8301108921,28.5654566078
"715","0",76.8322220121,28.5623267795
"716","0",76.8343500204,28.5649522814
"717","0",76.8348566891,28.5680671986
"718","0",76.8329651254,28.5697432825
"719","0",76.8383358138,28.5697729479
"720","1",76.8277971050,28.5706480603
"721","0",76.8293002219,28.5781974591
"722","0",76.8299230023,28.5850363161
"723","0",76.8312688412,28.5856619690
"724","0",76.8380508125,28.5839008627
"725","1",76.8407161014,28.5612124045
"726","1",76.7168873253,28.7152381019
"727","0",76.7306329092,28.7196282649
"728","0",76.7201914808,28.7452854044
"729","0",76.7197483149,28.7589312605
"730","0",76.7222559027,28.7679154742
"731","0",76.7155794870,28.7700204615
"732","0",76.6935467874,28.7780218039
"733","0",76.6941547896,28.7761862125
"734","1",76.6917396690,28.7722188570
