OBJECTID,Id,x,y
"735","1",76.6986810302,28.7741729464
"736","0",76.7000659243,28.7739953037
"737","1",76.6918916693,28.7682217406
"738","0",76.6855076435,28.7648018643
"739","0",76.6886489892,28.7636174656
"740","0",76.6749520455,28.7670669903
"741","0",76.9042183583,28.9473328594
"742","0",76.9061207305,28.9515533745
"743","0",76.9078885916,28.9513852299
"744","0",76.9132306067,28.9519232916
"745","0",76.9161898521,28.9532684350
"746","0",76.9179192806,28.9503763560
"747","0",76.9136341398,28.9481904281
"748","0",76.8850163139,28.9491475339
"749","0",76.8865904794,28.9507725080
"750","0",76.8866150753,28.9489861110
"751","0",76.8967049499,28.9424227209
"752","0",76.8983959466,28.9477700526
"753","0",76.9075485164,28.9385736019
"754","0",76.9018893942,28.9360069052
"755","0",76.9049270401,28.9327026516
"756","0",76.9022952333,28.9324228074
"757","0",76.8977449133,28.9332408111
"758","0",76.8987902567,28.9304854064
"759","0",76.9038325040,28.9304746431
"760","0",76.8851754217,28.9241253627
"761","0",76.8844644339,28.9222920855
"762","0",76.8769318097,28.9231162233
"763","0",76.8763169012,28.9265808945
"764","0",76.8748949265,28.9257736028
"765","0",76.8759902315,28.9289018232
"766","0",76.8743760973,28.9227125644
"767","0",76.8657450930,28.9172024682
"768","0",76.8674668355,28.9186341798
"769","0",76.8660556217,28.9317776841
"770","0",76.8659979742,28.9297427266
"771","0",76.8639034425,28.9269004454
"772","0",76.8673430854,28.9259922447
"773","0",76.8772969110,28.9201055652
"774","0",76.8785267271,28.9199037304
"775","0",76.8809863602,28.9187599920
"776","0",76.8806020420,28.9171452805
"777","0",76.9068701500,28.9266986239
"778","0",76.9106364626,28.9265304390
"779","0",76.9091568394,28.9221407126
"780","0",76.9151906264,28.9289690957
"781","0",76.9146525814,28.9316431428
"782","0",76.9127694251,28.9298604524
"783","0",76.9169584866,28.9313908774
"784","0",76.9190338016,28.9325344765
"785","0",76.9207440151,28.9322149421
"786","0",76.9172659413,28.9272704513
"787","0",76.9185918367,28.9272704513
"788","0",76.9160925709,28.9360408749
"789","0",76.9115972566,28.9192309443
"790","0",76.9292950819,28.9935977949
"791","0",76.9279884023,28.9978836512
"792","0",76.9289876281,29.0014634655
"793","0",76.9395719740,29.0096415317
"794","0",76.9433342038,29.0097923563
"795","0",77.2761907874,28.8369668661
"796","0",76.9342703939,29.0216106825
"797","0",76.9699072044,29.0491067205
"798","0",76.9692028264,29.0483313041
"799","0",76.9723906707,29.0420388635
"800","1",76.9742903452,29.0420388635
"801","0",76.9823441720,29.0313727585
"802","0",76.9799794729,29.0349109476
"803","0",76.9751921046,29.0589226269
"804","0",76.9718689408,29.0644346012
"805","1",76.9619293867,29.0795110445
"806","0",76.9667568181,29.0773569988
"807","0",76.9632552300,29.0827346012
"808","0",76.9640881327,29.0944395721
"809","0",76.9647680523,29.0956575250
"810","0",76.9688135756,29.0927314420
"811","0",76.9499946780,29.0928241274
"812","0",76.9514258335,29.0930607257
"813","1",76.9613278847,29.0971842045
"814","0",76.9499946780,29.1439335761
"815","0",76.9594132299,29.1444065363
"816","0",76.9617727026,29.1443727537
"817","0",76.9645769950,29.1431227816
"818","0",76.9593745502,29.1405214393
"819","0",76.9691992412,29.1393558811
"820","0",76.9768191782,29.1375821807
"821","0",76.9964383894,29.1303201624
"822","0",76.9593066906,29.1606604530
"823","0",76.9513176081,29.1793529725
"824","0",76.8871285523,29.1876346278
"825","0",76.8902050127,29.1870331112
"826","0",76.8896713640,29.2046191305
"827","0",76.8768095930,29.2104616735
"828","0",76.8780433814,29.2105176152
"829","0",76.8769377790,29.2085176561
"830","0",76.8505316988,29.2158395254
"831","0",76.8505989053,29.2163967641
"832","0",76.9767766223,29.1987029778
"833","0",77.0567153584,29.2032632882
"834","0",77.0564528338,29.1986800612
"835","0",77.0689227517,29.1990467272
"836","0",77.0760634203,29.1949216624
"837","0",77.1095279545,29.2162501222
"838","0",77.0930962399,29.2407104397
"839","0",77.0921786503,29.2394593908
"840","0",77.0915478066,29.2378913884
"841","0",77.0944343919,29.2346051771
"842","0",77.0843447257,29.2540646808
"843","0",77.0864490652,29.2548438915
"844","0",77.0390912264,29.2632452546
"845","0",77.0590911831,29.2515875828
"846","0",77.0555867780,29.2413426673
"847","0",76.8421936513,28.8802560298
"848","0",76.8449945391,28.8852012064
"849","0",76.8494637160,28.8826549393
"850","0",76.8456985874,28.8877876141
"851","0",76.8442904907,28.8856032431
"852","0",76.8837012127,28.8904625207
"853","0",76.8829698188,28.8912248613
"854","0",76.8775540205,28.8904777673
"855","0",76.8733572119,28.8923378680
"856","0",76.8715538036,28.8935801526
"857","0",76.8608190293,28.8892580117
"858","0",76.8642322016,28.8870624139
"859","0",76.8623863020,28.8819544215
"860","0",76.8654686050,28.8830065359
"861","0",76.8376889460,28.8922140655
"862","0",76.8433555853,28.8924916218
"863","0",76.8211447363,28.9017546155
"864","0",76.8267915623,28.9032463317
"865","0",76.8360246184,28.9156475569
"866","0",76.8350933870,28.9157169303
"867","0",76.8344791712,28.9162719148
"868","0",76.8283171963,28.9185611960
"869","0",76.8407005866,28.9199312719
"870","0",76.8424837946,28.9213880415
"871","0",76.8291493597,28.9227233961
"872","0",76.8211979848,28.9274414379
"873","0",76.8186086180,28.9352783533
"874","0",76.8250281676,28.9329027389
"875","0",76.8261773464,28.9351743131
"876","0",76.8276237266,28.9353477136
"877","0",76.8246517124,28.9370123444
"878","0",76.8231260784,28.9369429852
"879","0",76.8224524219,28.9368216063
"880","0",76.8300013372,28.9367522469
"881","0",76.8315864109,28.9528943481
"882","0",76.8333299924,28.9509872487
"883","0",76.8365397672,28.9467221550
"884","0",76.8396504749,28.9471556074
"885","0",76.8264174850,28.9607907503
"886","0",76.8910098834,28.9910816071
"887","0",76.8915616475,28.9878920419
"888","0",76.9019659145,28.9083420927
"889","0",76.8468712796,28.9157245616
"890","0",76.8876584029,28.8493228075
"891","0",76.8891642228,28.8494963515
"892","0",76.8932854148,28.8516482726
"893","0",76.8793169508,28.8425543657
"894","1",76.8768600864,28.8398642223
"895","0",76.8772365416,28.8384583771
"896","0",76.8779498246,28.8365838878
"897","0",76.8779300113,28.8346052238
"898","0",76.8819521362,28.8309255028
"899","0",76.8872026939,28.8359590509
"900","0",76.8767065319,28.8294435976
"901","0",76.8819075565,28.8276806884
"902","0",76.8458917036,28.8218471443
"903","0",76.8422856603,28.8207535217
"904","0",76.8522121862,28.8197293252
"905","1",76.8497949482,28.8166740349
"906","0",76.8443066299,28.8168302736
"907","0",76.8404826383,28.8193821377
"908","0",76.8370747301,28.8183405683
"909","1",76.8363812595,28.8175073049
"910","0",76.8411761089,28.8154588379
"911","1",76.8479126731,28.8129589595
"912","0",76.8497949482,28.8141568255
"913","1",76.8340630895,28.8142436268
"914","1",76.8318637990,28.8137054567
"915","0",76.8437066999,28.8004815841
"916","0",76.8450825246,28.7991464714
"917","0",76.8386004494,28.8033135834
"918","0",76.8410658542,28.8054739430
"919","0",77.5970247730,28.7737859821
"920","0",77.5940043190,28.7715269415
"921","0",77.5940535655,28.7765053991
"922","0",77.5881111506,28.7772967510
"923","0",77.5850224076,28.7796569574
"924","0",77.5763445122,28.7789479221
"925","0",77.5684650663,28.7838558161
"926","0",77.5749130791,28.7818720838
"927","0",77.5670677782,28.7809921386
"928","0",77.5701689962,28.7901014222
"929","0",77.5650145259,28.7930793625
"930","0",77.5757502703,28.7896554436
"931","0",77.5592000060,28.8039934639
"932","0",77.5659051220,28.8057119148
"933","0",77.5650833252,28.8050736360
"934","0",77.5729277511,28.7991489172
"935","0",77.5313814014,28.8143351892
"936","0",77.5316338576,28.8121298838
"937","0",77.5333627983,28.8111981452
"938","0",77.5350840899,28.8126326171
"939","0",77.5368665819,28.8099312356
"940","0",77.5326298153,28.8032805441
"941","0",77.5384750334,28.8039194881
"942","0",77.5449866532,28.8003109742
"943","0",77.5521026685,28.8038461671
"944","1",77.5481057466,28.7935348529
"945","0",77.5513369032,28.7939113160
"946","0",77.5548108627,28.7937640049
"947","0",77.5565665202,28.7917998333
"948","0",77.5602832835,28.7903266808
"949","0",77.5640560792,28.7958099771
"950","0",77.5544933504,28.7864472797
"951","0",77.5558941411,28.7835335413
"952","0",77.5531112376,28.7836972369
"953","0",77.5628980924,28.7856288225
"954","0",77.5586210121,28.7884279207
"955","0",77.5648778760,28.7782133044
"956","0",77.5659985082,28.7775748572
"957","0",77.5633276677,28.7762652110
"958","0",77.5727970103,28.7870529345
"959","0",77.5778025012,28.7754303026
"960","0",77.5782507543,28.7738095796
"961","0",77.4448439682,28.7657540474
"962","0",77.4444973200,28.7650519993
"963","0",77.4412579456,28.7669276094
"964","0",77.4419871037,28.7656597421
"965","0",77.4478920885,28.7629877409
"966","0",77.4537485121,28.7607610208
"967","0",77.4509469318,28.7613013322
"968","0",77.4499943942,28.7528197568
"969","0",77.4475850353,28.7512641808
"970","0",77.4424114498,28.7511331839
"971","0",77.4370510921,28.7473505766
"972","0",77.4401328309,28.7464826868
"973","0",77.4451569987,28.7449597678
"974","0",77.4462402762,28.7444193711
"975","0",77.4496768819,28.7496758325
"976","0",77.4502745526,28.7489062109
"977","0",77.4544022144,28.7455984137
"978","0",77.4562325803,28.7440099785
"979","0",77.4340814162,28.7425197756
"980","1",77.4360985545,28.7425033991
"981","0",77.4293187292,28.7469248205
"982","0",77.4258074150,28.7465318128
"983","0",77.4237529231,28.7425689034
"984","0",77.4240330807,28.7437643425
"985","0",77.4251537128,28.7414880833
"986","0",77.4144516750,28.7410786792
"987","0",77.4159832055,28.7395720576
"988","0",77.4170104524,28.7423068875
"989","0",77.4103835608,28.7398548272
"990","0",77.4337684692,28.7547256425
"991","0",77.4333859603,28.7520242516
"992","0",77.4358085181,28.7540922195
"993","0",77.4382948275,28.7554149524
"994","0",77.4393361025,28.7561228868
"995","0",77.4380823230,28.7534774221
"996","0",77.4427387340,28.7584560564
"997","0",77.4450643896,28.7558687763
"998","0",77.4409026898,28.7580506800
"999","0",77.4486548749,28.7569656958
"1000","0",77.4481652634,28.7554872364
"1001","0",77.4397602627,28.7697821050
"1002","0",77.4369313951,28.7724882523
"1003","0",77.4229197967,28.8056758843
"1004","0",77.4255751242,28.7337490862
"1005","0",77.4222022431,28.7316501554
"1006","0",77.4222838452,28.7327831061
"1007","0",77.4192237719,28.7342857375
"1008","0",77.4297232226,28.7367065986
"1009","0",77.4255343227,28.7372790108
"1010","0",77.4207470083,28.7373863383
"1011","0",77.4202029958,28.7376725425
"1012","0",77.4409086402,28.7361125686
"1013","0",77.4358510192,28.7365597684
"1014","0",77.4373385547,28.7338951744
"1015","0",77.4303046365,28.7395224187
"1016","0",77.4520439059,28.7335970341
"1017","0",77.4459025097,28.7335038648
"1018","0",77.4564640114,28.7365225018
"1019","0",77.4508751285,28.7401372982
"1020","0",77.4469012835,28.7429507906
"1021","0",77.4463700208,28.7468902968
"1022","0",77.4492388391,28.7478509295
"1023","0",77.4355849625,28.7261760407
"1024","0",77.4370673983,28.7270824501
"1025","0",77.4383746015,28.7201999575
"1026","0",77.4382508083,28.7230768570
"1027","0",77.4160652136,28.7293373690
"1028","0",77.4118261384,28.7335373791
"1029","0",77.4116167240,28.7299650153
"1030","0",77.4121434458,28.7279565494
"1031","0",77.2965695143,28.2666351189
"1032","0",77.3078346934,28.2756570725
"1033","0",77.3053124073,28.2765837552
"1034","0",77.3790002974,28.2915730976
"1035","0",77.3725011552,28.2959059868
"1036","0",77.3714643880,28.2964509913
"1037","0",77.3822943567,28.2916284516
"1038","0",77.3957858790,28.2818558155
"1039","0",77.3968255478,28.2838998402
"1040","0",77.3997994862,28.2821326128
"1041","0",77.3979861092,28.2799608002
"1042","0",77.3892819012,28.2758725611
"1043","0",77.3916030230,28.2850708779
"1044","0",77.3932713302,28.2855605807
"1045","0",77.3935856489,28.2846663392
"1046","0",77.3876619513,28.2849218371
"1047","0",77.3888263808,28.2748121485
"1048","0",77.2820615725,28.2408837342
"1049","0",77.4033681487,28.4067142541
"1050","0",77.4013061172,28.4065259410
"1051","0",77.4044386019,28.4130374051
"1052","0",77.3832330611,28.4205345079
"1053","0",77.3787082830,28.4076818299
"1054","0",77.3796590149,28.4115377967
"1055","0",77.3742856208,28.4147420143
"1056","0",77.3830682957,28.4170598425
"1057","0",77.3748910521,28.4194370583
"1058","0",77.3884268730,28.3894376402
"1059","0",77.3920537384,28.3764727558
"1060","0",77.3938671701,28.3767515870
"1061","0",77.3947122656,28.3741956050
"1062","0",77.3899255073,28.3803571211
"1063","0",77.3971067007,28.3113610647
"1064","0",77.3984271613,28.3103225489
"1065","0",77.9611546420,28.9840086336
"1066","0",77.9617884627,28.9838700236
"1067","0",77.9552195412,29.0161955330
"1068","0",76.6850263253,28.5322869322
"1069","0",76.6747993579,28.5328718086
"1070","1",76.6853630426,28.5286180894
"1071","0",76.6890581314,28.5240422498
"1072","0",76.6890405253,28.5228975337
"1073","0",76.6954843726,28.5261150824
"1074","0",76.6959773447,28.5250632027
"1075","1",76.6671913039,28.5473360674
"1076","0",76.6683180976,28.5450161970
"1077","0",76.6682396127,28.5498505431
"1078","1",76.6669575730,28.5486716020
"1079","1",76.6502654108,28.5488517875
"1080","1",76.6519192425,28.5488292637
"1081","1",76.6209195139,28.5574440127
"1082","1",76.6280476565,28.5549666408
"1083","0",76.6301758435,28.5537842379
"1084","0",76.8564682225,29.0503651174
"1085","0",76.8126742466,29.0476178965
"1086","0",76.9359423994,29.0966627936
"1087","0",76.9598043052,29.1103601445
"1088","0",76.9670636143,29.1085866213
"1089","0",76.9743901390,29.1139540760
"1090","0",76.9767561353,29.1128383269
"1091","0",76.9809579646,29.1026734358
"1092","0",76.9858571579,29.0972048124
"1093","0",76.8136933350,29.0272699872
"1094","0",76.8140979622,29.0197696006
"1095","0",76.8109791894,29.0201573567
"1096","0",76.8178966573,29.0229620774
"1097","0",76.8178670955,29.0189036087
"1098","0",76.8280363659,29.0198859279
"1099","0",76.8276372813,29.0208940879
"1100","0",76.8281912696,29.0250708673
"1101","0",76.8169234836,29.0308933237
"1102","0",76.7897693880,28.9854312497
"1103","0",76.8561357354,28.7970948700
"1104","0",76.7578007087,28.8023238782
"1105","0",76.7502884887,28.8007206451
"1106","0",76.8024634615,28.7770196850
"1107","0",77.3923039713,28.3712424089
"1108","0",77.1143565527,29.3276250869
"1109","0",77.0717800770,29.2996809902
"1110","0",76.9870074479,29.2911983076
"1111","0",76.9886510855,29.2878335338
"1112","0",76.9997980149,29.2882972368
"1113","0",76.9868506452,29.2826636911
"1114","0",76.9817473646,29.2838235978
"1115","0",76.9880641281,29.2822142235
"1116","0",76.9899591574,29.2813442802
"1117","0",76.9943310226,29.2756604716
"1118","0",76.9979880964,29.2785749129
"1119","0",77.0020215159,29.2798995788
"1120","0",76.9737184265,29.2973645399
"1121","1",76.9516834002,29.3098988153
"1122","0",76.9725128990,29.2654619823
"1123","0",76.9643194543,29.2590782059
"1124","0",76.9698808874,29.2470157065
"1125","0",76.9745871342,29.2473046686
"1126","0",76.9757026891,29.2443998077
"1127","0",76.8015184922,28.6153610786
"1128","0",76.6245812940,28.5595270101
"1129","0",77.3816079612,28.2242316170
"1130","0",77.3828881224,28.2233531107
"1131","0",77.3778778031,28.2311845204
"1132","0",77.3807638349,28.2333073260
"1133","0",77.3804990610,28.2283968150
"1134","0",77.3938771720,28.2192269458
"1135","0",77.4242025308,28.2150973632
"1136","0",77.4401191891,28.2531890888
"1137","0",77.4412588035,28.2538344163
"1138","0",77.3963945433,28.2485975147
"1139","0",77.3998956167,28.2499616288
"1140","0",77.3998507314,28.2486765944
"1141","0",77.4045142526,28.2536180800
"1142","0",77.3941530832,28.2734940235
"1143","0",77.3884811331,28.2868765780
"1144","0",77.3901785402,28.2864342642
"1145","0",77.3580686269,28.3027304842
"1146","0",77.4130822230,28.7254946235
"1147","0",77.4141015845,28.7297798093
"1148","0",77.4216429664,28.7274929528
"1149","0",77.4218083265,28.7407809855
"1150","0",77.4357909533,28.7313557290
"1151","0",77.4273217240,28.7184672341
"1152","0",77.4425896469,28.7234996254
"1153","0",77.4393306785,28.7605696332
"1154","0",77.4430969030,28.7613033229
"1155","0",77.4414003789,28.7588268839
"1156","0",77.4445000059,28.7827291040
"1157","0",77.4471831326,28.7840882946
"1158","0",77.4459690793,28.7907666284
"1159","0",77.4481431514,28.7876048498
"1160","0",77.4540269315,28.7987559503
"1161","0",77.4500390422,28.8042183281
"1162","0",77.4327828638,28.7966343026
"1163","0",77.4414772594,28.8485100460
"1164","0",77.4340747031,28.8446953727
"1165","0",77.4290050213,28.8489781083
"1166","0",77.4269582432,28.8474767694
"1167","0",77.4305678321,28.8547536428
"1168","0",77.4329574199,28.8588775670
"1169","0",77.4386137860,28.8650675613
"1170","0",77.4365972560,28.8654560793
"1171","0",77.4369098185,28.8641580705
"1172","0",77.4392562531,28.8701005231
"1173","0",77.4410437046,28.8742030021
"1174","0",77.4466194102,28.8746388099
"1175","0",77.4552602420,28.8813487540
"1176","0",77.3825643346,28.8509121533
"1177","0",77.3823021864,28.8550362299
"1178","0",77.3791059860,28.8550980451
"1179","0",77.3857746511,28.8584929094
"1180","0",77.3832096250,28.8609703737
"1181","0",77.3907413644,28.8527225284
"1182","0",77.3496646476,28.8624715169
"1183","0",77.3768241565,28.8841131682
"1184","0",77.3872849059,28.9007477641
"1185","0",77.3953188871,28.9047683566
"1186","0",77.3956669403,28.9185740010
"1187","0",77.3790055624,28.9084405089
"1188","0",77.4149699724,28.9196577575
"1189","0",77.3124899177,28.8683345993
"1190","1",77.3029372366,28.8678070239
"1191","1",77.3017084140,28.8697661038
"1192","1",77.2970766959,28.8651304751
"1193","0",77.2964622851,28.8682347133
"1194","0",77.2929491115,28.8692418469
"1195","0",77.3011097561,28.9109947826
"1196","0",77.3242053261,28.9125944951
"1197","0",77.3203298080,28.9175727517
"1198","0",77.3224723709,28.9144148269
"1199","0",77.3251625988,28.9433669428
"1200","0",77.2911687422,28.9230699271
"1201","0",77.2731675819,28.9343244182
"1202","0",77.2921689408,28.9339643953
"1203","0",77.2902846958,28.9433330613
"1204","0",77.2919366374,28.9457216815
"1205","0",77.2691385552,28.9354327172
"1206","1",77.2575194704,28.9354724748
"1207","0",77.2613950801,28.9688991657
"1208","0",77.3003419211,29.0308497517
"1209","0",77.3212920708,29.0152713625
"1210","0",77.3252944957,29.0194131679
"1211","0",77.3299429844,29.0073267769
"1212","0",77.3327056309,29.0036937553
"1213","0",77.3353435041,28.9998654969
"1214","0",77.3340989269,28.9940368576
"1215","0",77.2987573477,28.9678681459
"1216","0",77.2319497092,29.0374089315
"1217","0",77.2109718923,29.0863571309
"1218","0",77.2489151794,29.1107979601
"1219","0",77.2497927732,29.1123370595
"1220","0",77.2685384357,29.1253536514
"1221","0",77.2746598147,29.1327550820
"1222","0",77.2824738686,29.1323147241
"1223","0",77.2785275193,29.1360746136
"1224","0",77.2829634981,29.1621152417
"1225","0",77.2951824436,29.1656162926
"1226","0",77.2881681455,29.1712170948
"1227","0",77.2972925404,29.1728961485
"1228","0",77.2973635226,29.1989686720
"1229","0",77.2961790292,29.2054402563
"1230","0",77.2872776464,29.2189805258
"1231","0",77.2843932019,29.2205123727
"1232","0",77.2845222592,29.2293313109
"1233","0",77.2858414730,29.2382103718
"1234","0",76.8897950252,29.2038573144
"1235","0",76.8467678323,29.1084513683
"1236","0",76.8279316565,29.0512256625
"1237","0",76.8365878288,29.0399995510
"1238","1",76.9192775900,29.0231629085
"1239","0",76.8882678973,28.9745827004
"1240","0",76.8004066420,28.9992256297
"1241","0",76.8011637816,29.0041018204
"1242","0",76.8021618297,29.0027674122
"1243","0",76.8177864421,29.0165320550
"1244","0",76.8157444592,29.0162511625
"1245","0",76.8367566942,28.9513159699
"1246","0",76.8296643593,28.9565774579
"1247","0",76.8258538811,28.9392951325
"1248","0",76.9273876315,28.9282337028
"1249","1",76.8493114489,28.8087302598
"1250","1",76.8448622199,28.8131562558
"1251","0",76.8402597276,28.8219417521
"1252","0",76.8401046290,28.8174791405
"1253","1",76.8515575021,28.8002336210
"1254","1",76.7165981495,28.7710695211
"1255","0",76.6688313464,28.7099714181
"1256","0",76.6665626808,28.7103384610
"1257","0",76.6658651938,28.7103513396
"1258","0",76.6803594013,28.7755661036
"1259","0",76.6769307448,28.5306908478
"1260","1",76.6210589998,28.5549125156
