brickid,latitude,longitude,state,type,schools_1km,hospitals_1km,pop_1km,grids_pop,total_prod(kg_day),pm2.5(kg_day),pm10(kg_day,nox(kg_day),sox(kg_day,total_prod(kg/season),pm2.5(kg_s),pm10(kg_s),nox(kg_s),sox(kg_s)
BKP-734,73.84258905,30.74605068,Punjab,,0,0,1380,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7340,71.53316048,29.77978049,Punjab,,0,0,16373,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7341,71.53697832,30.52369463,Punjab,,0,0,1380,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7342,71.53944869,29.92122023,Punjab,,0,0,2594,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7343,71.54084108,30.19804665,Punjab,,0,0,10922,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7344,71.52888226,29.88322149,Punjab,,0,0,1380,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7345,71.52557592,29.89493212,Punjab,,0,0,1380,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7346,71.52521681,29.89097909,Punjab,,0,0,16644,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7347,71.52482861,29.8910593,Punjab,,0,0,16509,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7348,71.52348941,29.90190645,Punjab,,0,0,1380,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7349,71.52368326,29.90213103,Punjab,,0,0,2080,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-735,73.84292241,30.9963181,Punjab,,0,0,2080,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7350,71.5289106,29.91948563,Punjab,,0,0,1380,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7351,71.52210821,29.90137345,Punjab,,0,0,1332,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7352,71.51907565,30.13643786,Punjab,,0,0,1332,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7353,71.68466136,33.89177379,Khyber-Pakhtunkhwa,,0,0,6746,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7354,71.6856495,29.0768937,Punjab,,0,0,3704,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7355,71.68641806,29.09278889,Punjab,,0,0,6626,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7356,71.68691998,29.08879637,Punjab,,0,0,10319,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7357,71.69215331,29.0887281,Punjab,,0,0,3299,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7358,71.68533509,29.08776331,Punjab,,0,0,5356,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7359,71.67334258,29.90612853,Punjab,,0,0,1950,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-736,73.84217376,30.99397609,Punjab,,0,0,13524,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7360,71.67431277,30.17116748,Punjab,,0,0,11269,3,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7361,71.67501944,30.07973652,Punjab,,0,0,20182,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7362,71.68124776,30.07830011,Punjab,,0,0,7888,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7363,71.68061894,30.40348079,Punjab,,0,0,8630,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7364,71.68136967,30.39287425,Punjab,,0,0,6215,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7365,71.67711388,30.21556957,Punjab,,0,0,9877,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7366,71.673657,30.38088816,Punjab,,0,0,487,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7367,71.66444926,30.0519251,Punjab,,0,0,1986,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7368,71.66671054,30.08426291,Punjab,,0,0,2640,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7369,71.66876118,30.08300681,Punjab,,0,0,21685,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-737,73.8343478,31.08337316,Punjab,,0,0,18616,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7370,71.67302817,30.09935615,Punjab,,0,0,549,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7371,71.67053274,30.17147729,Punjab,,0,0,1452,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7372,71.66619752,30.08567757,Punjab,,0,0,2618,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7373,71.66606623,30.04581656,Punjab,,0,0,2852,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7374,71.68308931,33.89015682,Khyber-Pakhtunkhwa,,0,0,2618,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7375,71.67406124,33.88871951,Khyber-Pakhtunkhwa,,0,0,2618,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7376,71.6744124,33.94887806,Khyber-Pakhtunkhwa,,0,0,2618,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7377,71.67904047,33.94721909,Khyber-Pakhtunkhwa,,0,0,1306,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7378,71.67648669,33.94580745,Khyber-Pakhtunkhwa,,0,0,815,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7379,71.67963079,33.94535829,Khyber-Pakhtunkhwa,,0,0,802,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-738,73.83688197,31.17306749,Punjab,,0,0,1730,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7380,71.67381127,33.94326092,Khyber-Pakhtunkhwa,,0,0,802,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7381,71.67801382,33.94225911,Khyber-Pakhtunkhwa,,0,0,824,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7382,71.67307309,33.94163028,Khyber-Pakhtunkhwa,,0,0,1752,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7383,71.67648669,33.90084677,Khyber-Pakhtunkhwa,,0,0,1605,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7384,71.72803202,33.94397489,Khyber-Pakhtunkhwa,,0,0,1605,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7385,71.73254156,33.91647746,Khyber-Pakhtunkhwa,,0,0,1605,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7386,71.72014481,32.6221848,Punjab,,0,0,1605,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7387,71.70307682,30.32950453,Punjab,,0,0,3097,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7388,71.71205997,30.21029809,Punjab,,0,0,4125,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7389,71.71044301,30.17001763,Punjab,,0,0,3850,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-739,73.83704225,31.16862832,Punjab,,0,0,95,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7390,71.70631076,30.24506289,Punjab,,0,0,95,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7391,71.70310249,32.43766442,Punjab,,0,0,192,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7392,71.70303191,30.32954944,Punjab,,0,0,2631,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7393,71.7007412,30.24551205,Punjab,,0,0,3588,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7394,71.70137002,30.24470356,Punjab,,0,0,3588,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7395,71.64208121,33.96606446,Khyber-Pakhtunkhwa,,0,0,4084,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7396,71.63417604,32.60553003,Punjab,,0,0,3847,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7397,71.62968446,33.81932466,Khyber-Pakhtunkhwa,,0,0,3742,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7398,71.6150155,30.29765397,Punjab,,0,0,5443,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7399,71.61314423,30.09931124,Punjab,,0,0,5091,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-74,73.1159471,31.33705495,Punjab,,0,0,1748,3,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-740,73.8389092,31.17597273,Punjab,,0,0,3055,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7400,71.61808237,30.11168726,Punjab,,0,0,2911,3,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7401,71.6144131,29.99456767,Punjab,,0,0,1131,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7402,71.61518565,29.99347173,Punjab,,0,0,1432,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7403,71.6212403,33.96269578,Khyber-Pakhtunkhwa,,0,0,755,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7404,71.62112551,33.86165527,Khyber-Pakhtunkhwa,,0,0,755,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7405,71.61787162,33.86096157,Khyber-Pakhtunkhwa,,0,0,988,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7406,71.61790271,33.91762108,Khyber-Pakhtunkhwa,,0,0,755,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7407,71.61629956,33.91256979,Khyber-Pakhtunkhwa,,0,0,755,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7408,71.61917417,33.90982992,Khyber-Pakhtunkhwa,,0,0,755,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7409,71.61827586,33.9057875,Khyber-Pakhtunkhwa,,0,0,988,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-741,73.83712822,31.17435508,Punjab,,0,0,589,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7410,71.62070131,33.96965772,Khyber-Pakhtunkhwa,,0,0,667,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7411,71.60580724,29.90916484,Punjab,,0,0,445,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7412,71.61692838,29.09935158,Punjab,,0,0,564,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7413,71.61298396,30.09754727,Punjab,,0,0,5389,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7414,71.60707499,30.12236987,Punjab,,0,0,5477,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7415,71.60365446,30.12202276,Punjab,,0,0,5401,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7416,71.60810094,30.12079295,Punjab,,0,0,755,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7417,71.61047549,30.12057136,Punjab,,0,0,755,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7418,71.60623843,30.11197748,Punjab,,0,0,1194,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7419,71.61037068,29.08390055,Punjab,,0,0,5782,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-742,73.78580447,32.03047677,Punjab,,0,0,5904,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7420,71.66380662,32.07051901,Punjab,,0,0,5755,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7421,71.67004876,33.94565773,Khyber-Pakhtunkhwa,,0,0,5765,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7422,71.67064764,33.94585237,Khyber-Pakhtunkhwa,,0,0,5765,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7423,71.67255905,33.94326222,Khyber-Pakhtunkhwa,,0,0,2711,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7424,71.66719321,33.93691005,Khyber-Pakhtunkhwa,,0,0,3867,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7425,71.66813236,33.87100345,Khyber-Pakhtunkhwa,,0,0,4643,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7426,71.66826365,33.93218991,Khyber-Pakhtunkhwa,,0,0,9124,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7427,71.66519037,33.93163653,Khyber-Pakhtunkhwa,,0,0,5355,3,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7428,71.66479511,33.92935481,Khyber-Pakhtunkhwa,,0,0,4097,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7429,71.67198129,33.88659465,Khyber-Pakhtunkhwa,,0,0,1561,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-743,73.78649454,32.27098844,Punjab,,0,0,927,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7430,71.6725341,33.88346437,Khyber-Pakhtunkhwa,,0,0,1279,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7431,71.66615606,33.90506885,Khyber-Pakhtunkhwa,,0,0,927,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7432,71.66301196,33.92911376,Khyber-Pakhtunkhwa,,0,0,1480,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7433,71.66214223,33.95409237,Khyber-Pakhtunkhwa,,0,0,11146,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7434,71.66271149,33.95159694,Khyber-Pakhtunkhwa,,0,0,475,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7435,71.65653126,33.9515695,Khyber-Pakhtunkhwa,,0,0,475,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7436,71.66295912,33.94941128,Khyber-Pakhtunkhwa,,0,0,1453,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7437,71.65832439,33.94703243,Khyber-Pakhtunkhwa,,0,0,126,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7438,71.66301838,33.94651327,Khyber-Pakhtunkhwa,,0,0,3276,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7439,71.66096081,30.26027436,Punjab,,0,0,4224,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-744,73.78996024,30.98921829,Punjab,,0,0,3256,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7440,71.66203878,30.2597204,Punjab,,0,0,3527,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7441,71.65995769,30.20733365,Punjab,,0,0,2483,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7442,71.65875993,30.27030721,Punjab,,0,0,8588,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7443,71.65317541,30.33516391,Punjab,,0,0,9883,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7444,71.66257563,30.4413512,Punjab,,0,0,11414,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7445,71.65902344,30.3656707,Punjab,,0,0,7707,3,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7446,71.66082232,30.34349579,Punjab,,0,0,2138,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7447,71.64913299,29.96914535,Punjab,,0,0,382,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7448,71.65137878,29.87325019,Punjab,,0,0,330,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7449,71.65178302,29.87325019,Punjab,,0,0,162,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-745,73.84044961,30.5896454,Punjab,,0,0,382,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7450,71.64369818,33.88961783,Khyber-Pakhtunkhwa,,0,0,10527,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7451,71.65173511,33.91012637,Khyber-Pakhtunkhwa,,0,0,12539,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7452,71.64576431,33.97010688,Khyber-Pakhtunkhwa,,0,0,10527,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7453,71.64424715,29.06840462,Punjab,,0,0,13270,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7454,71.64441683,29.08978452,Punjab,,0,0,13270,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7455,71.64405751,29.08816755,Punjab,,0,0,19586,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7456,71.63974559,29.35474261,Punjab,,0,0,11663,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7457,71.63529893,29.8282446,Punjab,,0,0,1705,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7458,71.64148914,29.397433,Punjab,,0,0,1028,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7459,71.63327772,29.96604616,Punjab,,0,0,3996,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-746,73.84169602,31.26788467,Punjab,,0,0,6319,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7460,71.64050018,30.27508758,Punjab,,0,0,3072,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7461,71.63781255,30.27289569,Punjab,,0,0,12103,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7462,71.63632943,30.16066874,Punjab,,0,0,2518,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7463,71.6428897,30.18200116,Punjab,,0,0,4324,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7464,71.63947955,30.17765815,Punjab,,0,0,4723,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7465,71.63720613,30.30569226,Punjab,,0,0,3451,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7466,71.6426202,30.07474231,Punjab,,0,0,4317,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7467,71.64172498,30.31972683,Punjab,,0,0,2568,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7468,71.64195844,30.07955728,Punjab,,0,0,7735,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7469,71.64195872,30.07659203,Punjab,,0,0,5261,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-747,73.83685634,31.35852244,Punjab,,0,0,5023,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7470,71.63399638,30.03728257,Punjab,,0,0,4792,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7471,71.33131546,29.84585158,Punjab,,0,0,5367,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7472,71.33099463,29.95571554,Punjab,,0,0,3678,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7473,71.33225227,29.95336067,Punjab,,0,0,4758,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7474,71.31656769,29.85381964,Punjab,,0,0,6292,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7475,71.31386518,30.07088665,Punjab,,0,0,4752,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7476,71.31374698,30.06800495,Punjab,,0,0,1143,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7477,71.31428597,30.06725261,Punjab,,0,0,2291,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7478,71.31158204,29.83078683,Punjab,,0,0,2636,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7479,71.31208509,29.91163072,Punjab,,0,0,1557,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-748,73.7864562,31.33250093,Punjab,,0,0,1428,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7480,71.31248185,29.79035815,Punjab,,0,0,1428,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7481,71.31270108,29.91737672,Punjab,,0,0,1894,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7482,71.30889607,29.91699815,Punjab,,0,0,2132,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7483,71.30683581,29.91610569,Punjab,,0,0,993,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7484,71.31073762,29.30178693,Punjab,,0,0,1431,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7485,71.31041149,32.14764584,Punjab,,0,0,1878,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7486,71.31015372,32.14773958,Punjab,,0,0,1905,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7487,71.31307324,29.04985441,Punjab,,0,0,3416,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7488,71.36162718,29.90487089,Punjab,,0,0,1342,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7489,71.36149243,29.90478106,Punjab,,0,0,788,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-749,73.78681867,31.30601694,Punjab,,0,0,513,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7490,71.35390167,29.96047661,Punjab,,0,0,1415,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7491,71.35839325,29.7909196,Punjab,,0,0,1586,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7492,71.35764725,29.93299793,Punjab,,0,0,1358,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7493,71.35710192,29.93308922,Punjab,,0,0,788,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7494,71.35749493,29.92678979,Punjab,,0,0,771,3,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7495,71.35409131,30.04670989,Punjab,,0,0,7229,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-7496,71.35472687,30.04552304,Punjab,,0,0,1113,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
