brickid,latitude,longitude,state,type,schools_1km,hospitals_1km,pop_1km,grids_pop,total_prod(kg_day),pm2.5(kg_day),pm10(kg_day,nox(kg_day),sox(kg_day,total_prod(kg/season),pm2.5(kg_s),pm10(kg_s),nox(kg_s),sox(kg_s)
BKP-1,68.92333001,27.67848629,Sindh,,0,0,5734,3,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10,69.00539111,25.80037853,Sindh,,0,0,8765,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-100,73.16696655,31.50005183,Punjab,,0,0,1018,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1000,73.74144403,30.67257113,Punjab,,0,0,495,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10000,72.27785858,33.23614729,Punjab,,0,0,1868,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10001,72.37920785,33.72645918,Punjab,,0,0,3947,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10002,72.62216947,33.45685569,Punjab,,0,0,1029,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10003,72.61630485,33.06250975,Punjab,,0,0,464,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10004,72.60282432,33.08811494,Punjab,,0,0,464,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10005,72.60364567,33.09070936,Punjab,,0,0,464,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10006,72.81987239,33.05843094,Punjab,,0,0,368,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10007,72.8988043,33.10147196,Punjab,,0,0,464,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10008,72.92253172,33.1011172,Punjab,,0,0,548,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10009,72.92350799,33.0984964,Punjab,,0,0,795,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1001,73.74447023,32.39381621,Punjab,,0,0,1966,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10010,72.62763572,33.47697876,Punjab,,0,0,2467,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10011,72.64171597,33.47807878,Punjab,,0,0,916,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10012,72.63390583,33.48087008,Punjab,,0,0,1520,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10013,72.6351021,33.48268512,Punjab,,0,0,2493,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10014,72.64087721,33.48249261,Punjab,,0,0,708,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10015,72.63885592,33.48714019,Punjab,,0,0,339,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10016,72.6320908,33.48971149,Punjab,,0,0,786,3,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10017,72.62997326,33.48590267,Punjab,,0,0,1547,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10018,72.62686571,33.48870772,Punjab,,0,0,1493,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10019,72.6645895,33.47786565,Punjab,,0,0,822,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1002,73.74499238,31.48887023,Punjab,,0,0,993,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10020,72.61748117,33.48004507,Punjab,,0,0,1421,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10021,72.64259599,33.51826989,Punjab,,0,0,1370,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10022,72.80425504,33.59851352,Punjab,,0,0,1415,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10023,72.30409493,32.22964075,Punjab,,0,0,889,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10024,72.31289015,32.24307527,Punjab,,0,0,1180,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10025,72.32025628,32.25024174,Punjab,,0,0,4380,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10026,72.32285176,32.25116645,Punjab,,0,0,687,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10027,72.32156978,32.25387752,Punjab,,0,0,1188,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10028,72.31927903,32.26148534,Punjab,,0,0,1946,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10029,72.32348225,32.26188464,Punjab,,0,0,1015,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1003,73.74488405,31.48860866,Punjab,,0,0,5905,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10030,72.3315314,32.27186727,Punjab,,0,0,32937,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10031,72.30638042,32.2600615,Punjab,,0,0,1530,3,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10032,72.30589968,31.88362836,Punjab,,0,0,2089,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10033,72.34083626,32.00215895,Punjab,,0,0,630,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10034,72.35359465,31.81555898,Punjab,,0,0,3828,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10035,72.78971416,32.03468965,Punjab,,0,0,2760,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10036,72.7158074,32.13730149,Punjab,,0,0,1271,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10037,72.35801387,32.31351625,Punjab,,0,0,2949,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10038,72.35811362,32.31293995,Punjab,,0,0,1758,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10039,72.35896698,32.31266288,Punjab,,0,0,480,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1004,73.74671572,31.48070502,Punjab,,0,0,2349,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10040,72.36427559,32.31494591,Punjab,,0,0,167,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10041,72.35887832,32.31774429,Punjab,,0,0,26685,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10042,72.29356804,32.26837091,Punjab,,0,0,1470,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10043,72.29079736,32.26871448,Punjab,,0,0,960,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10044,72.29646062,32.27075369,Punjab,,0,0,6719,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10045,72.57495751,32.03158926,Punjab,,0,0,4607,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10046,72.57526782,32.03102405,Punjab,,0,0,1721,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10047,72.58084242,32.03100188,Punjab,,0,0,920,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10048,72.57820474,32.03063615,Punjab,,0,0,2809,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10049,74.42471648,31.07711207,Punjab,,0,0,2972,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1005,74.05383726,32.1780863,Punjab,,0,0,3147,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10050,74.42207326,31.0771287,Punjab,,0,0,3146,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10051,74.42437568,31.07953918,Punjab,,0,0,21925,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10052,74.42413464,31.07898228,Punjab,,0,0,2590,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10053,74.42190702,31.08192473,Punjab,,0,0,1966,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10054,74.42415126,31.08211591,Punjab,,0,0,1359,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10055,74.41902275,31.12865073,Punjab,,0,0,1359,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10056,74.4168824,31.11832305,Punjab,,0,0,1608,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10057,74.41445114,31.11497747,Punjab,,0,0,4712,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10058,74.41829544,31.11782433,Punjab,,0,0,4712,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10059,74.41083541,31.11425016,Punjab,,0,0,50304,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1006,74.05721982,32.31624556,Punjab,,0,0,5014,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10060,74.41627978,31.1107799,Punjab,,0,0,613,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10061,74.41160427,31.10392248,Punjab,,0,0,11825,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10062,74.41889807,31.10402638,Punjab,,0,0,2378,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10063,74.42126699,31.10196916,Punjab,,0,0,2024,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10064,74.40591054,31.10356922,Punjab,,0,0,1760,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10065,74.40420658,31.10248866,Punjab,,0,0,2478,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10066,74.40154673,31.10955387,Punjab,,0,0,2478,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10067,74.40135971,31.11065522,Punjab,,0,0,3216,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10068,74.39727643,31.10982402,Punjab,,0,0,3098,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10069,74.40154673,31.11421899,Punjab,,0,0,11117,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1007,74.05414758,32.29879129,Punjab,,0,0,2610,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10070,74.40383254,31.11364754,Punjab,,0,0,2432,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10071,74.41044578,31.12122187,Punjab,,0,0,1607,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10072,74.40631575,31.11956985,Punjab,,0,0,3564,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10073,74.41085099,31.12326351,Punjab,,0,0,2572,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10074,74.41236274,31.12578828,Punjab,,0,0,2659,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10075,74.41381215,31.12373106,Punjab,,0,0,2659,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10076,74.41440438,31.1250402,Punjab,,0,0,11594,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10077,74.4136563,31.12804811,Punjab,,0,0,478,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10078,74.41920457,31.12605323,Punjab,,0,0,54813,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10079,74.41803569,31.12814162,Punjab,,0,0,59832,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1008,74.0589255,32.16266846,Punjab,,0,0,98741,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10080,74.42624901,31.12251543,Punjab,,0,0,34638,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10081,74.42540741,31.12394925,Punjab,,0,0,1598,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10082,74.41981239,31.13077549,Punjab,,0,0,2826,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10083,74.42124621,31.12636493,Punjab,,0,0,6116,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10084,74.42483077,31.12730003,Punjab,,0,0,233,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10085,74.4217761,31.13163267,Punjab,,0,0,2105,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10086,74.42200988,31.13407952,Punjab,,0,0,6137,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10087,74.42900756,31.12807928,Punjab,,0,0,5056,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10088,74.42532949,31.12782992,Punjab,,0,0,5056,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10089,74.42587496,31.13175735,Punjab,,0,0,4328,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1009,74.06118178,32.18911286,Punjab,,0,0,5324,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10090,74.41590054,31.13554451,Punjab,,0,0,1307,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10091,74.41253418,31.1363861,Punjab,,0,0,2374,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10092,74.35434357,31.10730054,Punjab,,0,0,8839,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10093,74.35506827,31.10687974,Punjab,,0,0,3755,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10094,74.36212829,31.10594464,Punjab,,0,0,9214,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10095,74.35783851,31.10762782,Punjab,,0,0,3027,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10096,74.36432578,31.10665766,Punjab,,0,0,3027,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10097,74.3490018,31.10878501,Punjab,,0,0,1535,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10098,74.37241441,31.10458874,Punjab,,0,0,2773,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10099,74.3748223,31.10216917,Punjab,,0,0,0,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-101,73.16536501,31.49919998,Punjab,,0,0,6,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1010,74.06088495,32.18897225,Punjab,,0,0,16718,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10100,74.3744015,31.10386404,Punjab,,0,0,3560,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10101,74.37448332,31.10551216,Punjab,,0,0,32317,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10102,74.3744015,31.10386404,Punjab,,0,0,1072,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10103,74.37766267,31.10318609,Punjab,,0,0,2732,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10104,74.37638859,31.10678623,Punjab,,0,0,1078,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10105,74.37365342,31.10792004,Punjab,,0,0,5299,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10106,74.38488633,31.1035952,Punjab,,0,0,2663,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10107,74.38534219,31.1025549,Punjab,,0,0,2464,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10108,74.39286976,31.09967946,Punjab,,0,0,2349,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10109,74.40127399,31.08767509,Punjab,,0,0,1134,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1011,74.05810017,32.40887983,Punjab,,0,0,828,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10110,74.43824558,31.08706727,Punjab,,0,0,22978,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10111,74.43615329,31.0898492,Punjab,,0,0,8438,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10112,74.45600083,31.09604425,Punjab,,0,0,1422,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10113,74.49287891,31.08316322,Punjab,,0,0,3030,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10114,74.49282047,31.08257878,Punjab,,0,0,3030,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10115,74.48587733,31.08602697,Punjab,,0,0,2557,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10116,74.48157587,31.08783873,Punjab,,0,0,3533,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10117,74.47157612,31.10288218,Punjab,,0,0,9566,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10118,74.47484898,31.09817161,Punjab,,0,0,13932,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10119,74.49238214,31.13349508,Punjab,,0,0,2015,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1012,74.06110607,32.14089396,Punjab,,0,0,2518,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10120,74.49133015,31.13464058,Punjab,,0,0,5064,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10121,74.46436025,31.15092694,Punjab,,0,0,5362,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10122,74.47009554,31.15322573,Punjab,,0,0,4495,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10123,74.47529315,31.15173736,Punjab,,0,0,6483,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10124,74.4756594,31.15274259,Punjab,,0,0,1113,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10125,74.47660229,31.16301313,Punjab,,0,0,12569,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10126,74.46692399,31.15983378,Punjab,,0,0,1154,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10127,74.46941759,31.16017665,Punjab,,0,0,773,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10128,74.45392607,31.15782331,Punjab,,0,0,5657,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10129,74.44050736,31.16019224,Punjab,,0,0,2454,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1013,74.06024614,32.05264459,Punjab,,0,0,1027,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10130,74.44264251,31.15536088,Punjab,,0,0,930,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10131,74.44229964,31.16090915,Punjab,,0,0,930,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10132,74.44409192,31.16175074,Punjab,,0,0,2545,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10133,74.44510494,31.16499243,Punjab,,0,0,2769,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10134,74.41649083,31.14688262,Punjab,,0,0,498,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10135,74.40440464,31.14536308,Punjab,,0,0,1742,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10136,74.41508817,31.15588298,Punjab,,0,0,1024,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10137,74.41291406,31.15639728,Punjab,,0,0,6377,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10138,74.41924938,31.16320015,Punjab,,0,0,1271,6,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10139,74.41952991,31.16429889,Punjab,,0,0,7320,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1014,74.05475698,31.07218669,Punjab,,0,0,1102,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10140,74.40419424,31.14122526,Punjab,,0,0,1042,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10141,74.4003837,31.12897542,Punjab,,0,0,2088,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10142,74.39047162,31.13626922,Punjab,,0,0,1655,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10143,74.38652081,31.12509475,Punjab,,0,0,2111,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10144,74.37731006,31.14026678,Punjab,,0,0,4749,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10145,74.36403161,31.13355742,Punjab,,0,0,4001,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10146,74.36426539,31.13704068,Punjab,,0,0,4001,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10147,74.36288611,31.13921479,Punjab,,0,0,3214,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10148,74.35973014,31.14237076,Punjab,,0,0,3214,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10149,74.35839762,31.14375003,Punjab,,0,0,5072,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-1015,74.0624815,31.10047137,Punjab,,0,0,721,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10150,74.40551507,31.09556891,Punjab,,0,0,3564,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10151,74.41445698,31.14366821,Punjab,,0,0,134,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10152,74.40671901,31.13936674,Punjab,,0,0,185,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10153,74.37157672,31.14074602,Punjab,,0,0,11986,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10154,74.3391579,31.15109058,Punjab,,0,0,11986,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10155,74.33817604,31.14723329,Punjab,,0,0,1548,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10156,74.3127705,31.15422902,Punjab,,0,0,9232,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10157,74.29660492,31.15081005,Punjab,,0,0,11837,5,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10158,74.29346649,31.15871751,Punjab,,0,0,11313,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
BKP-10159,74.27563526,31.17558441,Punjab,,0,0,4828,4,33210,225.828,322.137,156.087,152.766,7140150,48553.02,69259.455,33558.705,32844.69
