source_id,source_name,iso3_country,sector,subsector,lat,lon,geometry_ref,relationship,ultimate_parent_name,ultimate_parent_id,percent_interest_parent,company_name,company_id,percent_interest_company,interest_units,start_date,end_date,created_date,modified_date,percent_company_datasource,percent_parent_datasource
3171522,Bangoka International Airport,COD,transportation,domestic-aviation,0.481638997793,25.3379993439,trace_25.3379993439_0.481638997793,operator,Compagnie Africaine dAviation,100001013121,61.1,Compagnie Africaine dAviation,100001013121,61.1,percent_emissions_domestic-flights,2022-01-01 00:00:00,2022-12-31 00:00:00,2023-11-29 22:49:35.495391,2023-11-30 18:59:41.700541,,{7061}
3171522,Bangoka International Airport,COD,transportation,domestic-aviation,0.481638997793,25.3379993439,trace_25.3379993439_0.481638997793,operator,Congo Airways,100001013135,38.9,Congo Airways,100001013135,38.9,percent_emissions_domestic-flights,2022-01-01 00:00:00,2022-12-31 00:00:00,2023-11-29 22:49:35.495411,2023-11-30 18:59:41.700541,,{7061}
3170764,Beni Airport,COD,transportation,domestic-aviation,0.575,29.4739,trace_29.4739_0.575,operator,Compagnie Africaine dAviation,100001013121,100.0,Compagnie Africaine dAviation,100001013121,100.0,percent_emissions_domestic-flights,2022-01-01 00:00:00,2022-12-31 00:00:00,2023-11-29 22:49:35.444353,2023-11-30 18:59:41.700541,,{7061}
3170865,Bunia Airport,COD,transportation,domestic-aviation,1.565743,30.220685,trace_30.220685_1.565743,operator,Compagnie Africaine dAviation,100001013121,100.0,Compagnie Africaine dAviation,100001013121,100.0,percent_emissions_domestic-flights,2022-01-01 00:00:00,2022-12-31 00:00:00,2023-11-29 22:49:35.451516,2023-11-30 18:59:41.700541,,{7061}
3171682,Gemena Airport,COD,transportation,domestic-aviation,3.23537,19.771299,trace_19.771299_3.23537,operator,Congo Airways,100001013135,100.0,Congo Airways,100001013135,100.0,percent_emissions_domestic-flights,2022-01-01 00:00:00,2022-12-31 00:00:00,2023-11-29 22:49:35.503468,2023-11-30 18:59:41.700541,,{7061}
3171705,Goma International Airport,COD,transportation,domestic-aviation,-1.66617,29.237929,trace_29.237929_-1.66617,operator,ITA Airways,100001011903,0.3,ITA Airways,100001011903,0.3,percent_emissions_domestic-flights,2022-01-01 00:00:00,2022-12-31 00:00:00,2023-11-29 22:49:35.504805,2023-11-30 18:59:41.700541,,{7061}
3171705,Goma International Airport,COD,transportation,domestic-aviation,-1.66617,29.237929,trace_29.237929_-1.66617,operator,Compagnie Africaine dAviation,100001013121,81.6,Compagnie Africaine dAviation,100001013121,81.6,percent_emissions_domestic-flights,2022-01-01 00:00:00,2022-12-31 00:00:00,2023-11-29 22:49:35.504767,2023-11-30 18:59:41.700541,,{7061}
3171705,Goma International Airport,COD,transportation,domestic-aviation,-1.66617,29.237929,trace_29.237929_-1.66617,operator,Congo Airways,100001013135,18.1,Congo Airways,100001013135,18.1,percent_emissions_domestic-flights,2022-01-01 00:00:00,2022-12-31 00:00:00,2023-11-29 22:49:35.504786,2023-11-30 18:59:41.700541,,{7061}
3171536,Kalemie Airport,COD,transportation,domestic-aviation,-5.87556,29.25,trace_29.25_-5.87556,operator,Compagnie Africaine dAviation,100001013121,100.0,Compagnie Africaine dAviation,100001013121,100.0,percent_emissions_domestic-flights,2022-01-01 00:00:00,2022-12-31 00:00:00,2023-11-29 22:49:35.496224,2023-11-30 18:59:41.700541,,{7061}
3172294,Kananga Airport,COD,transportation,domestic-aviation,-5.90005,22.4692,trace_22.4692_-5.90005,operator,Compagnie Africaine dAviation,100001013121,65.4,Compagnie Africaine dAviation,100001013121,65.4,percent_emissions_domestic-flights,2022-01-01 00:00:00,2022-12-31 00:00:00,2023-11-29 22:49:35.543746,2023-11-30 18:59:41.700541,,{7061}
