id,lat,lon,type,fuel,state,country,status,capacity_tonnes,emfpm10,pm10_t_yr,emfpm25,pm25_t_yr,emfso2,so2_t_yr,emfnox,Nox_t_yr
BKB-485,23.34749308,89.52761364,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-486,23.66037285,89.98364082,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-487,24.81563006,88.47133131,FCBK,biomass,Rajshahi,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-488,22.54841838,88.99342031,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-489,22.97297385,89.79682779,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-490,23.84267952,88.63769925,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-491,23.84285324,88.63780137,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-492,22.78025248,90.13026996,FCBK,biomass,Barisal,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-493,23.02739891,89.84471844,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-494,22.76004908,89.09774312,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-495,24.14103433,89.5125211,FCBK,biomass,Rajshahi,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-496,22.9624724,89.29414111,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-497,23.69938883,89.00706589,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-498,23.02786384,89.75202647,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-499,23.85707349,89.19333344,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-500,23.69911051,88.64286155,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-501,24.37880362,88.56469234,FCBK,biomass,Rajshahi,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-502,22.77553257,89.32778613,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-503,22.62353976,89.09215626,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-504,22.70322093,89.01383431,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-505,23.62583512,90.38809065,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-506,22.96347102,90.40187744,FCBK,biomass,Barisal,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-507,22.68665696,89.10270893,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-508,22.63984515,89.14747439,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-509,22.61448525,89.0333941,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-510,22.99983722,89.20771,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-511,22.75347654,89.04737065,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-512,22.75810611,89.04491427,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-513,23.78470308,89.9079882,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-514,23.70984284,90.50826489,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-515,22.63914865,88.98027744,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-516,23.2699776,88.98065542,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-517,22.9097682,89.14927814,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-518,22.84770537,89.69339865,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-519,23.01623462,89.56432749,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-520,23.45410468,88.9599363,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-521,23.91549041,90.15645358,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-522,23.91650929,90.15787795,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-523,23.23632163,89.85632095,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-524,22.94228782,90.40716412,FCBK,biomass,Barisal,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-525,22.92493781,89.63797487,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-526,23.46302678,88.95596326,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-527,22.77215928,89.4736854,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-528,23.06001375,89.47824867,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-529,23.65466167,90.45026715,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-530,22.82602142,89.25665996,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-531,23.76999281,90.32472943,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-532,24.76169183,89.39341271,FCBK,biomass,Rajshahi,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-533,22.95299688,90.48794971,FCBK,biomass,Barisal,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-534,23.68929872,89.31131949,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-535,23.81455615,88.67127163,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-536,22.7973433,89.06528042,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-537,23.01007544,89.21068721,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-538,23.01068114,89.21470234,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-539,22.99500186,89.22835615,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-540,23.81028717,90.30995187,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-541,23.80709333,88.71487296,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-542,23.80399912,88.71743146,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-543,22.87002019,89.76712393,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-544,23.72469257,90.43728379,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-545,23.40545838,89.57591113,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-546,24.0307826,88.96451517,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-547,23.03018393,89.75595125,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-548,25.46738267,89.39543695,FCBK,biomass,Rangpur,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-549,23.01009301,89.76011086,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-550,23.22767145,89.87665108,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-551,22.86266653,89.61272865,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-552,23.343031,89.73831193,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-553,23.2969686,90.30936773,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-554,23.05169048,89.90019181,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-555,24.09047275,90.13859282,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-556,23.80434878,88.62724232,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-557,23.50375818,88.92424001,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-558,23.38424072,89.61800478,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-559,23.00290262,89.98200024,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-560,23.04107521,89.53673277,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-561,23.04104234,89.53610927,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-562,22.90790472,88.98217616,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-563,23.13419184,89.87444558,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-564,22.97440824,89.62068853,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-565,23.74382676,89.13447035,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-566,23.94586423,90.15292489,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-567,23.94736673,90.15223152,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-568,23.94805225,90.15695077,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-569,22.88918181,89.64428193,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-570,24.03266195,89.08773889,FCBK,biomass,Rajshahi,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-571,23.8536213,89.21234182,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-572,23.51336165,89.48884598,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-573,23.51490172,89.49045848,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-574,23.04233513,89.75576997,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-575,23.04280466,89.75070134,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-576,23.04064013,89.75521097,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-577,22.91007167,89.45256019,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-578,23.13414497,89.88366058,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-579,23.76288512,89.1208137,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-580,23.15076977,89.83514773,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-581,23.17272722,89.84391136,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-582,23.68974934,89.24119588,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-583,22.93572494,89.9023554,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-584,25.09919539,89.00792627,FCBK,biomass,Rajshahi,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-585,24.27986437,89.47922462,FCBK,biomass,Rajshahi,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-586,23.31842361,88.97207658,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-587,23.15575469,89.51833697,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-588,24.59604062,89.31740714,FCBK,biomass,Rajshahi,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-589,23.64870201,90.27225834,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-590,23.53315784,89.28124003,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-591,23.14666389,89.31445702,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-592,23.91625988,90.16518059,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-593,23.47186984,89.43000081,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-594,23.572044,89.1333708,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-595,25.06475511,89.00282318,FCBK,biomass,Rajshahi,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-596,23.35617765,90.16344867,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-597,23.04250788,89.74390331,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-598,23.20881439,89.65871091,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-599,23.00134497,89.49107878,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-600,23.53187698,89.61769062,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-601,24.02373712,89.01414594,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-602,23.53307491,90.61582207,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-603,23.36907516,89.19385347,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-604,23.89117474,88.71940622,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-605,25.02920166,88.70021181,FCBK,biomass,Rajshahi,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-606,24.79862151,89.39701605,FCBK,biomass,Rajshahi,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-607,24.00302202,88.88520562,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-608,22.97442159,89.26313131,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-609,23.16713626,90.23520632,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-610,23.12848453,90.48674213,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-611,22.90327889,89.18351263,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-612,23.07172864,89.21752641,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-613,23.90262783,89.61805883,FCBK,biomass,Rajshahi,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-614,23.83049206,90.48532864,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-615,23.83008356,90.4819639,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-616,23.61772196,90.44314636,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-617,23.71376061,90.32430283,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-618,23.40191843,89.46211459,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-619,23.00022095,89.2077263,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-620,23.03491999,89.04534868,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-621,23.1377513,89.58564789,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-622,23.78705855,90.41974622,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-623,23.18722024,90.20317067,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-624,23.32979666,90.16047841,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-625,23.03864816,89.24956408,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-626,22.87202866,89.06534502,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-627,25.83406477,89.25081194,FCBK,biomass,Rangpur,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-628,24.02601225,88.97400865,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-629,23.17497565,89.65367334,FCBK,biomass,Khulna,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-630,23.69948833,89.59462625,FCBK,biomass,Dhaka,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
BKB-631,24.06985781,89.6705323,FCBK,biomass,Rajshahi,Bangladesh,operating,"8,886.81",0.0007474,6.642001794,0.000404,3.59027124,0.00319,28.3489239,0.00072,6.3985032
