GID_0,COUNTRY,GID_1,NAME_1,NAME_2,TYPE_2,ENGTYPE_2
NGA,Nigeria,NGA.21_1,Katsina,Sabuwa,Local Authority,Local Authority
NGA,Nigeria,NGA.21_1,Katsina,Safana,Local Authority,Local Authority
NGA,Nigeria,NGA.21_1,Katsina,Sandamu,Local Authority,Local Authority
NGA,Nigeria,NGA.21_1,Katsina,Zango,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Aleiro,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Arewa Dandi,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Argungu,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Augie,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Bagudo,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Birnin Kebbi,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Bunza,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Dandi,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Danko Wasagu,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Fakai,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Gwandu,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Jega,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Kalgo,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Koko/Besse,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Maiyama,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Ngaski,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Sakaba,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Shanga,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Suru,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Yauri,Local Authority,Local Authority
NGA,Nigeria,NGA.22_1,Kebbi,Zuru,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Adavi,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Ajaokuta,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Ankpa,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Bassa,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Dekina,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Ibaji,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Idah,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Igalamela-Odolu,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Ijumu,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Kabba/Bunu,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Kogi,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Lokoja,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Mopa-Muro,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Ofu,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Ogori/Magongo,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Okehi,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Okene,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Olamaboro,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Omala,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Yagba East,Local Authority,Local Authority
NGA,Nigeria,NGA.23_1,Kogi,Yagba West,Local Authority,Local Authority
NGA,Nigeria,NGA.24_1,Kwara,Asa,Local Authority,Local Authority
NGA,Nigeria,NGA.24_1,Kwara,Baruten,Local Authority,Local Authority
NGA,Nigeria,NGA.24_1,Kwara,Edu,Local Authority,Local Authority
NGA,Nigeria,NGA.24_1,Kwara,Ekiti,Local Authority,Local Authority
NGA,Nigeria,NGA.24_1,Kwara,Ifelodun,Local Authority,Local Authority
NGA,Nigeria,NGA.24_1,Kwara,Ilorin East,Local Authority,Local Authority
NGA,Nigeria,NGA.24_1,Kwara,Ilorin South,Local Authority,Local Authority
NGA,Nigeria,NGA.24_1,Kwara,Ilorin West,Local Authority,Local Authority
NGA,Nigeria,NGA.24_1,Kwara,Irepodun,Local Authority,Local Authority
NGA,Nigeria,NGA.24_1,Kwara,Isin,Local Authority,Local Authority
NGA,Nigeria,NGA.24_1,Kwara,Kaiama,Local Authority,Local Authority
NGA,Nigeria,NGA.24_1,Kwara,Moro,Local Authority,Local Authority
NGA,Nigeria,NGA.24_1,Kwara,Offa,Local Authority,Local Authority
NGA,Nigeria,NGA.24_1,Kwara,Oke-Ero,Local Authority,Local Authority
NGA,Nigeria,NGA.24_1,Kwara,Oyun,Local Authority,Local Authority
NGA,Nigeria,NGA.24_1,Kwara,Pategi,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Agege,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Ajeromi/Ifelodun,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Alimosho,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Amuwo Odofin,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Apapa,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Badagry,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Epe,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Eti-Osa,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Ibeju-Lekki,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Ifako/Ijaye,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Ikeja,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Ikorodu,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Kosofe,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Lagos Island,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Mainland,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Mushin,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Ojo,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Oshodi/Isolo,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Shomolu,Local Authority,Local Authority
NGA,Nigeria,NGA.25_1,Lagos,Surulere,Local Authority,Local Authority
NGA,Nigeria,NGA.26_1,Nasarawa,Akwanga,Local Authority,Local Authority
NGA,Nigeria,NGA.26_1,Nasarawa,Awe,Local Authority,Local Authority
NGA,Nigeria,NGA.26_1,Nasarawa,Doma,Local Authority,Local Authority
NGA,Nigeria,NGA.26_1,Nasarawa,Karu,Local Authority,Local Authority
NGA,Nigeria,NGA.26_1,Nasarawa,Keana,Local Authority,Local Authority
NGA,Nigeria,NGA.26_1,Nasarawa,Keffi,Local Authority,Local Authority
NGA,Nigeria,NGA.26_1,Nasarawa,Kokona,Local Authority,Local Authority
NGA,Nigeria,NGA.26_1,Nasarawa,Lafia,Local Authority,Local Authority
NGA,Nigeria,NGA.26_1,Nasarawa,Nasarawa,Local Authority,Local Authority
NGA,Nigeria,NGA.26_1,Nasarawa,Nasarawa Eggon,Local Authority,Local Authority
NGA,Nigeria,NGA.26_1,Nasarawa,Obi,Local Authority,Local Authority
NGA,Nigeria,NGA.26_1,Nasarawa,Toto,Local Authority,Local Authority
NGA,Nigeria,NGA.26_1,Nasarawa,Wamba,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Agaie,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Agwara,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Bida,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Borgu,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Bosso,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Chanchaga,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Edati,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Gbako,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Gurara,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Katcha,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Kontagora,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Lapai,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Lavun,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Magama,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Mariga,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Mashegu,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Mokwa,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Muya,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Paikoro,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Rafi,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Rijau,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Shiroro,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Suleja,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Tafa,Local Authority,Local Authority
NGA,Nigeria,NGA.27_1,Niger,Wushishi,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Abeokuta North,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Abeokuta South,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Ado Odo/Ota,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Ewekoro,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Ifo,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Ijebu-Ode,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Ijebu East,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Ijebu North,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Ijebu North-East,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Ikenne,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Imeko-Afon,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Ipokia,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Obafemi-Owode,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Odeda,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Odogbolu,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Ogun Waterside,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Remo-North,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Shagamu,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Yewa North,Local Authority,Local Authority
NGA,Nigeria,NGA.28_1,Ogun,Yewa South,Local Authority,Local Authority
NGA,Nigeria,NGA.29_1,Ondo,Akoko North-East,Local Authority,Local Authority
NGA,Nigeria,NGA.29_1,Ondo,Akoko North-West,Local Authority,Local Authority
NGA,Nigeria,NGA.29_1,Ondo,Akoko South-East,Local Authority,Local Authority
NGA,Nigeria,NGA.29_1,Ondo,Akoko South-West,Local Authority,Local Authority
NGA,Nigeria,NGA.29_1,Ondo,Akure North,Local Authority,Local Authority
NGA,Nigeria,NGA.29_1,Ondo,Akure South,Local Authority,Local Authority
NGA,Nigeria,NGA.29_1,Ondo,Ese-Odo,Local Authority,Local Authority
NGA,Nigeria,NGA.29_1,Ondo,Idanre,Local Authority,Local Authority
NGA,Nigeria,NGA.29_1,Ondo,Ifedore,Local Authority,Local Authority
NGA,Nigeria,NGA.29_1,Ondo,Ilaje,Local Authority,Local Authority
NGA,Nigeria,NGA.29_1,Ondo,Ile-Oluji/Okeigbo,Local Authority,Local Authority
NGA,Nigeria,NGA.29_1,Ondo,Irele,Local Authority,Local Authority
NGA,Nigeria,NGA.29_1,Ondo,Odigbo,Local Authority,Local Authority
NGA,Nigeria,NGA.29_1,Ondo,Okitipupa,Local Authority,Local Authority
NGA,Nigeria,NGA.29_1,Ondo,Ondo East,Local Authority,Local Authority
NGA,Nigeria,NGA.29_1,Ondo,Ondo West,Local Authority,Local Authority
NGA,Nigeria,NGA.29_1,Ondo,Ose,Local Authority,Local Authority
NGA,Nigeria,NGA.29_1,Ondo,Owo,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Aiyedade,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Atakumosa East,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Atakumosa West,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Ayedire,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Boluwaduro,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Boripe,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Ede North,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Ede South,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Egbedore,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Ejigbo,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Ife Central,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Ife East,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Ife North,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Ife South,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Ifedayo,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Ifelodun,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Ila,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Ilesha East,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Ilesha West,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Irepodun,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Irewole,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Isokan,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Iwo,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Obokun,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Odo-Otin,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Ola Oluwa,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Olorunda,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Oriade,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Orolu,Local Authority,Local Authority
NGA,Nigeria,NGA.30_1,Osun,Osogbo,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Afijio,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Akinyele,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Atiba,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Atisbo,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Egbeda,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Ibadan North,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Ibadan North-East,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Ibadan North-West,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Ibadan South-East,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Ibadan South-West,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Ibarapa Central,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Ibarapa East,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Ibarapa North,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Ido,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Irepo,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Iseyin,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Itesiwaju,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Iwajowa,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Kajola,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Lagelu,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Ogbomosho North,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Ogbomosho South,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Ogo Oluwa,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Olorunsogo,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Oluyole,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Ona Ara,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Orelope,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Ori-Ire,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Oyo East,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Oyo West,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Saki East,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Saki West,Local Authority,Local Authority
NGA,Nigeria,NGA.31_1,Oyo,Surulere,Local Authority,Local Authority
NGA,Nigeria,NGA.32_1,Plateau,Barkin Ladi,Local Authority,Local Authority
NGA,Nigeria,NGA.32_1,Plateau,Bassa,Local Authority,Local Authority
NGA,Nigeria,NGA.32_1,Plateau,Bokkos,Local Authority,Local Authority
NGA,Nigeria,NGA.32_1,Plateau,Jos East,Local Authority,Local Authority
NGA,Nigeria,NGA.32_1,Plateau,Jos North,Local Authority,Local Authority
NGA,Nigeria,NGA.32_1,Plateau,Jos South,Local Authority,Local Authority
NGA,Nigeria,NGA.32_1,Plateau,Kanam,Local Authority,Local Authority
NGA,Nigeria,NGA.32_1,Plateau,Kanke,Local Authority,Local Authority
NGA,Nigeria,NGA.32_1,Plateau,Langtang North,Local Authority,Local Authority
NGA,Nigeria,NGA.32_1,Plateau,Langtang South,Local Authority,Local Authority
NGA,Nigeria,NGA.32_1,Plateau,Mangu,Local Authority,Local Authority
NGA,Nigeria,NGA.32_1,Plateau,Mikang,Local Authority,Local Authority
NGA,Nigeria,NGA.32_1,Plateau,Pankshin,Local Authority,Local Authority
NGA,Nigeria,NGA.32_1,Plateau,Qua'an Pan,Local Authority,Local Authority
NGA,Nigeria,NGA.32_1,Plateau,Riyom,Local Authority,Local Authority
NGA,Nigeria,NGA.32_1,Plateau,Shendam,Local Authority,Local Authority
NGA,Nigeria,NGA.32_1,Plateau,Wase,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Abua/Odual,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Ahoada East,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Ahoada West,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Akuku-Toru,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Andoni,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Asari-Toru,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Bonny,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Degema,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Eleme,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Emuoha,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Etche,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Gokana,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Ikwerre,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Khana,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Obio/Akpor,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Ogba/Egbema/Ndoni,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Ogu/Bolo,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Okrika,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Omumma,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Opobo/Nkoro,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Oyigbo,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Port Harcourt,Local Authority,Local Authority
NGA,Nigeria,NGA.33_1,Rivers,Tai,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Binji,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Bodinga,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Dange-Shuni,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Gada,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Goronyo,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Gudu,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Gwadabawa,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Illela,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Isa,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Kebbe,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Kware,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Rabah,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Sabon Birni,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Shagari,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Silame,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Sokoto North,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Sokoto South,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Tambuwal,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Tangaza,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Tureta,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Wamako,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Wurno,Local Authority,Local Authority
NGA,Nigeria,NGA.34_1,Sokoto,Yabo,Local Authority,Local Authority
NGA,Nigeria,NGA.35_1,Taraba,Ardo-Kola,Local Authority,Local Authority
NGA,Nigeria,NGA.35_1,Taraba,Bali,Local Authority,Local Authority
NGA,Nigeria,NGA.35_1,Taraba,Donga,Local Authority,Local Authority
NGA,Nigeria,NGA.35_1,Taraba,Gashaka,Local Authority,Local Authority
NGA,Nigeria,NGA.35_1,Taraba,Gassol,Local Authority,Local Authority
NGA,Nigeria,NGA.35_1,Taraba,Ibi,Local Authority,Local Authority
NGA,Nigeria,NGA.35_1,Taraba,Jalingo,Local Authority,Local Authority
NGA,Nigeria,NGA.35_1,Taraba,Karim Lamido,Local Authority,Local Authority
NGA,Nigeria,NGA.35_1,Taraba,Kurmi,Local Authority,Local Authority
NGA,Nigeria,NGA.35_1,Taraba,Lau,Local Authority,Local Authority
NGA,Nigeria,NGA.35_1,Taraba,Sardauna,Local Authority,Local Authority
NGA,Nigeria,NGA.35_1,Taraba,Takum,Local Authority,Local Authority
NGA,Nigeria,NGA.35_1,Taraba,Ussa,Local Authority,Local Authority
NGA,Nigeria,NGA.35_1,Taraba,Wukari,Local Authority,Local Authority
NGA,Nigeria,NGA.35_1,Taraba,Yorro,Local Authority,Local Authority
NGA,Nigeria,NGA.35_1,Taraba,Zing,Local Authority,Local Authority
NGA,Nigeria,NGA.36_1,Yobe,Bade,Local Authority,Local Authority
NGA,Nigeria,NGA.36_1,Yobe,Borsari,Local Authority,Local Authority
NGA,Nigeria,NGA.36_1,Yobe,Damaturu,Local Authority,Local Authority
NGA,Nigeria,NGA.36_1,Yobe,Fika,Local Authority,Local Authority
NGA,Nigeria,NGA.36_1,Yobe,Fune,Local Authority,Local Authority
NGA,Nigeria,NGA.36_1,Yobe,Geidam,Local Authority,Local Authority
NGA,Nigeria,NGA.36_1,Yobe,Gujba,Local Authority,Local Authority
NGA,Nigeria,NGA.36_1,Yobe,Gulani,Local Authority,Local Authority
NGA,Nigeria,NGA.36_1,Yobe,Jakusko,Local Authority,Local Authority
NGA,Nigeria,NGA.36_1,Yobe,Karasuwa,Local Authority,Local Authority
NGA,Nigeria,NGA.36_1,Yobe,Machina,Local Authority,Local Authority
NGA,Nigeria,NGA.36_1,Yobe,Nangere,Local Authority,Local Authority
NGA,Nigeria,NGA.36_1,Yobe,Nguru,Local Authority,Local Authority
NGA,Nigeria,NGA.36_1,Yobe,Potiskum,Local Authority,Local Authority
NGA,Nigeria,NGA.36_1,Yobe,Tarmuwa,Local Authority,Local Authority
NGA,Nigeria,NGA.36_1,Yobe,Yunusari,Local Authority,Local Authority
NGA,Nigeria,NGA.36_1,Yobe,Yusufari,Local Authority,Local Authority
NGA,Nigeria,NGA.37_1,Zamfara,Anka,Local Authority,Local Authority
NGA,Nigeria,NGA.37_1,Zamfara,Bakura,Local Authority,Local Authority
NGA,Nigeria,NGA.37_1,Zamfara,Birnin-Magaji/Kiyaw,Local Authority,Local Authority
NGA,Nigeria,NGA.37_1,Zamfara,Bukkuyum,Local Authority,Local Authority
NGA,Nigeria,NGA.37_1,Zamfara,Bungudu,Local Authority,Local Authority
NGA,Nigeria,NGA.37_1,Zamfara,Gummi,Local Authority,Local Authority
NGA,Nigeria,NGA.37_1,Zamfara,Gusau,Local Authority,Local Authority
NGA,Nigeria,NGA.37_1,Zamfara,Kaura Namoda,Local Authority,Local Authority
NGA,Nigeria,NGA.37_1,Zamfara,Maradun,Local Authority,Local Authority
NGA,Nigeria,NGA.37_1,Zamfara,Maru,Local Authority,Local Authority
NGA,Nigeria,NGA.37_1,Zamfara,Shinkafi,Local Authority,Local Authority
NGA,Nigeria,NGA.37_1,Zamfara,Talata-Mafara,Local Authority,Local Authority
NGA,Nigeria,NGA.37_1,Zamfara,Tsafe,Local Authority,Local Authority
NGA,Nigeria,NGA.37_1,Zamfara,Zurmi,Local Authority,Local Authority
