country,plant_name,daily_prod,nox_ton_yr,sox_ton_yr,p10_ton_yr,p25_ton_yr,cap_mw,status,coal_type,location,heat_rate,emi_factor,latitude,longitude
India,Renusagar power station,591300000,2542.59,4257.36,218.781,112.347,67.5,operating,bituminous,Sonbhadra,12618,94600,24.1810932,82.7912794
India,Renusagar power station,657000000,2825.1,4730.4,243.09,124.83,75,operating,bituminous,Sonbhadra,12183,94600,24.1810932,82.7912794
India,Renusagar power station,591300000,2542.59,4257.36,218.781,112.347,67.5,operating,bituminous,Sonbhadra,12618,94600,24.1810932,82.7912794
India,Renusagar power station,648240000,2787.432,4667.328,239.8488,123.1656,74,operating,bituminous,Sonbhadra,12618,94600,24.1810932,82.7912794
India,Renusagar power station,648240000,2787.432,4667.328,239.8488,123.1656,74,operating,bituminous,Sonbhadra,12618,94600,24.1810932,82.7912794
India,Renusagar power station,595680000,2561.424,4288.896,220.4016,113.1792,68,operating,bituminous,Sonbhadra,12618,94600,24.1810932,82.7912794
India,Renusagar power station,648240000,2787.432,4667.328,239.8488,123.1656,74,operating,bituminous,Sonbhadra,12183,94600,24.1810932,82.7912794
India,Renusagar power station,648240000,2787.432,4667.328,239.8488,123.1656,74,operating,bituminous,Sonbhadra,12183,94600,24.1810932,82.7912794
India,Renusagar power station,671892000,2889.1356,4837.6224,248.60004,127.65948,76.7,operating,bituminous,Sonbhadra,12183,94600,24.1810932,82.7912794
India,Renusagar power station,657000000,2825.1,4730.4,243.09,124.83,75,operating,bituminous,Sonbhadra,12183,94600,24.1810932,82.7912794
India,Rihand power station,4380000000,18834,31536,1620.6,832.2,500,operating,bituminous,Sonbhadra,10878,94600,24.027,82.7915
India,Rihand power station,4380000000,18834,31536,1620.6,832.2,500,operating,bituminous,Sonbhadra,10878,94600,24.027,82.7915
India,Rihand power station,4380000000,18834,31536,1620.6,832.2,500,operating,bituminous,Sonbhadra,9572,94600,24.027,82.7915
India,Rihand power station,4380000000,18834,31536,1620.6,832.2,500,operating,bituminous,Sonbhadra,9572,94600,24.027,82.7915
India,Rihand power station,4380000000,18834,31536,1620.6,832.2,500,operating,bituminous,Sonebhadra,9572,94600,24.027,82.7915
India,Rihand power station,4380000000,18834,31536,1620.6,832.2,500,operating,bituminous,Sonebhadra,9572,94600,24.027,82.7915
India,Rosa Thermal Power Plant,2628000000,11300.4,18921.6,972.36,499.32,300,operating,bituminous,Shahjahanpur,10442,94600,27.8194455,79.9371618
India,Rosa Thermal Power Plant,2628000000,11300.4,18921.6,972.36,499.32,300,operating,bituminous,Shahjahanpur,10442,94600,27.8194455,79.9371618
India,Rosa Thermal Power Plant,2628000000,11300.4,18921.6,972.36,499.32,300,operating,bituminous,Shahajahanpur,10442,94600,27.8194455,79.9371618
India,Rosa Thermal Power Plant,2628000000,11300.4,18921.6,972.36,499.32,300,operating,bituminous,Shahajahanpur,10442,94600,27.8194455,79.9371618
India,Sagardighi Thermal Power Station,2628000000,11300.4,18921.6,972.36,499.32,300,operating,unknown,Murshidabad,10442,96100,24.3688141,88.1040001
India,Sagardighi Thermal Power Station,2628000000,11300.4,18921.6,972.36,499.32,300,operating,unknown,Murshidabad,10442,96100,24.3688141,88.1040001
India,Sagardighi Thermal Power Station,4380000000,18834,31536,1620.6,832.2,500,operating,unknown,Murshidabad,8702,96100,24.3688141,88.1040001
India,Sagardighi Thermal Power Station,4380000000,18834,31536,1620.6,832.2,500,operating,unknown,Murshidabad,8702,96100,24.3688141,88.1040001
India,Sagardighi Thermal Power Station,5781600000,24860.88,41627.52,2139.192,1098.504,660,construction,unknown,Murshidabad,8409,96100,24.3688141,88.1040001
India,Singrauli Super Thermal Power Station,1752000000,7533.6,12614.4,648.24,332.88,200,operating,bituminous,Sonbhadra,12618,94600,24.1042119,82.7063552
India,Singrauli Super Thermal Power Station,1752000000,7533.6,12614.4,648.24,332.88,200,operating,bituminous,Sonbhadra,12618,94600,24.1042119,82.7063552
India,Singrauli Super Thermal Power Station,1752000000,7533.6,12614.4,648.24,332.88,200,operating,bituminous,Sonbhadra,12618,94600,24.1042119,82.7063552
India,Singrauli Super Thermal Power Station,1752000000,7533.6,12614.4,648.24,332.88,200,operating,bituminous,Sonbhadra,12618,94600,24.1042119,82.7063552
India,Singrauli Super Thermal Power Station,1752000000,7533.6,12614.4,648.24,332.88,200,operating,bituminous,Sonbhadra,12618,94600,24.1042119,82.7063552
India,Singrauli Super Thermal Power Station,4380000000,18834,31536,1620.6,832.2,500,operating,bituminous,Sonbhadra,10878,94600,24.1042119,82.7063552
India,Singrauli Super Thermal Power Station,4380000000,18834,31536,1620.6,832.2,500,operating,bituminous,Sonbhadra,10878,94600,24.1042119,82.7063552
India,Singrauli Super Thermal Power Station,7008000000,30134.4,50457.6,2592.96,1331.52,800,permitted,unknown,Sonebhadra,8409,96100,24.1042119,82.7063552
India,Singrauli Super Thermal Power Station,7008000000,30134.4,50457.6,2592.96,1331.52,800,permitted,unknown,Sonebhadra,8409,96100,24.1042119,82.7063552
India,Southern CESC power station,591300000,2542.59,4257.36,218.781,112.347,67.5,operating,bituminous,Kolkata,12618,94600,22.5495911,88.291512
India,Southern CESC power station,591300000,2542.59,4257.36,218.781,112.347,67.5,operating,bituminous,Kolkata,12618,94600,22.5495911,88.291512
India,Suratgarh Super Thermal Power Station,2190000000,9417,15768,810.3,416.1,250,operating,subbituminous,Sri Ganganagar,12183,96100,29.181766,74.018741
India,Suratgarh Super Thermal Power Station,2190000000,9417,15768,810.3,416.1,250,operating,subbituminous,Sri Ganganagar,12183,96100,29.181766,74.018741
India,Suratgarh Super Thermal Power Station,2190000000,9417,15768,810.3,416.1,250,operating,subbituminous,Sri Ganganagar,12183,96100,29.181766,74.018741
India,Suratgarh Super Thermal Power Station,2190000000,9417,15768,810.3,416.1,250,operating,subbituminous,Sri Ganganagar,12183,96100,29.181766,74.018741
India,Suratgarh Super Thermal Power Station,2190000000,9417,15768,810.3,416.1,250,operating,subbituminous,Sri Ganganagar,12183,96100,29.181766,74.018741
India,Suratgarh Super Thermal Power Station,2190000000,9417,15768,810.3,416.1,250,operating,subbituminous,Sri Ganganagar,11313,96100,29.181766,74.018741
India,Suratgarh Super Thermal Power Station,5781600000,24860.88,41627.52,2139.192,1098.504,660,operating,unknown,Sri Ganganagar,8409,96100,29.1611184,74.0191627
India,Suratgarh Super Thermal Power Station,5781600000,24860.88,41627.52,2139.192,1098.504,660,operating,unknown,Sri Ganganagar,8409,96100,29.1611184,74.0191627
India,Talwandi Sabo Power Project,5781600000,24860.88,41627.52,2139.192,1098.504,660,operating,bituminous,Mansa,8409,94600,29.9245796,75.2389294
India,Talwandi Sabo Power Project,5781600000,24860.88,41627.52,2139.192,1098.504,660,operating,bituminous,Mansa,8409,94600,29.9245796,75.2389294
India,Talwandi Sabo Power Project,5781600000,24860.88,41627.52,2139.192,1098.504,660,operating,bituminous,Mansa,8409,94600,29.9245796,75.2389294
India,Tanda power station,5781600000,24860.88,41627.52,2139.192,1098.504,660,operating,unknown,Ambedkarnagar,8409,96100,26.5891987,82.6003754
India,Tanda power station,5781600000,24860.88,41627.52,2139.192,1098.504,660,operating,unknown,Ambedkarnagar,8409,96100,26.5891987,82.6003754
India,Tanda power station,963600000,4143.48,6937.92,356.532,183.084,110,operating,bituminous,Ambedkarnagar,12618,94600,26.5894846,82.601235
India,Tanda power station,963600000,4143.48,6937.92,356.532,183.084,110,operating,bituminous,Ambedkarnagar,12618,94600,26.5894846,82.601235
India,Tanda power station,963600000,4143.48,6937.92,356.532,183.084,110,operating,bituminous,Ambedkarnagar,12618,94600,26.5894846,82.601235
India,Tanda power station,963600000,4143.48,6937.92,356.532,183.084,110,operating,bituminous,Ambedkarnagar,12183,94600,26.5894846,82.601235
India,The Durgapur Projects Limited,,,,,,250,operating,Sub-Critical,Bardhaman, , ,23.518135,87.302979
India,The Durgapur Projects Limited,,,,,,110,operating,Sub-Critical,Bardhaman, , ,23.518135,87.302979
India,The Durgapur Projects Limited,,,,,,30,operating,Sub-Critical,Bardhaman, , ,23.518135,87.302979
India,The Durgapur Projects Limited,,,,,,30,operating,Sub-Critical,Bardhaman, , ,23.518135,87.302979
India,The Durgapur Projects Limited,,,,,,77,operating,Sub-Critical,Bardhaman, , ,23.518135,87.302979
India,The Durgapur Projects Limited,,,,,,77,operating,Sub-Critical,Bardhaman, , ,23.518135,87.302979
India,The Durgapur Projects Limited,,,,,,77,operating,Sub-Critical,Bardhaman, , ,23.518135,87.302979
India,The Durgapur Projects Limited,,,,,,300,operating,Sub-Critical,Bardhaman, , ,23.518135,87.302979
India,Titagarh power station,525600000,2260.08,3784.32,194.472,99.864,60,operating,bituminous,North 24 Parganas,12618,94600,22.7319741,88.3703092
India,Titagarh power station,525600000,2260.08,3784.32,194.472,99.864,60,operating,bituminous,North 24 Parganas,12618,94600,22.7319741,88.3703092
India,Titagarh power station,525600000,2260.08,3784.32,194.472,99.864,60,operating,bituminous,North 24 Parganas,12618,94600,22.7319741,88.3703092
India,Titagarh power station,525600000,2260.08,3784.32,194.472,99.864,60,operating,bituminous,North 24 Parganas,12618,94600,22.7319741,88.3703092
India,Utraula power station,394200000,1695.06,2838.24,145.854,74.898,45,operating,unknown,Balrampur Dist,11313,96100,27.43,82.18
India,Welspun Energy Mirzapur power station,,,,,,660,permitted,,Mirzapur,,,24.982358,82.678633
India,Welspun Energy Mirzapur power station,,,,,,660,permitted,,Mirzapur,,,24.982358,82.678633
India,Utraula power station,394200000,1695.06,2838.24,145.854,74.898,45,operating,unknown,Balrampur Dist,11313,96100,27.43,82.18
Pakistan,Master Power Plant,,,,,,,,,Raiwind,,,31.26878487,74.17973657
Pakistan,Dera Ghazi Khan Cement power station,,,,,,30,operating,unknown,Dera Ghazi Khan,,,30.33167,70.5394
Pakistan,Faisalabad FIEDMC power station,,,,,,135,cancelled,unknown,Faisalabad,,,31.429167,73.078889
Pakistan,Faisalabad FIEDMC power station,,,,,,135,cancelled,unknown,Faisalabad,,,31.429167,73.078889
Pakistan,Faisalabad power station,,,,,,55,cancelled,unknown,Faisalabad,,,31.429167,73.078889
Pakistan,Faisalabad power station,,,,,,55,cancelled,unknown,Faisalabad,,,31.429167,73.078889
Pakistan,Faisalabad Sitara Chemical power plant,,,,,,40,operating,unknown,Faisalabad,,,31.5229235,73.3882226
Pakistan,Faisalabad Sitara Chemical power plant,,,,,,40,construction,unknown,Faisalabad,,,31.5229235,73.3882226
Pakistan,Fauji Fertilizer power station,,,,,,118,operating,unknown,Karachi,,,24.83309,67.41962
Pakistan,Gadani Power Park,,,,,,660,cancelled,unknown,Lasbela,,,25.119444,66.731944
Pakistan,Gadani Power Park,,,,,,660,cancelled,unknown,Lasbela,,,25.119444,66.731944
Pakistan,Gadani Power Park,,,,,,660,cancelled,unknown,Lasbela,,,25.119444,66.731944
Pakistan,Gadani Power Park,,,,,,660,cancelled,unknown,Lasbela,,,25.119444,66.731944
Pakistan,Gadani Power Park,,,,,,660,cancelled,unknown,Lasbela,,,25.119444,66.731944
Pakistan,Gadani Power Park,,,,,,660,cancelled,unknown,Lasbela,,,25.119444,66.731944
Pakistan,Gadani Power Park,,,,,,660,cancelled,unknown,Lasbela,,,25.119444,66.731944
Pakistan,Gadani Power Park,,,,,,660,cancelled,unknown,Lasbela,,,25.119444,66.731944
Pakistan,Gadani Power Park,,,,,,660,cancelled,unknown,Lasbela,,,25.119444,66.731944
Pakistan,Gadani Power Park,,,,,,660,cancelled,unknown,Lasbela,,,25.119444,66.731944
Pakistan,Grange Holdings power station,,,,,,163,shelved,unknown,Pakpattan,,,30.2851947,73.0623435
Pakistan,Gujrat power station,,,,,,55,cancelled,unknown,Gujrat,,,32.573797,74.078939
Pakistan,Gujrat power station,,,,,,55,cancelled,unknown,Gujrat,,,32.573797,74.078939
Pakistan,Gwadar power station,,,,,,150,permitted,unknown,Gwadar,,,25.2052,62.3519
Pakistan,Gwadar power station,,,,,,150,permitted,unknown,Gwadar,,,25.2052,62.3519
Pakistan,Hub Cement power station,,,,,,30,operating,unknown,Lasbela,,,25.15589,66.78361
Pakistan,Hubco power station,,,,,,660,operating,unknown,Lasbela,,,24.914675,66.68876
Pakistan,Hubco power station,,,,,,660,operating,unknown,Lasbela,,,24.914675,66.68876
Pakistan,Jamshoro power station,,,,,,660,construction,lignite,,,,25.472222,68.266111
Pakistan,Jamshoro power station,,,,,,660,permitted,lignite,,,,25.472222,68.266111
Pakistan,Jhang Nishat Chunian power station,,,,,,660,cancelled,unknown,Jhang,,,30.583333,71.65
Pakistan,Jhang Nishat Mills power station,,,,,,660,cancelled,unknown,Jhang,,,30.583333,71.65
Pakistan,Kapco power station,,,,,,660,cancelled,unknown,Sheikhupura,,,31.715,73.985
Pakistan,Keti Bandar power station,,,,,,660,pre-permit,lignite,Thatta,,,24.15,67.45
Pakistan,Keti Bandar power station,,,,,,660,pre-permit,lignite,Thatta,,,24.15,67.45
Pakistan,Lahore power station,,,,,,440,cancelled,unknown,Lahore,,,31.549722,74.343611
Pakistan,Lakhra mine-to-mouth power station,,,,,,450,cancelled,unknown,,,,25.865,66.451667
Pakistan,Lakhra power station,,,,,,1320,cancelled,lignite,,,,25.70573283,68.2864666
Pakistan,Lakhra power station,,,,,,50,mothballed,lignite,,,,25.70573283,68.2864666
Pakistan,Lakhra power station,,,,,,50,mothballed,lignite,,,,25.70573283,68.2864666
Pakistan,Lakhra power station,,,,,,50,mothballed,lignite,,,,25.70573283,68.2864666
Pakistan,Mahmoodkot power station,,,,,,660,cancelled,unknown,Muzaffargarh,,,30.191,71.011
Pakistan,Maple Leaf power station,,,,,,40,operating,unknown,Mianwali,,,32.904671,71.610642
Pakistan,Mouza Saddan Wali power station,,,,,,1320,cancelled,unknown,Muzaffargarh,,,30.333333,71.083333
Pakistan,Multan power station,,,,,,55,cancelled,unknown,Multan,,,30.197778,71.469722
Pakistan,Multan power station,,,,,,55,cancelled,unknown,Multan,,,30.197778,71.469722
Pakistan,Muzaffargarh power station,,,,,,1340,cancelled,unknown,Muzaffargarh,,,30.1055586,71.1638546
Pakistan,Muzaffargarh sugar mill power station,,,,,,60,operating,unknown,Muzaffargarh,,,30.29455,70.96697
Pakistan,Muzaffargarh sugar mill power station,,,,,,60,operating,unknown,Muzaffargarh,,,30.29455,70.96697
Pakistan,Nishat Rahim Yar Khan power station,,,,,,660,cancelled,unknown,Rahim Yar Khan,,,28.935,70.941
Pakistan,Port Qasim Burj power station,,,,,,125,cancelled,unknown,,,,24.766667,67.333333
Pakistan,Port Qasim Burj power station,,,,,,125,cancelled,unknown,,,,24.766667,67.333333
Pakistan,Port Qasim Burj power station,,,,,,125,cancelled,unknown,,,,24.766667,67.333333
Pakistan,Port Qasim Burj power station,,,,,,125,cancelled,unknown,,,,24.766667,67.333333
Pakistan,Port Qasim Datang power station,,,,,,350,cancelled,unknown,,,,24.766667,67.333333
Pakistan,Port Qasim Datang power station,,,,,,350,cancelled,unknown,,,,24.766667,67.333333
Pakistan,Port Qasim EPC power station,,,,,,660,operating,unknown,,,,24.7845,67.36939
Pakistan,Port Qasim EPC power station,,,,,,660,operating,unknown,,,,24.7845,67.36939
Pakistan,Port Qasim Lucky power station,,,,,,660,operating,lignite,,,,24.8128054,67.2745601
Pakistan,Port Qasim SSRL power station,,,,,,220,cancelled,unknown,,,,24.766667,67.333333
Pakistan,Port Qasim SSRL power station,,,,,,220,cancelled,unknown,,,,24.766667,67.333333
Pakistan,Rahim Yar Khan power station,,,,,,660,cancelled,unknown,Rahim Yar Khan,,,28.42,70.3
Pakistan,Rahim Yar Khan power station,,,,,,660,cancelled,unknown,Rahim Yar Khan,,,28.42,70.3
Pakistan,Sahiwal power station,,,,,,660,operating,bituminous,Sahiwal,,,30.71422,73.23802
Pakistan,Sahiwal power station,,,,,,660,operating,bituminous,Sahiwal,,,30.71422,73.23802
Pakistan,Salt Range power station,,,,,,330,cancelled,unknown,Jhelum,,,32.583333,73.05
Pakistan,Sheikhupura power station,,,,,,31.5,construction,subbituminous,Sheikhupura,,,31.6526,74.1808
Pakistan,Sialkot power station,,,,,,55,cancelled,unknown,Sialkot,,,32.497222,74.536111
Pakistan,Sialkot power station,,,,,,55,cancelled,unknown,Sialkot,,,32.497222,74.536111
Pakistan,Siddiqsons power station,,,,,,330,permitted,lignite,Thatta,,,24.7836176,70.3670883
Pakistan,ThalNova power station,,,,,,330,operating,lignite,Thatta,,,24.8154559,70.3883694
Pakistan,Thar Block I power station,,,,,,660,operating,unknown,Tharparkar,,,24.7108029,70.3024933
Pakistan,Thar Block I power station,,,,,,660,operating,unknown,Tharparkar,,,24.7108029,70.3024933
Pakistan,Thar Block II power station,,,,,,330,operating,lignite,Thatta,,,24.8124812,70.394069
Pakistan,Thar Block II power station,,,,,,330,operating,lignite,Thatta,,,24.8124812,70.394069
Pakistan,Thar Block III power station,,,,,,1320,cancelled,unknown,Thatta,,,24.7836176,70.3670883
Pakistan,Thar Block IV power station,,,,,,660,cancelled,unknown,Thatta,,,24.7836176,70.3670883
Pakistan,Thar Block VI power station,,,,,,700,pre-permit,lignite,Thatta,,,24.8408017,70.3150749
Pakistan,Thar Block VI power station,,,,,,700,pre-permit,lignite,Thatta,,,24.8408017,70.3150749
Pakistan,Thar Energy Limited power station,,,,,,330,operating,lignite,Thatta,,,24.8062135,70.4005007
