OBJECTID_1,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MAJORITY_COUNT,MAJORITY_PERCENT,MINORITY,MINORITY_COUNT,MINORITY_PERCENT,MEDIAN,PCT90
685,4.000000000000000,0.000277777777778,232,3549,3317,1279.250000000000000,1322.492982022966999,5117.000000000000000,4,232,1,25.0000000,232,1,25.0000000,658,3549
686,4.000000000000000,0.000277777777778,232,3549,3317,1279.250000000000000,1322.492982022966999,5117.000000000000000,4,232,1,25.0000000,232,1,25.0000000,658,3549
687,4.000000000000000,0.000277777777778,34,206,172,137.000000000000000,63.462587403918548,548.000000000000000,4,34,1,25.0000000,34,1,25.0000000,145,206
688,4.000000000000000,0.000277777777778,463,3348,2885,1396.000000000000000,1153.311969937015874,5584.000000000000000,4,463,1,25.0000000,463,1,25.0000000,641,3348
689,4.000000000000000,0.000277777777778,15646,63807,48161,34500.750000000000000,17910.448450206375128,138003.000000000000000,4,15646,1,25.0000000,15646,1,25.0000000,26614,63807
690,4.000000000000000,0.000277777777778,533,974,441,696.750000000000000,167.865087198023389,2787.000000000000000,4,533,1,25.0000000,533,1,25.0000000,604,974
691,4.000000000000000,0.000277777777778,343,1017,674,791.500000000000000,265.093851305532951,3166.000000000000000,4,343,1,25.0000000,343,1,25.0000000,857,1017
692,4.000000000000000,0.000277777777778,9420,31391,21971,17038.250000000000000,8671.535601466443040,68153.000000000000000,4,9420,1,25.0000000,9420,1,25.0000000,11019,31391
693,4.000000000000000,0.000277777777778,520,2645,2125,1360.000000000000000,821.180552619215405,5440.000000000000000,4,520,1,25.0000000,520,1,25.0000000,790,2645
694,3.000000000000000,0.000208333333333,590,2725,2135,1366.000000000000000,964.182901044540699,4098.000000000000000,3,590,1,33.3333015,590,1,33.3333015,783,2725
695,4.000000000000000,0.000277777777778,549,1099,550,772.750000000000000,205.163806505923446,3091.000000000000000,4,549,1,25.0000000,549,1,25.0000000,664,1099
696,4.000000000000000,0.000277777777778,708,2282,1574,1188.750000000000000,640.885081352343491,4755.000000000000000,4,708,1,25.0000000,708,1,25.0000000,762,2282
697,4.000000000000000,0.000277777777778,1047,1325,278,1161.500000000000000,118.147154007195624,4646.000000000000000,4,1047,1,25.0000000,1047,1,25.0000000,1051,1325
698,4.000000000000000,0.000277777777778,656,6046,5390,2556.250000000000000,2090.587522085597811,10225.000000000000000,4,656,1,25.0000000,656,1,25.0000000,1298,6046
699,4.000000000000000,0.000277777777778,546,929,383,783.250000000000000,143.435307717451479,3133.000000000000000,4,546,1,25.0000000,546,1,25.0000000,812,929
700,5.000000000000000,0.000347222222222,559,3986,3427,1532.199999999999818,1246.917703780004786,7661.000000000000000,5,559,1,20.0000000,559,1,20.0000000,1150,3986
701,4.000000000000000,0.000277777777778,121,1013,892,437.750000000000000,361.759156760405972,1751.000000000000000,4,121,1,25.0000000,121,1,25.0000000,137,1013
702,4.000000000000000,0.000277777777778,103,3720,3617,1420.250000000000000,1409.151229464034486,5681.000000000000000,4,103,1,25.0000000,103,1,25.0000000,462,3720
703,5.000000000000000,0.000347222222222,1613,6918,5305,5587.600000000000364,1995.735914393485018,27938.000000000000000,5,1613,1,20.0000000,1613,1,20.0000000,6434,6918
704,4.000000000000000,0.000277777777778,147,439,292,311.500000000000000,109.200503661842149,1246.000000000000000,4,147,1,25.0000000,147,1,25.0000000,287,439
705,4.000000000000000,0.000277777777778,131,7026,6895,2406.500000000000000,2780.908709396984250,9626.000000000000000,4,131,1,25.0000000,131,1,25.0000000,321,7026
706,5.000000000000000,0.000347222222222,113,775,662,447.199999999999989,287.951662610237406,2236.000000000000000,5,113,1,20.0000000,113,1,20.0000000,491,775
707,4.000000000000000,0.000277777777778,28,911,883,520.000000000000000,387.833082652834037,2080.000000000000000,4,28,1,25.0000000,28,1,25.0000000,253,911
708,4.000000000000000,0.000277777777778,386,3666,3280,1720.500000000000000,1358.615011693894076,6882.000000000000000,4,386,1,25.0000000,386,1,25.0000000,512,3666
709,4.000000000000000,0.000277777777778,25,1856,1831,772.500000000000000,774.546480206320439,3090.000000000000000,4,25,1,25.0000000,25,1,25.0000000,52,1856
710,4.000000000000000,0.000277777777778,59,355,296,194.250000000000000,105.993808781456664,777.000000000000000,4,59,1,25.0000000,59,1,25.0000000,166,355
711,3.000000000000000,0.000208333333333,85,1887,1802,797.333333333333371,782.554080488300087,2392.000000000000000,3,85,1,33.3333015,85,1,33.3333015,420,1887
712,3.000000000000000,0.000208333333333,0,125,125,41.666666666666671,58.925565098878963,125.000000000000000,2,0,2,66.6667023,125,1,33.3333015,0,125
713,5.000000000000000,0.000347222222222,47,715,668,386.600000000000023,228.620733967853397,1933.000000000000000,5,47,1,20.0000000,47,1,20.0000000,376,715
714,4.000000000000000,0.000277777777778,1,645,644,171.750000000000000,273.352679701516763,687.000000000000000,4,1,1,25.0000000,1,1,25.0000000,18,645
715,4.000000000000000,0.000277777777778,34543,92952,58409,56413.500000000000000,23309.300595470471308,225654.000000000000000,4,34543,1,25.0000000,34543,1,25.0000000,37847,92952
716,4.000000000000000,0.000277777777778,254,700,446,517.000000000000000,183.478881618566675,2068.000000000000000,4,254,1,25.0000000,254,1,25.0000000,437,700
717,4.000000000000000,0.000277777777778,272,833,561,561.000000000000000,198.540927770573290,2244.000000000000000,4,272,1,25.0000000,272,1,25.0000000,566,833
718,4.000000000000000,0.000277777777778,360,1496,1136,826.750000000000000,415.050222864655268,3307.000000000000000,4,360,1,25.0000000,360,1,25.0000000,688,1496
719,4.000000000000000,0.000277777777778,27,265,238,96.000000000000000,98.135110944044897,384.000000000000000,4,27,1,25.0000000,27,1,25.0000000,36,265
720,4.000000000000000,0.000277777777778,27,2416,2389,691.000000000000000,1000.152738335500430,2764.000000000000000,4,27,1,25.0000000,27,1,25.0000000,56,2416
721,4.000000000000000,0.000277777777778,60,1703,1643,1129.250000000000000,650.393102285071905,4517.000000000000000,4,60,1,25.0000000,60,1,25.0000000,1157,1703
722,4.000000000000000,0.000277777777778,330,1598,1268,1019.000000000000000,541.726406962038368,4076.000000000000000,4,330,1,25.0000000,330,1,25.0000000,651,1598
723,4.000000000000000,0.000277777777778,330,1846,1516,1043.750000000000000,642.645460187808453,4175.000000000000000,4,330,1,25.0000000,330,1,25.0000000,502,1846
724,5.000000000000000,0.000347222222222,330,1846,1516,1184.400000000000091,586.687855677957600,5922.000000000000000,5,330,1,20.0000000,330,1,20.0000000,1497,1846
725,4.000000000000000,0.000277777777778,330,1846,1516,1043.750000000000000,642.645460187808453,4175.000000000000000,4,330,1,25.0000000,330,1,25.0000000,502,1846
726,4.000000000000000,0.000277777777778,190,1432,1242,919.250000000000000,522.660202713005447,3677.000000000000000,4,190,1,25.0000000,190,1,25.0000000,657,1432
727,4.000000000000000,0.000277777777778,498,4181,3683,1876.500000000000000,1423.155033719095627,7506.000000000000000,4,498,1,25.0000000,498,1,25.0000000,933,4181
728,4.000000000000000,0.000277777777778,498,4181,3683,1876.500000000000000,1423.155033719095627,7506.000000000000000,4,498,1,25.0000000,498,1,25.0000000,933,4181
729,4.000000000000000,0.000277777777778,539,5653,5114,2121.250000000000000,2057.496096594109986,8485.000000000000000,4,539,1,25.0000000,539,1,25.0000000,979,5653
730,4.000000000000000,0.000277777777778,1874,6285,4411,3617.000000000000000,1666.538178380561476,14468.000000000000000,4,1874,1,25.0000000,1874,1,25.0000000,2642,6285
731,4.000000000000000,0.000277777777778,398,1243,845,996.500000000000000,348.165549703011266,3986.000000000000000,4,398,1,25.0000000,398,1,25.0000000,1128,1243
732,4.000000000000000,0.000277777777778,702,6041,5339,2125.500000000000000,2262.528287115986586,8502.000000000000000,4,702,1,25.0000000,702,1,25.0000000,797,6041
733,4.000000000000000,0.000277777777778,705,1131,426,932.000000000000000,166.974548958815888,3728.000000000000000,4,705,1,25.0000000,705,1,25.0000000,846,1131
734,4.000000000000000,0.000277777777778,28,349,321,127.500000000000000,129.823919213679574,510.000000000000000,4,28,1,25.0000000,28,1,25.0000000,44,349
735,4.000000000000000,0.000277777777778,638,1227,589,975.250000000000000,235.713146642269407,3901.000000000000000,4,638,1,25.0000000,638,1,25.0000000,874,1227
736,4.000000000000000,0.000277777777778,66,2134,2068,654.000000000000000,861.668149579639476,2616.000000000000000,4,66,1,25.0000000,66,1,25.0000000,74,2134
737,4.000000000000000,0.000277777777778,510,893,383,667.000000000000000,155.818805026864453,2668.000000000000000,4,510,1,25.0000000,510,1,25.0000000,535,893
738,4.000000000000000,0.000277777777778,225,822,597,467.750000000000000,233.965141634389624,1871.000000000000000,4,225,1,25.0000000,225,1,25.0000000,293,822
739,4.000000000000000,0.000277777777778,217,747,530,496.250000000000000,193.379646033392049,1985.000000000000000,4,217,1,25.0000000,217,1,25.0000000,446,747
740,4.000000000000000,0.000277777777778,718,1081,363,864.250000000000000,133.092777790532267,3457.000000000000000,3,829,2,50.0000000,718,1,25.0000000,829,1081
741,5.000000000000000,0.000347222222222,34,916,882,288.399999999999977,318.132425257156058,1442.000000000000000,5,34,1,20.0000000,34,1,20.0000000,163,916
742,3.000000000000000,0.000208333333333,1861,2066,205,1960.333333333333258,83.810633109541811,5881.000000000000000,3,1861,1,33.3333015,1861,1,33.3333015,1954,2066
743,4.000000000000000,0.000277777777778,469,3699,3230,1462.750000000000000,1300.159677693474805,5851.000000000000000,4,469,1,25.0000000,469,1,25.0000000,815,3699
744,4.000000000000000,0.000277777777778,398,1112,714,867.250000000000000,277.607073937246753,3469.000000000000000,4,398,1,25.0000000,398,1,25.0000000,941,1112
745,3.000000000000000,0.000208333333333,373,2095,1722,1443.333333333333258,762.794132704813705,4330.000000000000000,3,373,1,33.3333015,373,1,33.3333015,1862,2095
746,4.000000000000000,0.000277777777778,33,1694,1661,796.000000000000000,591.279544716371902,3184.000000000000000,4,33,1,25.0000000,33,1,25.0000000,709,1694
747,4.000000000000000,0.000277777777778,110,6781,6671,2397.250000000000000,2582.570945298502465,9589.000000000000000,4,110,1,25.0000000,110,1,25.0000000,1222,6781
748,4.000000000000000,0.000277777777778,1039,6781,5742,2707.750000000000000,2359.483139905856660,10831.000000000000000,4,1039,1,25.0000000,1039,1,25.0000000,1476,6781
749,4.000000000000000,0.000277777777778,0,1297,1297,709.250000000000000,464.773802510425469,2837.000000000000000,4,0,1,25.0000000,0,1,25.0000000,706,1297
750,4.000000000000000,0.000277777777778,185,862,677,554.250000000000000,249.216146146271996,2217.000000000000000,4,185,1,25.0000000,185,1,25.0000000,497,862
751,4.000000000000000,0.000277777777778,27861,78173,50312,49435.750000000000000,18174.429831152887346,197743.000000000000000,4,27861,1,25.0000000,27861,1,25.0000000,44390,78173
752,4.000000000000000,0.000277777777778,27861,78173,50312,49435.750000000000000,18174.429831152887346,197743.000000000000000,4,27861,1,25.0000000,27861,1,25.0000000,44390,78173
753,4.000000000000000,0.000277777777778,233,2835,2602,1003.250000000000000,1066.258499379958039,4013.000000000000000,4,233,1,25.0000000,233,1,25.0000000,339,2835
754,4.000000000000000,0.000277777777778,233,606,373,378.500000000000000,138.105937598642015,1514.000000000000000,4,233,1,25.0000000,233,1,25.0000000,336,606
755,4.000000000000000,0.000277777777778,325,1846,1521,832.250000000000000,596.892107084689087,3329.000000000000000,4,325,1,25.0000000,325,1,25.0000000,502,1846
756,4.000000000000000,0.000277777777778,325,1846,1521,832.250000000000000,596.892107084689087,3329.000000000000000,4,325,1,25.0000000,325,1,25.0000000,502,1846
757,4.000000000000000,0.000277777777778,325,1846,1521,832.250000000000000,596.892107084689087,3329.000000000000000,4,325,1,25.0000000,325,1,25.0000000,502,1846
758,4.000000000000000,0.000277777777778,150,1846,1696,744.250000000000000,661.540767829164110,2977.000000000000000,4,150,1,25.0000000,150,1,25.0000000,325,1846
759,5.000000000000000,0.000347222222222,681,1316,635,1067.400000000000091,216.156054738237657,5337.000000000000000,5,681,1,20.0000000,681,1,20.0000000,1103,1316
760,3.000000000000000,0.000208333333333,8,62,54,27.000000000000000,24.779023386727733,81.000000000000000,3,8,1,33.3333015,8,1,33.3333015,11,62
761,4.000000000000000,0.000277777777778,174,1071,897,648.750000000000000,395.026185840888274,2595.000000000000000,4,174,1,25.0000000,174,1,25.0000000,344,1071
762,4.000000000000000,0.000277777777778,186,2254,2068,926.250000000000000,787.951894153443845,3705.000000000000000,4,186,1,25.0000000,186,1,25.0000000,631,2254
763,4.000000000000000,0.000277777777778,486,1602,1116,1115.000000000000000,413.285615525147477,4460.000000000000000,4,486,1,25.0000000,486,1,25.0000000,1044,1602
764,4.000000000000000,0.000277777777778,513,3260,2747,1292.000000000000000,1139.444820954485749,5168.000000000000000,4,513,1,25.0000000,513,1,25.0000000,640,3260
765,5.000000000000000,0.000347222222222,641,3990,3349,1890.599999999999909,1349.820225067027195,9453.000000000000000,5,641,1,20.0000000,641,1,20.0000000,955,3990
766,4.000000000000000,0.000277777777778,1,168,167,44.000000000000000,71.606563944934550,176.000000000000000,4,1,1,25.0000000,1,1,25.0000000,2,168
767,4.000000000000000,0.000277777777778,349,987,638,649.000000000000000,227.424712817231040,2596.000000000000000,4,349,1,25.0000000,349,1,25.0000000,599,987
768,3.000000000000000,0.000208333333333,78,578,500,333.000000000000000,204.246582998753411,999.000000000000000,3,78,1,33.3333015,78,1,33.3333015,343,578
769,3.000000000000000,0.000208333333333,78,2846,2768,1049.333333333333485,1271.832623509171526,3148.000000000000000,3,78,1,33.3333015,78,1,33.3333015,224,2846
770,4.000000000000000,0.000277777777778,1159,2502,1343,1776.500000000000000,481.871611531536473,7106.000000000000000,4,1159,1,25.0000000,1159,1,25.0000000,1635,2502
771,4.000000000000000,0.000277777777778,232,3672,3440,1294.000000000000000,1396.912309345149879,5176.000000000000000,4,232,1,25.0000000,232,1,25.0000000,356,3672
772,4.000000000000000,0.000277777777778,0,42,42,11.250000000000000,17.795715776557007,45.000000000000000,3,0,2,50.0000000,3,1,25.0000000,0,42
773,4.000000000000000,0.000277777777778,635,16975,16340,6413.500000000000000,6272.395096771248063,25654.000000000000000,4,635,1,25.0000000,635,1,25.0000000,3316,16975
774,4.000000000000000,0.000277777777778,374,4382,4008,1618.500000000000000,1626.468644026069114,6474.000000000000000,4,374,1,25.0000000,374,1,25.0000000,511,4382
775,4.000000000000000,0.000277777777778,168,1758,1590,1064.000000000000000,581.975514948867954,4256.000000000000000,4,168,1,25.0000000,168,1,25.0000000,1007,1758
776,5.000000000000000,0.000347222222222,143,580,437,332.000000000000000,165.378354085412269,1660.000000000000000,5,143,1,20.0000000,143,1,20.0000000,312,580
777,4.000000000000000,0.000277777777778,34543,92952,58409,70607.250000000000000,21760.229736551493261,282429.000000000000000,4,34543,1,25.0000000,34543,1,25.0000000,77461,92952
778,4.000000000000000,0.000277777777778,363,4033,3670,1551.000000000000000,1451.696765857112496,6204.000000000000000,4,363,1,25.0000000,363,1,25.0000000,802,4033
779,4.000000000000000,0.000277777777778,845,942,97,909.250000000000000,39.397810852888767,3637.000000000000000,4,845,1,25.0000000,845,1,25.0000000,909,942
780,5.000000000000000,0.000347222222222,446,1802,1356,1088.799999999999955,555.996187037285381,5444.000000000000000,5,446,1,20.0000000,446,1,20.0000000,955,1802
781,4.000000000000000,0.000277777777778,155,2054,1899,964.000000000000000,711.355396408855540,3856.000000000000000,4,155,1,25.0000000,155,1,25.0000000,557,2054
782,4.000000000000000,0.000277777777778,57817,107496,49679,83934.500000000000000,18441.355542638397310,335738.000000000000000,4,57817,1,25.0000000,57817,1,25.0000000,77473,107496
783,4.000000000000000,0.000277777777778,59,207,148,128.250000000000000,65.158940292180930,513.000000000000000,4,59,1,25.0000000,59,1,25.0000000,69,207
784,4.000000000000000,0.000277777777778,142,1282,1140,834.000000000000000,427.728886094918778,3336.000000000000000,4,142,1,25.0000000,142,1,25.0000000,850,1282
785,4.000000000000000,0.000277777777778,142,1282,1140,834.000000000000000,427.728886094918778,3336.000000000000000,4,142,1,25.0000000,142,1,25.0000000,850,1282
786,4.000000000000000,0.000277777777778,317,2456,2139,1059.500000000000000,827.819575753074332,4238.000000000000000,4,317,1,25.0000000,317,1,25.0000000,619,2456
787,3.000000000000000,0.000208333333333,399,1183,784,886.333333333333371,347.303261654070184,2659.000000000000000,3,399,1,33.3333015,399,1,33.3333015,1077,1183
788,4.000000000000000,0.000277777777778,400,2954,2554,1367.750000000000000,1046.674824145493631,5471.000000000000000,4,400,1,25.0000000,400,1,25.0000000,451,2954
789,3.000000000000000,0.000208333333333,20756,108548,87792,53317.000000000000000,39262.411973794987716,159951.000000000000000,3,20756,1,33.3333015,20756,1,33.3333015,30647,108548
790,4.000000000000000,0.000277777777778,31,523,492,230.500000000000000,198.747955964331879,922.000000000000000,4,31,1,25.0000000,31,1,25.0000000,65,523
791,4.000000000000000,0.000277777777778,122,1643,1521,1218.250000000000000,636.481097519792797,4873.000000000000000,4,122,1,25.0000000,122,1,25.0000000,1474,1643
792,4.000000000000000,0.000277777777778,17,848,831,381.000000000000000,345.833052208721085,1524.000000000000000,4,17,1,25.0000000,17,1,25.0000000,82,848
793,4.000000000000000,0.000277777777778,232,3090,2858,1620.500000000000000,1324.654955073207020,6482.000000000000000,4,232,1,25.0000000,232,1,25.0000000,370,3090
794,4.000000000000000,0.000277777777778,66,1925,1859,915.750000000000000,670.971823178887348,3663.000000000000000,4,66,1,25.0000000,66,1,25.0000000,682,1925
795,4.000000000000000,0.000277777777778,388,765,377,570.500000000000000,175.622464394507347,2282.000000000000000,4,388,1,25.0000000,388,1,25.0000000,403,765
796,3.000000000000000,0.000208333333333,1583,39086,37503,14715.333333333333940,17250.002016102942434,44146.000000000000000,3,1583,1,33.3333015,1583,1,33.3333015,3477,39086
797,4.000000000000000,0.000277777777778,33947,94332,60385,62704.500000000000000,28683.520673899151006,250818.000000000000000,4,33947,1,25.0000000,33947,1,25.0000000,34255,94332
798,3.000000000000000,0.000208333333333,908,5438,4530,2784.666666666666515,1929.185205094512412,8354.000000000000000,3,908,1,33.3333015,908,1,33.3333015,2008,5438
799,6.000000000000000,0.000416666666667,114,3183,3069,1367.833333333333258,955.917607444397959,8207.000000000000000,6,114,1,16.6667004,114,1,16.6667004,1128,1664
800,4.000000000000000,0.000277777777778,791,9703,8912,4247.250000000000000,3326.967716630264931,16989.000000000000000,4,791,1,25.0000000,791,1,25.0000000,2716,9703
801,4.000000000000000,0.000277777777778,34255,94332,60077,59042.500000000000000,23050.078682078288693,236170.000000000000000,4,34255,1,25.0000000,34255,1,25.0000000,43537,94332
802,4.000000000000000,0.000277777777778,34255,94332,60077,59042.500000000000000,23050.078682078288693,236170.000000000000000,4,34255,1,25.0000000,34255,1,25.0000000,43537,94332
803,4.000000000000000,0.000277777777778,34255,94332,60077,59042.500000000000000,23050.078682078288693,236170.000000000000000,4,34255,1,25.0000000,34255,1,25.0000000,43537,94332
804,4.000000000000000,0.000277777777778,1727,5443,3716,2804.500000000000000,1528.418218289745482,11218.000000000000000,4,1727,1,25.0000000,1727,1,25.0000000,1984,5443
805,4.000000000000000,0.000277777777778,292,1078,786,576.000000000000000,298.589182657376227,2304.000000000000000,4,292,1,25.0000000,292,1,25.0000000,457,1078
806,4.000000000000000,0.000277777777778,339,752,413,477.500000000000000,164.256658921335685,1910.000000000000000,4,339,1,25.0000000,339,1,25.0000000,364,752
807,4.000000000000000,0.000277777777778,3438,10790,7352,5457.000000000000000,3091.641877708348147,21828.000000000000000,4,3438,1,25.0000000,3438,1,25.0000000,3465,10790
808,3.000000000000000,0.000208333333333,181,775,594,546.333333333333371,261.045760143483051,1639.000000000000000,3,181,1,33.3333015,181,1,33.3333015,683,775
809,4.000000000000000,0.000277777777778,187,1760,1573,817.000000000000000,614.364305603768003,3268.000000000000000,4,187,1,25.0000000,187,1,25.0000000,365,1760
810,4.000000000000000,0.000277777777778,80,2692,2612,875.000000000000000,1058.091205898621865,3500.000000000000000,4,80,1,25.0000000,80,1,25.0000000,258,2692
811,3.000000000000000,0.000208333333333,708,7517,6809,3011.000000000000000,3186.484687969905281,9033.000000000000000,3,708,1,33.3333015,708,1,33.3333015,808,7517
812,4.000000000000000,0.000277777777778,1029,4513,3484,2380.500000000000000,1297.907643093298020,9522.000000000000000,4,1029,1,25.0000000,1029,1,25.0000000,1818,4513
813,4.000000000000000,0.000277777777778,680,1335,655,1076.500000000000000,252.684091307703824,4306.000000000000000,4,680,1,25.0000000,680,1,25.0000000,1041,1335
814,5.000000000000000,0.000347222222222,121,942,821,691.000000000000000,310.271494017739258,3455.000000000000000,5,121,1,20.0000000,121,1,20.0000000,845,942
815,4.000000000000000,0.000277777777778,150,916,766,559.000000000000000,316.608591165811561,2236.000000000000000,4,150,1,25.0000000,150,1,25.0000000,356,916
816,4.000000000000000,0.000277777777778,415,2609,2194,1120.000000000000000,890.299387846582817,4480.000000000000000,4,415,1,25.0000000,415,1,25.0000000,455,2609
817,4.000000000000000,0.000277777777778,147,1150,1003,779.750000000000000,378.253469911380989,3119.000000000000000,4,147,1,25.0000000,147,1,25.0000000,897,1150
818,4.000000000000000,0.000277777777778,147,1150,1003,779.750000000000000,378.253469911380989,3119.000000000000000,4,147,1,25.0000000,147,1,25.0000000,897,1150
819,3.000000000000000,0.000208333333333,568,1396,828,1054.000000000000000,353.032576400535618,3162.000000000000000,3,568,1,33.3333015,568,1,33.3333015,1198,1396
820,5.000000000000000,0.000347222222222,562,1006,444,730.399999999999977,198.933757819028784,3652.000000000000000,5,562,1,20.0000000,562,1,20.0000000,582,1006
821,3.000000000000000,0.000208333333333,232,3672,3440,1606.666666666666742,1486.868147782071901,4820.000000000000000,3,232,1,33.3333015,232,1,33.3333015,916,3672
822,4.000000000000000,0.000277777777778,621,1497,876,868.000000000000000,364.048073748509182,3472.000000000000000,4,621,1,25.0000000,621,1,25.0000000,661,1497
823,4.000000000000000,0.000277777777778,72,616,544,307.500000000000000,226.817658042754687,1230.000000000000000,4,72,1,25.0000000,72,1,25.0000000,109,616
824,4.000000000000000,0.000277777777778,862,996,134,896.000000000000000,57.736470276593813,3584.000000000000000,3,863,2,50.0000000,862,1,25.0000000,863,996
825,4.000000000000000,0.000277777777778,862,996,134,896.000000000000000,57.736470276593813,3584.000000000000000,3,863,2,50.0000000,862,1,25.0000000,863,996
826,3.000000000000000,0.000208333333333,85,929,844,367.333333333333371,397.160197177690804,1102.000000000000000,3,85,1,33.3333015,85,1,33.3333015,88,929
827,4.000000000000000,0.000277777777778,363,1621,1258,897.500000000000000,465.806021858884947,3590.000000000000000,4,363,1,25.0000000,363,1,25.0000000,660,1621
828,4.000000000000000,0.000277777777778,30,81,51,59.250000000000000,20.583670712484690,237.000000000000000,4,30,1,25.0000000,30,1,25.0000000,50,81
829,4.000000000000000,0.000277777777778,396,1418,1022,892.250000000000000,413.135797892170103,3569.000000000000000,4,396,1,25.0000000,396,1,25.0000000,595,1418
830,4.000000000000000,0.000277777777778,1822,33308,31486,10179.750000000000000,13366.629462489787329,40719.000000000000000,4,1822,1,25.0000000,1822,1,25.0000000,2156,33308
831,4.000000000000000,0.000277777777778,0,716,716,184.000000000000000,307.258848530030150,736.000000000000000,3,0,2,50.0000000,20,1,25.0000000,0,716
832,4.000000000000000,0.000277777777778,0,716,716,184.000000000000000,307.258848530030150,736.000000000000000,3,0,2,50.0000000,20,1,25.0000000,0,716
833,4.000000000000000,0.000277777777778,537,997,460,696.750000000000000,184.624449897623265,2787.000000000000000,4,537,1,25.0000000,537,1,25.0000000,553,997
834,4.000000000000000,0.000277777777778,72,607,535,396.000000000000000,209.335854549573043,1584.000000000000000,4,72,1,25.0000000,72,1,25.0000000,354,607
835,4.000000000000000,0.000277777777778,609,1950,1341,1090.000000000000000,528.782091224731289,4360.000000000000000,4,609,1,25.0000000,609,1,25.0000000,706,1950
836,5.000000000000000,0.000347222222222,803,2835,2032,1678.200000000000045,927.366464780779211,8391.000000000000000,5,803,1,20.0000000,803,1,20.0000000,1025,2835
837,4.000000000000000,0.000277777777778,803,2786,1983,1389.000000000000000,810.448949656916966,5556.000000000000000,4,803,1,25.0000000,803,1,25.0000000,942,2786
838,4.000000000000000,0.000277777777778,1047,2618,1571,1755.750000000000000,618.745252507039481,7023.000000000000000,4,1047,1,25.0000000,1047,1,25.0000000,1309,2618
839,4.000000000000000,0.000277777777778,711,1187,476,901.250000000000000,189.900467350662410,3605.000000000000000,4,711,1,25.0000000,711,1,25.0000000,749,1187
840,4.000000000000000,0.000277777777778,520,2645,2125,1360.000000000000000,821.180552619215405,5440.000000000000000,4,520,1,25.0000000,520,1,25.0000000,790,2645
841,4.000000000000000,0.000277777777778,4,161,157,50.249999999999993,64.511142448417388,201.000000000000000,4,4,1,25.0000000,4,1,25.0000000,9,161
842,4.000000000000000,0.000277777777778,4,161,157,50.249999999999993,64.511142448417388,201.000000000000000,4,4,1,25.0000000,4,1,25.0000000,9,161
843,5.000000000000000,0.000347222222222,24,149,125,75.799999999999997,45.039538185909500,379.000000000000000,5,24,1,20.0000000,24,1,20.0000000,61,149
844,4.000000000000000,0.000277777777778,14,1382,1368,706.750000000000000,655.938783347958520,2827.000000000000000,4,14,1,25.0000000,14,1,25.0000000,89,1382
845,4.000000000000000,0.000277777777778,125,1191,1066,590.500000000000000,461.750203031899048,2362.000000000000000,4,125,1,25.0000000,125,1,25.0000000,158,1191
846,4.000000000000000,0.000277777777778,530,3493,2963,1615.250000000000000,1124.570890384416771,6461.000000000000000,4,530,1,25.0000000,530,1,25.0000000,1076,3493
847,4.000000000000000,0.000277777777778,530,3493,2963,1615.250000000000000,1124.570890384416771,6461.000000000000000,4,530,1,25.0000000,530,1,25.0000000,1076,3493
848,3.000000000000000,0.000208333333333,966,1690,724,1431.000000000000000,329.515806398823088,4293.000000000000000,3,966,1,33.3333015,966,1,33.3333015,1637,1690
849,4.000000000000000,0.000277777777778,738,3069,2331,1419.000000000000000,957.373229205830626,5676.000000000000000,4,738,1,25.0000000,738,1,25.0000000,862,3069
850,5.000000000000000,0.000347222222222,725,3069,2344,1311.200000000000045,883.481839088953734,6556.000000000000000,5,725,1,20.0000000,725,1,20.0000000,893,3069
851,5.000000000000000,0.000347222222222,75,1263,1188,798.799999999999955,407.659858215154657,3994.000000000000000,5,75,1,20.0000000,75,1,20.0000000,899,1263
852,4.000000000000000,0.000277777777778,682,7771,7089,2751.750000000000000,2916.763306732309957,11007.000000000000000,4,682,1,25.0000000,682,1,25.0000000,958,7771
853,3.000000000000000,0.000208333333333,627,842,215,700.333333333333371,100.194255767927586,2101.000000000000000,3,627,1,33.3333015,627,1,33.3333015,632,842
854,5.000000000000000,0.000347222222222,1,802,801,210.800000000000011,300.245499549951660,1054.000000000000000,5,1,1,20.0000000,1,1,20.0000000,85,802
855,4.000000000000000,0.000277777777778,211,730,519,588.000000000000000,218.283073095464744,2352.000000000000000,4,211,1,25.0000000,211,1,25.0000000,687,730
856,4.000000000000000,0.000277777777778,687,2792,2105,1280.250000000000000,877.207607981143724,5121.000000000000000,4,687,1,25.0000000,687,1,25.0000000,724,2792
857,5.000000000000000,0.000347222222222,211,2792,2581,1066.400000000000091,893.600492390195654,5332.000000000000000,5,211,1,20.0000000,211,1,20.0000000,724,2792
858,4.000000000000000,0.000277777777778,6268,9673,3405,7410.500000000000000,1341.837639209751842,29642.000000000000000,4,6268,1,25.0000000,6268,1,25.0000000,6576,9673
859,4.000000000000000,0.000277777777778,219,1005,786,688.750000000000000,291.350626393697667,2755.000000000000000,4,219,1,25.0000000,219,1,25.0000000,706,1005
860,3.000000000000000,0.000208333333333,36,1760,1724,929.666666666666629,705.243378006643979,2789.000000000000000,3,36,1,33.3333015,36,1,33.3333015,993,1760
861,4.000000000000000,0.000277777777778,359,824,465,616.750000000000000,184.221843167415955,2467.000000000000000,4,359,1,25.0000000,359,1,25.0000000,530,824
