brickid,state,latitude,longitude
BKP-3326,Punjab,73.18985599,32.24283374
BKP-3327,Punjab,73.187376,33.28767601
BKP-3328,Punjab,73.17694271,30.07173296
BKP-3329,Punjab,73.18610552,31.66889262
BKP-3330,Punjab,73.19670564,30.93218425
BKP-3331,Punjab,73.19321419,30.75589587
BKP-3332,Punjab,73.19338188,33.06388642
BKP-3333,Sindh,69.63487271,25.06431823
BKP-3334,Sindh,69.63344824,25.08253478
BKP-3335,Punjab,73.20634512,32.53965437
BKP-3336,Punjab,73.19468443,32.50585297
BKP-3337,Punjab,73.19497489,32.54953205
BKP-3338,Punjab,73.19796329,32.54569325
BKP-3339,Punjab,73.19858394,32.54409261
BKP-3340,Punjab,73.20425149,30.2120498
BKP-3341,Punjab,73.20632211,31.64839306
BKP-3342,Punjab,73.2122465,31.64382962
BKP-3343,Punjab,73.20957737,31.39967733
BKP-3344,Punjab,73.20591837,31.67788076
BKP-3345,Punjab,73.2054717,31.67788325
BKP-3346,Punjab,73.21303385,30.97686487
BKP-3347,Punjab,73.21278549,30.97687544
BKP-3348,Punjab,73.21136529,31.10814497
BKP-3349,Punjab,73.27568174,30.83050205
BKP-3350,Punjab,73.27536438,30.83059602
BKP-3351,Punjab,73.2793237,30.82646871
BKP-3352,Punjab,73.2787398,32.51743225
BKP-3353,Punjab,73.28502002,31.90712583
BKP-3354,Punjab,71.64441683,29.52066145
BKP-3355,Punjab,71.6351013,30.29161359
BKP-3356,Punjab,71.32017891,29.19567793
BKP-3357,Punjab,71.31968811,29.93216743
BKP-3358,Punjab,71.31124803,29.78726917
BKP-3359,Punjab,71.35348246,32.02498479
BKP-3360,Punjab,71.35734188,30.05852107
BKP-3361,Punjab,71.35937667,30.08876785
BKP-3362,Punjab,71.34334647,29.24685495
BKP-3363,Punjab,71.26685492,29.13142143
BKP-3364,Punjab,71.26972953,29.16349129
BKP-3365,Punjab,71.26401025,29.10412762
BKP-3366,Punjab,71.24861912,32.12918937
BKP-3367,Punjab,71.26020739,32.82048789
BKP-3368,Punjab,71.25589547,29.1281875
BKP-3369,Punjab,71.25805143,29.77636689
BKP-3370,Punjab,71.26216839,29.7702163
BKP-3371,Punjab,71.29380438,29.1672193
BKP-3372,Punjab,71.30072141,29.58453166
BKP-3373,Punjab,71.27493976,29.84136
BKP-3374,Punjab,71.44865254,30.24360206
BKP-3375,Punjab,71.27817369,32.14562854
BKP-3376,Punjab,71.43358224,29.82554965
BKP-3377,Punjab,71.43582802,30.02192137
BKP-3378,Punjab,71.44220606,29.9972177
BKP-3379,Punjab,71.44445185,32.35336395
BKP-3380,Punjab,71.47866643,30.14080217
BKP-3381,Punjab,71.47363653,30.00973863
BKP-3382,Punjab,71.47418288,30.00949575
BKP-3383,Punjab,71.48205533,30.00674883
BKP-3384,Punjab,71.47929939,30.00595264
BKP-3385,Punjab,71.48011497,29.28359604
BKP-3386,Punjab,71.46649651,29.105523
BKP-3387,Punjab,71.46717923,29.13043329
BKP-3388,Punjab,71.4683342,29.12664111
BKP-3389,Punjab,71.46987417,29.12571713
BKP-3390,Punjab,71.47135639,29.12495356
BKP-3391,Punjab,71.47156301,29.12342643
BKP-3392,Punjab,71.47301828,29.12320185
BKP-3393,Punjab,71.4719403,29.11664415
BKP-3394,Punjab,71.45774692,29.08241833
BKP-3395,Punjab,71.46313681,29.93743482
BKP-3396,Punjab,71.46246571,29.95041548
BKP-3397,Punjab,71.4628224,29.95055022
BKP-3398,Punjab,71.46116051,29.94987649
BKP-3399,Punjab,71.46089102,29.94978666
BKP-3400,Punjab,71.45920161,29.94180469
BKP-3401,Punjab,71.45374941,30.09711036
BKP-3402,Punjab,71.37976117,30.15506068
BKP-3403,Punjab,71.3744132,30.10132745
BKP-3404,Punjab,71.37704413,30.06808084
BKP-3405,Punjab,71.37417881,30.0647199
BKP-3406,Punjab,71.38306098,30.05917451
BKP-3407,Punjab,71.38031933,30.11318482
BKP-3408,Punjab,71.37395463,30.1108148
BKP-3409,Punjab,71.38068092,30.10709348
BKP-3410,Punjab,71.38290909,30.10495429
BKP-3411,Punjab,71.38078738,30.08366027
BKP-3412,Punjab,71.38296217,30.08165934
BKP-3413,Punjab,71.38144466,30.07992367
BKP-3414,Punjab,71.37626972,32.66593275
BKP-3415,Punjab,71.37177365,30.14837273
BKP-3416,Punjab,71.37224869,30.06415716
BKP-3417,Punjab,71.366523,29.87226205
BKP-3418,Punjab,71.36633559,30.09875986
BKP-3419,Punjab,71.36391147,30.10768482
BKP-3420,Punjab,71.3651708,30.10641029
BKP-3421,Punjab,71.36443838,30.10628639
BKP-3422,Punjab,71.36953236,30.10558411
BKP-3423,Punjab,71.36773573,30.10425197
BKP-3424,Punjab,71.37034084,32.26510447
BKP-3425,Punjab,71.41134184,29.97187812
BKP-3426,Punjab,71.41070764,29.97188771
BKP-3427,Punjab,71.41188792,29.97197504
BKP-3428,Punjab,71.41181034,29.96944751
BKP-3429,Punjab,71.41116927,29.96941485
BKP-3430,Punjab,71.40580796,29.95242035
BKP-3431,Punjab,71.40923789,32.36059538
BKP-3432,Punjab,71.3961674,30.08929502
BKP-3433,Punjab,71.39318799,30.08667493
BKP-3434,Punjab,71.39487768,30.11815661
BKP-3435,Punjab,71.40250053,30.07749501
BKP-3436,Punjab,71.39797094,30.07734052
BKP-3437,Punjab,71.39621535,30.06227844
BKP-3438,Punjab,71.39366218,30.06262511
BKP-3439,Punjab,71.39676928,30.06278574
BKP-3440,Punjab,71.3951132,30.0599069
BKP-3441,Punjab,71.39499959,30.07375417
BKP-3442,Punjab,71.39839436,30.07314418
BKP-3443,Punjab,71.39554644,30.07132422
BKP-3444,Punjab,71.3972903,30.06998124
BKP-3445,Punjab,71.40017988,30.0696294
BKP-3446,Punjab,71.07689717,29.24587578
BKP-3447,Punjab,71.07578326,29.24547753
BKP-3448,Punjab,71.0767714,29.29051307
BKP-3449,Punjab,71.07398663,29.26221614
BKP-3450,Punjab,71.08135281,29.26208139
BKP-3451,Punjab,71.0787477,29.27295101
BKP-3452,Punjab,71.07838837,29.27281626
BKP-3453,Punjab,71.07659174,29.80722402
BKP-3454,Punjab,71.07793921,31.65990946
BKP-3455,Punjab,71.10425985,29.84522276
BKP-3456,Punjab,71.01685378,29.58848425
BKP-3457,Punjab,71.01178728,31.40409622
BKP-3458,Punjab,71.01308085,31.40406927
BKP-3459,Punjab,71.00831978,31.38978606
BKP-3460,Punjab,71.00525428,31.37717596
BKP-3461,Punjab,71.01394323,31.40754575
BKP-3462,Punjab,71.01428459,31.40463521
BKP-3463,Punjab,71.05575083,29.78862889
BKP-3464,Punjab,71.05772712,31.56747282
BKP-3465,Punjab,71.05781695,31.56500245
BKP-3466,Punjab,71.05817628,31.56338549
BKP-3467,Punjab,71.05772712,31.56154394
BKP-3468,Punjab,71.0539542,31.66035862
BKP-3469,Punjab,71.20545507,31.95680266
BKP-3470,Punjab,71.21071021,32.25248314
BKP-3471,Punjab,71.21133903,32.25198907
BKP-3472,Punjab,71.21095575,32.25086018
BKP-3473,Punjab,71.20903336,32.24869524
BKP-3474,Punjab,71.20756611,29.67975308
BKP-3475,Punjab,71.21017122,29.67876494
BKP-3476,Punjab,71.18906082,29.3754937
BKP-3477,Punjab,71.23954613,31.41691518
BKP-3478,Punjab,71.2180764,30.1433736
BKP-3479,Punjab,71.13421867,31.88035603
BKP-3480,Punjab,71.13794668,31.90326307
BKP-3481,Punjab,71.13722802,29.8763943
BKP-3482,Punjab,71.1385755,29.91816596
BKP-3483,Punjab,71.14013856,29.98742607
BKP-3484,Punjab,71.14121055,29.89471993
BKP-3485,Punjab,71.13888349,29.89411036
BKP-3486,Punjab,71.13708429,29.89299516
BKP-3487,Punjab,71.13321368,29.88914476
BKP-3488,Punjab,71.13552122,29.50646806
BKP-3489,Punjab,71.14773831,29.54222101
BKP-3490,Punjab,71.13040083,29.4416097
BKP-3491,Punjab,71.12905335,29.51724785
BKP-3492,Punjab,71.1317483,29.95953338
BKP-3493,Punjab,71.18278259,30.01259387
BKP-3494,Punjab,71.18124547,30.00970429
BKP-3495,Punjab,71.1730708,31.98289872
BKP-3496,Punjab,71.16865783,29.95083095
BKP-3497,Punjab,71.16777074,29.93572802
BKP-3498,Punjab,71.16332408,29.96380038
BKP-3499,Punjab,71.16854928,29.4864007
BKP-3500,Punjab,71.16485122,29.48464799
BKP-3501,Punjab,70.83710905,30.11757154
BKP-3502,Punjab,71.16283001,29.9644292
BKP-3503,Punjab,71.15977574,30.0188671
BKP-3504,Punjab,71.15797911,30.01558825
BKP-3505,Punjab,71.15429601,31.63924821
BKP-3506,Punjab,70.84491623,29.52676999
BKP-3507,Punjab,70.84958747,29.5296446
BKP-3508,Punjab,70.87366232,30.97144063
BKP-3509,Punjab,70.82519821,30.80031157
BKP-3510,Punjab,70.86921566,29.35811129
BKP-3511,Punjab,70.87222501,30.8209279
BKP-3512,Punjab,70.87510861,30.81672379
BKP-3513,Punjab,70.96916269,29.93291961
BKP-3514,Punjab,70.95621749,30.93981993
BKP-3515,Punjab,70.95625792,30.94006697
BKP-3516,Punjab,70.95702598,30.94012436
BKP-3517,Punjab,70.95684631,30.94013434
BKP-3518,Punjab,71.00310955,29.54527528
BKP-3519,Punjab,70.99520438,31.317831
BKP-3520,Punjab,70.99123382,31.54933583
BKP-3521,Punjab,70.97747163,29.8206718
BKP-3522,Punjab,70.9733304,31.14692652
BKP-3523,Punjab,70.92306966,29.59441313
BKP-3524,Punjab,70.9425631,31.04213804
BKP-3525,Punjab,70.94157495,30.57061235
BKP-3526,Punjab,70.93357995,30.44942962
BKP-3527,Punjab,70.93752131,30.61261982
BKP-3528,Punjab,70.94058681,28.93451072
BKP-3529,Punjab,70.91961115,30.973911
BKP-3530,Punjab,70.58512345,29.60133016
BKP-3531,Punjab,70.5884023,29.77254905
BKP-3532,Punjab,70.58813281,29.77066259
BKP-3533,Punjab,70.5892557,29.78243052
BKP-3534,Punjab,70.6223137,28.53116716
BKP-3535,Punjab,70.6210131,28.56300853
BKP-3536,Punjab,70.62238176,28.56149347
BKP-3537,Punjab,70.61337547,29.44244513
BKP-3538,Punjab,70.63942661,29.72071626
BKP-3539,Punjab,70.63571933,29.73331686
BKP-3540,Punjab,70.63489012,29.72637565
BKP-3541,Punjab,70.62692699,28.40834573
BKP-3542,Punjab,70.62330185,28.53107733
BKP-3543,Punjab,70.5627554,29.67984291
BKP-3544,Punjab,70.55916214,29.67903443
BKP-3545,Punjab,70.55952146,29.67876494
BKP-3546,Punjab,70.5542214,29.67121909
BKP-3547,Punjab,70.55408666,29.66340374
BKP-3548,Punjab,70.56271048,29.67993275
BKP-3549,Punjab,70.56113843,29.91214725
BKP-3550,Punjab,70.75400672,30.81194475
BKP-3551,Punjab,70.75656692,28.95961863
BKP-3552,Punjab,70.66722947,29.81387155
BKP-3553,Punjab,70.66708679,28.62448715
BKP-3554,Punjab,70.67199054,29.9177168
BKP-3555,Punjab,70.67124194,31.25246359
BKP-3556,Punjab,70.657348,29.91151843
BKP-3557,Punjab,70.65941412,29.91142859
BKP-3558,Punjab,70.66143533,29.90190645
BKP-3559,Punjab,70.64562498,30.11336987
BKP-3560,Punjab,70.64683771,30.05677601
BKP-3561,Punjab,70.64358581,30.05557226
BKP-3562,Khyber-Pakhtunkhwa,70.6886992,31.33831259
BKP-3563,Punjab,70.68950769,30.9123764
BKP-3564,Punjab,70.6743807,28.63980877
BKP-3565,Punjab,70.35605305,28.44856707
BKP-3566,Punjab,70.35870894,28.63558069
BKP-3567,Punjab,70.33161888,29.04320687
BKP-3568,Punjab,70.3254205,29.12046199
BKP-3569,Punjab,70.48082905,29.25130161
BKP-3570,Punjab,70.45729318,28.43711355
BKP-3571,Punjab,70.45886149,28.43635372
BKP-3572,Punjab,70.49556142,29.28202399
BKP-3573,Punjab,70.49681906,29.28206891
BKP-3574,Punjab,70.45244228,28.69493004
BKP-3575,Punjab,70.44551469,29.27777549
BKP-3576,Punjab,70.00130835,28.19798202
BKP-3577,Punjab,70.11569981,28.25455792
BKP-3578,Punjab,70.12271566,28.25026397
BKP-3579,Punjab,70.12297617,28.40586116
BKP-3580,Punjab,70.43136454,28.54175503
BKP-3581,Punjab,70.11120824,28.34344622
BKP-3582,Punjab,70.0615853,28.31956899
BKP-3583,Punjab,72.1304054,29.72341121
BKP-3584,Punjab,72.13934364,30.94080808
BKP-3585,Punjab,72.14298182,30.89077192
BKP-3586,Punjab,72.14396996,30.37621692
BKP-3587,Punjab,72.14527252,30.49600727
BKP-3588,Punjab,72.14792255,30.04873609
BKP-3589,Punjab,72.09477597,31.14356907
BKP-3590,Punjab,72.09384397,31.13183482
BKP-3591,Punjab,72.09712924,31.15672457
BKP-3592,Punjab,72.09756449,30.86525228
BKP-3593,Punjab,72.09668687,31.15573529
BKP-3594,Punjab,72.09877414,31.15462561
BKP-3595,Punjab,72.09520142,30.03043541
BKP-3596,Punjab,72.09546094,30.03059012
BKP-3597,Punjab,72.09986268,29.9259813
BKP-3598,Punjab,72.10844159,31.62406668
BKP-3599,Punjab,72.10516916,31.15817471
BKP-3600,Punjab,72.11960834,30.90693123
BKP-3601,Punjab,72.12029436,30.90529967
BKP-3602,Punjab,70.73145901,29.84926518
BKP-3603,Punjab,72.12029935,30.34585387
BKP-3604,Punjab,72.1229943,30.39386882
BKP-3605,Punjab,72.11666118,29.71658401
BKP-3606,Punjab,72.11782899,29.64907562
BKP-3607,Punjab,72.18879589,31.11732703
BKP-3608,Punjab,72.18924505,31.11732703
BKP-3609,Punjab,72.18672977,31.089845
BKP-3610,Punjab,72.18690943,31.09006316
BKP-3611,Punjab,72.1857017,31.08182861
BKP-3612,Punjab,72.18909806,30.384608
BKP-3613,Punjab,72.19292815,30.49708524
BKP-3614,Punjab,72.19259128,29.55899705
BKP-3615,Punjab,72.19201486,29.55806131
BKP-3616,Punjab,72.19140101,29.55794153
BKP-3617,Punjab,70.57052583,29.75736752
BKP-3618,Punjab,72.20074349,30.48985381
BKP-3619,Punjab,72.19444146,32.39015341
BKP-3620,Punjab,72.21256275,30.53160622
BKP-3621,Punjab,72.2099063,31.0576789
BKP-3622,Punjab,72.21026563,31.05731957
BKP-3623,Punjab,72.20365054,31.11663333
BKP-3624,Punjab,70.54065684,28.83821132
BKP-3625,Punjab,70.54083651,28.78889382
BKP-3626,Punjab,70.5342788,28.82545525
BKP-3627,Punjab,70.53445847,28.82392811
BKP-3628,Punjab,72.1586125,31.01797336
BKP-3629,Punjab,72.15748961,31.22781981
BKP-3630,Punjab,72.1545611,31.34132195
BKP-3631,Punjab,72.15821506,31.46487841
BKP-3632,Punjab,70.54469926,29.66187661
BKP-3633,Punjab,70.53862922,29.54628268
BKP-3634,Punjab,70.54818772,29.56327153
BKP-3635,Punjab,70.54655204,29.56124284
BKP-3636,Punjab,72.16067863,30.68505772
BKP-3637,Punjab,70.55118709,29.63969321
BKP-3638,Punjab,70.55152646,29.63959839
BKP-3639,Punjab,70.54784337,29.63861024
BKP-3640,Punjab,72.16561936,30.38170701
BKP-3641,Punjab,72.16382273,31.03351422
BKP-3642,Punjab,70.62069673,28.68945031
BKP-3643,Punjab,72.17734238,30.82196097
BKP-3644,Punjab,72.17505984,30.81646899
BKP-3645,Punjab,72.17590507,30.724898
BKP-3646,Punjab,72.18187887,30.04887083
BKP-3647,Punjab,70.61809162,28.89498077
BKP-3648,Punjab,70.61773229,28.89507468
BKP-3649,Punjab,72.17997586,30.54000344
BKP-3650,Punjab,72.17478218,31.533786
BKP-3651,Punjab,70.62689511,28.86331924
BKP-3652,Punjab,70.62994938,29.88164944
BKP-3653,Punjab,70.62689511,29.88129012
BKP-3654,Punjab,70.62774851,29.88084096
BKP-3655,Punjab,72.17603982,31.26384225
BKP-3656,Punjab,72.00846124,30.43516138
BKP-3657,Punjab,72.02179908,32.32852553
BKP-3658,Punjab,70.60301276,28.56102331
BKP-3659,Punjab,72.01685835,30.4430965
BKP-3660,Punjab,72.01635529,30.38472397
BKP-3661,Punjab,72.01533121,30.27183269
BKP-3662,Punjab,72.0192838,30.10555453
BKP-3663,Punjab,72.0215763,30.45659458
BKP-3664,Punjab,72.01382772,30.44765663
BKP-3665,Punjab,72.03105173,31.20994334
BKP-3666,Punjab,70.6083449,29.75561581
BKP-3667,Punjab,71.98065624,30.73421481
BKP-3668,Punjab,70.9277948,29.79551897
BKP-3669,Punjab,71.98591139,29.46465149
BKP-3670,Punjab,71.99027383,30.44587566
BKP-3671,Punjab,71.98748344,30.7283116
BKP-3672,Punjab,71.99071737,30.40496301
BKP-3673,Punjab,71.99122642,30.24982396
BKP-3674,Punjab,71.99350215,30.32231801
BKP-3675,Punjab,71.99466996,31.07425281
BKP-3676,Punjab,70.89715326,29.39390916
BKP-3677,Punjab,70.89809649,29.49097213
BKP-3678,Punjab,70.89809649,29.4158158
BKP-3679,Punjab,72.07906668,31.4887804
BKP-3680,Punjab,72.08072584,30.434783
BKP-3681,Punjab,72.08043661,30.43487691
BKP-3682,Punjab,72.07956076,30.47449261
BKP-3683,Punjab,72.08032432,30.47375525
BKP-3684,Punjab,72.08248926,30.5645607
BKP-3685,Punjab,72.09065087,30.8195151
BKP-3686,Punjab,72.08477099,30.80785742
BKP-3687,Punjab,72.09284299,30.37947011
BKP-3688,Punjab,72.09235198,30.55226524
BKP-3689,Punjab,72.09239081,30.5583662
BKP-3690,Punjab,72.08830008,30.72335803
BKP-3691,Punjab,70.97452628,29.92733439
BKP-3692,Punjab,72.04937736,32.30085742
BKP-3693,Punjab,72.05297062,30.82869833
BKP-3694,Punjab,72.05252147,30.27816581
BKP-3695,Punjab,70.95285779,30.04251974
BKP-3696,Punjab,72.0457841,29.60061151
BKP-3697,Punjab,72.05456064,30.41745858
BKP-3698,Punjab,72.05728254,30.41780892
BKP-3699,Punjab,72.05395877,30.41762926
BKP-3700,Punjab,72.0614095,30.61195863
BKP-3701,Punjab,72.05885113,30.60099268
BKP-3702,Punjab,72.05615798,30.80359707
BKP-3703,Punjab,72.05854018,30.81109135
BKP-3704,Punjab,72.05777661,30.82451796
BKP-3705,Punjab,72.05925883,30.8242866
BKP-3706,Punjab,72.05493294,30.76917097
BKP-3707,Punjab,72.05358148,30.71330075
BKP-3708,Punjab,72.05375344,30.70797117
BKP-3709,Punjab,72.05983809,30.72248494
BKP-3710,Punjab,72.371633,30.66425573
BKP-3711,Punjab,72.36477586,30.72269713
BKP-3712,Punjab,72.36621316,32.00868037
BKP-3713,Punjab,72.37007592,32.00037096
BKP-3714,Punjab,72.06213344,32.2489348
BKP-3715,Punjab,72.3726647,31.15427637
BKP-3716,Punjab,72.36526993,31.14589346
BKP-3717,Punjab,72.37080274,31.15831062
BKP-3718,Punjab,72.36694943,31.28848339
BKP-3719,Punjab,72.36355088,30.6436903
BKP-3720,Punjab,72.37249865,30.36168191
BKP-3721,Punjab,72.36922252,30.4650603
BKP-3722,Punjab,72.36509526,30.46441651
BKP-3723,Punjab,72.37166722,31.26614579
BKP-3724,Punjab,72.37084847,30.40525946
BKP-3725,Punjab,72.37249339,30.42984135
BKP-3726,Punjab,72.36965417,31.28120486
BKP-3727,Punjab,72.36832657,31.28007812
BKP-3728,Punjab,70.96484132,31.09859716
BKP-3729,Punjab,70.96349385,30.94709629
BKP-3730,Punjab,72.37726244,32.17266783
BKP-3731,Punjab,72.37816076,32.17293732
BKP-3732,Punjab,70.79703603,29.46685236
BKP-3733,Punjab,72.38063112,30.49834289
BKP-3734,Punjab,72.37935664,30.53334911
BKP-3735,Punjab,72.37659619,30.44056624
BKP-3736,Punjab,72.37968789,30.41563255
BKP-3737,Punjab,72.37827305,30.6772536
BKP-3738,Punjab,72.38031671,30.67451748
BKP-3739,Punjab,72.38274216,29.91192267
BKP-3740,Punjab,72.37619794,30.0570994
BKP-3741,Punjab,72.39279207,30.70147443
BKP-3742,Punjab,72.38719631,31.03540068
BKP-3743,Punjab,72.34037762,32.00084706
BKP-3744,Punjab,72.3420934,32.15488118
BKP-3745,Punjab,72.38450286,30.06257912
BKP-3746,Punjab,72.34266312,30.4171541
BKP-3747,Punjab,72.34180594,30.42893455
BKP-3748,Punjab,72.33495179,30.44583636
BKP-3749,Punjab,72.3361982,32.27920802
BKP-3750,Punjab,72.33934297,30.80457592
BKP-3751,Punjab,72.34091661,30.79877186
BKP-3752,Punjab,72.34249764,29.2162224
BKP-3753,Punjab,72.33825923,30.17408373
BKP-3754,Punjab,72.33670351,30.16870609
BKP-3755,Punjab,72.34803511,32.19604327
BKP-3756,Punjab,72.34743837,32.1939579
BKP-3757,Punjab,72.34680955,31.38322836
BKP-3758,Punjab,72.34891253,31.24215485
BKP-3759,Punjab,72.34406969,31.51712225
BKP-3760,Punjab,72.34725871,31.30884785
BKP-3761,Punjab,72.34960781,31.31930312
BKP-3762,Punjab,72.34847508,31.27956641
BKP-3763,Punjab,72.35307209,31.27964619
BKP-3764,Punjab,72.34457253,31.27795347
BKP-3765,Punjab,72.34394457,31.31692306
BKP-3766,Punjab,72.34797736,30.15038046
BKP-3767,Punjab,72.35085197,30.19987763
BKP-3768,Punjab,72.35192995,30.19053515
BKP-3769,Punjab,72.34710151,30.18905293
BKP-3770,Punjab,72.35197487,30.18864869
BKP-3771,Punjab,72.34993324,30.41799267
BKP-3772,Punjab,72.34473814,30.41758963
BKP-3773,Punjab,72.34533803,30.42869351
BKP-3774,Punjab,72.35273245,30.42857373
BKP-3775,Punjab,72.34537225,30.63223678
BKP-3776,Punjab,72.3507322,29.99221708
BKP-3777,Punjab,72.35696052,32.19485621
BKP-3778,Punjab,72.35354692,32.30786428
BKP-3779,Punjab,72.35669102,32.05678516
BKP-3780,Khyber-Pakhtunkhwa,72.36148016,34.12038941
BKP-3781,Khyber-Pakhtunkhwa,72.35604937,34.11992662
BKP-3782,Punjab,70.78881644,29.43316554
BKP-3783,Punjab,72.35803849,30.87451241
BKP-3784,Punjab,72.35534729,31.13155784
BKP-3785,Punjab,72.35636945,31.27984594
BKP-3786,Punjab,72.35375022,31.27880866
BKP-3787,Punjab,72.36281013,31.27419402
BKP-3788,Punjab,72.36019445,31.1827693
BKP-3789,Punjab,72.3616661,31.18266362
BKP-3790,Punjab,72.3573924,31.17982559
BKP-3791,Punjab,72.35446647,31.17885755
BKP-3792,Punjab,72.36209625,31.31417092
BKP-3793,Punjab,72.355924,31.31351909
BKP-3794,Punjab,72.43062237,32.07500171
BKP-3795,Punjab,72.43032293,30.97134438
BKP-3796,Punjab,72.43287714,31.00543887
BKP-3797,Punjab,72.42953316,31.28691773
BKP-3798,Punjab,72.4290054,31.28697387
BKP-3799,Punjab,72.43193217,31.2297396
BKP-3800,Punjab,70.78974684,28.60857627
BKP-3801,Punjab,72.42720877,31.39328949
BKP-3802,Punjab,72.35437696,30.38052704
BKP-3803,Punjab,72.42738843,31.37900627
BKP-3804,Punjab,72.43052954,31.41241462
BKP-3805,Punjab,72.42487315,29.72170441
BKP-3806,Punjab,72.4290054,29.78261018
BKP-3807,Punjab,72.43003846,29.78198136
BKP-3808,Punjab,72.43232917,29.77623214
BKP-3809,Punjab,72.43017321,30.56073088
BKP-3810,Punjab,72.43277833,30.52902035
BKP-3811,Punjab,72.42999355,30.55111891
BKP-3812,Punjab,72.43090983,30.7437207
BKP-3813,Punjab,72.4309817,32.16902965
BKP-3814,Punjab,72.43454202,30.75011371
BKP-3815,Punjab,72.43735973,32.0333541
BKP-3816,Punjab,70.87240468,30.33875717
BKP-3817,Punjab,72.4368432,31.22872374
BKP-3818,Punjab,72.43596235,31.05936823
BKP-3819,Punjab,72.43381139,31.43982222
BKP-3820,Punjab,72.43356953,31.279276
BKP-3821,Punjab,72.44131232,31.38951656
BKP-3822,Punjab,72.4400811,31.42968447
BKP-3823,Punjab,72.44204927,31.42617614
BKP-3824,Punjab,72.43610209,30.53854249
BKP-3825,Punjab,72.44017524,30.56392463
BKP-3826,Punjab,72.43991095,30.56406363
BKP-3827,Punjab,72.4406835,31.61113094
BKP-3828,Punjab,72.44119139,31.61094437
BKP-3829,Punjab,72.43907215,30.66031475
BKP-3830,Punjab,72.43598232,29.80482851
BKP-3831,Punjab,72.43637159,29.80434941
BKP-3832,Khyber-Pakhtunkhwa,72.44719629,34.18426524
BKP-3833,Punjab,70.87896238,30.81234899
BKP-3834,Punjab,72.44378269,30.63385375
BKP-3835,Punjab,72.45218194,30.81387613
BKP-3836,Punjab,72.44790596,30.99612334
BKP-3837,Punjab,72.44863359,30.94678187
BKP-3838,Punjab,72.45157217,30.48134295
BKP-3839,Punjab,72.44960677,30.47200728
BKP-3840,Punjab,72.40034914,32.22117685
BKP-3841,Punjab,72.39321716,31.2592833
BKP-3842,Punjab,72.39620375,31.2884046
BKP-3843,Punjab,72.39812521,31.28293145
BKP-3844,Punjab,72.39846268,31.40779728
BKP-3845,Punjab,72.39487309,31.28150698
BKP-3846,Punjab,72.39337822,31.37639817
BKP-3847,Punjab,72.40142712,29.83722775
BKP-3848,Punjab,72.39495925,29.83484722
BKP-3849,Punjab,72.40246019,29.68451415
BKP-3850,Punjab,70.84078398,28.74900862
BKP-3851,Punjab,72.39954066,32.98469993
BKP-3852,Punjab,72.40458246,32.13441083
BKP-3853,Punjab,72.4090628,32.16628979
BKP-3854,Punjab,72.41034158,32.1829007
BKP-3855,Punjab,72.41124122,30.96556415
BKP-3856,Punjab,72.41115501,30.82164656
BKP-3857,Punjab,72.41117384,30.82011942
BKP-3858,Punjab,72.40731109,30.90904999
BKP-3859,Punjab,72.40381582,30.82884941
BKP-3860,Punjab,72.4061837,30.82741823
BKP-3861,Punjab,72.40706473,30.82509282
BKP-3862,Punjab,72.40651009,30.82419927
BKP-3863,Punjab,72.40897297,30.82384743
BKP-3864,Punjab,72.41220025,31.24083374
BKP-3865,Punjab,71.15452059,29.48396527
BKP-3866,Punjab,72.41229674,30.33678088
BKP-3867,Punjab,71.16291984,31.96717821
BKP-3868,Punjab,72.41351845,29.23143087
BKP-3869,Punjab,72.42154939,30.88232134
BKP-3870,Punjab,72.41328488,31.32995826
BKP-3871,Punjab,72.4172638,31.09002289
BKP-3872,Punjab,72.41355438,30.31679337
BKP-3873,Punjab,72.25131864,31.56211501
BKP-3874,Punjab,72.25211814,33.22988011
BKP-3875,Punjab,72.25125127,33.26771416
BKP-3876,Punjab,72.24697502,30.85238479
BKP-3877,Punjab,72.25307035,31.1468816
BKP-3878,Punjab,72.24891057,31.08246805
BKP-3879,Punjab,72.25272139,30.91343365
BKP-3880,Punjab,72.24379076,31.11485068
BKP-3881,Punjab,72.24397491,31.11273279
BKP-3882,Punjab,72.24390754,31.1129702
BKP-3883,Punjab,72.2526605,31.1603058
BKP-3884,Punjab,72.24382116,31.18023329
BKP-3885,Punjab,72.24758314,31.18006313
BKP-3886,Punjab,72.24431178,31.17998452
BKP-3887,Punjab,72.25282781,31.09199839
BKP-3888,Punjab,72.25482207,29.84180916
BKP-3889,Punjab,72.26120011,29.85640678
BKP-3890,Punjab,72.258056,29.93020338
BKP-3891,Punjab,72.25964303,29.96305178
BKP-3892,Punjab,72.25387884,32.20873519
BKP-3893,Punjab,71.18263786,30.02183154
BKP-3894,Punjab,72.26011396,31.56661125
BKP-3895,Punjab,72.26006224,31.5654591
BKP-3896,Punjab,72.25980558,31.67312967
BKP-3897,Punjab,71.12486496,29.97550093
BKP-3898,Punjab,71.13233221,29.96865128
BKP-3899,Punjab,71.13192796,29.96811229
BKP-3900,Punjab,71.12366346,29.47314057
BKP-3901,Punjab,72.26678763,31.41336683
BKP-3902,Punjab,72.27130316,31.65142637
BKP-3903,Punjab,72.26545328,31.70247924
BKP-3904,Punjab,72.27034795,31.66418769
BKP-3905,Punjab,72.27172573,31.64989544
BKP-3906,Punjab,72.27254882,31.64573961
