brickid,state,latitude,longitude
BKP-7130,Punjab,72.13115264,30.45222664
BKP-7131,Punjab,72.13159477,30.43715683
BKP-7132,Punjab,72.12409474,30.43656125
BKP-7133,Punjab,72.1304054,30.53432041
BKP-7134,Punjab,72.13120443,30.52058564
BKP-7135,Punjab,72.13012005,30.518983
BKP-7136,Khyber-Pakhtunkhwa,71.81679355,33.96933333
BKP-7137,Khyber-Pakhtunkhwa,71.81226704,33.94621169
BKP-7138,Khyber-Pakhtunkhwa,71.80808988,33.97554169
BKP-7139,Khyber-Pakhtunkhwa,71.80808988,33.97118486
BKP-7140,Khyber-Pakhtunkhwa,71.8087187,33.96660345
BKP-7141,Khyber-Pakhtunkhwa,71.80371291,33.90367646
BKP-7142,Punjab,71.797894,30.75467715
BKP-7143,Khyber-Pakhtunkhwa,71.79479481,33.89154921
BKP-7144,Khyber-Pakhtunkhwa,71.84888417,33.9653512
BKP-7145,Khyber-Pakhtunkhwa,71.84411232,33.90071202
BKP-7146,Khyber-Pakhtunkhwa,71.85102935,33.95209566
BKP-7147,Khyber-Pakhtunkhwa,71.85305056,33.9482329
BKP-7148,Khyber-Pakhtunkhwa,71.84398256,33.96294531
BKP-7149,Khyber-Pakhtunkhwa,71.84168687,33.90084677
BKP-7150,Khyber-Pakhtunkhwa,71.83485967,33.95402704
BKP-7151,Khyber-Pakhtunkhwa,71.84060889,33.95131984
BKP-7152,Khyber-Pakhtunkhwa,71.84091432,33.95066734
BKP-7153,Khyber-Pakhtunkhwa,71.84186653,33.94931088
BKP-7154,Khyber-Pakhtunkhwa,71.84153216,33.96360407
BKP-7155,Khyber-Pakhtunkhwa,71.83904183,33.96087919
BKP-7156,Khyber-Pakhtunkhwa,71.84271245,33.95946933
BKP-7157,Khyber-Pakhtunkhwa,71.83666753,33.95884425
BKP-7158,Khyber-Pakhtunkhwa,71.84164195,33.95640757
BKP-7159,Khyber-Pakhtunkhwa,71.83646666,33.97163901
BKP-7160,Khyber-Pakhtunkhwa,71.83397769,33.97007421
BKP-7161,Punjab,71.83899192,29.70463642
BKP-7162,Punjab,71.83493667,30.04547648
BKP-7163,Punjab,71.82466379,30.8137863
BKP-7164,Punjab,71.82853001,30.81704096
BKP-7165,Khyber-Pakhtunkhwa,71.83081725,33.97221792
BKP-7166,Khyber-Pakhtunkhwa,71.82946978,33.96970264
BKP-7167,Khyber-Pakhtunkhwa,71.82982911,33.9009366
BKP-7168,Khyber-Pakhtunkhwa,71.83104183,33.95438636
BKP-7169,Khyber-Pakhtunkhwa,71.83275762,33.95217651
BKP-7170,Khyber-Pakhtunkhwa,71.83241176,33.97576627
BKP-7171,Khyber-Pakhtunkhwa,71.82479854,33.90084677
BKP-7172,Khyber-Pakhtunkhwa,71.82946978,33.92779623
BKP-7173,Punjab,71.76236563,32.06486999
BKP-7174,Punjab,71.75113669,30.38843401
BKP-7175,Punjab,71.75158585,30.38838909
BKP-7176,Punjab,71.74980995,30.39924489
BKP-7177,Punjab,71.74829202,29.10682756
BKP-7178,Punjab,71.73739246,29.78305934
BKP-7179,Punjab,71.74202777,30.48314339
BKP-7180,Punjab,71.73847044,29.10851439
BKP-7181,Punjab,71.74264761,29.10240585
BKP-7182,Punjab,71.74098573,29.09867784
BKP-7183,Punjab,71.73775179,30.7756079
BKP-7184,Punjab,71.72333383,29.82631322
BKP-7185,Punjab,71.73281106,30.0256943
BKP-7186,Punjab,71.72989153,30.26168172
BKP-7187,Punjab,71.72463639,30.24362559
BKP-7188,Punjab,71.79007866,30.33237914
BKP-7189,Khyber-Pakhtunkhwa,71.79183037,33.90982992
BKP-7190,Khyber-Pakhtunkhwa,71.77467255,33.90060722
BKP-7191,Khyber-Pakhtunkhwa,71.78257772,33.90794346
BKP-7192,Khyber-Pakhtunkhwa,71.77943362,33.90780871
BKP-7193,Khyber-Pakhtunkhwa,71.77530137,33.90767397
BKP-7194,Khyber-Pakhtunkhwa,71.78296083,33.90665412
BKP-7195,Khyber-Pakhtunkhwa,71.77346568,33.90389128
BKP-7196,Khyber-Pakhtunkhwa,71.77698571,33.90311502
BKP-7197,Khyber-Pakhtunkhwa,71.77404373,33.90214933
BKP-7198,Punjab,71.77822089,30.35061494
BKP-7199,Punjab,71.77862514,30.27888446
BKP-7200,Punjab,71.77664884,30.27174285
BKP-7201,Punjab,71.77871497,30.73563287
BKP-7202,Punjab,71.77637935,30.73370149
BKP-7203,Punjab,71.77884972,30.33027932
BKP-7204,Punjab,71.7657433,29.11121832
BKP-7205,Punjab,71.76977673,29.12356117
BKP-7206,Punjab,71.77018097,29.07285128
BKP-7207,Punjab,71.77202252,29.88182911
BKP-7208,Punjab,71.760569,29.09863293
BKP-7209,Punjab,71.75823338,29.83291584
BKP-7210,Punjab,71.76218597,29.06973712
BKP-7211,Punjab,71.76155715,29.11210765
BKP-7212,Punjab,71.93376419,29.44888605
BKP-7213,Punjab,71.93942357,30.07150838
BKP-7214,Punjab,71.9328706,30.58017941
BKP-7215,Punjab,71.92904983,30.57969432
BKP-7216,Punjab,71.93183922,29.83047114
BKP-7217,Punjab,71.92882345,29.8553288
BKP-7218,Punjab,71.91477803,30.33189035
BKP-7219,Punjab,71.91310293,30.30511527
BKP-7220,Punjab,71.91387549,30.9355709
BKP-7221,Punjab,71.97066249,30.01224203
BKP-7222,Punjab,71.96474483,30.57517691
BKP-7223,Punjab,71.97266124,30.29590754
BKP-7224,Punjab,71.96487677,30.5272546
BKP-7225,Punjab,71.96328421,30.52689549
BKP-7226,Punjab,71.97289223,30.48560606
BKP-7227,Punjab,71.97266124,30.48558681
BKP-7228,Punjab,71.95752962,30.36812709
BKP-7229,Punjab,71.95724016,30.36811711
BKP-7230,Punjab,71.96215095,30.32842655
BKP-7231,Punjab,71.95581783,29.65239938
BKP-7232,Punjab,71.94310666,30.35447769
BKP-7233,Punjab,71.95226948,30.29819824
BKP-7234,Punjab,71.88022459,31.84837601
BKP-7235,Punjab,71.86741135,30.6587575
BKP-7236,Punjab,71.86401642,30.74265256
BKP-7237,Punjab,71.87115161,32.73977427
BKP-7238,Khyber-Pakhtunkhwa,71.86633664,33.93366223
BKP-7239,Khyber-Pakhtunkhwa,71.86504307,33.94859223
BKP-7240,Khyber-Pakhtunkhwa,71.86414475,33.93875568
BKP-7241,Khyber-Pakhtunkhwa,71.87104895,33.96292677
BKP-7242,Khyber-Pakhtunkhwa,71.86837182,33.96217176
BKP-7243,Khyber-Pakhtunkhwa,71.87280708,33.95858919
BKP-7244,Khyber-Pakhtunkhwa,71.86649599,33.95537256
BKP-7245,Khyber-Pakhtunkhwa,71.86516883,33.98231498
BKP-7246,Khyber-Pakhtunkhwa,71.87229696,33.98012309
BKP-7247,Khyber-Pakhtunkhwa,71.8640285,33.97847971
BKP-7248,Khyber-Pakhtunkhwa,71.86850158,33.97629028
BKP-7249,Khyber-Pakhtunkhwa,71.86613067,33.97439313
BKP-7250,Khyber-Pakhtunkhwa,71.87124925,33.97320216
BKP-7251,Khyber-Pakhtunkhwa,71.86882882,33.97181368
BKP-7252,Punjab,71.85713789,29.43644439
BKP-7253,Punjab,71.90277231,32.75235068
BKP-7254,Punjab,71.89540612,32.74947607
BKP-7255,Punjab,71.90121208,30.28313964
BKP-7256,Punjab,71.89725541,30.3178032
BKP-7257,Punjab,71.89757892,30.32012836
BKP-7258,Punjab,71.90282187,30.33954243
BKP-7259,Punjab,71.90227824,29.77883726
BKP-7260,Punjab,71.88779117,30.29548947
BKP-7261,Punjab,71.8833322,30.42427398
BKP-7262,Punjab,71.88381786,30.56679451
BKP-7263,Punjab,71.88798005,30.39923176
BKP-7264,Punjab,71.88787026,30.4024078
BKP-7265,Khyber-Pakhtunkhwa,71.88875859,33.97989852
BKP-7266,Khyber-Pakhtunkhwa,71.89232191,33.97965897
BKP-7267,Khyber-Pakhtunkhwa,71.88963963,33.97547259
BKP-7268,Khyber-Pakhtunkhwa,71.89134374,33.97530713
BKP-7269,Khyber-Pakhtunkhwa,71.88408735,33.97441879
BKP-7270,Khyber-Pakhtunkhwa,71.58131393,33.83548685
BKP-7271,Khyber-Pakhtunkhwa,71.5805017,33.83266464
BKP-7272,Khyber-Pakhtunkhwa,71.58234325,33.83221548
BKP-7273,Khyber-Pakhtunkhwa,71.57341537,33.8220818
BKP-7274,Khyber-Pakhtunkhwa,71.57677369,33.85143943
BKP-7275,Punjab,71.5631193,30.09567306
BKP-7276,Punjab,71.57292377,30.19525772
BKP-7277,Punjab,71.56370557,30.1473711
BKP-7278,Punjab,71.56734138,30.1316955
BKP-7279,Punjab,71.57236895,30.22488374
BKP-7280,Punjab,71.56486727,30.2241808
BKP-7281,Punjab,71.5631193,30.22017956
BKP-7282,Punjab,71.57228212,30.2479375
BKP-7283,Punjab,71.56274126,30.22574537
BKP-7284,Punjab,71.5599722,30.22169771
BKP-7285,Khyber-Pakhtunkhwa,71.55940027,33.81478817
BKP-7286,Punjab,71.55759787,30.17283834
BKP-7287,Punjab,71.55975062,30.16223822
BKP-7288,Punjab,71.55985021,29.98440499
BKP-7289,Punjab,71.55954101,29.9844766
BKP-7290,Punjab,71.55853789,30.14625229
BKP-7291,Punjab,71.56208624,30.14624821
BKP-7292,Punjab,71.55709368,30.14472453
BKP-7293,Punjab,71.55871755,30.14350835
BKP-7294,Punjab,71.5631193,30.14292444
BKP-7295,Punjab,71.55772941,29.60779803
BKP-7296,Punjab,71.54823646,30.14768327
BKP-7297,Punjab,71.54411219,30.0972606
BKP-7298,Punjab,71.5523732,30.22815772
BKP-7299,Punjab,71.55126154,30.22750083
BKP-7300,Punjab,71.54889828,30.22178616
BKP-7301,Punjab,71.5480276,30.51527613
BKP-7302,Punjab,71.55224152,30.37197034
BKP-7303,Punjab,71.54521588,29.65744791
BKP-7304,Punjab,71.60475621,32.07466163
BKP-7305,Khyber-Pakhtunkhwa,71.61190905,33.8931774
BKP-7306,Khyber-Pakhtunkhwa,71.60376807,33.8328443
BKP-7307,Khyber-Pakhtunkhwa,71.60602178,33.7847448
BKP-7308,Khyber-Pakhtunkhwa,71.60770568,33.95386234
BKP-7309,Khyber-Pakhtunkhwa,71.61009728,33.95191599
BKP-7310,Khyber-Pakhtunkhwa,71.6072715,33.84430424
BKP-7311,Khyber-Pakhtunkhwa,71.61109789,33.90315031
BKP-7312,Khyber-Pakhtunkhwa,71.6062177,33.90163798
BKP-7313,Khyber-Pakhtunkhwa,71.6090831,33.90111627
BKP-7314,Khyber-Pakhtunkhwa,71.61250568,33.95808443
BKP-7315,Khyber-Pakhtunkhwa,71.59977056,33.52279078
BKP-7316,Punjab,71.60111444,30.01558466
BKP-7317,Punjab,71.60075871,30.01567808
BKP-7318,Punjab,71.59352727,32.72683853
BKP-7319,Punjab,71.5995909,32.70096705
BKP-7320,Punjab,71.60183669,32.71048919
BKP-7321,Khyber-Pakhtunkhwa,71.58324156,33.83437144
BKP-7322,Khyber-Pakhtunkhwa,71.58593651,33.84556492
BKP-7323,Khyber-Pakhtunkhwa,71.58813738,33.90003829
BKP-7324,Khyber-Pakhtunkhwa,71.58728398,33.89186362
BKP-7325,Khyber-Pakhtunkhwa,71.58342122,33.86194972
BKP-7326,Punjab,71.59153975,29.05631105
BKP-7327,Khyber-Pakhtunkhwa,71.59069758,33.87380748
BKP-7328,Punjab,71.50450768,29.85809976
BKP-7329,Punjab,71.51284958,29.85702662
BKP-7330,Punjab,71.50727675,29.85543497
BKP-7331,Punjab,71.50365083,30.08174917
BKP-7332,Punjab,71.50801582,30.21692521
BKP-7333,Khyber-Pakhtunkhwa,71.49362563,33.94928693
BKP-7334,Punjab,71.49782461,30.14592738
BKP-7335,Punjab,71.49897959,30.2544952
BKP-7336,Punjab,71.48694216,29.74011987
BKP-7337,Punjab,71.48909812,29.76735807
BKP-7338,Punjab,71.4867086,29.97972751
BKP-7339,Punjab,71.48469638,29.0768937
BKP-7340,Punjab,71.53316048,29.77978049
BKP-7341,Punjab,71.53697832,30.52369463
BKP-7342,Punjab,71.53944869,29.92122023
BKP-7343,Punjab,71.54084108,30.19804665
BKP-7344,Punjab,71.52888226,29.88322149
BKP-7345,Punjab,71.52557592,29.89493212
BKP-7346,Punjab,71.52521681,29.89097909
BKP-7347,Punjab,71.52482861,29.8910593
BKP-7348,Punjab,71.52348941,29.90190645
BKP-7349,Punjab,71.52368326,29.90213103
BKP-7350,Punjab,71.5289106,29.91948563
BKP-7351,Punjab,71.52210821,29.90137345
BKP-7352,Punjab,71.51907565,30.13643786
BKP-7353,Khyber-Pakhtunkhwa,71.68466136,33.89177379
BKP-7354,Punjab,71.6856495,29.0768937
BKP-7355,Punjab,71.68641806,29.09278889
BKP-7356,Punjab,71.68691998,29.08879637
BKP-7357,Punjab,71.69215331,29.0887281
BKP-7358,Punjab,71.68533509,29.08776331
BKP-7359,Punjab,71.67334258,29.90612853
BKP-7360,Punjab,71.67431277,30.17116748
BKP-7361,Punjab,71.67501944,30.07973652
BKP-7362,Punjab,71.68124776,30.07830011
BKP-7363,Punjab,71.68061894,30.40348079
BKP-7364,Punjab,71.68136967,30.39287425
BKP-7365,Punjab,71.67711388,30.21556957
BKP-7366,Punjab,71.673657,30.38088816
BKP-7367,Punjab,71.66444926,30.0519251
BKP-7368,Punjab,71.66671054,30.08426291
BKP-7369,Punjab,71.66876118,30.08300681
BKP-7370,Punjab,71.67302817,30.09935615
BKP-7371,Punjab,71.67053274,30.17147729
BKP-7372,Punjab,71.66619752,30.08567757
BKP-7373,Punjab,71.66606623,30.04581656
BKP-7374,Khyber-Pakhtunkhwa,71.68308931,33.89015682
BKP-7375,Khyber-Pakhtunkhwa,71.67406124,33.88871951
BKP-7376,Khyber-Pakhtunkhwa,71.6744124,33.94887806
BKP-7377,Khyber-Pakhtunkhwa,71.67904047,33.94721909
BKP-7378,Khyber-Pakhtunkhwa,71.67648669,33.94580745
BKP-7379,Khyber-Pakhtunkhwa,71.67963079,33.94535829
BKP-7380,Khyber-Pakhtunkhwa,71.67381127,33.94326092
BKP-7381,Khyber-Pakhtunkhwa,71.67801382,33.94225911
BKP-7382,Khyber-Pakhtunkhwa,71.67307309,33.94163028
BKP-7383,Khyber-Pakhtunkhwa,71.67648669,33.90084677
BKP-7384,Khyber-Pakhtunkhwa,71.72803202,33.94397489
BKP-7385,Khyber-Pakhtunkhwa,71.73254156,33.91647746
BKP-7386,Punjab,71.72014481,32.6221848
BKP-7387,Punjab,71.70307682,30.32950453
BKP-7388,Punjab,71.71205997,30.21029809
BKP-7389,Punjab,71.71044301,30.17001763
BKP-7390,Punjab,71.70631076,30.24506289
BKP-7391,Punjab,71.70310249,32.43766442
BKP-7392,Punjab,71.70303191,30.32954944
BKP-7393,Punjab,71.7007412,30.24551205
BKP-7394,Punjab,71.70137002,30.24470356
BKP-7395,Khyber-Pakhtunkhwa,71.64208121,33.96606446
BKP-7396,Punjab,71.63417604,32.60553003
BKP-7397,Khyber-Pakhtunkhwa,71.62968446,33.81932466
BKP-7398,Punjab,71.6150155,30.29765397
BKP-7399,Punjab,71.61314423,30.09931124
BKP-7400,Punjab,71.61808237,30.11168726
BKP-7401,Punjab,71.6144131,29.99456767
BKP-7402,Punjab,71.61518565,29.99347173
BKP-7403,Khyber-Pakhtunkhwa,71.6212403,33.96269578
BKP-7404,Khyber-Pakhtunkhwa,71.62112551,33.86165527
BKP-7405,Khyber-Pakhtunkhwa,71.61787162,33.86096157
BKP-7406,Khyber-Pakhtunkhwa,71.61790271,33.91762108
BKP-7407,Khyber-Pakhtunkhwa,71.61629956,33.91256979
BKP-7408,Khyber-Pakhtunkhwa,71.61917417,33.90982992
BKP-7409,Khyber-Pakhtunkhwa,71.61827586,33.90578751
BKP-7410,Khyber-Pakhtunkhwa,71.62070131,33.96965772
BKP-7411,Punjab,71.60580724,29.90916484
BKP-7412,Punjab,71.61692839,29.09935158
BKP-7413,Punjab,71.61298396,30.09754727
BKP-7414,Punjab,71.60707499,30.12236987
BKP-7415,Punjab,71.60365446,30.12202276
BKP-7416,Punjab,71.60810094,30.12079295
BKP-7417,Punjab,71.61047549,30.12057136
BKP-7418,Punjab,71.60623843,30.11197748
BKP-7419,Punjab,71.61037068,29.08390055
BKP-7420,Punjab,71.66380662,32.07051901
BKP-7421,Khyber-Pakhtunkhwa,71.67004876,33.94565773
BKP-7422,Khyber-Pakhtunkhwa,71.67064764,33.94585237
BKP-7423,Khyber-Pakhtunkhwa,71.67255905,33.94326222
BKP-7424,Khyber-Pakhtunkhwa,71.66719321,33.93691005
BKP-7425,Khyber-Pakhtunkhwa,71.66813236,33.87100345
BKP-7426,Khyber-Pakhtunkhwa,71.66826365,33.93218991
BKP-7427,Khyber-Pakhtunkhwa,71.66519037,33.93163653
BKP-7428,Khyber-Pakhtunkhwa,71.66479511,33.92935481
BKP-7429,Khyber-Pakhtunkhwa,71.67198129,33.88659465
BKP-7430,Khyber-Pakhtunkhwa,71.6725341,33.88346437
BKP-7431,Khyber-Pakhtunkhwa,71.66615606,33.90506885
BKP-7432,Khyber-Pakhtunkhwa,71.66301196,33.92911376
BKP-7433,Khyber-Pakhtunkhwa,71.66214223,33.95409237
BKP-7434,Khyber-Pakhtunkhwa,71.66271149,33.95159694
BKP-7435,Khyber-Pakhtunkhwa,71.65653126,33.9515695
BKP-7436,Khyber-Pakhtunkhwa,71.66295912,33.94941128
BKP-7437,Khyber-Pakhtunkhwa,71.65832439,33.94703243
BKP-7438,Khyber-Pakhtunkhwa,71.66301838,33.94651327
BKP-7439,Punjab,71.66096081,30.26027436
BKP-7440,Punjab,71.66203878,30.2597204
BKP-7441,Punjab,71.65995769,30.20733365
BKP-7442,Punjab,71.65875993,30.27030721
BKP-7443,Punjab,71.65317541,30.33516391
BKP-7444,Punjab,71.66257563,30.4413512
BKP-7445,Punjab,71.65902344,30.3656707
BKP-7446,Punjab,71.66082232,30.34349579
BKP-7447,Punjab,71.64913299,29.96914535
BKP-7448,Punjab,71.65137878,29.87325019
BKP-7449,Punjab,71.65178302,29.87325019
BKP-7450,Khyber-Pakhtunkhwa,71.64369818,33.88961783
BKP-7451,Khyber-Pakhtunkhwa,71.65173511,33.91012637
BKP-7452,Khyber-Pakhtunkhwa,71.64576431,33.97010688
BKP-7453,Punjab,71.64424715,29.06840462
BKP-7454,Punjab,71.64441683,29.08978452
BKP-7455,Punjab,71.64405751,29.08816755
BKP-7456,Punjab,71.63974559,29.35474261
BKP-7457,Punjab,71.63529893,29.8282446
BKP-7458,Punjab,71.64148914,29.397433
BKP-7459,Punjab,71.63327772,29.96604616
BKP-7460,Punjab,71.64050018,30.27508758
BKP-7461,Punjab,71.63781255,30.27289569
BKP-7462,Punjab,71.63632943,30.16066874
BKP-7463,Punjab,71.6428897,30.18200116
BKP-7464,Punjab,71.63947955,30.17765815
BKP-7465,Punjab,71.63720613,30.30569226
BKP-7466,Punjab,71.6426202,30.07474231
BKP-7467,Punjab,71.64172498,30.31972683
BKP-7468,Punjab,71.64195844,30.07955728
BKP-7469,Punjab,71.64195872,30.07659203
BKP-7470,Punjab,71.63399638,30.03728257
BKP-7471,Punjab,71.33131546,29.84585158
BKP-7472,Punjab,71.33099463,29.95571554
BKP-7473,Punjab,71.33225227,29.95336067
BKP-7474,Punjab,71.31656769,29.85381964
BKP-7475,Punjab,71.31386518,30.07088665
BKP-7476,Punjab,71.31374698,30.06800495
BKP-7477,Punjab,71.31428597,30.06725261
BKP-7478,Punjab,71.31158204,29.83078683
BKP-7479,Punjab,71.31208509,29.91163072
BKP-7480,Punjab,71.31248185,29.79035815
BKP-7481,Punjab,71.31270108,29.91737672
BKP-7482,Punjab,71.30889607,29.91699815
BKP-7483,Punjab,71.30683581,29.91610569
BKP-7484,Punjab,71.31073762,29.30178693
BKP-7485,Punjab,71.31041149,32.14764584
BKP-7486,Punjab,71.31015372,32.14773958
BKP-7487,Punjab,71.31307324,29.04985441
BKP-7488,Punjab,71.36162718,29.90487089
BKP-7489,Punjab,71.36149243,29.90478106
BKP-7490,Punjab,71.35390167,29.96047661
BKP-7491,Punjab,71.35839325,29.7909196
BKP-7492,Punjab,71.35764725,29.93299793
BKP-7493,Punjab,71.35710192,29.93308922
BKP-7494,Punjab,71.35749493,29.92678979
BKP-7495,Punjab,71.35409131,30.04670989
BKP-7496,Punjab,71.35472687,30.04552304
BKP-7497,Punjab,71.36224852,32.06655433
BKP-7498,Punjab,71.35771951,32.8843132
BKP-7499,Punjab,71.35610254,32.86571807
BKP-7500,Punjab,71.36049047,32.86017961
BKP-7501,Punjab,71.34752363,32.0514851
BKP-7502,Punjab,71.35246437,32.27754614
BKP-7503,Punjab,71.35008383,29.25017871
BKP-7504,Punjab,71.35201521,29.84180916
BKP-7505,Punjab,71.35242843,29.84153068
BKP-7506,Punjab,71.35258686,29.95585845
BKP-7507,Punjab,71.34568209,30.08067119
BKP-7508,Punjab,71.35149868,29.96238553
BKP-7509,Punjab,71.35065355,29.9869249
BKP-7510,Punjab,71.34852076,29.98574622
BKP-7511,Punjab,71.34858433,29.98411958
BKP-7512,Punjab,71.35044615,29.98386275
BKP-7513,Punjab,71.34985517,29.98255475
BKP-7514,Punjab,71.35117179,29.98065377
BKP-7515,Punjab,71.33682807,29.96207673
BKP-7516,Punjab,71.34199125,29.90510786
BKP-7517,Punjab,71.34226849,29.90527513
BKP-7518,Punjab,71.33763498,30.0352362
BKP-7519,Punjab,71.34239325,29.97193612
BKP-7520,Punjab,71.34154983,30.07653894
BKP-7521,Punjab,71.3406066,32.26200528
BKP-7522,Punjab,71.34294222,32.82664135
BKP-7523,Punjab,71.26614798,29.77580056
BKP-7524,Punjab,71.26910071,29.85860766
BKP-7525,Punjab,71.26505829,29.89085717
BKP-7526,Punjab,71.27017869,29.88766815
BKP-7527,Punjab,71.27307575,29.86851158
BKP-7528,Punjab,71.26883121,32.66233949
BKP-7529,Punjab,71.26962173,32.7289855
BKP-7530,Punjab,71.25652429,29.750181
BKP-7531,Punjab,71.25404943,29.81441504
BKP-7532,Punjab,71.25423059,32.14631425
BKP-7533,Punjab,71.25315561,32.14378699
BKP-7534,Punjab,71.25380368,32.14230263
BKP-7535,Punjab,71.25347002,32.14234969
BKP-7536,Punjab,71.25631469,32.14119685
BKP-7537,Punjab,71.25589547,32.1409573
BKP-7538,Punjab,71.2531107,32.14383191
BKP-7539,Punjab,71.25158356,32.13830727
BKP-7540,Punjab,71.24367838,29.11588058
BKP-7541,Punjab,71.29976224,29.89243792
BKP-7542,Punjab,71.30133739,29.91568918
BKP-7543,Punjab,71.28545005,29.48895092
BKP-7544,Punjab,71.28450273,30.18500235
BKP-7545,Punjab,71.28140763,29.62558467
BKP-7546,Punjab,71.27569501,29.82002169
BKP-7547,Punjab,71.28133162,29.81869827
BKP-7548,Punjab,71.27565841,29.88730883
BKP-7549,Punjab,71.28113813,29.79078485
BKP-7550,Punjab,71.28024798,29.87593289
BKP-7551,Punjab,71.27502959,29.88645543
BKP-7552,Punjab,71.28023982,29.87837059
BKP-7553,Punjab,71.27615248,32.66539376
BKP-7554,Punjab,71.27476009,32.70743492
BKP-7555,Punjab,71.27341262,32.6948585
BKP-7556,Punjab,71.28023982,32.68452788
BKP-7557,Punjab,71.4502909,30.09392134
BKP-7558,Punjab,71.44575441,31.30992583
BKP-7559,Punjab,71.44642814,32.26663161
BKP-7560,Punjab,71.4503294,32.42363787
BKP-7561,Punjab,71.45002141,32.42347745
BKP-7562,Punjab,71.4494375,32.42186049
BKP-7563,Punjab,71.44127587,30.08467159
BKP-7564,Punjab,71.43917943,30.06297784
BKP-7565,Punjab,71.43638386,30.06296315
BKP-7566,Punjab,71.43833802,30.06253315
BKP-7567,Punjab,71.4377594,30.06234556
BKP-7568,Punjab,71.43663651,30.0692027
BKP-7569,Punjab,71.43990827,30.06811133
BKP-7570,Punjab,71.44135266,30.22803982
BKP-7571,Punjab,71.44049454,30.22732116
BKP-7572,Punjab,71.43043813,29.22390299
BKP-7573,Punjab,71.42845127,29.97421026
BKP-7574,Punjab,71.42828218,29.97444541
BKP-7575,Punjab,71.43132361,29.97237287
BKP-7576,Punjab,71.43294881,30.1019486
BKP-7577,Punjab,71.42375793,30.09916016
BKP-7578,Punjab,71.42446434,30.09737986
BKP-7579,Punjab,71.42837201,30.1633162
BKP-7580,Punjab,71.42492199,30.11115443
BKP-7581,Punjab,71.43111595,30.11071984
BKP-7582,Punjab,71.42423159,30.11020127
BKP-7583,Punjab,71.43142628,30.10582402
BKP-7584,Punjab,71.42657538,29.87271121
BKP-7585,Punjab,71.48312432,32.44144376
BKP-7586,Punjab,71.47867766,29.97143606
BKP-7587,Punjab,71.4773491,29.97126821
BKP-7588,Punjab,71.47715053,29.97139114
BKP-7589,Punjab,71.47355727,29.57177559
BKP-7590,Punjab,71.47351235,29.57186542
BKP-7591,Punjab,71.47804884,29.86193142
BKP-7592,Punjab,71.47274878,30.29527872
BKP-7593,Punjab,71.46820004,30.1477386
BKP-7594,Punjab,71.46394529,29.94044418
BKP-7595,Punjab,71.46356118,29.93903011
BKP-7596,Punjab,71.46403512,29.93950095
BKP-7597,Punjab,71.46322664,29.93743482
BKP-7598,Punjab,71.47197623,30.2452156
BKP-7599,Punjab,71.45312059,32.42338762
BKP-7600,Punjab,71.45617486,32.2876971
BKP-7601,Punjab,71.45440069,32.28695599
BKP-7602,Punjab,71.39019361,29.98306924
BKP-7603,Punjab,71.38588169,29.9726937
BKP-7604,Punjab,71.38653694,29.97130659
BKP-7605,Punjab,71.39239448,30.05776415
BKP-7606,Punjab,71.39249377,30.06520835
BKP-7607,Punjab,71.3930233,29.24559731
BKP-7608,Punjab,71.39163091,29.24972956
BKP-7609,Punjab,71.39217681,30.11801001
BKP-7610,Punjab,71.39284364,30.11651397
BKP-7611,Punjab,71.38503264,30.11475646
BKP-7612,Punjab,71.38914932,30.09371922
BKP-7613,Punjab,71.38309692,30.08480344
BKP-7614,Punjab,71.39190041,30.10276975
BKP-7615,Punjab,71.37510191,32.1506591
BKP-7616,Punjab,71.37716804,32.15029978
BKP-7617,Punjab,71.37465275,29.91062011
BKP-7618,Punjab,71.37096966,29.79240182
BKP-7619,Punjab,71.37221832,30.08028492
BKP-7620,Punjab,71.3722273,29.94646289
BKP-7621,Punjab,71.36722668,30.14510286
BKP-7622,Punjab,71.42100582,29.81068254
BKP-7623,Punjab,71.42046683,29.0350322
BKP-7624,Punjab,71.42096732,29.12484448
BKP-7625,Punjab,71.42110464,30.01017141
BKP-7626,Punjab,71.42072136,30.0102283
BKP-7627,Punjab,71.41664635,30.01006625
BKP-7628,Punjab,71.41833708,30.09362565
BKP-7629,Punjab,71.41947869,29.98248533
BKP-7630,Punjab,71.41328031,30.14777535
BKP-7631,Punjab,71.41379684,30.14627067
BKP-7632,Punjab,71.41328031,30.07096939
BKP-7633,Punjab,71.41694415,30.09990477
BKP-7634,Punjab,71.41583409,30.09892624
BKP-7635,Punjab,71.41431337,30.09791885
BKP-7636,Punjab,71.41833749,30.09594754
BKP-7637,Punjab,71.41550441,30.0026618
BKP-7638,Punjab,71.41397132,30.00165193
BKP-7639,Punjab,71.41545423,30.00112538
BKP-7640,Punjab,71.41358886,29.99931703
BKP-7641,Punjab,71.40312935,32.17141019
BKP-7642,Punjab,71.40815991,29.04024243
BKP-7643,Punjab,71.4104057,29.04900101
BKP-7644,Punjab,71.41131347,29.04255678
BKP-7645,Punjab,71.4121125,30.14777535
BKP-7646,Punjab,71.41271768,30.06231483
BKP-7647,Punjab,71.40479123,30.11148341
BKP-7648,Punjab,71.40559971,30.10420705
BKP-7649,Punjab,71.40440945,30.05495692
BKP-7650,Punjab,71.41041289,30.07569273
BKP-7651,Punjab,71.40900433,30.07478723
BKP-7652,Punjab,71.41287607,30.07096939
BKP-7653,Punjab,71.40983344,30.06742437
