brickid,type,longitude,latitude
BKI-4170,zigzag,83.73857779,27.19290324
BKI-4171,zigzag,83.76051648,26.80442018
BKI-4172,fcbk,83.55922182,26.93225929
BKI-4173,fcbk,83.56667857,27.17617049
BKI-4174,fcbk,83.54639155,27.18327827
BKI-4175,fcbk,83.5511655,26.80668881
BKI-4176,zigzag,83.58768238,27.0211358
BKI-4177,fcbk,83.67414068,26.95619773
BKI-4178,fcbk,83.41482286,26.8622692
BKI-4179,fcbk,83.71290038,27.02297073
BKI-4181,zigzag,83.5168897,26.83646491
BKI-4182,fcbk,83.72477636,27.07033033
BKI-4183,fcbk,83.63706717,26.92119715
BKI-4184,fcbk,83.6225389,26.95925175
BKI-4185,fcbk,83.76728334,26.86365244
BKI-4186,zigzag,83.40119347,27.08933521
BKI-4187,fcbk,83.75139122,27.16853395
BKI-4190,zigzag,85.68438956,26.45402518
BKI-4207,zigzag,85.59145545,26.39149713
BKI-4208,zigzag,85.64528581,26.5878975
BKI-4209,fcbk,85.71838238,26.49300006
BKI-4217,zigzag,84.71882489,26.79105776
BKI-4218,zigzag,84.99034308,24.91742067
BKI-4219,fcbk,84.80034596,25.14022437
BKI-4220,fcbk,84.99688578,24.89903893
BKI-4221,fcbk,84.70219624,25.10306433
BKI-4222,fcbk,85.0859081,26.74046644
BKI-4223,fcbk,84.88230947,26.69495152
BKI-4224,fcbk,84.93519817,26.69152292
BKI-4225,fcbk,84.94763966,26.68121755
BKI-4226,fcbk,84.83889219,26.70619839
BKI-4227,fcbk,84.950762,26.46049783
BKI-4228,zigzag,84.98448702,26.41618124
BKI-4229,fcbk,84.88445434,26.70654996
BKI-4230,zigzag,85.09736841,26.60757708
BKI-4231,zigzag,84.99389912,26.50059448
BKI-4232,zigzag,84.93807208,26.70262539
BKI-4233,fcbk,85.00792254,24.91963522
BKI-4234,zigzag,84.83905497,24.97574678
BKI-4235,fcbk,84.8100594,26.72977657
BKI-4236,fcbk,85.05566133,26.56825776
BKI-4237,zigzag,84.85205945,26.54564867
BKI-4238,fcbk,85.07269426,26.54773511
BKI-4239,zigzag,84.90814901,26.71556777
BKI-4240,zigzag,84.9699396,26.72131689
BKI-4241,fcbk,84.89795155,26.70917032
BKI-4242,zigzag,84.85915535,26.6892079
BKI-4243,fcbk,84.91038041,26.7155286
BKI-4244,zigzag,85.04758927,26.42845114
BKI-4245,fcbk,85.08778825,26.4756976
BKI-4246,fcbk,84.97673735,26.78891513
BKI-4247,fcbk,84.67917002,26.54014409
BKI-4248,fcbk,85.07868699,26.78925486
BKI-4249,zigzag,84.98536882,26.78389934
BKI-4250,fcbk,84.80535759,26.77346903
BKI-4251,fcbk,84.97526205,26.73594569
BKI-4252,fcbk,85.117294,26.52503049
BKI-4253,zigzag,84.93831087,26.69986713
BKI-4254,fcbk,84.98754944,26.41227384
BKI-4255,zigzag,85.06154462,26.63203359
BKI-4256,fcbk,84.84035836,26.41000517
BKI-4257,fcbk,85.03412989,26.56629581
BKI-4258,fcbk,84.78367936,26.74965563
BKI-4259,fcbk,84.76204535,26.41942317
BKI-4260,fcbk,85.11012618,26.62694539
BKI-4261,zigzag,84.99803693,26.41137083
BKI-4262,zigzag,85.11031225,26.77816985
BKI-4263,fcbk,84.74729672,26.72076017
BKI-4264,zigzag,85.03623086,26.5072603
BKI-4265,fcbk,84.77950202,26.51873539
BKI-4266,zigzag,84.96316313,26.76914177
BKI-4267,zigzag,85.04331871,26.5046429
BKI-4268,zigzag,85.10606024,26.76834545
BKI-4269,zigzag,85.07249237,26.68786146
BKI-4270,zigzag,82.7080278,26.47295254
BKI-4271,fcbk,85.1153251,24.89597661
BKI-4272,fcbk,84.68212517,26.53805389
BKI-4273,fcbk,84.79992436,26.71494976
BKI-4274,fcbk,84.88250307,26.74671429
BKI-4275,fcbk,85.10909826,26.63729366
BKI-4276,zigzag,84.67251957,26.56371607
BKI-4277,fcbk,84.95939,26.48608351
BKI-4278,fcbk,84.99232268,26.79014495
BKI-4279,fcbk,85.06706863,26.62766068
BKI-4280,fcbk,84.95304861,26.48360134
BKI-4281,zigzag,84.8807024,26.68646475
BKI-4282,fcbk,84.82204807,26.75859905
BKI-4283,fcbk,84.843044,26.77041483
BKI-4284,fcbk,84.96783404,26.79068324
BKI-4285,fcbk,84.69500323,26.5319406
BKI-4286,fcbk,84.67477181,26.54335949
BKI-4287,fcbk,84.94977175,26.69826116
BKI-4288,fcbk,84.75882332,25.16949609
BKI-4289,fcbk,85.00293766,24.89028462
BKI-4290,fcbk,84.67167295,26.56673116
BKI-4291,fcbk,84.67211182,26.54071125
BKI-4292,fcbk,85.02300399,26.4712261
BKI-4293,zigzag,85.08047262,26.76441819
BKI-4294,fcbk,85.07573602,26.71245186
BKI-4295,fcbk,84.99190375,26.74140255
BKI-4296,fcbk,84.95729029,26.70571371
BKI-4297,fcbk,84.81038587,26.67387791
BKI-4298,fcbk,84.69049482,26.50462017
BKI-4299,fcbk,84.94935916,26.49420925
BKI-4305,fcbk,77.81079988,27.07325082
BKI-4306,zigzag,85.06743994,24.79411322
BKI-4310,fcbk,88.25342374,24.40367127
BKI-4313,zigzag,88.05736873,24.53012235
BKI-4314,zigzag,87.9982418,24.376442
BKI-4315,zigzag,88.0340695,24.54743966
BKI-4316,fcbk,84.79822216,25.1446016
BKI-4317,zigzag,88.10034216,24.45657921
BKI-4318,zigzag,88.09828682,24.45823382
BKI-4319,zigzag,88.22998575,24.38483112
BKI-4320,zigzag,88.22290121,24.3879606
BKI-4321,fcbk,87.99402217,24.61890955
BKI-4322,zigzag,88.21726738,24.42218215
BKI-4323,zigzag,88.17039535,24.42541048
BKI-4324,fcbk,88.08431233,24.4463083
BKI-4325,fcbk,88.06621862,24.5637236
BKI-4326,zigzag,87.99671728,24.61964181
BKI-4327,zigzag,88.22072604,24.374999
BKI-4328,fcbk,88.23325295,24.38347506
BKI-4329,zigzag,88.04024846,24.43360842
BKI-4330,zigzag,88.21304945,24.42765434
BKI-4331,fcbk,84.91061276,24.9565048
BKI-4332,fcbk,84.92263243,25.06949623
BKI-4333,zigzag,88.18690334,24.42175722
BKI-4334,zigzag,88.25398458,24.40893276
BKI-4335,fcbk,88.1913729,24.41848912
BKI-4336,zigzag,88.06811009,24.44685923
BKI-4337,zigzag,88.05637691,24.5765804
BKI-4338,zigzag,87.98163755,24.61945134
BKI-4339,zigzag,88.00275082,24.59819306
BKI-4340,zigzag,88.05603259,24.57501905
BKI-4341,zigzag,88.06972283,24.56482357
BKI-4342,zigzag,88.20362963,24.43399909
BKI-4343,zigzag,87.87894831,24.76304558
BKI-4344,fcbk,88.10382638,24.46079277
BKI-4345,fcbk,88.13269586,24.42104138
BKI-4346,zigzag,87.99136559,24.62188202
BKI-4347,zigzag,88.21619154,24.37653838
BKI-4350,zigzag,88.21989923,24.36438938
BKI-4351,zigzag,87.99319834,24.62135771
BKI-4352,fcbk,84.89892758,25.08980276
BKI-4353,fcbk,85.08407547,24.98391176
BKI-4366,fcbk,85.11354926,24.86346139
BKI-4367,fcbk,85.06667786,25.17658487
BKI-4368,fcbk,85.02676716,24.98013043
BKI-4379,fcbk,82.70270258,26.325026
BKI-4380,fcbk,82.61610386,26.25129202
BKI-4381,fcbk,82.55602474,26.1529558
BKI-4382,fcbk,82.79532723,26.04642381
BKI-4383,zigzag,82.67391538,26.26670719
BKI-4384,zigzag,82.7432832,26.20901895
BKI-4385,fcbk,82.80636032,26.14635081
BKI-4386,fcbk,73.95786662,29.87593082
BKI-4387,fcbk,74.30275055,29.58623553
BKI-4388,fcbk,74.19118041,29.66510938
BKI-4389,fcbk,74.31060195,29.59989648
BKI-4390,fcbk,73.9911311,29.92365131
BKI-4391,fcbk,74.01619489,29.92204537
BKI-4392,fcbk,74.06598799,29.63569845
BKI-4393,fcbk,74.11907573,29.81030003
BKI-4394,zigzag,85.08538017,24.97435156
BKI-4395,fcbk,85.08952171,25.03539318
BKI-4396,fcbk,84.89878063,24.96438258
BKI-4397,fcbk,73.96938107,29.88072411
BKI-4398,fcbk,74.06354295,29.63895392
BKI-4399,fcbk,74.33894687,29.62068337
BKI-4400,fcbk,73.9579285,29.87786573
BKI-4401,fcbk,74.0088318,29.8462913
BKI-4402,fcbk,74.31724685,29.61937131
BKI-4403,fcbk,74.08944756,29.75141377
BKI-4404,fcbk,74.17289061,29.88265725
BKI-4405,fcbk,73.92813322,29.63221414
BKI-4406,fcbk,74.06361454,29.64094806
BKI-4407,fcbk,74.27564201,29.587959
BKI-4408,fcbk,73.89474346,29.66391728
BKI-4409,fcbk,74.11336362,29.66707739
BKI-4410,fcbk,73.90654277,29.60156797
BKI-4411,fcbk,73.98025558,29.78429816
BKI-4412,fcbk,73.94676116,29.61720577
BKI-4413,fcbk,74.20174001,29.6521193
BKI-4414,fcbk,73.90769142,29.7862429
BKI-4415,fcbk,74.03230371,29.62747244
BKI-4416,fcbk,74.23022964,29.58141628
BKI-4417,fcbk,74.03212505,29.63574433
BKI-4418,fcbk,74.28740572,29.85368459
BKI-4419,fcbk,74.14191444,29.70208848
BKI-4420,fcbk,74.09596671,29.89555283
BKI-4421,fcbk,74.15235074,29.83099415
BKI-4422,fcbk,74.30543172,29.87699572
BKI-4423,fcbk,73.90363183,29.79903563
BKI-4424,fcbk,84.87539752,25.01189472
BKI-4425,fcbk,74.08032064,29.75330271
BKI-4426,fcbk,74.32551215,29.87231046
BKI-4427,fcbk,74.11643465,29.6563381
BKI-4428,fcbk,74.149479,29.69654996
BKI-4429,fcbk,74.27524023,29.58243863
BKI-4430,fcbk,73.93580291,29.87134153
BKI-4431,fcbk,74.11856577,29.65665848
BKI-4432,fcbk,74.30569041,29.57081928
BKI-4433,fcbk,74.31854968,29.87626297
BKI-4434,fcbk,74.27534212,29.58171715
BKI-4435,fcbk,74.32653225,29.94899689
BKI-4436,fcbk,74.24198133,29.5969846
BKI-4437,fcbk,73.95418269,29.78640742
BKI-4438,fcbk,79.4817049,28.59630263
BKI-4439,fcbk,79.58237498,28.39641803
BKI-4440,fcbk,79.35057784,28.54376125
BKI-4441,fcbk,85.07319351,25.04732508
BKI-4442,fcbk,84.81941866,25.10061554
BKI-4443,fcbk,79.50825536,28.53089859
BKI-4444,fcbk,79.30340896,28.74998292
BKI-4445,fcbk,79.65038636,28.75846085
BKI-4446,fcbk,79.29853562,28.56557356
BKI-4447,fcbk,79.34687109,28.50520242
BKI-4448,fcbk,79.40823711,28.63563802
BKI-4449,fcbk,79.36820831,28.75669527
BKI-4450,fcbk,79.28936603,28.59744642
BKI-4451,fcbk,79.59624212,28.67125198
BKI-4452,fcbk,79.43373115,28.75404326
BKI-4453,fcbk,79.35229292,28.62589737
BKI-4454,fcbk,79.33990287,28.50434069
BKI-4455,fcbk,79.35157032,28.64081226
BKI-4456,fcbk,79.28959683,28.63247736
BKI-4457,fcbk,79.31771751,28.75063918
BKI-4458,fcbk,79.4131386,28.62174588
BKI-4459,fcbk,79.43583331,28.65753781
BKI-4460,fcbk,79.41978236,28.76385589
BKI-4461,fcbk,79.54376175,28.471468
BKI-4462,fcbk,79.70341721,28.7077164
BKI-4463,fcbk,79.58496893,28.47587292
BKI-4464,fcbk,84.4812044,26.94055992
BKI-4465,fcbk,84.63366501,27.00620902
BKI-4466,zigzag,84.43735191,27.01520071
BKI-4467,fcbk,84.43309014,27.09616735
BKI-4468,zigzag,84.33567619,27.08141051
BKI-4469,zigzag,84.37012527,27.05199375
BKI-4470,zigzag,84.51423771,27.11443856
BKI-4471,zigzag,84.50724689,27.11776762
BKI-4472,fcbk,84.66021744,27.15007393
BKI-4473,fcbk,84.64706313,26.82286935
BKI-4474,zigzag,85.00384417,24.86973521
BKI-4475,fcbk,84.98525526,24.92379359
BKI-4476,zigzag,84.63076622,27.12889756
BKI-4477,fcbk,84.66123817,27.12004892
BKI-4478,fcbk,84.66580395,26.90921735
BKI-4479,fcbk,84.42971478,27.09690462
BKI-4480,zigzag,84.49926099,27.09047781
BKI-4481,fcbk,84.59329641,27.15001679
BKI-4482,fcbk,84.59632739,27.13492773
BKI-4483,zigzag,84.49650591,27.10892116
BKI-4484,fcbk,84.63794511,27.08232689
BKI-4485,fcbk,84.32864287,27.17758881
BKI-4486,zigzag,84.62438888,27.1599597
BKI-4487,zigzag,84.43263651,27.0954236
BKI-4488,fcbk,84.59296353,26.93567896
BKI-4489,fcbk,84.61945029,26.99492266
BKI-4490,fcbk,84.66775202,26.84239707
BKI-4491,fcbk,84.76078639,25.17311035
BKI-4492,zigzag,84.84349664,24.88018579
BKI-4493,fcbk,84.56048789,26.86134707
BKI-4494,zigzag,84.22319517,27.12569096
BKI-4495,fcbk,84.6475555,26.82986967
BKI-4496,zigzag,84.55471105,26.86549408
BKI-4497,fcbk,84.61175908,26.9601618
BKI-4498,fcbk,74.22549172,29.95660885
BKI-4499,fcbk,78.47949765,29.15863113
BKI-4500,fcbk,78.64453482,28.95124165
BKI-4501,fcbk,78.58623931,29.04864789
BKI-4502,fcbk,78.54348646,28.79816057
BKI-4503,fcbk,78.70551847,28.90098869
BKI-4504,fcbk,78.82634103,28.96047484
BKI-4505,zigzag,78.54505603,29.03881644
BKI-4506,fcbk,78.57929367,28.85194279
BKI-4507,fcbk,78.61109538,28.8364897
BKI-4508,fcbk,78.73270983,29.13552647
BKI-4509,fcbk,78.52688805,28.82024712
BKI-4510,fcbk,78.70727765,28.79823367
BKI-4511,fcbk,78.70816066,28.89962309
BKI-4512,fcbk,78.50653617,28.8661521
BKI-4513,fcbk,78.4311743,29.1535742
BKI-4514,fcbk,78.64995621,28.94008458
BKI-4515,fcbk,78.6983286,28.80106148
BKI-4516,fcbk,78.5838327,29.1146055
BKI-4517,fcbk,78.79536808,29.06163233
BKI-4518,fcbk,74.22025956,29.95564406
BKI-4519,fcbk,78.63842718,28.8191062
BKI-4520,fcbk,78.63089436,29.0995599
BKI-4521,fcbk,78.48014914,28.85234645
BKI-4522,fcbk,78.62838033,28.80255662
BKI-4523,fcbk,78.64659377,29.01916365
BKI-4524,fcbk,78.54578143,29.01771529
BKI-4525,fcbk,78.69273468,28.82105697
BKI-4526,fcbk,78.78643351,29.06278488
BKI-4527,fcbk,78.6166288,28.8100482
BKI-4528,fcbk,78.53273231,28.91477927
BKI-4529,fcbk,78.76272207,29.04238856
BKI-4530,fcbk,78.78888542,28.98889971
BKI-4531,fcbk,78.52584614,28.90218602
BKI-4532,fcbk,78.68326632,28.81501887
BKI-4533,fcbk,78.55454464,29.10861232
BKI-4534,fcbk,78.61966024,29.01459923
BKI-4535,fcbk,78.38836742,28.87716876
BKI-4536,fcbk,84.86366726,24.90322151
BKI-4537,fcbk,77.43308099,29.51243479
BKI-4538,fcbk,77.36730721,29.42353827
BKI-4539,fcbk,77.44181908,29.24128804
BKI-4540,fcbk,77.23446963,29.2551257
BKI-4541,fcbk,77.39993153,29.40096339
BKI-4542,fcbk,77.36723822,29.31238861
BKI-4543,zigzag,77.09224125,29.23954087
BKI-4544,fcbk,77.434604,29.22756115
BKI-4545,zigzag,77.38715557,29.42374097
BKI-4546,fcbk,77.32099468,29.35726892
BKI-4547,zigzag,77.35383879,29.36985358
BKI-4548,fcbk,77.18573062,29.33337319
BKI-4549,fcbk,78.69870595,28.90271108
BKI-4550,fcbk,82.21435638,25.48197503
BKI-4551,fcbk,78.61898013,28.83310682
BKI-4552,fcbk,78.49545591,28.8083896
BKI-4553,fcbk,78.49350964,28.94199931
BKI-4554,fcbk,78.55866978,28.78587434
BKI-4555,fcbk,78.61017289,29.116062
BKI-4556,fcbk,78.67735781,28.7983268
BKI-4557,fcbk,78.57540598,28.8845986
BKI-4558,zigzag,78.77308618,29.06488725
BKI-4559,fcbk,78.50944549,28.84218418
BKI-4560,fcbk,78.57811182,28.85031689
BKI-4561,fcbk,78.49274048,28.81343053
BKI-4562,fcbk,78.5478383,28.78649538
BKI-4563,fcbk,78.54991456,28.79469139
BKI-4564,zigzag,77.28342906,29.51152965
BKI-4565,fcbk,77.37651145,29.44591051
BKI-4566,fcbk,77.4125401,29.47136608
BKI-4567,fcbk,77.28159388,29.51387587
BKI-4568,fcbk,77.37922438,29.52897678
BKI-4569,zigzag,88.32250004,25.65785039
BKI-4570,fcbk,78.42644478,29.0850686
BKI-4571,fcbk,78.51446476,28.81202672
BKI-4572,fcbk,78.45557499,28.93683895
BKI-4573,fcbk,78.68675857,28.81270042
BKI-4574,fcbk,78.49408025,29.14213583
BKI-4575,fcbk,77.42253539,29.28238366
BKI-4576,fcbk,77.42439051,29.34217604
BKI-4577,fcbk,77.31778319,29.3413514
BKI-4578,zigzag,77.32831443,29.34105704
BKI-4579,zigzag,77.34700103,29.47610324
BKI-4580,zigzag,77.30701368,29.17572198
BKI-4581,zigzag,77.35728554,29.38740694
BKI-4582,zigzag,77.20595999,29.18025112
BKI-4583,fcbk,77.45258545,29.38212576
BKI-4584,fcbk,77.29745689,29.19889115
BKI-4585,fcbk,77.34613204,29.44442091
BKI-4586,fcbk,78.67263854,28.81430115
BKI-4587,fcbk,78.52530644,28.79599382
BKI-4588,fcbk,78.78201986,29.02066965
BKI-4589,fcbk,78.48085774,28.85393804
BKI-4590,fcbk,78.61679744,28.83239144
BKI-4591,fcbk,77.2985919,29.34696352
BKI-4592,fcbk,78.45690822,29.10990832
BKI-4593,fcbk,78.6232906,29.13120081
BKI-4594,zigzag,77.09439413,29.23455717
BKI-4595,fcbk,78.51077078,28.91515355
BKI-4596,fcbk,78.67838463,28.816831
BKI-4597,fcbk,78.46949534,28.96562292
BKI-4598,fcbk,78.51119784,28.96591799
BKI-4599,fcbk,78.63848063,28.78516593
BKI-4600,fcbk,77.45124936,29.24906641
BKI-4601,fcbk,78.60398139,28.82282436
BKI-4602,fcbk,78.55226795,28.80340943
BKI-4603,fcbk,78.62098421,28.79998757
BKI-4604,fcbk,77.42092346,29.28789877
BKI-4605,fcbk,77.40459421,29.35068967
BKI-4606,fcbk,78.52068553,28.80438463
BKI-4607,fcbk,78.52126085,28.8030715
BKI-4608,fcbk,78.54678527,29.06957929
BKI-4609,fcbk,78.70259145,28.79997181
BKI-4610,fcbk,85.09110679,25.15192147
BKI-4611,fcbk,84.87987733,25.15703141
BKI-4612,fcbk,77.38161083,29.1927844
BKI-4613,zigzag,77.44347795,29.21010845
BKI-4614,zigzag,77.38564804,29.27803584
BKI-4615,zigzag,77.19398841,29.21646223
BKI-4616,zigzag,77.30744344,29.20976424
BKI-4617,zigzag,77.03644491,29.45728104
BKI-4618,fcbk,77.32896221,29.2616338
BKI-4619,zigzag,77.04999608,29.45829604
BKI-4620,fcbk,77.41886632,29.37482876
BKI-4621,fcbk,77.37439333,29.4234041
BKI-4622,fcbk,77.38000017,29.52458815
BKI-4623,zigzag,77.32779488,29.32889595
BKI-4624,fcbk,77.19886889,29.22613604
BKI-4625,zigzag,77.04829052,29.46470335
BKI-4626,fcbk,78.42675491,28.97155417
BKI-4627,fcbk,78.61409212,28.98151754
BKI-4628,fcbk,78.63941655,28.95414216
BKI-4629,fcbk,77.36944395,29.37323934
BKI-4630,zigzag,77.26318898,28.00295397
BKI-4631,fcbk,77.25188094,28.08732941
BKI-4632,zigzag,77.39344466,28.27772278
BKI-4633,fcbk,77.38987508,28.38029866
BKI-4634,zigzag,77.38187846,28.34481239
BKI-4635,zigzag,77.4109508,28.23945501
BKI-4636,fcbk,77.28871518,28.07828235
BKI-4637,zigzag,77.33360052,28.26470563
BKI-4638,zigzag,77.41023003,28.2414965
BKI-4639,zigzag,77.3159213,28.01781091
BKI-4640,fcbk,77.09059215,28.14475391
BKI-4641,zigzag,77.30128873,28.02329635
BKI-4642,zigzag,77.43054893,28.2537512
BKI-4643,zigzag,77.32859535,28.03847047
BKI-4644,zigzag,77.38865947,28.27610343
BKI-4645,zigzag,77.27561093,28.22612305
BKI-4646,zigzag,77.39365349,28.16891311
BKI-4647,zigzag,77.39847468,28.3103396
BKI-4648,zigzag,77.44127543,28.25379498
BKI-4649,zigzag,77.27107925,28.08198735
BKI-4650,zigzag,77.05541403,28.29923473
BKI-4651,fcbk,77.26226543,27.99811197
BKI-4652,zigzag,77.40457797,28.2535933
BKI-4653,fcbk,77.20848439,28.27206107
BKI-4654,zigzag,77.08796413,28.12191316
BKI-4655,zigzag,77.42261961,28.21903821
BKI-4656,fcbk,77.06852463,28.10123534
BKI-4657,fcbk,77.30535302,28.27657412
BKI-4658,zigzag,77.43549476,28.23174865
BKI-4659,fcbk,77.09318014,28.09993002
BKI-4660,fcbk,77.39231473,28.3711817
BKI-4661,fcbk,84.80693446,25.15444385
BKI-4662,zigzag,77.41648553,28.2632079
BKI-4663,fcbk,77.33213554,28.00786972
BKI-4664,fcbk,77.27391578,28.08827912
BKI-4665,zigzag,77.39772159,28.24545484
BKI-4666,zigzag,77.21367776,28.00538543
BKI-4667,fcbk,77.33114754,28.22948575
BKI-4668,zigzag,77.33015662,28.26515683
BKI-4669,fcbk,77.05639701,28.11069868
BKI-4670,zigzag,84.79973728,25.01215905
BKI-4671,fcbk,84.83754088,24.89380383
BKI-4672,fcbk,77.06891333,28.10739172
BKI-4673,fcbk,82.18417819,27.57660232
BKI-4674,zigzag,82.07417838,27.57961304
BKI-4675,fcbk,82.32104549,27.22475871
BKI-4676,zigzag,82.01073785,27.46509993
BKI-4677,fcbk,82.41815867,27.22665606
BKI-4678,fcbk,77.39687671,28.28390016
BKI-4679,zigzag,77.21890379,27.99136755
BKI-4680,fcbk,77.09208014,28.10760363
BKI-4681,zigzag,77.40568021,28.12277223
BKI-4682,zigzag,77.38890499,28.08056652
BKI-4683,zigzag,77.33262806,28.03978836
BKI-4684,zigzag,77.43695981,28.25368975
BKI-4685,zigzag,77.39982051,28.2486419
BKI-4686,zigzag,77.39416424,28.27363521
BKI-4687,zigzag,77.23870542,28.06385062
BKI-4688,fcbk,77.06697924,28.11991945
BKI-4689,zigzag,77.42077012,28.22593159
BKI-4690,zigzag,77.26006969,28.07063684
BKI-4691,zigzag,77.30054408,28.07092316
BKI-4692,fcbk,82.21766212,27.30202004
BKI-4693,fcbk,82.26759355,27.45409468
BKI-4694,fcbk,82.24177478,27.36196259
BKI-4695,fcbk,82.34924187,27.49115017
BKI-4696,zigzag,81.98225021,27.50496642
BKI-4697,fcbk,82.42226305,27.56824132
BKI-4698,fcbk,82.25882934,27.44660687
BKI-4699,fcbk,82.17206992,27.23823758
BKI-4700,fcbk,82.06865689,27.36447302
BKI-4701,fcbk,82.25635448,27.5730789
BKI-4702,zigzag,77.3974009,28.24418465
BKI-4703,zigzag,77.39934584,28.2429329
BKI-4704,zigzag,77.3346215,28.25459693
BKI-4705,zigzag,77.23194042,28.09146532
BKI-4706,zigzag,77.13669698,28.13451107
BKI-4707,zigzag,77.38254722,28.24011873
BKI-4708,fcbk,77.09626493,28.10126558
BKI-4709,fcbk,82.37491268,27.31036235
BKI-4710,zigzag,82.09311008,27.48680131
BKI-4711,fcbk,82.21969487,27.43674516
BKI-4712,fcbk,82.26511507,27.27254925
BKI-4713,fcbk,82.27353591,27.27095694
BKI-4714,zigzag,82.1052922,27.48721309
BKI-4715,fcbk,82.10595273,27.19594152
BKI-4716,zigzag,85.11582023,24.86831364
BKI-4717,zigzag,84.90274898,24.94742248
BKI-4718,fcbk,77.44001628,28.20360346
BKI-4719,zigzag,77.36948236,28.28828269
BKI-4720,zigzag,77.39820115,28.28000005
BKI-4721,fcbk,81.95050959,25.29241694
BKI-4722,fcbk,81.8476077,25.33272621
BKI-4723,fcbk,81.6821261,25.49455957
BKI-4724,fcbk,81.95224791,25.23997289
BKI-4725,fcbk,81.95837317,25.49453702
BKI-4726,fcbk,81.9066172,25.24141712
BKI-4727,fcbk,82.20780044,27.43628783
BKI-4728,fcbk,82.17459878,27.548707
BKI-4729,fcbk,82.24166125,27.25981146
BKI-4730,fcbk,82.13209912,27.56430204
BKI-4731,fcbk,82.28019231,27.25680428
BKI-4732,fcbk,82.05834905,27.34065468
BKI-4733,fcbk,82.17551496,27.23957654
BKI-4734,fcbk,82.17231437,27.27339556
BKI-4735,fcbk,82.36728329,27.35795912
BKI-4736,fcbk,82.15870631,27.23968504
BKI-4737,zigzag,82.01240285,27.47847029
BKI-4738,fcbk,81.83664947,25.33314219
BKI-4739,fcbk,81.91445604,25.202729
BKI-4740,fcbk,81.73771045,25.39256657
BKI-4741,fcbk,81.95678067,25.29196907
BKI-4742,fcbk,81.83996226,25.35643512
BKI-4743,fcbk,81.57708245,25.52940251
BKI-4744,fcbk,82.23430397,27.26472221
BKI-4745,fcbk,82.3121215,27.52752732
BKI-4746,fcbk,84.85346847,24.88453777
BKI-4747,zigzag,84.98827926,24.91737109
BKI-4748,fcbk,82.40288893,27.40376408
BKI-4749,fcbk,82.25073219,27.25902433
BKI-4750,zigzag,81.98400614,27.50208015
BKI-4751,fcbk,82.39591337,27.5113065
BKI-4752,fcbk,82.16358658,27.19327767
BKI-4753,fcbk,82.39029438,27.30423165
BKI-4754,fcbk,81.98770105,27.3271073
BKI-4755,fcbk,82.26244687,27.27493218
BKI-4756,zigzag,82.27978241,27.38735658
BKI-4757,zigzag,82.0971937,27.48753118
BKI-4758,zigzag,81.9550726,25.44347383
BKI-4759,fcbk,81.63578068,25.51236043
BKI-4760,fcbk,81.83589416,25.31966572
BKI-4761,zigzag,81.83096578,25.31737521
BKI-4762,fcbk,81.67502598,25.46438137
BKI-4763,fcbk,81.83073216,25.32665683
BKI-4764,zigzag,81.84854882,25.33449781
BKI-4765,fcbk,81.96286335,25.24233418
BKI-4766,fcbk,82.36407602,27.55906234
BKI-4767,fcbk,82.09423099,27.48893287
BKI-4768,fcbk,82.18021537,27.57560486
BKI-4769,fcbk,82.34561148,27.2051276
BKI-4770,fcbk,81.95033345,25.29486831
BKI-4771,fcbk,82.37597395,27.50765182
BKI-4772,fcbk,82.23865125,27.27292955
BKI-4773,fcbk,84.76096909,25.14464398
BKI-4774,zigzag,85.0475465,24.79529388
BKI-4775,fcbk,85.09593861,24.84806453
BKI-4776,fcbk,81.64882335,25.48706446
BKI-4777,fcbk,81.84133421,25.31374556
BKI-4778,fcbk,81.86326239,25.32671418
BKI-4779,fcbk,81.66147245,25.58057328
BKI-4780,fcbk,74.4125327,29.55884642
BKI-4781,fcbk,74.42527121,29.46857399
BKI-4782,fcbk,74.74719882,29.1820906
BKI-4783,fcbk,74.52059008,29.34921407
BKI-4784,fcbk,74.57719392,29.52191042
BKI-4785,fcbk,74.73596687,29.17827683
BKI-4786,fcbk,82.2696494,27.27893668
BKI-4787,fcbk,81.9816093,27.50584202
BKI-4788,fcbk,82.27540869,27.31299029
BKI-4789,fcbk,82.29662577,27.20144876
BKI-4790,fcbk,82.29982984,27.40061387
BKI-4791,fcbk,82.27535373,27.54625263
BKI-4792,fcbk,82.17143868,27.45878299
BKI-4793,fcbk,82.0621819,27.26334183
BKI-4794,zigzag,82.251802,27.28329506
BKI-4795,fcbk,74.58971739,29.22623627
BKI-4796,fcbk,74.43437135,29.21043074
BKI-4797,fcbk,74.36611874,29.43990186
BKI-4798,fcbk,74.53763234,29.42206419
BKI-4799,fcbk,74.36898724,29.43770548
BKI-4800,fcbk,74.70331233,29.26396429
BKI-4801,fcbk,74.36859813,29.37848129
BKI-4802,fcbk,85.06715759,25.04591359
BKI-4803,fcbk,74.46891491,29.28094808
BKI-4804,fcbk,82.24774484,27.27101675
BKI-4805,zigzag,82.18532346,27.40046511
BKI-4806,fcbk,82.01747259,27.27354536
BKI-4807,fcbk,82.34761349,27.42458734
BKI-4808,fcbk,82.27502552,27.4694971
BKI-4809,fcbk,82.29294387,27.20339994
BKI-4810,fcbk,82.1721378,27.54995733
BKI-4811,fcbk,82.42159785,27.5014182
BKI-4812,zigzag,84.85574914,24.89699366
