id,iso3_count,original_i,temporal_g,gas,emissions_,emission_1,emission_2,capacity,capacity_u,activity,activity_u,source_nam,source_typ,lat,lon,other1,other2,other4,other5,other6,other7,other8,other9,other10,other1_def,other2_def,other4_def,other5_def,other6_def,other7_def,other8_def,other9_def,other10_de
220,IND,solid-waste-disposal,annual,co2e_100yr,14323.77,0,,5135.43,m2,10334.98,T of waste,"Digha Contai Road, Contai, Contai-I",Dumpsites,21.76500681,87.73044549,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
221,IND,solid-waste-disposal,annual,co2e_20yr,42971.3,0,,5135.43,m2,10334.98,T of waste,"Digha Contai Road, Contai, Contai-I",Dumpsites,21.76500681,87.73044549,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
222,IND,solid-waste-disposal,annual,co2,0,0,,4450.4,m2,8451.97,T of waste,"Badu, Barasat - Ii, North 24 Parganas",Dumpsites,22.69162163,88.50129819,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
223,IND,solid-waste-disposal,annual,ch4,419.82,0.049671,T of CO2 per T of waste,4450.4,m2,8451.97,T of waste,"Badu, Barasat - Ii, North 24 Parganas",Dumpsites,22.69162163,88.50129819,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
224,IND,solid-waste-disposal,annual,n2o,0,0,,4450.4,m2,8451.97,T of waste,"Badu, Barasat - Ii, North 24 Parganas",Dumpsites,22.69162163,88.50129819,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
225,IND,solid-waste-disposal,annual,co2e_100yr,11754.99,0,,4450.4,m2,8451.97,T of waste,"Badu, Barasat - Ii, North 24 Parganas",Dumpsites,22.69162163,88.50129819,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
226,IND,solid-waste-disposal,annual,co2e_20yr,35264.97,0,,4450.4,m2,8451.97,T of waste,"Badu, Barasat - Ii, North 24 Parganas",Dumpsites,22.69162163,88.50129819,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
227,IND,solid-waste-disposal,annual,co2,0,0,,4450.4,m2,8451.97,T of waste,"Badu, Barasat - Ii, North 24 Parganas",Dumpsites,22.69162163,88.50129819,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
228,IND,solid-waste-disposal,annual,ch4,419.82,0.049671,T of CO2 per T of waste,4450.4,m2,8451.97,T of waste,"Badu, Barasat - Ii, North 24 Parganas",Dumpsites,22.69162163,88.50129819,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
229,IND,solid-waste-disposal,annual,n2o,0,0,,4450.4,m2,8451.97,T of waste,"Badu, Barasat - Ii, North 24 Parganas",Dumpsites,22.69162163,88.50129819,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
230,IND,solid-waste-disposal,annual,co2e_100yr,11754.99,0,,4450.4,m2,8451.97,T of waste,"Badu, Barasat - Ii, North 24 Parganas",Dumpsites,22.69162163,88.50129819,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
231,IND,solid-waste-disposal,annual,co2e_20yr,35264.97,0,,4450.4,m2,8451.97,T of waste,"Badu, Barasat - Ii, North 24 Parganas",Dumpsites,22.69162163,88.50129819,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
232,IND,solid-waste-disposal,annual,co2,0,0,,3930.69,m2,6790.63,T of waste,"Ghaziabad, Ghaziabad District, Uttar Pradesh",Dumpsites,28.71638544,77.33186136,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
233,IND,solid-waste-disposal,annual,ch4,319.93,0.047113,T of CO2 per T of waste,3930.69,m2,6790.63,T of waste,"Ghaziabad, Ghaziabad District, Uttar Pradesh",Dumpsites,28.71638544,77.33186136,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
234,IND,solid-waste-disposal,annual,n2o,0,0,,3930.69,m2,6790.63,T of waste,"Ghaziabad, Ghaziabad District, Uttar Pradesh",Dumpsites,28.71638544,77.33186136,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
235,IND,solid-waste-disposal,annual,co2e_100yr,8957.91,0,,3930.69,m2,6790.63,T of waste,"Ghaziabad, Ghaziabad District, Uttar Pradesh",Dumpsites,28.71638544,77.33186136,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
236,IND,solid-waste-disposal,annual,co2e_20yr,26873.72,0,,3930.69,m2,6790.63,T of waste,"Ghaziabad, Ghaziabad District, Uttar Pradesh",Dumpsites,28.71638544,77.33186136,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
237,IND,solid-waste-disposal,annual,co2,0,0,,3930.69,m2,6790.63,T of waste,"Ghaziabad, Ghaziabad District, Uttar Pradesh",Dumpsites,28.71638544,77.33186136,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
238,IND,solid-waste-disposal,annual,ch4,319.93,0.047113,T of CO2 per T of waste,3930.69,m2,6790.63,T of waste,"Ghaziabad, Ghaziabad District, Uttar Pradesh",Dumpsites,28.71638544,77.33186136,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
239,IND,solid-waste-disposal,annual,n2o,0,0,,3930.69,m2,6790.63,T of waste,"Ghaziabad, Ghaziabad District, Uttar Pradesh",Dumpsites,28.71638544,77.33186136,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
240,IND,solid-waste-disposal,annual,co2e_100yr,8957.91,0,,3930.69,m2,6790.63,T of waste,"Ghaziabad, Ghaziabad District, Uttar Pradesh",Dumpsites,28.71638544,77.33186136,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
241,IND,solid-waste-disposal,annual,co2e_20yr,26873.72,0,,3930.69,m2,6790.63,T of waste,"Ghaziabad, Ghaziabad District, Uttar Pradesh",Dumpsites,28.71638544,77.33186136,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
242,IND,solid-waste-disposal,annual,co2,0,0,,3912.61,m2,8070.45,T of waste,"Moradabad, Uttar Pradesh, India",Dumpsites,28.95735376,78.82445639,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
243,IND,solid-waste-disposal,annual,ch4,404.92,0.050173,T of CO2 per T of waste,3912.61,m2,8070.45,T of waste,"Moradabad, Uttar Pradesh, India",Dumpsites,28.95735376,78.82445639,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
244,IND,solid-waste-disposal,annual,n2o,0,0,,3912.61,m2,8070.45,T of waste,"Moradabad, Uttar Pradesh, India",Dumpsites,28.95735376,78.82445639,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
245,IND,solid-waste-disposal,annual,co2e_100yr,11337.76,0,,3912.61,m2,8070.45,T of waste,"Moradabad, Uttar Pradesh, India",Dumpsites,28.95735376,78.82445639,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
246,IND,solid-waste-disposal,annual,co2e_20yr,34013.29,0,,3912.61,m2,8070.45,T of waste,"Moradabad, Uttar Pradesh, India",Dumpsites,28.95735376,78.82445639,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
247,IND,solid-waste-disposal,annual,co2,0,0,,3912.61,m2,8070.45,T of waste,"Moradabad, Uttar Pradesh, India",Dumpsites,28.95735376,78.82445639,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
248,IND,solid-waste-disposal,annual,ch4,404.92,0.050173,T of CO2 per T of waste,3912.61,m2,8070.45,T of waste,"Moradabad, Uttar Pradesh, India",Dumpsites,28.95735376,78.82445639,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
249,IND,solid-waste-disposal,annual,n2o,0,0,,3912.61,m2,8070.45,T of waste,"Moradabad, Uttar Pradesh, India",Dumpsites,28.95735376,78.82445639,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
250,IND,solid-waste-disposal,annual,co2e_100yr,11337.76,0,,3912.61,m2,8070.45,T of waste,"Moradabad, Uttar Pradesh, India",Dumpsites,28.95735376,78.82445639,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
251,IND,solid-waste-disposal,annual,co2e_20yr,34013.29,0,,3912.61,m2,8070.45,T of waste,"Moradabad, Uttar Pradesh, India",Dumpsites,28.95735376,78.82445639,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
252,IND,solid-waste-disposal,annual,co2,0,0,,3786.85,m2,6958.8,T of waste,"Focal Point - 2, Bathinda, Bathinda Tahsil",Dumpsites,30.18218857,74.95338329,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
253,IND,solid-waste-disposal,annual,ch4,369.36,0.053079,T of CO2 per T of waste,3786.85,m2,6958.8,T of waste,"Focal Point - 2, Bathinda, Bathinda Tahsil",Dumpsites,30.18218857,74.95338329,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
254,IND,solid-waste-disposal,annual,n2o,0,0,,3786.85,m2,6958.8,T of waste,"Focal Point - 2, Bathinda, Bathinda Tahsil",Dumpsites,30.18218857,74.95338329,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
255,IND,solid-waste-disposal,annual,co2e_100yr,10342.17,0,,3786.85,m2,6958.8,T of waste,"Focal Point - 2, Bathinda, Bathinda Tahsil",Dumpsites,30.18218857,74.95338329,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
256,IND,solid-waste-disposal,annual,co2e_20yr,31026.51,0,,3786.85,m2,6958.8,T of waste,"Focal Point - 2, Bathinda, Bathinda Tahsil",Dumpsites,30.18218857,74.95338329,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
257,IND,solid-waste-disposal,annual,co2,0,0,,3786.85,m2,6958.8,T of waste,"Focal Point - 2, Bathinda, Bathinda Tahsil",Dumpsites,30.18218857,74.95338329,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
258,IND,solid-waste-disposal,annual,ch4,369.36,0.053079,T of CO2 per T of waste,3786.85,m2,6958.8,T of waste,"Focal Point - 2, Bathinda, Bathinda Tahsil",Dumpsites,30.18218857,74.95338329,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
259,IND,solid-waste-disposal,annual,n2o,0,0,,3786.85,m2,6958.8,T of waste,"Focal Point - 2, Bathinda, Bathinda Tahsil",Dumpsites,30.18218857,74.95338329,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
260,IND,solid-waste-disposal,annual,co2e_100yr,10342.17,0,,3786.85,m2,6958.8,T of waste,"Focal Point - 2, Bathinda, Bathinda Tahsil",Dumpsites,30.18218857,74.95338329,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
261,IND,solid-waste-disposal,annual,co2e_20yr,31026.51,0,,3786.85,m2,6958.8,T of waste,"Focal Point - 2, Bathinda, Bathinda Tahsil",Dumpsites,30.18218857,74.95338329,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
262,IND,solid-waste-disposal,annual,co2,0,0,,3433.05,m2,7068.94,T of waste,"Greater Noida, Gautam Buddha Nagar, Uttar Pradesh",Dumpsites,28.50383771,77.53238781,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
263,IND,solid-waste-disposal,annual,ch4,314.02,0.044423,T of CO2 per T of waste,3433.05,m2,7068.94,T of waste,"Greater Noida, Gautam Buddha Nagar, Uttar Pradesh",Dumpsites,28.50383771,77.53238781,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
264,IND,solid-waste-disposal,annual,n2o,0,0,,3433.05,m2,7068.94,T of waste,"Greater Noida, Gautam Buddha Nagar, Uttar Pradesh",Dumpsites,28.50383771,77.53238781,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
265,IND,solid-waste-disposal,annual,co2e_100yr,8792.58,0,,3433.05,m2,7068.94,T of waste,"Greater Noida, Gautam Buddha Nagar, Uttar Pradesh",Dumpsites,28.50383771,77.53238781,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
266,IND,solid-waste-disposal,annual,co2e_20yr,26377.74,0,,3433.05,m2,7068.94,T of waste,"Greater Noida, Gautam Buddha Nagar, Uttar Pradesh",Dumpsites,28.50383771,77.53238781,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
267,IND,solid-waste-disposal,annual,co2,0,0,,3433.05,m2,7068.94,T of waste,"Greater Noida, Gautam Buddha Nagar, Uttar Pradesh",Dumpsites,28.50383771,77.53238781,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
268,IND,solid-waste-disposal,annual,ch4,314.02,0.044423,T of CO2 per T of waste,3433.05,m2,7068.94,T of waste,"Greater Noida, Gautam Buddha Nagar, Uttar Pradesh",Dumpsites,28.50383771,77.53238781,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
269,IND,solid-waste-disposal,annual,n2o,0,0,,3433.05,m2,7068.94,T of waste,"Greater Noida, Gautam Buddha Nagar, Uttar Pradesh",Dumpsites,28.50383771,77.53238781,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
270,IND,solid-waste-disposal,annual,co2e_100yr,8792.58,0,,3433.05,m2,7068.94,T of waste,"Greater Noida, Gautam Buddha Nagar, Uttar Pradesh",Dumpsites,28.50383771,77.53238781,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
271,IND,solid-waste-disposal,annual,co2e_20yr,26377.74,0,,3433.05,m2,7068.94,T of waste,"Greater Noida, Gautam Buddha Nagar, Uttar Pradesh",Dumpsites,28.50383771,77.53238781,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
272,IND,solid-waste-disposal,annual,co2,0,0,,3308.05,m2,6172.82,T of waste,"Bally, Bally Jagachha, Howrah",Dumpsites,22.63566759,88.33412936,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
273,IND,solid-waste-disposal,annual,ch4,297.7,0.048227,T of CO2 per T of waste,3308.05,m2,6172.82,T of waste,"Bally, Bally Jagachha, Howrah",Dumpsites,22.63566759,88.33412936,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
274,IND,solid-waste-disposal,annual,n2o,0,0,,3308.05,m2,6172.82,T of waste,"Bally, Bally Jagachha, Howrah",Dumpsites,22.63566759,88.33412936,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
275,IND,solid-waste-disposal,annual,co2e_100yr,8335.55,0,,3308.05,m2,6172.82,T of waste,"Bally, Bally Jagachha, Howrah",Dumpsites,22.63566759,88.33412936,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
276,IND,solid-waste-disposal,annual,co2e_20yr,25006.64,0,,3308.05,m2,6172.82,T of waste,"Bally, Bally Jagachha, Howrah",Dumpsites,22.63566759,88.33412936,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
277,IND,solid-waste-disposal,annual,co2,0,0,,3308.05,m2,6172.82,T of waste,"Bally, Bally Jagachha, Howrah",Dumpsites,22.63566759,88.33412936,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
278,IND,solid-waste-disposal,annual,ch4,297.7,0.048227,T of CO2 per T of waste,3308.05,m2,6172.82,T of waste,"Bally, Bally Jagachha, Howrah",Dumpsites,22.63566759,88.33412936,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
279,IND,solid-waste-disposal,annual,n2o,0,0,,3308.05,m2,6172.82,T of waste,"Bally, Bally Jagachha, Howrah",Dumpsites,22.63566759,88.33412936,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
280,IND,solid-waste-disposal,annual,co2e_100yr,8335.55,0,,3308.05,m2,6172.82,T of waste,"Bally, Bally Jagachha, Howrah",Dumpsites,22.63566759,88.33412936,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
281,IND,solid-waste-disposal,annual,co2e_20yr,25006.64,0,,3308.05,m2,6172.82,T of waste,"Bally, Bally Jagachha, Howrah",Dumpsites,22.63566759,88.33412936,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
282,IND,solid-waste-disposal,annual,co2,0,0,,3272.18,m2,6141.92,T of waste,"Sampatchak, Patna District, Bihar",Dumpsites,25.56613117,85.17826957,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
283,IND,solid-waste-disposal,annual,ch4,276.14,0.04496,T of CO2 per T of waste,3272.18,m2,6141.92,T of waste,"Sampatchak, Patna District, Bihar",Dumpsites,25.56613117,85.17826957,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
284,IND,solid-waste-disposal,annual,n2o,0,0,,3272.18,m2,6141.92,T of waste,"Sampatchak, Patna District, Bihar",Dumpsites,25.56613117,85.17826957,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
285,IND,solid-waste-disposal,annual,co2e_100yr,7731.95,0,,3272.18,m2,6141.92,T of waste,"Sampatchak, Patna District, Bihar",Dumpsites,25.56613117,85.17826957,Global Plastic Watch,,modeled,2021,Active,,,0,0,metadata_source,landfill_area_source,emissions_estimation_method,metadata_reported_year,operating_status,landfill_gas_collection_system_present,landfill_cover_type,original_reported_annual_incoming_waste,original_reported_waste_in_place
