VALUE,ZONE_CODE,COUNT,AREA,SUM
Thasra,192,854.000000000000000,0.059305555555555,0.000000000000000
Vadasinor,193,719.000000000000000,0.049930555555555,0.000000000000000
Chanasma,194,525.000000000000000,0.036458333333333,0.000000000000000
Kadi,195,1044.000000000000000,0.072499999999999,0.000000000000000
Kheralu,196,1201.000000000000000,0.083402777777777,0.000000000000000
Mahesana,197,1013.000000000000000,0.070347222222222,0.000000000000000
Vijapur,198,1194.000000000000000,0.082916666666666,0.000000000000000
Visnagar,199,628.000000000000000,0.043611111111111,0.000000000000000
Lunavada,200,1225.000000000000000,0.085069444444444,0.000000000000000
Santrampur,201,1737.000000000000000,0.120624999999999,0.000000000000000
Halvad,202,1589.000000000000000,0.110347222222221,0.000000000000000
Maliya Miyana,203,952.000000000000000,0.066111111111111,0.000000000000000
Morbi,204,2133.000000000000000,0.148124999999999,0.000000000000000
Wankaner,205,1409.000000000000000,0.097847222222221,0.000000000000000
Dediapada,206,1144.000000000000000,0.079444444444444,0.000000000000000
Rajpipla,207,1429.000000000000000,0.099236111111110,0.000000000000000
Sagbara,208,140.000000000000000,0.009722222222222,0.000000000000000
Godhra,209,1307.000000000000000,0.090763888888888,0.000000000000000
Halol,210,659.000000000000000,0.045763888888889,0.000000000000000
Jambughoda,211,187.000000000000000,0.012986111111111,0.000000000000000
Shehera,212,725.000000000000000,0.050347222222222,0.000000000000000
Harij,213,524.000000000000000,0.036388888888889,0.000000000000000
n.a. ( 922),214,595.000000000000000,0.041319444444444,0.000000000000000
n.a. ( 930),215,154.000000000000000,0.010694444444444,0.000000000000000
Patan,216,3146.000000000000000,0.218472222222220,0.000000000000000
Radhanpur,217,697.000000000000000,0.048402777777777,0.000000000000000
Sami,218,1916.000000000000000,0.133055555555554,0.000000000000000
Santalpur,219,1651.000000000000000,0.114652777777777,0.000000000000000
Siddhapur,220,833.000000000000000,0.057847222222222,0.000000000000000
Kutiyana,221,523.000000000000000,0.036319444444444,0.000000000000000
Porbandar,222,991.000000000000000,0.068819444444444,0.000000000000000
Ranavav,223,699.000000000000000,0.048541666666666,0.000000000000000
Dhoraji,224,610.000000000000000,0.042361111111111,0.000000000000000
Gondal,225,1423.000000000000000,0.098819444444444,0.000000000000000
Jam Kandorna,226,755.000000000000000,0.052430555555555,0.000000000000000
Jasdan,227,1708.000000000000000,0.118611111111110,0.000000000000000
Jetpur,228,878.000000000000000,0.060972222222222,0.000000000000000
Kotda Sangani,229,452.000000000000000,0.031388888888889,0.000000000000000
Lodhi ka Mahal,230,468.000000000000000,0.032500000000000,0.000000000000000
n.a. ( 1171),231,114.000000000000000,0.007916666666667,0.000000000000000
n.a. ( 1182),232,79.000000000000000,0.005486111111111,0.000000000000000
Padadhari,233,781.000000000000000,0.054236111111111,0.000000000000000
Rajkot,234,1340.000000000000000,0.093055555555555,0.000000000000000
Upleta,235,973.000000000000000,0.067569444444444,0.000000000000000
Himatnagar,236,979.000000000000000,0.067986111111111,0.000000000000000
Idar,237,1479.000000000000000,0.102708333333333,0.000000000000000
Khed Brahma,238,1151.000000000000000,0.079930555555555,0.000000000000000
Prantij,239,1101.000000000000000,0.076458333333333,0.000000000000000
Vijayanagar,240,627.000000000000000,0.043541666666666,0.000000000000000
Mangrol,241,1501.000000000000000,0.104236111111110,0.000000000000000
Chotila,242,1339.000000000000000,0.092986111111110,0.000000000000000
Dasada,243,2108.000000000000000,0.146388888888888,0.000000000000000
Dhrangadhra,244,1753.000000000000000,0.121736111111110,0.000000000000000
Lakhtar,245,954.000000000000000,0.066249999999999,0.000000000000000
Limbdi,246,2119.000000000000000,0.147152777777777,0.000000000000000
Muli,247,1183.000000000000000,0.082152777777777,0.000000000000000
Sayla,248,1196.000000000000000,0.083055555555555,0.000000000000000
Wadhwan,249,1003.000000000000000,0.069652777777777,0.000000000000000
Nijhar,250,124.000000000000000,0.008611111111111,0.000000000000000
Dabhoi,251,805.000000000000000,0.055902777777777,0.000000000000000
Karjan,252,747.000000000000000,0.051875000000000,0.000000000000000
Padra,253,646.000000000000000,0.044861111111111,0.000000000000000
Savli,254,995.000000000000000,0.069097222222222,0.000000000000000
Sinor,255,367.000000000000000,0.025486111111111,0.000000000000000
Vadodara,256,843.000000000000000,0.058541666666666,0.000000000000000
Waghoriya,257,705.000000000000000,0.048958333333333,0.000000000000000
Ambala,258,1340.000000000000000,0.093055555555555,953124.000000000000000
Narayangarh,259,1031.000000000000000,0.071597222222222,452349.000000000000000
Bawani Khera,260,807.000000000000000,0.056041666666666,205903.000000000000000
Bhiwani,261,1715.000000000000000,0.119097222222221,639188.000000000000000
Dadri,262,2640.000000000000000,0.183333333333332,3014274.000000000000000
Loharu,263,810.000000000000000,0.056250000000000,264980.000000000000000
Siwani,264,994.000000000000000,0.069027777777777,216876.000000000000000
Faridabad,265,1111.000000000000000,0.077152777777777,2220865.000000000000000
Hathin,266,552.000000000000000,0.038333333333333,311010.000000000000000
Fatehabad,267,2543.000000000000000,0.176597222222221,952157.000000000000000
Ratia,268,666.000000000000000,0.046250000000000,235150.000000000000000
Tohana,269,803.000000000000000,0.055763888888888,315210.000000000000000
Gurgaon,270,1409.000000000000000,0.097847222222221,1689860.000000000000000
Pataudi,271,294.000000000000000,0.020416666666667,124650.000000000000000
Hansi,272,1940.000000000000000,0.134722222222221,526505.000000000000000
Hisar,273,3628.000000000000000,0.251944444444442,1484702.000000000000000
Bahadurgarh,274,727.000000000000000,0.050486111111111,414915.000000000000000
Jhajjar,275,1252.000000000000000,0.086944444444444,459400.000000000000000
Kosli,276,825.000000000000000,0.057291666666666,283868.000000000000000
Jind,277,1388.000000000000000,0.096388888888888,729581.000000000000000
Narwana,278,1562.000000000000000,0.108472222222221,589434.000000000000000
Safidon,279,711.000000000000000,0.049375000000000,257289.000000000000000
Gulha,280,848.000000000000000,0.058888888888888,286973.000000000000000
Kaithal,281,2244.000000000000000,0.155833333333332,992753.000000000000000
Asandh,282,744.000000000000000,0.051666666666666,262825.000000000000000
Karnal,283,2721.000000000000000,0.188958333333332,1464010.000000000000000
Pehowa,284,628.000000000000000,0.043611111111111,308149.000000000000000
Thanesar,285,1853.000000000000000,0.128680555555555,1025121.000000000000000
Mahendragarh,286,1321.000000000000000,0.091736111111110,501863.000000000000000
Narnaul,287,1252.000000000000000,0.086944444444444,557231.000000000000000
Firozpur Jhirka,288,1086.000000000000000,0.075416666666666,611038.000000000000000
Nuh,289,849.000000000000000,0.058958333333333,478495.000000000000000
Palwal,290,1195.000000000000000,0.082986111111110,905178.000000000000000
Kalka,291,1000.000000000000000,0.069444444444444,629898.000000000000000
Panipat,292,1636.000000000000000,0.113611111111110,1401798.000000000000000
Bawal,293,318.000000000000000,0.022083333333333,154496.000000000000000
Rewari,294,1343.000000000000000,0.093263888888888,759564.000000000000000
Maham,295,700.000000000000000,0.048611111111111,253921.000000000000000
Rohtak,296,1549.000000000000000,0.107569444444444,972217.000000000000000
Dabwali,297,1709.000000000000000,0.118680555555555,321890.000000000000000
Sirsa,298,3965.000000000000000,0.275347222222220,1181251.000000000000000
Ganaur,299,459.000000000000000,0.031875000000000,201100.000000000000000
Gohana,300,1188.000000000000000,0.082499999999999,463972.000000000000000
Sonipat,301,1314.000000000000000,0.091249999999999,1026687.000000000000000
Jagadhri,302,1760.000000000000000,0.122222222222221,1124143.000000000000000
Ghumarwin,303,843.000000000000000,0.058541666666666,0.000000000000000
Brahmaur,304,2309.000000000000000,0.160347222222221,0.000000000000000
Chamba,305,1387.000000000000000,0.096319444444444,0.000000000000000
Chaurah,306,1632.000000000000000,0.113333333333332,0.000000000000000
Dalhousie,307,866.000000000000000,0.060138888888888,0.000000000000000
Pangi,308,2114.000000000000000,0.146805555555554,0.000000000000000
Saluni,309,645.000000000000000,0.044791666666666,0.000000000000000
Barsar,310,418.000000000000000,0.029027777777778,0.000000000000000
Bhoranj,311,208.000000000000000,0.014444444444444,0.000000000000000
Hamirpur,312,1872.000000000000000,0.129999999999999,10295.000000000000000
Nadaun,313,434.000000000000000,0.030138888888889,0.000000000000000
Baijnath,314,1666.000000000000000,0.115694444444444,0.000000000000000
Baroh,315,194.000000000000000,0.013472222222222,0.000000000000000
Dera Gopipur,316,1420.000000000000000,0.098611111111110,0.000000000000000
Dharmshala,317,487.000000000000000,0.033819444444444,0.000000000000000
Indora,318,402.000000000000000,0.027916666666666,8964.000000000000000
Jaisinghpur,319,331.000000000000000,0.022986111111111,0.000000000000000
Jawali,320,618.000000000000000,0.042916666666666,915.000000000000000
Kangra,321,789.000000000000000,0.054791666666666,0.000000000000000
n.a. ( 42),322,274.000000000000000,0.019027777777778,2692.000000000000000
Nurpur,323,875.000000000000000,0.060763888888888,0.000000000000000
Palampur,324,789.000000000000000,0.054791666666666,0.000000000000000
Kalpa,325,533.000000000000000,0.037013888888889,0.000000000000000
Morang,326,2397.000000000000000,0.166458333333332,0.000000000000000
n.a. ( 35),327,1001.000000000000000,0.069513888888888,0.000000000000000
Nichar,328,1545.000000000000000,0.107291666666666,0.000000000000000
Puh,329,1399.000000000000000,0.097152777777777,0.000000000000000
Sangla,330,1962.000000000000000,0.136249999999999,0.000000000000000
Ani,331,383.000000000000000,0.026597222222222,0.000000000000000
Banjar,332,1587.000000000000000,0.110208333333332,0.000000000000000
Kullu,333,5001.000000000000000,0.347291666666664,0.000000000000000
Nermand,334,587.000000000000000,0.040763888888889,0.000000000000000
Kyelang,335,9207.000000000000000,0.639374999999995,0.000000000000000
Spiti,336,9860.000000000000000,0.684722222222217,0.000000000000000
Chachyot,337,394.000000000000000,0.027361111111111,0.000000000000000
Jogindarnagar,338,1112.000000000000000,0.077222222222222,0.000000000000000
Karsog,339,787.000000000000000,0.054652777777777,0.000000000000000
Mandi,340,1100.000000000000000,0.076388888888888,0.000000000000000
Sarkaghat,341,674.000000000000000,0.046805555555555,0.000000000000000
Sundarnagar,342,590.000000000000000,0.040972222222222,0.000000000000000
Thunag,343,743.000000000000000,0.051597222222222,0.000000000000000
Chaupal,344,1141.000000000000000,0.079236111111110,0.000000000000000
Jubbal,345,430.000000000000000,0.029861111111111,0.000000000000000
Kotkhai,346,332.000000000000000,0.023055555555555,0.000000000000000
Kumharsain,347,318.000000000000000,0.022083333333333,0.000000000000000
n.a. ( 75),348,795.000000000000000,0.055208333333333,0.000000000000000
n.a. ( 89),349,635.000000000000000,0.044097222222222,0.000000000000000
Rampur,350,2034.000000000000000,0.141249999999999,849647.000000000000000
Rohru,351,979.000000000000000,0.067986111111111,0.000000000000000
Shimla,352,29.000000000000000,0.002013888888889,0.000000000000000
Suni,353,359.000000000000000,0.024930555555555,0.000000000000000
Theog,354,636.000000000000000,0.044166666666666,0.000000000000000
Nahan,355,765.000000000000000,0.053125000000000,7152.000000000000000
Pachhad,356,527.000000000000000,0.036597222222222,1842.000000000000000
Paonta,357,1029.000000000000000,0.071458333333333,246.000000000000000
Rajgarh,358,6342.000000000000000,0.440416666666663,1247.000000000000000
Renuka,359,582.000000000000000,0.040416666666666,0.000000000000000
Shilla,360,386.000000000000000,0.026805555555555,0.000000000000000
Arki,361,518.000000000000000,0.035972222222222,0.000000000000000
Kandaghat,362,314.000000000000000,0.021805555555555,0.000000000000000
Kasauli,363,515.000000000000000,0.035763888888889,23833.000000000000000
Nalagarh,364,970.000000000000000,0.067361111111111,571.000000000000000
Solan,365,349.000000000000000,0.024236111111111,0.000000000000000
Amb,366,804.000000000000000,0.055833333333333,2856.000000000000000
Una,367,1301.000000000000000,0.090347222222221,1634.000000000000000
n.a. ( 6),368,5318.000000000000000,0.369305555555553,0.000000000000000
n.a. ( 8),369,1648.000000000000000,0.114444444444444,0.000000000000000
n.a. ( 4),370,6946.000000000000000,0.482361111111107,0.000000000000000
n.a. ( 7),371,14375.000000000000000,0.998263888888881,0.000000000000000
n.a. ( 5a),372,309.000000000000000,0.021458333333333,0.000000000000000
n.a. ( 5b),373,1476.000000000000000,0.102499999999999,0.000000000000000
n.a. ( 16),374,4145.000000000000000,0.287847222222220,4427.000000000000000
n.a. ( 3),375,20728.000000000000000,1.439444444444433,0.000000000000000
n.a. ( 20),376,3623.000000000000000,0.251597222222220,7516.000000000000000
n.a. ( 10),377,2399.000000000000000,0.166597222222221,0.000000000000000
n.a. ( 2),378,3877.000000000000000,0.269236111111109,0.000000000000000
n.a. ( 1),379,66923.000000000000000,4.647430555555518,0.000000000000000
n.a. ( 9),380,2349.000000000000000,0.163124999999999,2426.000000000000000
n.a. ( 11),381,3552.000000000000000,0.246666666666665,2453.000000000000000
n.a. ( 12),382,4159.000000000000000,0.288819444444442,0.000000000000000
n.a. ( 5c),383,879.000000000000000,0.061041666666666,0.000000000000000
n.a. ( 15),384,3404.000000000000000,0.236388888888887,0.000000000000000
Bermo,385,2149.000000000000000,0.149236111111110,0.000000000000000
n.a. ( 902),386,1518.000000000000000,0.105416666666666,0.000000000000000
Chatra,387,4807.000000000000000,0.333819444444442,13199.000000000000000
Devghar,388,3126.000000000000000,0.217083333333332,9810.000000000000000
Baghmara,389,584.000000000000000,0.040555555555555,0.000000000000000
Dhanbad,390,2076.000000000000000,0.144166666666665,0.000000000000000
Dumka,391,4838.000000000000000,0.335972222222220,8532.000000000000000
Garhwa,392,5219.000000000000000,0.362430555555553,13179.000000000000000
Giridih,393,6400.000000000000000,0.444444444444441,1171.000000000000000
Godda,394,2886.000000000000000,0.200416666666665,1532363.000000000000000
Gumla,395,6806.000000000000000,0.472638888888885,0.000000000000000
Hazaribag,396,7852.000000000000000,0.545277777777773,9097.000000000000000
Jamtara,397,2298.000000000000000,0.159583333333332,13870.000000000000000
Khunti,398,4820.000000000000000,0.334722222222220,0.000000000000000
Kodarma,399,1699.000000000000000,0.117986111111110,4797.000000000000000
Latehar,400,5435.000000000000000,0.377430555555553,0.000000000000000
Lohardaga,401,1912.000000000000000,0.132777777777777,0.000000000000000
Pakaur,402,2328.000000000000000,0.161666666666665,7797.000000000000000
Daltenganj,403,5693.000000000000000,0.395347222222219,8812.000000000000000
Chaibasa,404,4492.000000000000000,0.311944444444442,0.000000000000000
Chakradharpur,405,4639.000000000000000,0.322152777777775,0.000000000000000
Jamshedpur,406,4528.000000000000000,0.314444444444442,2239.000000000000000
Ranchi,407,4898.000000000000000,0.340138888888886,0.000000000000000
Sahibganj,408,2831.000000000000000,0.196597222222221,1366863.000000000000000
Saraikela,409,3358.000000000000000,0.233194444444443,0.000000000000000
Simdega,410,4798.000000000000000,0.333194444444442,0.000000000000000
Agar,411,1867.000000000000000,0.129652777777777,0.000000000000000
Susner,412,1669.000000000000000,0.115902777777777,0.000000000000000
Alirajpur,413,2828.000000000000000,0.196388888888887,0.000000000000000
Jobat,414,1371.000000000000000,0.095208333333333,0.000000000000000
Anuppur,415,2571.000000000000000,0.178541666666665,0.000000000000000
Ashoknagar,416,3094.000000000000000,0.214861111111109,0.000000000000000
