VALUE,ZONE_CODE,COUNT,AREA,SUM
Chanderi,417,1329.000000000000000,0.092291666666666,0.000000000000000
Mungaoli,418,1637.000000000000000,0.113680555555555,0.000000000000000
Baihar,419,5107.000000000000000,0.354652777777775,0.000000000000000
Balaghat,420,2435.000000000000000,0.169097222222221,0.000000000000000
Lanji,421,355.000000000000000,0.024652777777778,0.000000000000000
Waraseoni,422,2999.000000000000000,0.208263888888887,0.000000000000000
Barwani,423,1853.000000000000000,0.128680555555555,0.000000000000000
Pansemal,424,1480.000000000000000,0.102777777777777,0.000000000000000
Rajpur,425,1602.000000000000000,0.111249999999999,0.000000000000000
Sendhwa,426,1089.000000000000000,0.075624999999999,0.000000000000000
Betul,427,5201.000000000000000,0.361180555555553,0.000000000000000
Bhainsdehi,428,3266.000000000000000,0.226805555555554,0.000000000000000
Multai,429,2943.000000000000000,0.204374999999998,0.000000000000000
Bhind,430,1777.000000000000000,0.123402777777777,4905.000000000000000
Gohad,431,1336.000000000000000,0.092777777777777,0.000000000000000
Lahar,432,1430.000000000000000,0.099305555555555,0.000000000000000
Mahgawan,433,1288.000000000000000,0.089444444444444,0.000000000000000
Berasia,434,1789.000000000000000,0.124236111111110,0.000000000000000
Bhopal,435,1682.000000000000000,0.116805555555555,0.000000000000000
Burhanpur,436,554.000000000000000,0.038472222222222,0.000000000000000
Bijawar,437,4538.000000000000000,0.315138888888886,0.000000000000000
Chhatarpur,438,4386.000000000000000,0.304583333333331,0.000000000000000
Lauri,439,2275.000000000000000,0.157986111111110,0.000000000000000
Amarwara,440,4867.000000000000000,0.337986111111108,0.000000000000000
Chhindwara,441,1603.000000000000000,0.111319444444444,0.000000000000000
Parasia,442,4868.000000000000000,0.338055555555553,0.000000000000000
Sausar,443,3299.000000000000000,0.229097222222220,0.000000000000000
Damoh,444,5955.000000000000000,0.413541666666663,0.000000000000000
Hatta,445,3436.000000000000000,0.238611111111109,0.000000000000000
Bhander,446,824.000000000000000,0.057222222222222,0.000000000000000
Datia,447,1228.000000000000000,0.085277777777777,0.000000000000000
Seondha,448,1211.000000000000000,0.084097222222222,0.000000000000000
Bagli,449,2418.000000000000000,0.167916666666665,0.000000000000000
Dewas,450,1251.000000000000000,0.086874999999999,0.000000000000000
Kannod,451,2087.000000000000000,0.144930555555554,0.000000000000000
Khategaon,452,1415.000000000000000,0.098263888888888,0.000000000000000
Sonkach,453,1629.000000000000000,0.113124999999999,0.000000000000000
Badnawar,454,1333.000000000000000,0.092569444444444,0.000000000000000
Dhar,455,2400.000000000000000,0.166666666666665,0.000000000000000
Kukshi,456,2161.000000000000000,0.150069444444443,0.000000000000000
Manawar,457,2780.000000000000000,0.193055555555554,0.000000000000000
Sardarpur,458,1609.000000000000000,0.111736111111110,0.000000000000000
Dindori,459,8216.000000000000000,0.570555555555551,0.000000000000000
Harsud,460,4668.000000000000000,0.324166666666664,0.000000000000000
Khandwa,461,4701.000000000000000,0.326458333333331,0.000000000000000
Chachaura,462,1530.000000000000000,0.106249999999999,0.000000000000000
Guna,463,4037.000000000000000,0.280347222222220,0.000000000000000
Raghogarh,464,2518.000000000000000,0.174861111111110,0.000000000000000
Dabra,465,2461.000000000000000,0.170902777777776,0.000000000000000
Gwalior,466,3483.000000000000000,0.241874999999998,0.000000000000000
Harda,467,4179.000000000000000,0.290208333333331,0.000000000000000
Babai,468,735.000000000000000,0.051041666666666,0.000000000000000
Hoshangabad,469,524.000000000000000,0.036388888888889,0.000000000000000
Itarsi,470,1307.000000000000000,0.090763888888888,0.000000000000000
Piparia,471,2157.000000000000000,0.149791666666665,0.000000000000000
Seonimalwa,472,1712.000000000000000,0.118888888888888,0.000000000000000
Sohagpur,473,2058.000000000000000,0.142916666666666,0.000000000000000
Depalpur,474,1301.000000000000000,0.090347222222221,0.000000000000000
Indore,475,1296.000000000000000,0.089999999999999,0.000000000000000
Mhow,476,1386.000000000000000,0.096249999999999,0.000000000000000
Sanwer,477,966.000000000000000,0.067083333333333,0.000000000000000
Jabalpur,478,3233.000000000000000,0.224513888888887,0.000000000000000
Jhabua,479,1827.000000000000000,0.126874999999999,0.000000000000000
Petlawad,480,1186.000000000000000,0.082361111111110,0.000000000000000
Thandla,481,1329.000000000000000,0.092291666666666,0.000000000000000
Murwara,482,3920.000000000000000,0.272222222222220,0.000000000000000
Sihora,483,3929.000000000000000,0.272847222222220,0.000000000000000
Mandla,484,6005.000000000000000,0.417013888888886,0.000000000000000
Niwas,485,2554.000000000000000,0.177361111111110,0.000000000000000
Bhanpura,486,1367.000000000000000,0.094930555555555,0.000000000000000
Garot,487,1416.000000000000000,0.098333333333333,0.000000000000000
Malhargarh,488,1015.000000000000000,0.070486111111111,0.000000000000000
Mandsaur,489,1671.000000000000000,0.116041666666666,0.000000000000000
Sitamau,490,1745.000000000000000,0.121180555555555,0.000000000000000
Ambah,491,1386.000000000000000,0.096249999999999,528.000000000000000
Jora,492,2043.000000000000000,0.141874999999999,0.000000000000000
Morena,493,1403.000000000000000,0.097430555555555,0.000000000000000
Sabalgarh,494,1670.000000000000000,0.115972222222221,0.000000000000000
Gadarwara,495,3019.000000000000000,0.209652777777776,0.000000000000000
Narsimhapur,496,3505.000000000000000,0.243402777777776,0.000000000000000
Jawad,497,1939.000000000000000,0.134652777777777,0.000000000000000
Manasa,498,2313.000000000000000,0.160624999999999,0.000000000000000
Nimach,499,1068.000000000000000,0.074166666666666,0.000000000000000
Ajaigarh,500,958.000000000000000,0.066527777777777,0.000000000000000
Panna,501,3861.000000000000000,0.268124999999998,0.000000000000000
Pawai,502,4304.000000000000000,0.298888888888886,0.000000000000000
Bareli,503,1797.000000000000000,0.124791666666666,0.000000000000000
Begamganj,504,1155.000000000000000,0.080208333333333,0.000000000000000
Gairatganj,505,1165.000000000000000,0.080902777777777,0.000000000000000
Goharganj,506,2328.000000000000000,0.161666666666665,0.000000000000000
Raisen,507,1693.000000000000000,0.117569444444444,0.000000000000000
Silvani,508,1638.000000000000000,0.113749999999999,0.000000000000000
Udaipura,509,1033.000000000000000,0.071736111111111,0.000000000000000
Biaora,510,1354.000000000000000,0.094027777777777,0.000000000000000
Khilchipur,511,1759.000000000000000,0.122152777777777,0.000000000000000
Narsinghgarh,512,1741.000000000000000,0.120902777777777,0.000000000000000
Sarangpur,513,1185.000000000000000,0.082291666666666,0.000000000000000
Alot,514,1209.000000000000000,0.083958333333333,0.000000000000000
Jaora,515,1725.000000000000000,0.119791666666666,0.000000000000000
Ratlam,516,1694.000000000000000,0.117638888888888,0.000000000000000
Sailana,517,1511.000000000000000,0.104930555555555,0.000000000000000
Mauganj,518,2434.000000000000000,0.169027777777776,563.000000000000000
Rewa,519,1699.000000000000000,0.117986111111110,0.000000000000000
Sirmaur,520,1953.000000000000000,0.135624999999999,0.000000000000000
Teonthar,521,2022.000000000000000,0.140416666666666,9008.000000000000000
Banda,522,4437.000000000000000,0.308124999999998,3794.000000000000000
Khurai,523,3117.000000000000000,0.216458333333332,0.000000000000000
Rehli,524,4043.000000000000000,0.280763888888887,0.000000000000000
Sagar,525,3568.000000000000000,0.247777777777776,0.000000000000000
Amarpatan,526,1676.000000000000000,0.116388888888888,0.000000000000000
Maihar,527,1449.000000000000000,0.100624999999999,0.000000000000000
Nagod,528,2298.000000000000000,0.159583333333332,0.000000000000000
Satna,529,4202.000000000000000,0.291805555555553,0.000000000000000
Ashta,530,1821.000000000000000,0.126458333333332,0.000000000000000
Budhni,531,1335.000000000000000,0.092708333333333,0.000000000000000
Ichhawar,532,1420.000000000000000,0.098611111111110,0.000000000000000
Nasrullahganj,533,1701.000000000000000,0.118124999999999,0.000000000000000
Sehore,534,2036.000000000000000,0.141388888888888,0.000000000000000
Lakhnadon,535,5082.000000000000000,0.352916666666664,0.000000000000000
Seoni,536,5971.000000000000000,0.414652777777774,0.000000000000000
Beohari,537,1439.000000000000000,0.099930555555555,0.000000000000000
Jaisinghnagar,538,1959.000000000000000,0.136041666666666,0.000000000000000
Rajendragram,539,2229.000000000000000,0.154791666666665,0.000000000000000
Shahdol,540,4958.000000000000000,0.344305555555553,0.000000000000000
Shajapur,541,2339.000000000000000,0.162430555555554,0.000000000000000
Shujalpur,542,2134.000000000000000,0.148194444444443,0.000000000000000
Bijaipur,543,3644.000000000000000,0.253055555555554,0.000000000000000
Sheopur,544,4794.000000000000000,0.332916666666664,0.000000000000000
Karera,545,2617.000000000000000,0.181736111111110,0.000000000000000
Kolaras,546,2996.000000000000000,0.208055555555554,0.000000000000000
Pichor,547,3284.000000000000000,0.228055555555554,0.000000000000000
Pohri,548,2058.000000000000000,0.142916666666666,0.000000000000000
Shivpuri,549,2560.000000000000000,0.177777777777776,0.000000000000000
Sidhi,550,6128.000000000000000,0.425555555555552,0.000000000000000
Devsar,551,4915.000000000000000,0.341319444444442,3704.000000000000000
Singrauli,552,2497.000000000000000,0.173402777777776,115.000000000000000
Jatara,553,2470.000000000000000,0.171527777777776,0.000000000000000
Nivari,554,1711.000000000000000,0.118819444444443,0.000000000000000
Tikamgarh,555,2334.000000000000000,0.162083333333332,0.000000000000000
Barnagar,556,1580.000000000000000,0.109722222222221,0.000000000000000
Khachrod,557,1638.000000000000000,0.113749999999999,0.000000000000000
Mehidpur,558,1438.000000000000000,0.099861111111110,0.000000000000000
Tarana,559,1321.000000000000000,0.091736111111110,0.000000000000000
Ujjain,560,1761.000000000000000,0.122291666666666,0.000000000000000
Bandhogarh,561,4755.000000000000000,0.330208333333331,0.000000000000000
Basoda,562,2973.000000000000000,0.206458333333332,0.000000000000000
Korwai,563,1044.000000000000000,0.072499999999999,0.000000000000000
Leteri,564,1287.000000000000000,0.089374999999999,0.000000000000000
Sironj,565,1616.000000000000000,0.112222222222221,0.000000000000000
Vidisha,566,2401.000000000000000,0.166736111111110,0.000000000000000
Barwah,567,1913.000000000000000,0.132847222222221,0.000000000000000
Bhagwanpur,568,1267.000000000000000,0.087986111111110,0.000000000000000
Bhikangaon,569,1144.000000000000000,0.079444444444444,0.000000000000000
Jhirnia,570,1042.000000000000000,0.072361111111111,0.000000000000000
Kasrawad,571,1271.000000000000000,0.088263888888888,0.000000000000000
Khargon,572,1127.000000000000000,0.078263888888888,0.000000000000000
Maheshwar,573,1036.000000000000000,0.071944444444444,0.000000000000000
Segaon,574,494.000000000000000,0.034305555555555,0.000000000000000
Chikhaldara,575,1107.000000000000000,0.076874999999999,0.000000000000000
Dharni,576,831.000000000000000,0.057708333333333,0.000000000000000
Warud,577,193.000000000000000,0.013402777777778,0.000000000000000
Tumsar,578,209.000000000000000,0.014513888888889,0.000000000000000
Shirpur,579,351.000000000000000,0.024375000000000,0.000000000000000
Gondia,580,307.000000000000000,0.021319444444444,0.000000000000000
Tirora,581,52.000000000000000,0.003611111111111,0.000000000000000
Parsivni,582,267.000000000000000,0.018541666666667,0.000000000000000
Ramtek,583,739.000000000000000,0.051319444444444,0.000000000000000
Savner,584,102.000000000000000,0.007083333333333,0.000000000000000
Akkalkuva,585,1122.000000000000000,0.077916666666666,0.000000000000000
Dhadgaon,586,1619.000000000000000,0.112430555555555,0.000000000000000
Shahada,587,974.000000000000000,0.067638888888888,0.000000000000000
Taloda,588,564.000000000000000,0.039166666666666,0.000000000000000
Williamnagar,589,3797.000000000000000,0.263680555555553,0.000000000000000
South Garo Hills,590,2383.000000000000000,0.165486111111110,0.000000000000000
Tura,591,4429.000000000000000,0.307569444444442,26673.000000000000000
Nongstoin,592,1346.000000000000000,0.093472222222221,0.000000000000000
Delhi,593,1992.000000000000000,0.138333333333332,18711722.000000000000000
Pala Laharha,594,192.000000000000000,0.013333333333333,0.000000000000000
Baleshwar,595,1930.000000000000000,0.134027777777777,4939.000000000000000
Nilagiri,596,154.000000000000000,0.010694444444444,0.000000000000000
Bargarh,597,857.000000000000000,0.059513888888888,0.000000000000000
Deogarh,598,1290.000000000000000,0.089583333333333,0.000000000000000
Jharsuguda,599,2675.000000000000000,0.185763888888887,0.000000000000000
Anandapur,600,8.000000000000000,0.000555555555556,0.000000000000000
Champua,601,2036.000000000000000,0.141388888888888,0.000000000000000
Kendujhar,602,3027.000000000000000,0.210208333333332,0.000000000000000
Baripada,603,5181.000000000000000,0.359791666666664,0.000000000000000
Panchpir,604,3147.000000000000000,0.218541666666665,0.000000000000000
Rai,605,2417.000000000000000,0.167847222222221,0.000000000000000
Udala,606,1148.000000000000000,0.079722222222222,0.000000000000000
Kuchinda,607,2276.000000000000000,0.158055555555554,0.000000000000000
Sambalpur,608,970.000000000000000,0.067361111111111,0.000000000000000
Banei,609,4157.000000000000000,0.288680555555553,0.000000000000000
Panposh,610,2364.000000000000000,0.164166666666665,0.000000000000000
Sundargarh,611,5751.000000000000000,0.399374999999997,0.000000000000000
Ajnala,612,1620.000000000000000,0.112499999999999,492132.000000000000000
Baba Bakala,613,1974.000000000000000,0.137083333333332,2252927.000000000000000
Barnala,614,1996.000000000000000,0.138611111111110,656120.000000000000000
Bathinda,615,1582.000000000000000,0.109861111111110,725079.000000000000000
Rampura Phul,616,1199.000000000000000,0.083263888888888,343351.000000000000000
Talwandi Sabo,617,1759.000000000000000,0.122152777777777,513502.000000000000000
Faridkot,618,1960.000000000000000,0.136111111111110,683717.000000000000000
Sirhind,619,1597.000000000000000,0.110902777777777,680653.000000000000000
Abohar,620,1806.000000000000000,0.125416666666666,562870.000000000000000
Fazilka,621,1871.000000000000000,0.129930555555555,543674.000000000000000
Firozpur,622,2456.000000000000000,0.170555555555554,882011.000000000000000
Zira,623,943.000000000000000,0.065486111111111,270823.000000000000000
Batala,624,1700.000000000000000,0.118055555555555,1042491.000000000000000
Gurdaspur,625,1843.000000000000000,0.127986111111110,962580.000000000000000
Dasua,626,1694.000000000000000,0.117638888888888,611852.000000000000000
Garhshankar,627,1077.000000000000000,0.074791666666666,407948.000000000000000
Hoshiarpur,628,1829.000000000000000,0.127013888888888,775505.000000000000000
Jalandhar,629,1332.000000000000000,0.092499999999999,1508178.000000000000000
Nakodar,630,1203.000000000000000,0.083541666666666,443201.000000000000000
Phillaur,631,1012.000000000000000,0.070277777777777,502878.000000000000000
Kapurthala,632,1255.000000000000000,0.087152777777777,495150.000000000000000
Phagwara,633,407.000000000000000,0.028263888888889,249498.000000000000000
Sultanpur Lodhi,634,602.000000000000000,0.041805555555555,146727.000000000000000
Jagraon,635,1514.000000000000000,0.105138888888888,630125.000000000000000
Khanna,636,621.000000000000000,0.043125000000000,376236.000000000000000
Ludhiana,637,2078.000000000000000,0.144305555555554,2645849.000000000000000
Samrala,638,638.000000000000000,0.044305555555555,238562.000000000000000
Mansa,639,2967.000000000000000,0.206041666666665,885421.000000000000000
Moga,640,3123.000000000000000,0.216874999999998,1106603.000000000000000
Muktsar,641,3509.000000000000000,0.243680555555554,978706.000000000000000
Pathankot,642,1370.000000000000000,0.095138888888888,154850.000000000000000
n.a. ( 155),643,36.000000000000000,0.002500000000000,9139.000000000000000
Nabha,644,798.000000000000000,0.055416666666666,298284.000000000000000
Patiala,645,1474.000000000000000,0.102361111111110,889958.000000000000000
Rajpura,646,1570.000000000000000,0.109027777777777,912854.000000000000000
Samana,647,1124.000000000000000,0.078055555555555,486557.000000000000000
Anandpur Sahib,648,893.000000000000000,0.062013888888888,523.000000000000000
Rupnagar,649,994.000000000000000,0.069027777777777,354309.000000000000000
Kharar,650,968.000000000000000,0.067222222222222,589994.000000000000000
Maler Kotla,651,1752.000000000000000,0.121666666666666,601106.000000000000000
Sangrur,652,1208.000000000000000,0.083888888888888,404318.000000000000000
Sunam,653,1901.000000000000000,0.132013888888888,821390.000000000000000
Balachaur,654,700.000000000000000,0.048611111111111,233856.000000000000000
Nawashahr,655,1060.000000000000000,0.073611111111111,473111.000000000000000
Patti,656,2906.000000000000000,0.201805555555554,1932698.000000000000000
Tarn Taran,657,1829.000000000000000,0.127013888888888,705366.000000000000000
Ajmer,658,1691.000000000000000,0.117430555555555,0.000000000000000
Beawar,659,1925.000000000000000,0.133680555555554,0.000000000000000
Kekri,660,1098.000000000000000,0.076249999999999,0.000000000000000
Kishangarh,661,2222.000000000000000,0.154305555555554,0.000000000000000
n.a. ( 566),662,1053.000000000000000,0.073124999999999,0.000000000000000
n.a. ( 617),663,295.000000000000000,0.020486111111111,0.000000000000000
Nasirabad,664,1339.000000000000000,0.092986111111110,0.000000000000000
Sarwar,665,1619.000000000000000,0.112430555555555,0.000000000000000
Alwar,666,1735.000000000000000,0.120486111111110,0.000000000000000
Bahror,667,962.000000000000000,0.066805555555555,27329.000000000000000
Bansur,668,1186.000000000000000,0.082361111111110,0.000000000000000
Kishangarh Bas,669,1076.000000000000000,0.074722222222222,6491.000000000000000
Lachhmangarh,670,2799.000000000000000,0.194374999999998,0.000000000000000
Mandawar,671,780.000000000000000,0.054166666666666,1544.000000000000000
Ramgarh,672,713.000000000000000,0.049513888888888,0.000000000000000
Thana Gazi,673,1173.000000000000000,0.081458333333333,0.000000000000000
Tijara,674,799.000000000000000,0.055486111111111,16394.000000000000000
Banswara,675,1406.000000000000000,0.097638888888888,0.000000000000000
Garhi,676,1087.000000000000000,0.075486111111111,0.000000000000000
Ghatol,677,1531.000000000000000,0.106319444444444,0.000000000000000
Kalinjara,678,1652.000000000000000,0.114722222222221,0.000000000000000
n.a. ( 965),679,736.000000000000000,0.051111111111111,0.000000000000000
Atru,680,1000.000000000000000,0.069444444444444,0.000000000000000
Baran,681,967.000000000000000,0.067152777777777,0.000000000000000
Chhabra,682,844.000000000000000,0.058611111111111,0.000000000000000
Chhipa Barod,683,847.000000000000000,0.058819444444444,0.000000000000000
Shahbad,684,1863.000000000000000,0.129374999999999,0.000000000000000
Barmer,685,5522.000000000000000,0.383472222222219,0.000000000000000
Chauhtan,686,8076.000000000000000,0.560833333333329,64.000000000000000
Gurha Malini,687,5471.000000000000000,0.379930555555552,0.000000000000000
Pachpadra,688,4812.000000000000000,0.334166666666664,0.000000000000000
Shiv,689,10450.000000000000000,0.725694444444439,3523.000000000000000
Siwana,690,2349.000000000000000,0.163124999999999,0.000000000000000
Bayana,691,942.000000000000000,0.065416666666666,0.000000000000000
Dig,692,500.000000000000000,0.034722222222222,0.000000000000000
Kaman,693,1314.000000000000000,0.091249999999999,17434.000000000000000
Kumher,694,586.000000000000000,0.040694444444444,243.000000000000000
Nadbai,695,468.000000000000000,0.032500000000000,0.000000000000000
Nagar,696,458.000000000000000,0.031805555555555,0.000000000000000
Rupbas,697,769.000000000000000,0.053402777777777,9657.000000000000000
Weir,698,810.000000000000000,0.056250000000000,0.000000000000000
Asind,699,1350.000000000000000,0.093749999999999,0.000000000000000
Banera,700,927.000000000000000,0.064374999999999,0.000000000000000
Bhilwara,701,1255.000000000000000,0.087152777777777,0.000000000000000
Gangapur,702,1306.000000000000000,0.090694444444444,0.000000000000000
Gulabpura,703,929.000000000000000,0.064513888888888,0.000000000000000
Jahazpur,704,1411.000000000000000,0.097986111111110,0.000000000000000
Kotri,705,1484.000000000000000,0.103055555555555,0.000000000000000
Mandal,706,1550.000000000000000,0.107638888888888,0.000000000000000
Mandalgarh,707,1767.000000000000000,0.122708333333332,0.000000000000000
Shahpura,708,1433.000000000000000,0.099513888888888,0.000000000000000
Bikaner,709,11874.000000000000000,0.824583333333327,193.000000000000000
Kolayat,710,10600.000000000000000,0.736111111111105,0.000000000000000
Lunkaransar,711,8719.000000000000000,0.605486111111106,1637.000000000000000
Nokha,712,4436.000000000000000,0.308055555555553,0.000000000000000
Bundi,713,2495.000000000000000,0.173263888888887,0.000000000000000
Hindoli,714,1758.000000000000000,0.122083333333332,0.000000000000000
Keshorai Patan,715,1233.000000000000000,0.085624999999999,0.000000000000000
Naenwa,716,1727.000000000000000,0.119930555555555,0.000000000000000
Bari Sadri,717,629.000000000000000,0.043680555555555,0.000000000000000
Begun,718,2234.000000000000000,0.155138888888888,0.000000000000000
Bhadesar,719,668.000000000000000,0.046388888888889,0.000000000000000
Gangrar,720,1209.000000000000000,0.083958333333333,0.000000000000000
Kapasan,721,926.000000000000000,0.064305555555555,0.000000000000000
n.a. ( 748),722,2037.000000000000000,0.141458333333332,0.000000000000000
n.a. ( 793),723,494.000000000000000,0.034305555555555,0.000000000000000
Nimbahera,724,1241.000000000000000,0.086180555555555,0.000000000000000
Rashmi,725,793.000000000000000,0.055069444444444,0.000000000000000
Churu,726,2084.000000000000000,0.144722222222221,0.000000000000000
Dungargarh,727,4912.000000000000000,0.341111111111108,0.000000000000000
Ratangarh,728,2075.000000000000000,0.144097222222221,0.000000000000000
Sardarshahar,729,5117.000000000000000,0.355347222222219,1272.000000000000000
Sujangarh,730,3031.000000000000000,0.210486111111109,0.000000000000000
Taranagar,731,2547.000000000000000,0.176874999999999,415.000000000000000
Baswa,732,872.000000000000000,0.060555555555555,0.000000000000000
Dausa,733,1680.000000000000000,0.116666666666666,0.000000000000000
Lalsot,734,921.000000000000000,0.063958333333333,0.000000000000000
Mahwah,735,789.000000000000000,0.054791666666666,0.000000000000000
Sakrai,736,439.000000000000000,0.030486111111111,0.000000000000000
Bari,737,590.000000000000000,0.040972222222222,0.000000000000000
Baseri,738,1733.000000000000000,0.120347222222221,0.000000000000000
Dhaulpur,739,1633.000000000000000,0.113402777777777,8833.000000000000000
Aspur,740,1162.000000000000000,0.080694444444444,0.000000000000000
Dungarpur,741,1729.000000000000000,0.120069444444443,0.000000000000000
Sagwara,742,847.000000000000000,0.058819444444444,0.000000000000000
Simalwara,743,1091.000000000000000,0.075763888888888,0.000000000000000
Anupgarh,744,1721.000000000000000,0.119513888888888,264394.000000000000000
Ganganagar,745,1324.000000000000000,0.091944444444444,394787.000000000000000
Karanpur,746,1051.000000000000000,0.072986111111111,182152.000000000000000
n.a. ( 230),747,1378.000000000000000,0.095694444444444,146771.000000000000000
Padampur,748,1179.000000000000000,0.081874999999999,235528.000000000000000
Raisinghnagar,749,2485.000000000000000,0.172569444444443,361830.000000000000000
Sadulshahr,750,1585.000000000000000,0.110069444444444,305115.000000000000000
Sri Vijainagar,751,659.000000000000000,0.045763888888889,96721.000000000000000
Suratgarh,752,4230.000000000000000,0.293749999999998,491945.000000000000000
Bhadra,753,1979.000000000000000,0.137430555555554,338995.000000000000000
n.a. ( 211),754,1427.000000000000000,0.099097222222221,133418.000000000000000
Nohar,755,3730.000000000000000,0.259027777777776,464223.000000000000000
Pilibangan,756,948.000000000000000,0.065833333333333,175002.000000000000000
Rawatsar,757,1641.000000000000000,0.113958333333332,415489.000000000000000
Sangariya,758,1035.000000000000000,0.071874999999999,189439.000000000000000
Tibi,759,1129.000000000000000,0.078402777777777,168964.000000000000000
Amer,760,892.000000000000000,0.061944444444444,0.000000000000000
Bassi,761,633.000000000000000,0.043958333333333,0.000000000000000
Chaksu,762,1142.000000000000000,0.079305555555555,0.000000000000000
Chomu,763,762.000000000000000,0.052916666666666,0.000000000000000
Dudu,764,1791.000000000000000,0.124374999999999,0.000000000000000
Jaipur,765,1037.000000000000000,0.072013888888888,0.000000000000000
Jamwa Ramgarh,766,1511.000000000000000,0.104930555555555,0.000000000000000
Kot Putli,767,1238.000000000000000,0.085972222222222,1850.000000000000000
n.a. ( 379),768,735.000000000000000,0.051041666666666,0.000000000000000
Phagi,769,1446.000000000000000,0.100416666666666,0.000000000000000
Sambhar,770,2009.000000000000000,0.139513888888888,0.000000000000000
Sanganer,771,641.000000000000000,0.044513888888889,0.000000000000000
Viratnagar,772,864.000000000000000,0.060000000000000,0.000000000000000
Jaisalmer,773,37864.000000000000000,2.629444444444423,574.000000000000000
Pokaran,774,12685.000000000000000,0.880902777777771,0.000000000000000
Ahor,775,2295.000000000000000,0.159374999999999,0.000000000000000
Bhinmal,776,4152.000000000000000,0.288333333333331,0.000000000000000
Jalor,777,3021.000000000000000,0.209791666666665,0.000000000000000
Raniwara,778,695.000000000000000,0.048263888888889,0.000000000000000
Sanchor,779,3628.000000000000000,0.251944444444442,0.000000000000000
Aklera,780,1900.000000000000000,0.131944444444443,0.000000000000000
Gangdhar,781,1275.000000000000000,0.088541666666666,0.000000000000000
Jhalarapatan,782,1404.000000000000000,0.097499999999999,0.000000000000000
Khanpur,783,1157.000000000000000,0.080347222222222,0.000000000000000
Pachpahar,784,716.000000000000000,0.049722222222222,0.000000000000000
Pirawa,785,1551.000000000000000,0.107708333333332,0.000000000000000
Chirawa,786,2056.000000000000000,0.142777777777777,587.000000000000000
Jhunjhunun,787,2003.000000000000000,0.139097222222221,0.000000000000000
Khetri,788,1731.000000000000000,0.120208333333332,1157.000000000000000
Nawalgarh,789,938.000000000000000,0.065138888888888,0.000000000000000
Udaipurwati,790,1088.000000000000000,0.075555555555555,0.000000000000000
Bhopalgarh,791,2393.000000000000000,0.166180555555554,0.000000000000000
Bilara,792,1887.000000000000000,0.131041666666666,0.000000000000000
Jodhpur,793,4654.000000000000000,0.323194444444442,0.000000000000000
Osiyan,794,4593.000000000000000,0.318958333333331,0.000000000000000
Phalodi,795,11126.000000000000000,0.772638888888883,0.000000000000000
Shergarh,796,5115.000000000000000,0.355208333333331,0.000000000000000
Hindaun,797,703.000000000000000,0.048819444444444,0.000000000000000
Karauli,798,2028.000000000000000,0.140833333333332,0.000000000000000
Nandauti,799,1216.000000000000000,0.084444444444444,0.000000000000000
Sapotra,800,2139.000000000000000,0.148541666666665,0.000000000000000
Toda Bhim,801,681.000000000000000,0.047291666666666,0.000000000000000
Digod,802,1365.000000000000000,0.094791666666666,0.000000000000000
Pipalda Kalan,803,1489.000000000000000,0.103402777777777,0.000000000000000
Ramganj Mandi,804,799.000000000000000,0.055486111111111,0.000000000000000
Sangod,805,1596.000000000000000,0.110833333333332,0.000000000000000
Degana,806,1764.000000000000000,0.122499999999999,0.000000000000000
Didwana,807,2133.000000000000000,0.148124999999999,0.000000000000000
Jayal,808,2847.000000000000000,0.197708333333332,0.000000000000000
Ladnun,809,1682.000000000000000,0.116805555555555,0.000000000000000
Merta,810,3714.000000000000000,0.257916666666665,0.000000000000000
Nagaur,811,5889.000000000000000,0.408958333333330,0.000000000000000
Nawa,812,2096.000000000000000,0.145555555555554,0.000000000000000
Parvatsar,813,3013.000000000000000,0.209236111111109,0.000000000000000
Bali,814,3064.000000000000000,0.212777777777776,0.000000000000000
Desuri,815,1689.000000000000000,0.117291666666666,0.000000000000000
Jaitaran,816,1877.000000000000000,0.130347222222221,0.000000000000000
Kharchi,817,1470.000000000000000,0.102083333333333,0.000000000000000
Pali,818,3999.000000000000000,0.277708333333331,0.000000000000000
Sojat,819,2554.000000000000000,0.177361111111110,0.000000000000000
Arnaud,820,949.000000000000000,0.065902777777777,0.000000000000000
Chhoti Sadri,821,807.000000000000000,0.056041666666666,0.000000000000000
Lasadia,822,1688.000000000000000,0.117222222222221,0.000000000000000
Pratapgarh,823,1616.000000000000000,0.112222222222221,0.000000000000000
Amet,824,905.000000000000000,0.062847222222222,0.000000000000000
Bhim,825,475.000000000000000,0.032986111111111,0.000000000000000
Devgarh,826,950.000000000000000,0.065972222222222,0.000000000000000
Kumbhalgarh,827,1059.000000000000000,0.073541666666666,0.000000000000000
Nathdwara,828,1147.000000000000000,0.079652777777777,0.000000000000000
Rajsamand,829,577.000000000000000,0.040069444444444,0.000000000000000
Relmagra,830,814.000000000000000,0.056527777777777,0.000000000000000
Bamanwas,831,930.000000000000000,0.064583333333333,0.000000000000000
Bonali,832,1453.000000000000000,0.100902777777777,0.000000000000000
Khandar,833,1142.000000000000000,0.079305555555555,0.000000000000000
Sawai Madhopur,834,2023.000000000000000,0.140486111111110,0.000000000000000
Fatehpur,835,5351.000000000000000,0.371597222222219,2367662.000000000000000
Nim ka Thana,836,1469.000000000000000,0.102013888888888,2190.000000000000000
Shri Madhopur,837,1839.000000000000000,0.127708333333332,0.000000000000000
