VALUE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MAJORITY_COUNT,MAJORITY_PERCENT,MINORITY,MINORITY_COUNT,MINORITY_PERCENT,MEDIAN,PCT90
192,4.000000000000000,0.000277777777778,16935,64046,47111,42225.000000000000000,16748.986043937107752,168900.000000000000000,4,16935,1,25.0000000,16935,1,25.0000000,43537,64046
193,3.000000000000000,0.000208333333333,12435,165153,152718,68753.000000000000000,68486.601726177075761,206259.000000000000000,3,12435,1,33.3333015,12435,1,33.3333015,28671,165153
194,4.000000000000000,0.000277777777778,5574,43008,37434,29831.750000000000000,14349.737216670555426,119327.000000000000000,4,5574,1,25.0000000,5574,1,25.0000000,35050,43008
195,31.000000000000000,0.002152777777778,0,26864,26864,3527.741935483871202,5147.975956580579805,109360.000000000000000,31,0,1,3.2258000,0,1,3.2258000,1750,6812
196,26.000000000000000,0.001805555555556,0,25730,25730,3435.538461538461434,4775.568916819224796,89324.000000000000000,25,2193,2,7.6922998,0,1,3.8462000,2193,5337
197,10.000000000000000,0.000694444444444,1722,77502,75780,30433.299999999999272,24546.384756415762240,304333.000000000000000,9,51531,2,20.0000000,1722,1,10.0000000,14749,51531
198,168.000000000000000,0.011666666666667,0,4252,4252,743.089285714286234,827.015869243415523,124839.000000000000000,144,256,6,3.5713999,2,1,0.5952000,572,2219
199,272.000000000000000,0.018888888888889,28,4953,4925,1052.007352941176578,903.196850867253033,286146.000000000000000,212,1085,13,4.7793999,28,1,0.3676000,873,1865
200,344.000000000000000,0.023888888888889,6,5442,5436,847.799418604651009,949.011641864846183,291643.000000000000000,280,177,6,1.7442000,6,1,0.2907000,624,2223
201,193.000000000000000,0.013402777777778,0,9308,9308,402.347150259067405,937.500484948911208,77653.000000000000000,139,0,40,20.7254009,2,1,0.5181000,134,833
202,487.000000000000000,0.033819444444444,0,15922,15922,1101.240246406571487,1708.441697170475209,536304.000000000000000,363,0,23,4.7227998,1,1,0.2053000,737,2154
203,288.000000000000000,0.020000000000000,34,11534,11500,774.989583333333030,1075.925981952983648,223197.000000000000000,247,64,5,1.7361000,34,1,0.3472000,498,1795
204,253.000000000000000,0.017569444444444,5,5720,5715,936.581027667984017,1093.156834122111150,236955.000000000000000,210,106,6,2.3715000,5,1,0.3953000,665,2587
205,354.000000000000000,0.024583333333333,0,4994,4994,639.946327683615323,752.085833957173236,226541.000000000000000,260,0,32,9.0395002,5,1,0.2825000,477,1243
206,241.000000000000000,0.016736111111111,19,4761,4742,772.360995850622317,864.461700428493259,186139.000000000000000,184,175,7,2.9045999,19,1,0.4149000,493,2219
207,582.000000000000000,0.040416666666666,0,88833,88833,590.986254295532376,5466.585729938421537,343954.000000000000000,31,0,552,94.8453979,128,1,0.1718000,0,0
208,403.000000000000000,0.027986111111111,0,3836,3836,68.766749379652609,361.534563879455277,27713.000000000000000,19,0,385,95.5335007,279,1,0.2481000,0,0
209,263.000000000000000,0.018263888888889,0,1557,1557,16.711026615969580,138.461179553811206,4395.000000000000000,5,0,259,98.4791031,892,1,0.3802000,0,0
210,26.000000000000000,0.001805555555556,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,26,100.0000000,0,26,100.0000000,0,0
211,456.000000000000000,0.031666666666666,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,456,100.0000000,0,456,100.0000000,0,0
212,596.000000000000000,0.041388888888889,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,596,100.0000000,0,596,100.0000000,0,0
213,493.000000000000000,0.034236111111111,0,9149,9149,805.543610547668095,1090.541719519674189,397133.000000000000000,324,55,25,5.0710001,0,1,0.2028000,467,2308
214,366.000000000000000,0.025416666666666,0,5687,5687,659.398907103824968,891.611125014807612,241340.000000000000000,253,0,16,4.3716002,2,1,0.2732000,414,1801
215,460.000000000000000,0.031944444444444,1,4672,4671,571.639130434782942,863.328538521303813,262954.000000000000000,298,1,17,3.6956999,6,1,0.2174000,294,1335
216,394.000000000000000,0.027361111111111,0,6637,6637,838.474619289339898,1011.735191179765025,330359.000000000000000,292,0,15,3.8071001,3,1,0.2538000,497,2787
217,163.000000000000000,0.011319444444444,0,5116,5116,709.153374233129057,924.801789957974393,115592.000000000000000,143,4,7,4.2944999,0,1,0.6135000,359,2137
218,10.000000000000000,0.000694444444444,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,10,100.0000000,0,10,100.0000000,0,0
219,205.000000000000000,0.014236111111111,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,205,100.0000000,0,205,100.0000000,0,0
220,129.000000000000000,0.008958333333333,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,129,100.0000000,0,129,100.0000000,0,0
221,157.000000000000000,0.010902777777778,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,157,100.0000000,0,157,100.0000000,0,0
222,116.000000000000000,0.008055555555555,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,116,100.0000000,0,116,100.0000000,0,0
223,258.000000000000000,0.017916666666667,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,258,100.0000000,0,258,100.0000000,0,0
224,284.000000000000000,0.019722222222222,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,284,100.0000000,0,284,100.0000000,0,0
225,245.000000000000000,0.017013888888889,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,245,100.0000000,0,245,100.0000000,0,0
226,134.000000000000000,0.009305555555555,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,134,100.0000000,0,134,100.0000000,0,0
227,12.000000000000000,0.000833333333333,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,12,100.0000000,0,12,100.0000000,0,0
228,226.000000000000000,0.015694444444444,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,226,100.0000000,0,226,100.0000000,0,0
229,226.000000000000000,0.015694444444444,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,226,100.0000000,0,226,100.0000000,0,0
230,185.000000000000000,0.012847222222222,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,185,100.0000000,0,185,100.0000000,0,0
231,359.000000000000000,0.024930555555555,1,4898,4897,847.969359331475971,752.870389624724112,304421.000000000000000,260,982,24,6.6852002,1,1,0.2786000,794,1412
232,366.000000000000000,0.025416666666666,0,27754,27754,1114.622950819671587,1973.940412983323540,407952.000000000000000,267,578,22,6.0109000,0,1,0.2732000,754,2161
233,289.000000000000000,0.020069444444444,0,13876,13876,890.764705882352587,1255.679352652658963,257431.000000000000000,206,1102,17,5.8824000,1,1,0.3460000,714,1630
234,428.000000000000000,0.029722222222222,0,8777,8777,831.504672897196315,858.268253425452826,355884.000000000000000,312,0,29,6.7757001,1,1,0.2336000,719,1449
235,279.000000000000000,0.019375000000000,0,7244,7244,655.254480286738158,973.601717549538421,182816.000000000000000,208,0,32,11.4694996,4,1,0.3584000,465,1157
236,181.000000000000000,0.012569444444444,7,4556,4549,902.116022099447605,766.219457634106561,163283.000000000000000,159,491,4,2.2098999,7,1,0.5525000,715,1631
237,310.000000000000000,0.021527777777778,0,4144,4144,503.364516129032722,701.812500945110742,156043.000000000000000,216,0,48,15.4839001,7,1,0.3226000,314,1069
238,280.000000000000000,0.019444444444444,32,9324,9292,1263.571428571428214,1267.414996545878694,353800.000000000000000,233,951,16,5.7143002,32,1,0.3571000,907,3010
239,179.000000000000000,0.012430555555555,3,7093,7090,1078.363128491620500,1141.158216393156181,193027.000000000000000,154,597,4,2.2346001,3,1,0.5587000,747,1758
240,253.000000000000000,0.017569444444444,0,4181,4181,776.537549407114625,797.728462061450728,196464.000000000000000,201,0,30,11.8577003,4,1,0.3953000,598,1894
241,274.000000000000000,0.019027777777778,48,7075,7027,1211.733576642334356,1051.240875310555339,332015.000000000000000,184,894,15,5.4745002,48,1,0.3650000,896,2801
242,184.000000000000000,0.012777777777778,0,8291,8291,958.880434782608972,1211.402563348273588,176434.000000000000000,144,0,35,19.0216999,1,1,0.5435000,601,2099
243,176.000000000000000,0.012222222222222,0,9676,9676,1023.011363636363740,1364.311735357613770,180050.000000000000000,124,0,31,17.6135998,6,1,0.5682000,644,2696
244,195.000000000000000,0.013541666666667,0,49581,49581,2197.405128205129131,5254.251337040722319,428494.000000000000000,161,0,7,3.5897000,7,1,0.5128000,926,4649
245,222.000000000000000,0.015416666666667,0,14912,14912,1406.680180180180969,1524.280403687797161,312283.000000000000000,205,485,3,1.3514000,12,1,0.4505000,1119,2736
246,251.000000000000000,0.017430555555555,0,33308,33308,1186.015936254979124,2401.886506184390782,297690.000000000000000,199,0,8,3.1873000,1,1,0.3984000,802,2509
247,159.000000000000000,0.011041666666667,0,8547,8547,1448.698113207547067,1460.416459749885689,230343.000000000000000,135,1618,7,4.4025002,11,1,0.6289000,1231,2825
248,234.000000000000000,0.016250000000000,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1,0,234,100.0000000,0,234,100.0000000,0,0
249,77.000000000000000,0.005347222222222,0,1241,1241,17.103896103896101,140.653907422197364,1317.000000000000000,3,0,75,97.4026031,76,1,1.2987000,0,0
250,123.000000000000000,0.008541666666667,0,16975,16975,497.040650406504085,1996.171043709911601,61136.000000000000000,15,0,109,88.6178970,84,1,0.8130000,0,132
251,235.000000000000000,0.016319444444444,0,5327,5327,137.851063829787279,687.045013196692025,32395.000000000000000,13,0,223,94.8936005,877,1,0.4255000,0,0
252,229.000000000000000,0.015902777777778,0,1917,1917,41.986899563318779,222.156136924814035,9615.000000000000000,13,0,217,94.7598038,46,1,0.4367000,0,0
