VALUE,ZONE_CODE,COUNT,AREA,SUM
Mohammadpur,99,303.000000000000000,0.021041666666666,628414.000000000000000
Motijheel,100,3.000000000000000,0.000208333333333,206765.000000000000000
Nawabganj,101,723.000000000000000,0.050208333333333,629485.000000000000000
New Market,102,1.000000000000000,0.000069444444444,33956.000000000000000
Pallabi,103,13.000000000000000,0.000902777777778,726638.000000000000000
Paltan,104,2.000000000000000,0.000138888888889,68202.000000000000000
Ramna,105,5.000000000000000,0.000347222222222,202421.000000000000000
Rampura,106,4.000000000000000,0.000277777777778,178125.000000000000000
Sabujbagh,107,9.000000000000000,0.000625000000000,397552.000000000000000
Savar,108,366.000000000000000,0.025416666666666,1543079.000000000000000
Shah Ali,109,4.000000000000000,0.000277777777778,128739.000000000000000
Shahbagh,110,4.000000000000000,0.000277777777778,138824.000000000000000
Sher-e-bangla Nagar,111,6.000000000000000,0.000416666666667,144921.000000000000000
Shyampur,112,4.000000000000000,0.000277777777778,149361.000000000000000
Sutrapur,113,4.000000000000000,0.000277777777778,168900.000000000000000
Tejgaon,114,3.000000000000000,0.000208333333333,206259.000000000000000
Tejgaon Ind. Area,115,4.000000000000000,0.000277777777778,119327.000000000000000
Turag,116,31.000000000000000,0.002152777777778,109360.000000000000000
Uttar Khan,117,26.000000000000000,0.001805555555556,89324.000000000000000
Uttara,118,10.000000000000000,0.000694444444444,304333.000000000000000
Alfadanga,119,168.000000000000000,0.011666666666667,124839.000000000000000
Bhanga,120,272.000000000000000,0.018888888888889,286146.000000000000000
Boalmari,121,344.000000000000000,0.023888888888889,291643.000000000000000
Char Bhadrasan,122,193.000000000000000,0.013402777777778,77653.000000000000000
Faridpur Sadar,123,487.000000000000000,0.033819444444444,536304.000000000000000
Madhukhali,124,288.000000000000000,0.020000000000000,223197.000000000000000
Nagarkanda,125,253.000000000000000,0.017569444444444,236955.000000000000000
Sadarpur,126,354.000000000000000,0.024583333333333,226541.000000000000000
Saltha,127,241.000000000000000,0.016736111111111,186139.000000000000000
Gazipur Sadar,128,582.000000000000000,0.040416666666666,343954.000000000000000
Kaliakair,129,403.000000000000000,0.027986111111111,27713.000000000000000
Kaliganj,130,1397.000000000000000,0.097013888888888,917558.000000000000000
Kaliganj Paurashava,131,26.000000000000000,0.001805555555556,0.000000000000000
Kapasia,132,456.000000000000000,0.031666666666666,0.000000000000000
Sreepur,133,826.000000000000000,0.057361111111111,191285.000000000000000
Gopalganj Sadar,134,493.000000000000000,0.034236111111111,397133.000000000000000
Kashiani,135,366.000000000000000,0.025416666666666,241340.000000000000000
Kotali Para,136,460.000000000000000,0.031944444444444,262954.000000000000000
Muksudpur,137,394.000000000000000,0.027361111111111,330359.000000000000000
Tungi Para,138,163.000000000000000,0.011319444444444,115592.000000000000000
Austagram,139,10.000000000000000,0.000694444444444,0.000000000000000
Bajitpur,140,205.000000000000000,0.014236111111111,0.000000000000000
Bhairab,141,129.000000000000000,0.008958333333333,0.000000000000000
Hossainpur,142,157.000000000000000,0.010902777777778,0.000000000000000
Itna,143,116.000000000000000,0.008055555555555,0.000000000000000
Karimganj,144,258.000000000000000,0.017916666666667,0.000000000000000
Katiadi,145,284.000000000000000,0.019722222222222,0.000000000000000
Kishoreganj Sadar,146,245.000000000000000,0.017013888888889,0.000000000000000
Kuliar Char,147,134.000000000000000,0.009305555555555,0.000000000000000
Mithamain,148,12.000000000000000,0.000833333333333,0.000000000000000
Nikli,149,226.000000000000000,0.015694444444444,0.000000000000000
Pakundia,150,226.000000000000000,0.015694444444444,0.000000000000000
Tarail,151,185.000000000000000,0.012847222222222,0.000000000000000
Kalkini,152,359.000000000000000,0.024930555555555,304421.000000000000000
Madaripur Sadar,153,366.000000000000000,0.025416666666666,407952.000000000000000
Rajoir,154,289.000000000000000,0.020069444444444,257431.000000000000000
Shib Char,155,428.000000000000000,0.029722222222222,355884.000000000000000
Daulatpur,156,888.000000000000000,0.061666666666666,887040.000000000000000
Ghior,157,181.000000000000000,0.012569444444444,163283.000000000000000
Harirampur,158,310.000000000000000,0.021527777777778,156043.000000000000000
Manikganj Sadar,159,280.000000000000000,0.019444444444444,353800.000000000000000
Saturia,160,179.000000000000000,0.012430555555555,193027.000000000000000
Shibalaya,161,253.000000000000000,0.017569444444444,196464.000000000000000
Singair,162,274.000000000000000,0.019027777777778,332015.000000000000000
Gazaria,163,184.000000000000000,0.012777777777778,176434.000000000000000
Lohajang,164,176.000000000000000,0.012222222222222,180050.000000000000000
Munshiganj Sadar,165,195.000000000000000,0.013541666666667,428494.000000000000000
Serajdikhan,166,222.000000000000000,0.015416666666667,312283.000000000000000
Sreenagar,167,251.000000000000000,0.017430555555555,297690.000000000000000
Tongibari,168,159.000000000000000,0.011041666666667,230343.000000000000000
Araihazar,169,234.000000000000000,0.016250000000000,0.000000000000000
Bandar,170,77.000000000000000,0.005347222222222,1317.000000000000000
Narayanganj Sadar,171,123.000000000000000,0.008541666666667,61136.000000000000000
Rupganj,172,235.000000000000000,0.016319444444444,32395.000000000000000
Sonargaon,173,229.000000000000000,0.015902777777778,9615.000000000000000
Belabo,174,157.000000000000000,0.010902777777778,0.000000000000000
Manohardi,175,246.000000000000000,0.017083333333333,0.000000000000000
Narsingdi Sadar,176,277.000000000000000,0.019236111111111,0.000000000000000
Palash,177,122.000000000000000,0.008472222222222,0.000000000000000
Roypura,178,402.000000000000000,0.027916666666666,0.000000000000000
Shibpur,179,281.000000000000000,0.019513888888889,0.000000000000000
Balia Kandi,180,304.000000000000000,0.021111111111111,245711.000000000000000
Goalandaghat,181,195.000000000000000,0.013541666666667,128864.000000000000000
Kalukhali,182,209.000000000000000,0.014513888888889,167824.000000000000000
Pangsha,183,325.000000000000000,0.022569444444444,282488.000000000000000
Rajbari Sadar,184,415.000000000000000,0.028819444444444,380352.000000000000000
Bhedarganj,185,374.000000000000000,0.025972222222222,279924.000000000000000
Damudya,186,122.000000000000000,0.008472222222222,123047.000000000000000
Gosairhat,187,225.000000000000000,0.015625000000000,184661.000000000000000
Naria,188,304.000000000000000,0.021111111111111,279484.000000000000000
Shariatpur Sadar,189,224.000000000000000,0.015555555555555,243921.000000000000000
Zanjira,190,324.000000000000000,0.022500000000000,218862.000000000000000
Basail,191,209.000000000000000,0.014513888888889,193123.000000000000000
Bhuapur,192,294.000000000000000,0.020416666666667,213345.000000000000000
Delduar,193,220.000000000000000,0.015277777777778,225586.000000000000000
Dhanbari,194,162.000000000000000,0.011250000000000,187531.000000000000000
Ghatail,195,582.000000000000000,0.040416666666666,482729.000000000000000
Gopalpur,196,245.000000000000000,0.017013888888889,295206.000000000000000
Kalihati,197,382.000000000000000,0.026527777777778,454328.000000000000000
Madhupur,198,473.000000000000000,0.032847222222222,342840.000000000000000
Mirzapur,199,463.000000000000000,0.032152777777778,451333.000000000000000
Nagarpur,200,317.000000000000000,0.022013888888889,326788.000000000000000
Sakhipur,201,564.000000000000000,0.039166666666666,323415.000000000000000
Tangail Sadar,202,411.000000000000000,0.028541666666666,628760.000000000000000
Bagerhat Sadar,203,394.000000000000000,0.027361111111111,326925.000000000000000
Chitalmari,204,250.000000000000000,0.017361111111111,158243.000000000000000
Fakirhat,205,204.000000000000000,0.014166666666667,159978.000000000000000
Mollahat,206,221.000000000000000,0.015347222222222,138925.000000000000000
Mongla,207,1688.000000000000000,0.117222222222221,151011.000000000000000
Morrelganj,208,550.000000000000000,0.038194444444444,338869.000000000000000
Rampal,209,349.000000000000000,0.024236111111111,152663.000000000000000
Sarankhola,210,841.000000000000000,0.058402777777777,134838.000000000000000
Alamdanga,211,460.000000000000000,0.031944444444444,414744.000000000000000
Chuadanga Sadar,212,373.000000000000000,0.025902777777778,360033.000000000000000
Damurhuda,213,390.000000000000000,0.027083333333333,335488.000000000000000
Jiban Nagar,214,251.000000000000000,0.017430555555555,203684.000000000000000
Abhaynagar,215,314.000000000000000,0.021805555555555,300668.000000000000000
Bagher Para,216,350.000000000000000,0.024305555555555,248664.000000000000000
Chaugachha,217,353.000000000000000,0.024513888888889,270265.000000000000000
Jhikargachha,218,388.000000000000000,0.026944444444444,342335.000000000000000
Keshabpur,219,326.000000000000000,0.022638888888889,288318.000000000000000
Manirampur,220,567.000000000000000,0.039375000000000,477570.000000000000000
Sharsha,221,417.000000000000000,0.028958333333333,376660.000000000000000
Harinakunda,222,289.000000000000000,0.020069444444444,235385.000000000000000
Jhenaidah Sadar,223,590.000000000000000,0.040972222222222,500358.000000000000000
Kotchandpur,224,223.000000000000000,0.015486111111111,166123.000000000000000
Maheshpur,225,511.000000000000000,0.035486111111111,370463.000000000000000
Shailkupa,226,477.000000000000000,0.033125000000000,415179.000000000000000
Batiaghata,227,289.000000000000000,0.020069444444444,192628.000000000000000
Dacope,228,968.000000000000000,0.067222222222222,171345.000000000000000
Dighalia,229,101.000000000000000,0.007013888888889,141291.000000000000000
Dumuria,230,577.000000000000000,0.040069444444444,350644.000000000000000
Khalishpur,231,14.000000000000000,0.000972222222222,130357.000000000000000
Khan Jahan Ali,232,35.000000000000000,0.002430555555556,92208.000000000000000
Khulna Sadar,233,14.000000000000000,0.000972222222222,255574.000000000000000
Koyra,234,1606.000000000000000,0.111527777777777,219890.000000000000000
Paikgachha,235,481.000000000000000,0.033402777777778,286128.000000000000000
Phultala,236,69.000000000000000,0.004791666666667,94468.000000000000000
Rupsa,237,154.000000000000000,0.010694444444444,218699.000000000000000
Sonadanga,238,11.000000000000000,0.000763888888889,191825.000000000000000
Terokhada,239,230.000000000000000,0.015972222222222,124106.000000000000000
Bheramara,240,201.000000000000000,0.013958333333333,229193.000000000000000
Khoksa,241,137.000000000000000,0.009513888888889,153595.000000000000000
Kumarkhali,242,347.000000000000000,0.024097222222222,374146.000000000000000
Kushtia Sadar,243,385.000000000000000,0.026736111111111,563151.000000000000000
Magura Sadar,244,515.000000000000000,0.035763888888889,441942.000000000000000
Shalikha,245,295.000000000000000,0.020486111111111,195455.000000000000000
Gangni,246,440.000000000000000,0.030555555555555,342928.000000000000000
Meherpur Sadar,247,328.000000000000000,0.022777777777778,292003.000000000000000
Mujib Nagar,248,147.000000000000000,0.010208333333333,113129.000000000000000
Kalia,249,398.000000000000000,0.027638888888889,256869.000000000000000
Lohagara,250,378.000000000000000,0.026250000000000,264089.000000000000000
Narail Sadar,251,491.000000000000000,0.034097222222222,314272.000000000000000
Assasuni,252,480.000000000000000,0.033333333333333,309594.000000000000000
Debhata,253,219.000000000000000,0.015208333333333,141274.000000000000000
Kalaroa,254,299.000000000000000,0.020763888888889,282619.000000000000000
Satkhira Sadar,255,499.000000000000000,0.034652777777777,522806.000000000000000
Shyamnagar,256,1991.000000000000000,0.138263888888888,358725.000000000000000
Tala,257,418.000000000000000,0.029027777777778,343101.000000000000000
Bakshiganj,258,269.000000000000000,0.018680555555555,250261.000000000000000
Dewanganj,259,329.000000000000000,0.022847222222222,291056.000000000000000
Islampur,260,441.000000000000000,0.030625000000000,319220.000000000000000
Jamalpur Sadar,261,644.000000000000000,0.044722222222222,701091.000000000000000
Madarganj,262,298.000000000000000,0.020694444444444,301853.000000000000000
Melandaha,263,335.000000000000000,0.023263888888889,387520.000000000000000
Sarishabari,264,353.000000000000000,0.024513888888889,383117.000000000000000
Bhaluka,265,567.000000000000000,0.039375000000000,1769.000000000000000
Dhobaura,266,324.000000000000000,0.022500000000000,0.000000000000000
Fulbaria,267,510.000000000000000,0.035416666666666,10468.000000000000000
Gaffargaon,268,510.000000000000000,0.035416666666666,0.000000000000000
Gauripur,269,372.000000000000000,0.025833333333333,0.000000000000000
Haluaghat,270,458.000000000000000,0.031805555555555,12934.000000000000000
Ishwarganj,271,351.000000000000000,0.024375000000000,0.000000000000000
Muktagachha,272,405.000000000000000,0.028125000000000,15591.000000000000000
Mymensingh Sadar,273,491.000000000000000,0.034097222222222,3229.000000000000000
Nandail,274,420.000000000000000,0.029166666666666,0.000000000000000
Phulpur,275,727.000000000000000,0.050486111111111,3065.000000000000000
Trishal,276,431.000000000000000,0.029930555555555,0.000000000000000
Atpara,277,242.000000000000000,0.016805555555555,0.000000000000000
Barhatta,278,299.000000000000000,0.020763888888889,0.000000000000000
Durgapur,279,608.000000000000000,0.042222222222222,199308.000000000000000
Kalmakanda,280,492.000000000000000,0.034166666666666,0.000000000000000
Kendua,281,392.000000000000000,0.027222222222222,0.000000000000000
Khaliajuri,282,4.000000000000000,0.000277777777778,0.000000000000000
Madan,283,244.000000000000000,0.016944444444444,0.000000000000000
Mohanganj,284,139.000000000000000,0.009652777777778,0.000000000000000
Netrokona Sadar,285,433.000000000000000,0.030069444444444,0.000000000000000
Purbadhala,286,407.000000000000000,0.028263888888889,0.000000000000000
Jhenaigati,287,269.000000000000000,0.018680555555555,183632.000000000000000
Nakla,288,223.000000000000000,0.015486111111111,211875.000000000000000
Nalitabari,289,426.000000000000000,0.029583333333333,284446.000000000000000
Sherpur Sadar,290,464.000000000000000,0.032222222222222,571702.000000000000000
Sreebardi,291,327.000000000000000,0.022708333333333,285967.000000000000000
Adamdighi,292,222.000000000000000,0.015416666666667,225975.000000000000000
Bogra Sadar,293,227.000000000000000,0.015763888888889,625090.000000000000000
Dhunat,294,313.000000000000000,0.021736111111111,339748.000000000000000
Dhupchanchia,295,211.000000000000000,0.014652777777778,202090.000000000000000
Gabtali,296,318.000000000000000,0.022083333333333,367431.000000000000000
Kahaloo,297,311.000000000000000,0.021597222222222,255583.000000000000000
Nandigram,298,340.000000000000000,0.023611111111111,205580.000000000000000
Sariakandi,299,527.000000000000000,0.036597222222222,279064.000000000000000
Shajahanpur,300,289.000000000000000,0.020069444444444,339687.000000000000000
Sherpur,301,384.000000000000000,0.026666666666666,381958.000000000000000
Shibganj,302,1067.000000000000000,0.074097222222222,1105647.000000000000000
Sonatola,303,201.000000000000000,0.013958333333333,238224.000000000000000
Akkelpur,304,184.000000000000000,0.012777777777778,160452.000000000000000
Joypurhat Sadar,305,294.000000000000000,0.020416666666667,312972.000000000000000
Kalai,306,210.000000000000000,0.014583333333333,160883.000000000000000
Khetlal,307,181.000000000000000,0.012569444444444,123256.000000000000000
Panchbibi,308,370.000000000000000,0.025694444444444,282668.000000000000000
Atrai,309,340.000000000000000,0.023611111111111,219286.000000000000000
Badalgachhi,310,271.000000000000000,0.018819444444444,235076.000000000000000
Dhamoirhat,311,393.000000000000000,0.027291666666666,215752.000000000000000
Mahadebpur,312,498.000000000000000,0.034583333333333,327875.000000000000000
Manda,313,530.000000000000000,0.036805555555555,423592.000000000000000
Naogaon Sadar,314,345.000000000000000,0.023958333333333,457415.000000000000000
Niamatpur,315,578.000000000000000,0.040138888888889,280539.000000000000000
Patnitala,316,496.000000000000000,0.034444444444444,271046.000000000000000
Porsha,317,344.000000000000000,0.023888888888889,159399.000000000000000
Raninagar,318,321.000000000000000,0.022291666666666,212765.000000000000000
Sapahar,319,310.000000000000000,0.021527777777778,179562.000000000000000
Bagati Para,320,180.000000000000000,0.012500000000000,149401.000000000000000
Baraigram,321,389.000000000000000,0.027013888888889,327717.000000000000000
Gurudaspur,322,248.000000000000000,0.017222222222222,241338.000000000000000
Lalpur,323,419.000000000000000,0.029097222222222,306012.000000000000000
Natore Sadar,324,509.000000000000000,0.035347222222222,488047.000000000000000
Singra,325,688.000000000000000,0.047777777777777,416893.000000000000000
Bholahat,326,158.000000000000000,0.010972222222222,117617.000000000000000
Gomastapur,327,409.000000000000000,0.028402777777778,318003.000000000000000
Nachole,328,364.000000000000000,0.025277777777778,164219.000000000000000
Nawabganj Sadar,329,553.000000000000000,0.038402777777777,597374.000000000000000
Atgharia,330,242.000000000000000,0.016805555555555,184837.000000000000000
Bera,331,336.000000000000000,0.023333333333333,285502.000000000000000
Bhangura,332,160.000000000000000,0.011111111111111,147863.000000000000000
Chatmohar,333,395.000000000000000,0.027430555555555,330454.000000000000000
Faridpur,334,187.000000000000000,0.012986111111111,144047.000000000000000
Ishwardi,335,342.000000000000000,0.023750000000000,362131.000000000000000
Pabna Sadar,336,549.000000000000000,0.038125000000000,671612.000000000000000
Santhia,337,434.000000000000000,0.030138888888889,448830.000000000000000
Sujanagar,338,416.000000000000000,0.028888888888889,315428.000000000000000
Bagha,339,258.000000000000000,0.017916666666667,213980.000000000000000
Baghmara,340,476.000000000000000,0.033055555555555,422872.000000000000000
Boalia,341,26.000000000000000,0.001805555555556,321429.000000000000000
Charghat,342,229.000000000000000,0.015902777777778,251779.000000000000000
Godagari,343,628.000000000000000,0.043611111111111,382520.000000000000000
Matihar,344,12.000000000000000,0.000833333333333,40931.000000000000000
Mohanpur,345,204.000000000000000,0.014166666666667,192475.000000000000000
Paba,346,382.000000000000000,0.026527777777778,378322.000000000000000
Puthia,347,251.000000000000000,0.017430555555555,230959.000000000000000
Rajpara,348,15.000000000000000,0.001041666666667,100038.000000000000000
Shah Makhdum,349,9.000000000000000,0.000625000000000,30870.000000000000000
Tanore,350,383.000000000000000,0.026597222222222,219564.000000000000000
Belkuchi,351,209.000000000000000,0.014513888888889,404500.000000000000000
Chauhali,352,306.000000000000000,0.021250000000000,180806.000000000000000
Kamarkhanda,353,127.000000000000000,0.008819444444444,168259.000000000000000
Kazipur,354,482.000000000000000,0.033472222222222,313232.000000000000000
Royganj,355,338.000000000000000,0.023472222222222,361251.000000000000000
Shahjadpur,356,414.000000000000000,0.028750000000000,628981.000000000000000
Sirajganj Sadar,357,402.000000000000000,0.027916666666666,630915.000000000000000
Tarash,358,388.000000000000000,0.026944444444444,230930.000000000000000
Ullah Para,359,531.000000000000000,0.036875000000000,613640.000000000000000
Biral,360,453.000000000000000,0.031458333333333,304926.000000000000000
Birampur,361,276.000000000000000,0.019166666666667,201526.000000000000000
Birganj,362,539.000000000000000,0.037430555555555,370114.000000000000000
Bochaganj,363,296.000000000000000,0.020555555555555,185628.000000000000000
Chirirbandar,364,406.000000000000000,0.028194444444444,341045.000000000000000
Dinajpur Sadar,365,466.000000000000000,0.032361111111111,543563.000000000000000
Fulbari,366,298.000000000000000,0.020694444444444,203492.000000000000000
Ghoraghat,367,195.000000000000000,0.013541666666667,136774.000000000000000
Hakimpur,368,132.000000000000000,0.009166666666667,104317.000000000000000
Kaharole,369,263.000000000000000,0.018263888888889,173013.000000000000000
Khansama,370,228.000000000000000,0.015833333333333,186211.000000000000000
Parbatipur,371,511.000000000000000,0.035486111111111,414459.000000000000000
Fulchhari,372,408.000000000000000,0.028333333333333,183562.000000000000000
Gaibandha Sadar,373,414.000000000000000,0.028750000000000,506143.000000000000000
Gobindaganj,374,601.000000000000000,0.041736111111111,592738.000000000000000
Palashbari,375,246.000000000000000,0.017083333333333,283518.000000000000000
Sadullapur,376,302.000000000000000,0.020972222222222,327617.000000000000000
Saghatta,377,288.000000000000000,0.020000000000000,306823.000000000000000
Sundarganj,378,532.000000000000000,0.036944444444444,515999.000000000000000
Bhurungamari,379,298.000000000000000,0.020694444444444,247379.000000000000000
Char Rajibpur,380,154.000000000000000,0.010694444444444,89282.000000000000000
Chilmari,381,303.000000000000000,0.021041666666666,142064.000000000000000
Kurigram Sadar,382,350.000000000000000,0.024305555555555,358914.000000000000000
Nageshwari,383,530.000000000000000,0.036805555555555,439991.000000000000000
Phulbari,384,210.000000000000000,0.014583333333333,177596.000000000000000
Rajarhat,385,213.000000000000000,0.014791666666667,209493.000000000000000
Raumari,386,261.000000000000000,0.018125000000000,223963.000000000000000
Ulipur,387,600.000000000000000,0.041666666666666,453960.000000000000000
Aditmari,388,249.000000000000000,0.017291666666667,275536.000000000000000
Hatibandha,389,373.000000000000000,0.025902777777778,264231.000000000000000
Lalmonirhat Sadar,390,347.000000000000000,0.024097222222222,368331.000000000000000
Patgram,391,328.000000000000000,0.022777777777778,228864.000000000000000
Dimla,392,429.000000000000000,0.029791666666666,325831.000000000000000
Domar,393,324.000000000000000,0.022500000000000,280800.000000000000000
Jaldhaka,394,401.000000000000000,0.027847222222222,389206.000000000000000
Kishoreganj,395,262.000000000000000,0.018194444444444,232032.000000000000000
Nilphamari Sadar,396,490.000000000000000,0.034027777777778,503208.000000000000000
Saidpur,397,153.000000000000000,0.010625000000000,297883.000000000000000
Atwari,398,268.000000000000000,0.018611111111111,152111.000000000000000
Boda,399,398.000000000000000,0.027638888888889,274673.000000000000000
Debiganj,400,410.000000000000000,0.028472222222222,287706.000000000000000
Panchagarh Sadar,401,450.000000000000000,0.031250000000000,308428.000000000000000
Tentulia,402,244.000000000000000,0.016944444444444,138553.000000000000000
Badarganj,403,378.000000000000000,0.026250000000000,318871.000000000000000
Gangachara,404,348.000000000000000,0.024166666666666,397431.000000000000000
Kaunia,405,188.000000000000000,0.013055555555555,262429.000000000000000
Mitha Pukur,406,672.000000000000000,0.046666666666666,587135.000000000000000
Pirgachha,407,340.000000000000000,0.023611111111111,351295.000000000000000
Pirganj,408,969.000000000000000,0.067291666666666,700789.000000000000000
Rangpur Sadar,409,411.000000000000000,0.028541666666666,819267.000000000000000
Taraganj,410,175.000000000000000,0.012152777777778,161861.000000000000000
Baliadangi,411,362.000000000000000,0.025138888888889,225151.000000000000000
Haripur,412,256.000000000000000,0.017777777777778,169548.000000000000000
