VALUE,ZONE_CODE,COUNT,AREA,SUM
Bagh,1,1996.000000000000000,0.138611111111110,16836.000000000000000
Bhimber,2,1871.000000000000000,0.129930555555555,822144.000000000000000
Kotli,3,2627.000000000000000,0.182430555555554,997317.000000000000000
Mirpur,4,1256.000000000000000,0.087222222222222,984479.000000000000000
Muzaffarabad,5,2711.000000000000000,0.188263888888887,16145.000000000000000
Neelum,6,7362.000000000000000,0.511249999999996,0.000000000000000
Poonch,7,1127.000000000000000,0.078263888888888,89690.000000000000000
Sudhnati,8,615.000000000000000,0.042708333333333,307306.000000000000000
Awaran,9,19082.000000000000000,1.325138888888878,10475.000000000000000
Disputed Area 1,10,3112.000000000000000,0.216111111111109,1977.000000000000000
Disputed Area 2,11,171.000000000000000,0.011875000000000,362.000000000000000
Kalat,12,14134.000000000000000,0.981527777777770,368268.000000000000000
Kharan,13,21190.000000000000000,1.471527777777766,6518.000000000000000
Khuzdar,14,38310.000000000000000,2.660416666666646,548294.000000000000000
Lasbela,15,19401.000000000000000,1.347291666666656,484333.000000000000000
Mastung,16,12184.000000000000000,0.846111111111104,18853.000000000000000
Gwadar,17,394.000000000000000,0.027361111111111,281.000000000000000
Panjgur,18,596.000000000000000,0.041388888888889,0.000000000000000
Bolan,19,10091.000000000000000,0.700763888888883,246940.000000000000000
Jafarabad,20,2684.000000000000000,0.186388888888887,352288.000000000000000
Jhal Magsi,21,4883.000000000000000,0.339097222222219,101220.000000000000000
Nasirabad,22,4701.000000000000000,0.326458333333331,267141.000000000000000
Chagai,23,9278.000000000000000,0.644305555555550,0.000000000000000
Pishin,24,9143.000000000000000,0.634930555555550,1714.000000000000000
Qilla Abdullah,25,5541.000000000000000,0.384791666666664,0.000000000000000
Quetta,26,3594.000000000000000,0.249583333333331,0.000000000000000
Dera Bugti,27,12829.000000000000000,0.890902777777771,125478.000000000000000
Kholu,28,10613.000000000000000,0.737013888888883,67722.000000000000000
Sibi,29,10155.000000000000000,0.705208333333328,264504.000000000000000
Ziarat,30,1949.000000000000000,0.135347222222221,79012.000000000000000
Barkhan,31,4519.000000000000000,0.313819444444442,155020.000000000000000
Loralai,32,13054.000000000000000,0.906527777777770,515500.000000000000000
Musakhel,33,8393.000000000000000,0.582847222222218,103894.000000000000000
Qilla Saifullah,34,14007.000000000000000,0.972708333333326,566.000000000000000
Zhob,35,21830.000000000000000,1.515972222222210,670.000000000000000
Bajaur,36,1890.000000000000000,0.131249999999999,1127464.000000000000000
Khyber,37,3867.000000000000000,0.268541666666665,1306374.000000000000000
Kurram,38,4567.000000000000000,0.317152777777775,12002.000000000000000
Largha Shirani,39,2735.000000000000000,0.189930555555554,654.000000000000000
Mohmand,40,3173.000000000000000,0.220347222222220,917275.000000000000000
N. Waziristan,41,7002.000000000000000,0.486249999999996,231.000000000000000
Orakzai,42,1892.000000000000000,0.131388888888888,284714.000000000000000
