VALUE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MAJORITY_COUNT,MAJORITY_PERCENT,MINORITY,MINORITY_COUNT,MINORITY_PERCENT,MEDIAN,PCT90
2195,734.000000000000000,0.050972222222222,26,9633,9607,665.267029972752198,1229.161486000821014,488306.000000000000000,307,119,42,5.7220998,26,1,0.1362000,254,1680
2196,1327.000000000000000,0.092152777777777,18,18388,18370,643.792012057271791,1522.898116798593492,854312.000000000000000,454,119,96,7.2343998,18,1,0.0754000,251,981
2197,1397.000000000000000,0.097013888888888,0,15724,15724,524.390837508949744,1135.948822345595318,732574.000000000000000,448,151,89,6.3708000,14,1,0.0716000,210,946
2198,1153.000000000000000,0.080069444444444,0,7476,7476,553.798785776234695,1024.792417081531312,638530.000000000000000,467,189,37,3.2090001,13,1,0.0867000,244,1132
2199,1430.000000000000000,0.099305555555555,0,18439,18439,940.403496503496513,2112.946270019134772,1344777.000000000000000,592,151,66,4.6153998,16,1,0.0699000,270,2137
2200,470.000000000000000,0.032638888888889,0,5998,5998,514.293617021276077,835.056865793099178,241718.000000000000000,275,189,15,3.1914999,13,1,0.2128000,255,1154
2201,1213.000000000000000,0.084236111111110,0,22788,22788,1054.922506183016822,2143.595041934250276,1279621.000000000000000,591,208,42,3.4625001,3,1,0.0824000,470,2156
2202,1474.000000000000000,0.102361111111110,0,31508,31508,1348.056309362280672,2907.039791659074581,1987035.000000000000000,752,208,74,5.0204000,20,1,0.0678000,467,3018
2203,1458.000000000000000,0.101249999999999,0,19607,19607,598.790809327847001,1416.064357847872088,873037.000000000000000,532,137,80,5.4870000,9,1,0.0686000,293,1049
2204,1221.000000000000000,0.084791666666666,22,48058,48036,1999.932022932026484,5283.598929606770071,2441917.000000000000000,599,305,69,5.6511002,39,1,0.0819000,465,4142
2205,795.000000000000000,0.055208333333333,36,15990,15954,857.348427672956973,1744.534374627949774,681592.000000000000000,347,343,34,4.2767000,36,1,0.1258000,419,1460
2206,1897.000000000000000,0.131736111111110,0,16192,16192,507.930416447022083,1054.680657750929413,963544.000000000000000,607,138,117,6.1676002,2,1,0.0527000,174,1157
2207,3917.000000000000000,0.272013888888887,0,18242,18242,504.419198366098954,1315.799198464834262,1975810.000000000000000,887,43,323,8.2461004,1,1,0.0255000,138,1004
2208,880.000000000000000,0.061111111111111,40,12741,12701,862.219318181818608,1479.291983852561316,758753.000000000000000,357,170,81,9.2045002,40,1,0.1136000,355,2386
2209,1045.000000000000000,0.072569444444444,33,38266,38233,1851.801913875598302,4171.626718151377645,1935133.000000000000000,623,170,64,6.1244001,33,1,0.0957000,467,4865
2210,874.000000000000000,0.060694444444444,0,19914,19914,820.869565217389550,1639.511942897759809,717440.000000000000000,411,170,130,14.8740997,0,1,0.1144000,263,2430
2211,716.000000000000000,0.049722222222222,51,20711,20660,871.642458100558315,2078.646561057237250,624096.000000000000000,219,181,41,5.7262998,55,1,0.1397000,402,1207
2212,1532.000000000000000,0.106388888888888,0,20405,20405,746.894908616187195,1602.776563199205839,1144243.000000000000000,517,362,57,3.7205999,5,1,0.0653000,412,1207
2213,1417.000000000000000,0.098402777777777,12,31752,31740,1173.064925899787340,2909.978762472832386,1662233.000000000000000,599,537,44,3.1052001,13,1,0.0706000,493,1947
2214,1270.000000000000000,0.088194444444444,7,15941,15934,573.598425196849689,1276.379957004648531,728470.000000000000000,475,137,48,3.7795000,8,1,0.0787000,278,868
2215,1391.000000000000000,0.096597222222221,7,15199,15192,652.020129403307124,1275.471478898723490,906960.000000000000000,556,247,44,3.1631999,11,1,0.0719000,309,1332
2216,2109.000000000000000,0.146458333333332,0,15082,15082,360.695590327169043,923.038335028502615,760707.000000000000000,503,40,77,3.6510000,3,1,0.0474000,137,617
2217,1455.000000000000000,0.101041666666666,0,24504,24504,769.631615120275228,1642.963278886734770,1119814.000000000000000,427,157,152,10.4467001,0,1,0.0687000,276,2187
2218,1826.000000000000000,0.126805555555555,0,16614,16614,665.783680175247468,1428.567526681142908,1215721.000000000000000,501,157,204,11.1719999,5,1,0.0548000,247,1561
2219,1536.000000000000000,0.106666666666666,0,22976,22976,921.213541666665833,1737.216075790023069,1414984.000000000000000,520,157,101,6.5755000,9,1,0.0651000,360,2283
2220,1653.000000000000000,0.114791666666666,0,11410,11410,564.917725347850819,1074.186233111520778,933809.000000000000000,562,96,70,4.2347002,6,1,0.0605000,243,1266
2221,965.000000000000000,0.067013888888888,0,11778,11778,536.108808290155480,1162.718036636716761,517345.000000000000000,391,96,78,8.0829000,8,1,0.1036000,193,1296
2222,1266.000000000000000,0.087916666666666,8,25085,25077,924.033175355450339,2083.114473295215248,1169826.000000000000000,459,96,48,3.7915001,8,1,0.0790000,295,1803
2223,372.000000000000000,0.025833333333333,0,11311,11311,674.303763440859825,1374.815472148518438,250841.000000000000000,178,322,26,6.9892001,8,1,0.2688000,241,1567
2224,644.000000000000000,0.044722222222222,32,11898,11866,611.850931677018707,1032.929231677761436,394032.000000000000000,261,157,129,20.0310993,32,1,0.1553000,283,1182
2225,533.000000000000000,0.037013888888889,42,16441,16399,810.848030018762074,1641.368753787751075,432182.000000000000000,263,157,77,14.4464998,42,1,0.1876000,314,2054
2226,695.000000000000000,0.048263888888889,32,18532,18500,1222.513669064748910,2286.245340038799441,849647.000000000000000,448,157,24,3.4532001,32,1,0.1439000,426,2457
2227,661.000000000000000,0.045902777777777,24,14061,14037,718.189107413010902,1599.441761239506150,474723.000000000000000,302,157,55,8.3206997,24,1,0.1513000,270,1403
2228,900.000000000000000,0.062500000000000,13,10863,10850,677.697777777777333,1274.467005717185202,609928.000000000000000,430,157,64,7.1111002,13,1,0.1111000,301,1544
2229,1384.000000000000000,0.096111111111110,17,22402,22385,895.966763005780535,1842.121513598008960,1240018.000000000000000,488,551,48,3.4682000,17,1,0.0723000,538,1364
2230,1483.000000000000000,0.102986111111110,0,29005,29005,721.091706001348825,1771.138015955571063,1069379.000000000000000,499,551,77,5.1922002,4,1,0.0674000,507,1180
2231,2141.000000000000000,0.148680555555554,0,32765,32765,771.004670714619806,2289.780284750112514,1650721.000000000000000,751,1,106,4.9510002,32,1,0.0467000,216,1267
2232,173.000000000000000,0.012013888888889,54,29079,29025,1644.867052023121460,3097.340445901315888,284562.000000000000000,113,189,11,6.3583999,66,1,0.5780000,612,4920
2233,1144.000000000000000,0.079444444444444,12,10243,10231,650.604020979020788,1301.572862252844970,744291.000000000000000,478,130,87,7.6048999,12,1,0.0874000,247,1661
2234,1518.000000000000000,0.105416666666666,22,19593,19571,932.745059288538300,1805.669216037555316,1415907.000000000000000,554,170,150,9.8814001,28,1,0.0659000,338,2460
2235,1733.000000000000000,0.120347222222221,0,26906,26906,981.940565493363351,2069.071087459654336,1701703.000000000000000,641,332,107,6.1743002,14,1,0.0577000,456,1492
2236,1306.000000000000000,0.090694444444444,0,30081,30081,1391.123277182232641,2839.173901317725722,1816807.000000000000000,619,264,91,6.9678001,3,1,0.0766000,525,3789
2237,1227.000000000000000,0.085208333333333,7,10830,10823,447.483292583537548,887.495359634090505,549062.000000000000000,392,564,59,4.8084998,7,1,0.0815000,224,636
2238,2174.000000000000000,0.150972222222221,7,8018,8011,435.837166513338786,794.525378437414133,947510.000000000000000,526,230,86,3.9558001,13,1,0.0460000,230,671
2239,1359.000000000000000,0.094374999999999,17,15257,15240,849.003679175865045,1747.248835664760463,1153796.000000000000000,608,102,61,4.4885998,17,1,0.0736000,268,2201
2240,1390.000000000000000,0.096527777777777,21,14260,14239,608.741007194243934,1278.564526908786547,846150.000000000000000,529,102,78,5.6114998,21,1,0.0719000,230,1430
2241,273.000000000000000,0.018958333333333,34,15310,15276,767.120879120878953,1606.004825088876032,209424.000000000000000,121,402,17,6.2270999,34,1,0.3663000,502,1056
