source_id,source_name,source_type,iso3_country,sector,subsector,start_time,end_time,lat,lon,geometry_ref,gas,emissions_quantity,temporal_granularity,activity,activity_units,emissions_factor,emissions_factor_units,capacity,capacity_units,other1,other1_def,other2,other2_def,other3,other3_def,other4,other4_def,other5,other5_def,other6,other6_def,other7,other7_def,other8,other8_def,other9,other9_def,other10,other10_def,created_date,modified_date
113793,Accra Urban Area in Ablekuma Central Municipality,,GHA,transportation,road-transportation,2021-01-01 00:00:00,2021-12-31 00:00:00,5.5535607647643195,-0.2398632964494604,trace_-0.2398632964494604_5.5535607647643195,ch4,5.242373932903609,annual,357713145.868127,vehicle km traveled (VKT),1.46552453927322e-08,T of CH4 per VKT,372.0008271800188,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
113793,Accra Urban Area in Ablekuma Central Municipality,,GHA,transportation,road-transportation,2021-01-01 00:00:00,2021-12-31 00:00:00,5.5535607647643195,-0.2398632964494604,trace_-0.2398632964494604_5.5535607647643195,co2,93820.9396762751,annual,357713145.868127,vehicle km traveled (VKT),0.000262279820465,T of CO2 per VKT,372.0008271800188,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
113793,Accra Urban Area in Ablekuma Central Municipality,,GHA,transportation,road-transportation,2021-01-01 00:00:00,2021-12-31 00:00:00,5.5535607647643195,-0.2398632964494604,trace_-0.2398632964494604_5.5535607647643195,co2e_100yr,94583.67598952093,annual,357713145.868127,vehicle km traveled (VKT),6.210734647018606e-09,,372.0008271800188,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
113793,Accra Urban Area in Ablekuma Central Municipality,,GHA,transportation,road-transportation,2021-01-01 00:00:00,2021-12-31 00:00:00,5.5535607647643195,-0.2398632964494604,trace_-0.2398632964494604_5.5535607647643195,co2e_20yr,94859.94909578496,annual,357713145.868127,vehicle km traveled (VKT),6.210734647018606e-09,,372.0008271800188,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
113793,Accra Urban Area in Ablekuma Central Municipality,,GHA,transportation,road-transportation,2021-01-01 00:00:00,2021-12-31 00:00:00,5.5535607647643195,-0.2398632964494604,trace_-0.2398632964494604_5.5535607647643195,n2o,2.221661428737197,annual,357713145.868127,vehicle km traveled (VKT),6.210734647018606e-09,T of N2O per VKT,372.0008271800188,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
113793,Accra Urban Area in Ablekuma Central Municipality,,GHA,transportation,road-transportation,2022-01-01 00:00:00,2022-12-31 00:00:00,5.5535607647643195,-0.2398632964494604,trace_-0.2398632964494604_5.5535607647643195,ch4,5.23752272574057,annual,357382123.9689344,vehicle km traveled (VKT),1.4655245392732193e-08,T of CH4 per VKT,373.5051586917842,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
113793,Accra Urban Area in Ablekuma Central Municipality,,GHA,transportation,road-transportation,2022-01-01 00:00:00,2022-12-31 00:00:00,5.5535607647643195,-0.2398632964494604,trace_-0.2398632964494604_5.5535607647643195,co2,93734.11931198486,annual,357382123.9689344,vehicle km traveled (VKT),0.000262279820465,T of CO2 per VKT,373.5051586917842,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
113793,Accra Urban Area in Ablekuma Central Municipality,,GHA,transportation,road-transportation,2022-01-01 00:00:00,2022-12-31 00:00:00,5.5535607647643195,-0.2398632964494604,trace_-0.2398632964494604_5.5535607647643195,co2e_100yr,94496.14980151158,annual,357382123.9689344,vehicle km traveled (VKT),6.210734647018608e-09,,373.5051586917842,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
113793,Accra Urban Area in Ablekuma Central Municipality,,GHA,transportation,road-transportation,2022-01-01 00:00:00,2022-12-31 00:00:00,5.5535607647643195,-0.2398632964494604,trace_-0.2398632964494604_5.5535607647643195,co2e_20yr,94772.16724915813,annual,357382123.9689344,vehicle km traveled (VKT),6.210734647018608e-09,,373.5051586917842,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
113793,Accra Urban Area in Ablekuma Central Municipality,,GHA,transportation,road-transportation,2022-01-01 00:00:00,2022-12-31 00:00:00,5.5535607647643195,-0.2398632964494604,trace_-0.2398632964494604_5.5535607647643195,n2o,2.21960553955896,annual,357382123.9689344,vehicle km traveled (VKT),6.210734647018608e-09,T of N2O per VKT,373.5051586917842,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
109849,Accra Urban Area in Ablekuma North Municipality,,GHA,transportation,road-transportation,2021-01-01 00:00:00,2021-12-31 00:00:00,5.581359194004499,-0.2483624985173279,trace_-0.24836249851732797_5.581359194004499,ch4,14.05113418939204,annual,958778499.6326408,vehicle km traveled (VKT),1.4655245392732292e-08,T of CH4 per VKT,817.8782984355323,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
109849,Accra Urban Area in Ablekuma North Municipality,,GHA,transportation,road-transportation,2021-01-01 00:00:00,2021-12-31 00:00:00,5.581359194004499,-0.2483624985173279,trace_-0.24836249851732797_5.581359194004499,co2,251468.25274938424,annual,958778499.6326408,vehicle km traveled (VKT),0.000262279820465,T of CO2 per VKT,817.8782984355323,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
109849,Accra Urban Area in Ablekuma North Municipality,,GHA,transportation,road-transportation,2021-01-01 00:00:00,2021-12-31 00:00:00,5.581359194004499,-0.2483624985173279,trace_-0.24836249851732797_5.581359194004499,co2e_100yr,253512.61479331867,annual,958778499.6326408,vehicle km traveled (VKT),6.210734647018694e-09,,817.8782984355323,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
109849,Accra Urban Area in Ablekuma North Municipality,,GHA,transportation,road-transportation,2021-01-01 00:00:00,2021-12-31 00:00:00,5.581359194004499,-0.2483624985173279,trace_-0.24836249851732797_5.581359194004499,co2e_20yr,254253.10956509964,annual,958778499.6326408,vehicle km traveled (VKT),6.210734647018694e-09,,817.8782984355323,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
109849,Accra Urban Area in Ablekuma North Municipality,,GHA,transportation,road-transportation,2021-01-01 00:00:00,2021-12-31 00:00:00,5.581359194004499,-0.2483624985173279,trace_-0.24836249851732797_5.581359194004499,n2o,5.954718846485043,annual,958778499.6326408,vehicle km traveled (VKT),6.210734647018694e-09,T of N2O per VKT,817.8782984355323,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
109849,Accra Urban Area in Ablekuma North Municipality,,GHA,transportation,road-transportation,2022-01-01 00:00:00,2022-12-31 00:00:00,5.581359194004499,-0.2483624985173279,trace_-0.24836249851732797_5.581359194004499,ch4,13.778898114070216,annual,940202483.4673424,vehicle km traveled (VKT),1.4655245392732282e-08,T of CH4 per VKT,821.0442224561982,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
109849,Accra Urban Area in Ablekuma North Municipality,,GHA,transportation,road-transportation,2022-01-01 00:00:00,2022-12-31 00:00:00,5.581359194004499,-0.2483624985173279,trace_-0.24836249851732797_5.581359194004499,co2,246596.1385645942,annual,940202483.4673424,vehicle km traveled (VKT),0.000262279820465,T of CO2 per VKT,821.0442224561982,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
109849,Accra Urban Area in Ablekuma North Municipality,,GHA,transportation,road-transportation,2022-01-01 00:00:00,2022-12-31 00:00:00,5.581359194004499,-0.2483624985173279,trace_-0.24836249851732797_5.581359194004499,co2e_100yr,248600.89177041803,annual,940202483.4673424,vehicle km traveled (VKT),6.210734647018685e-09,,821.0442224561982,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
109849,Accra Urban Area in Ablekuma North Municipality,,GHA,transportation,road-transportation,2022-01-01 00:00:00,2022-12-31 00:00:00,5.581359194004499,-0.2483624985173279,trace_-0.24836249851732797_5.581359194004499,co2e_20yr,249327.03970102957,annual,940202483.4673424,vehicle km traveled (VKT),6.210734647018685e-09,,821.0442224561982,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
109849,Accra Urban Area in Ablekuma North Municipality,,GHA,transportation,road-transportation,2022-01-01 00:00:00,2022-12-31 00:00:00,5.581359194004499,-0.2483624985173279,trace_-0.24836249851732797_5.581359194004499,n2o,5.839348139283635,annual,940202483.4673424,vehicle km traveled (VKT),6.210734647018685e-09,T of N2O per VKT,821.0442224561982,km,GHA,iso3_country,Accra,asset_name,0.0,,,,,,,,,,,,,,,,2023-08-17 00:00:00,2023-10-27 16:00:00
