GID_0,COUNTRY,GID_1,NAME_1,GID_2,NAME_2,NAME_3,TYPE_3,ENGTYPE_3
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.2_1,Joypurhat,Panchbibi,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.3_1,Naogaon,Atrai,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.3_1,Naogaon,Badalgachhi,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.3_1,Naogaon,Dhamoirhat,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.3_1,Naogaon,Mahadebpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.3_1,Naogaon,Manda,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.3_1,Naogaon,Naogaon Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.3_1,Naogaon,Niamatpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.3_1,Naogaon,Patnitala,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.3_1,Naogaon,Porsha,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.3_1,Naogaon,Raninagar,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.3_1,Naogaon,Sapahar,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.4_1,Natore,Bagati Para,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.4_1,Natore,Baraigram,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.4_1,Natore,Gurudaspur,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.4_1,Natore,Lalpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.4_1,Natore,Natore Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.4_1,Natore,Singra,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.5_1,Nawabganj,Bholahat,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.5_1,Nawabganj,Gomastapur,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.5_1,Nawabganj,Nachole,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.5_1,Nawabganj,Nawabganj Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.5_1,Nawabganj,Shibganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.6_1,Pabna,Atgharia,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.6_1,Pabna,Bera,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.6_1,Pabna,Bhangura,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.6_1,Pabna,Chatmohar,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.6_1,Pabna,Faridpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.6_1,Pabna,Ishwardi,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.6_1,Pabna,Pabna Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.6_1,Pabna,Santhia,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.6_1,Pabna,Sujanagar,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.7_1,Rajshahi,Bagha,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.7_1,Rajshahi,Baghmara,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.7_1,Rajshahi,Boalia,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.7_1,Rajshahi,Charghat,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.7_1,Rajshahi,Durgapur,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.7_1,Rajshahi,Godagari,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.7_1,Rajshahi,Matihar,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.7_1,Rajshahi,Mohanpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.7_1,Rajshahi,Paba,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.7_1,Rajshahi,Puthia,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.7_1,Rajshahi,Rajpara,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.7_1,Rajshahi,Shah Makhdum,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.7_1,Rajshahi,Tanore,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.8_1,Sirajganj,Belkuchi,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.8_1,Sirajganj,Chauhali,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.8_1,Sirajganj,Kamarkhanda,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.8_1,Sirajganj,Kazipur,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.8_1,Sirajganj,Royganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.8_1,Sirajganj,Shahjadpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.8_1,Sirajganj,Sirajganj Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.8_1,Sirajganj,Tarash,Upazilla,Upazilla
BGD,Bangladesh,BGD.5_1,Rajshahi,BGD.5.8_1,Sirajganj,Ullah Para,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.1_1,Dinajpur,Biral,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.1_1,Dinajpur,Birampur,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.1_1,Dinajpur,Birganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.1_1,Dinajpur,Bochaganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.1_1,Dinajpur,Chirirbandar,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.1_1,Dinajpur,Dinajpur Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.1_1,Dinajpur,Fulbari,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.1_1,Dinajpur,Ghoraghat,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.1_1,Dinajpur,Hakimpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.1_1,Dinajpur,Kaharole,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.1_1,Dinajpur,Khansama,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.1_1,Dinajpur,Nawabganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.1_1,Dinajpur,Parbatipur,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.2_1,Gaibandha,Fulchhari,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.2_1,Gaibandha,Gaibandha Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.2_1,Gaibandha,Gobindaganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.2_1,Gaibandha,Palashbari,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.2_1,Gaibandha,Sadullapur,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.2_1,Gaibandha,Saghatta,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.2_1,Gaibandha,Sundarganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.3_1,Kurigram,Bhurungamari,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.3_1,Kurigram,Char Rajibpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.3_1,Kurigram,Chilmari,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.3_1,Kurigram,Kurigram Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.3_1,Kurigram,Nageshwari,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.3_1,Kurigram,Phulbari,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.3_1,Kurigram,Rajarhat,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.3_1,Kurigram,Raumari,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.3_1,Kurigram,Ulipur,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.4_1,Lalmonirhat,Aditmari,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.4_1,Lalmonirhat,Hatibandha,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.4_1,Lalmonirhat,Kaliganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.4_1,Lalmonirhat,Lalmonirhat Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.4_1,Lalmonirhat,Patgram,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.5_1,Nilphamari,Dimla,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.5_1,Nilphamari,Domar,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.5_1,Nilphamari,Jaldhaka,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.5_1,Nilphamari,Kishoreganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.5_1,Nilphamari,Nilphamari Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.5_1,Nilphamari,Saidpur,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.6_1,Panchagarh,Atwari,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.6_1,Panchagarh,Boda,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.6_1,Panchagarh,Debiganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.6_1,Panchagarh,Panchagarh Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.6_1,Panchagarh,Tentulia,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.7_1,Rangpur,Badarganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.7_1,Rangpur,Gangachara,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.7_1,Rangpur,Kaunia,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.7_1,Rangpur,Mitha Pukur,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.7_1,Rangpur,Pirgachha,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.7_1,Rangpur,Pirganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.7_1,Rangpur,Rangpur Sadar,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.7_1,Rangpur,Taraganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.8_1,Thakurgaon,Baliadangi,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.8_1,Thakurgaon,Haripur,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.8_1,Thakurgaon,Pirganj,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.8_1,Thakurgaon,Ranisankail,Upazilla,Upazilla
BGD,Bangladesh,BGD.6_1,Rangpur,BGD.6.8_1,Thakurgaon,Thakurgaon Sadar,Upazilla,Upazilla
